slice,iteration,shuffled_satisfied,shuffled_total,shuffled_share,share_ge_observed,satisfied_ge_observed
short_1_3,39,40,74,0.5405405405405406,false,false
short_1_3,40,36,74,0.4864864864864865,false,false
short_1_3,41,44,74,0.5945945945945946,false,false
short_1_3,42,29,74,0.3918918918918919,false,false
short_1_3,43,40,74,0.5405405405405406,false,false
short_1_3,44,40,74,0.5405405405405406,false,false
short_1_3,45,36,74,0.4864864864864865,false,false
short_1_3,46,35,74,0.47297297297297297,false,false
short_1_3,47,31,74,0.4189189189189189,false,false
short_1_3,48,44,74,0.5945945945945946,false,false
short_1_3,49,38,74,0.5135135135135135,false,false
medium_4_6,0,357,712,0.5014044943820225,false,false
medium_4_6,1,341,712,0.4789325842696629,false,false
medium_4_6,2,370,712,0.5196629213483146,false,false
medium_4_6,3,366,712,0.5140449438202247,false,false
medium_4_6,4,353,712,0.4957865168539326,false,false
medium_4_6,5,337,712,0.47331460674157305,false,false
medium_4_6,6,360,712,0.5056179775280899,false,false
medium_4_6,7,362,712,0.5084269662921348,false,false
medium_4_6,8,367,712,0.5154494382022472,false,false
medium_4_6,9,355,712,0.49859550561797755,false,false
medium_4_6,10,341,712,0.4789325842696629,false,false
medium_4_6,11,328,712,0.4606741573033708,false,false
medium_4_6,12,371,712,0.5210674157303371,false,false
medium_4_6,13,349,712,0.4901685393258427,false,false
medium_4_6,14,336,712,0.47191011235955055,false,false
medium_4_6,15,354,712,0.49719101123595505,false,false
medium_4_6,16,350,712,0.49157303370786515,false,false
medium_4_6,17,371,712,0.5210674157303371,false,false
medium_4_6,18,358,712,0.5028089887640449,false,false
medium_4_6,19,378,712,0.5308988764044944,false,false
medium_4_6,20,350,712,0.49157303370786515,false,false
medium_4_6,21,348,712,0.4887640449438202,false,false
medium_4_6,22,391,712,0.5491573033707865,false,false
medium_4_6,23,346,712,0.4859550561797753,false,false
medium_4_6,24,349,712,0.4901685393258427,false,false
medium_4_6,25,352,712,0.4943820224719101,false,false
medium_4_6,26,369,712,0.5182584269662921,false,false
medium_4_6,27,348,712,0.4887640449438202,false,false
medium_4_6,28,353,712,0.4957865168539326,false,false
medium_4_6,29,369,712,0.5182584269662921,false,false
medium_4_6,30,353,712,0.4957865168539326,false,false
medium_4_6,31,376,712,0.5280898876404494,false,false
medium_4_6,32,340,712,0.47752808988764045,false,false
medium_4_6,33,363,712,0.5098314606741573,false,false
medium_4_6,34,366,712,0.5140449438202247,false,false
medium_4_6,35,355,712,0.49859550561797755,false,false
medium_4_6,36,369,712,0.5182584269662921,false,false
medium_4_6,37,347,712,0.48735955056179775,false,false
medium_4_6,38,355,712,0.49859550561797755,false,false
medium_4_6,39,347,712,0.48735955056179775,false,false
medium_4_6,40,348,712,0.4887640449438202,false,false
medium_4_6,41,330,712,0.46348314606741575,false,false
medium_4_6,42,352,712,0.4943820224719101,false,false
medium_4_6,43,329,712,0.46207865168539325,false,false
medium_4_6,44,347,712,0.48735955056179775,false,false
medium_4_6,45,359,712,0.5042134831460674,false,false
medium_4_6,46,330,712,0.46348314606741575,false,false
medium_4_6,47,346,712,0.4859550561797753,false,false
medium_4_6,48,339,712,0.476123595505618,false,false
medium_4_6,49,357,712,0.5014044943820225,false,false
long_7_9,0,151,284,0.5316901408450704,false,false
long_7_9,1,146,284,0.5140845070422535,false,false
long_7_9,2,128,284,0.4507042253521127,false,false
long_7_9,3,142,284,0.5,false,false
long_7_9,4,146,284,0.5140845070422535,false,false
long_7_9,5,139,284,0.4894366197183099,false,false
long_7_9,6,151,284,0.5316901408450704,false,false
long_7_9,7,146,284,0.5140845070422535,false,false
long_7_9,8,139,284,0.4894366197183099,false,false
long_7_9,9,140,284,0.49295774647887325,false,false
long_7_9,10,145,284,0.5105633802816901,false,false
long_7_9,11,148,284,0.5211267605633803,false,false
long_7_9,12,130,284,0.45774647887323944,false,false
long_7_9,13,160,284,0.5633802816901409,false,false
long_7_9,14,148,284,0.5211267605633803,false,false
long_7_9,15,142,284,0.5,false,false
long_7_9,16,141,284,0.4964788732394366,false,false
long_7_9,17,138,284,0.4859154929577465,false,false
long_7_9,18,137,284,0.4823943661971831,false,false
long_7_9,19,139,284,0.4894366197183099,false,false
long_7_9,20,141,284,0.4964788732394366,false,false
long_7_9,21,146,284,0.5140845070422535,false,false
long_7_9,22,139,284,0.4894366197183099,false,false
long_7_9,23,135,284,0.4753521126760563,false,false
long_7_9,24,160,284,0.5633802816901409,false,false
long_7_9,25,150,284,0.528169014084507,false,false
long_7_9,26,138,284,0.4859154929577465,false,false
long_7_9,27,138,284,0.4859154929577465,false,false
long_7_9,28,147,284,0.5176056338028169,false,false
long_7_9,29,143,284,0.5035211267605634,false,false
long_7_9,30,138,284,0.4859154929577465,false,false
long_7_9,31,135,284,0.4753521126760563,false,false
long_7_9,32,148,284,0.5211267605633803,false,false
long_7_9,33,143,284,0.5035211267605634,false,false
long_7_9,34,130,284,0.45774647887323944,false,false
long_7_9,35,140,284,0.49295774647887325,false,false
long_7_9,36,153,284,0.5387323943661971,false,false
long_7_9,37,135,284,0.4753521126760563,false,false
long_7_9,38,141,284,0.4964788732394366,false,false
long_7_9,39,150,284,0.528169014084507,false,false
long_7_9,40,144,284,0.5070422535211268,false,false
long_7_9,41,148,284,0.5211267605633803,false,false
long_7_9,42,142,284,0.5,false,false
long_7_9,43,148,284,0.5211267605633803,false,false
long_7_9,44,135,284,0.4753521126760563,false,false
long_7_9,45,132,284,0.4647887323943662,false,false
long_7_9,46,144,284,0.5070422535211268,false,false
long_7_9,47,139,284,0.4894366197183099,false,false
long_7_9,48,141,284,0.4964788732394366,false,false
long_7_9,49,137,284,0.4823943661971831,false,false
very_long_10_plus,0,28,56,0.5,false,false
very_long_10_plus,1,25,56,0.44642857142857145,false,false
very_long_10_plus,2,33,56,0.5892857142857143,false,false
very_long_10_plus,3,33,56,0.5892857142857143,false,false
very_long_10_plus,4,29,56,0.5178571428571429,false,false
very_long_10_plus,5,18,56,0.32142857142857145,false,false
very_long_10_plus,6,26,56,0.4642857142857143,false,false
very_long_10_plus,7,26,56,0.4642857142857143,false,false
very_long_10_plus,8,24,56,0.42857142857142855,false,false
very_long_10_plus,9,22,56,0.39285714285714285,false,false
very_long_10_plus,10,27,56,0.48214285714285715,false,false
very_long_10_plus,11,28,56,0.5,false,false
very_long_10_plus,12,21,56,0.375,false,false
very_long_10_plus,13,29,56,0.5178571428571429,false,false
very_long_10_plus,14,35,56,0.625,false,false
very_long_10_plus,15,29,56,0.5178571428571429,false,false
very_long_10_plus,16,34,56,0.6071428571428571,false,false
very_long_10_plus,17,31,56,0.5535714285714286,false,false
very_long_10_plus,18,29,56,0.5178571428571429,false,false
very_long_10_plus,19,27,56,0.48214285714285715,false,false
very_long_10_plus,20,28,56,0.5,false,false
very_long_10_plus,21,31,56,0.5535714285714286,false,false
very_long_10_plus,22,22,56,0.39285714285714285,false,false
very_long_10_plus,23,28,56,0.5,false,false
very_long_10_plus,24,34,56,0.6071428571428571,false,false
very_long_10_plus,25,27,56,0.48214285714285715,false,false
very_long_10_plus,26,32,56,0.5714285714285714,false,false
very_long_10_plus,27,29,56,0.5178571428571429,false,false
very_long_10_plus,28,23,56,0.4107142857142857,false,false
very_long_10_plus,29,27,56,0.48214285714285715,false,false
very_long_10_plus,30,23,56,0.4107142857142857,false,false
very_long_10_plus,31,27,56,0.48214285714285715,false,false
very_long_10_plus,32,24,56,0.42857142857142855,false,false
very_long_10_plus,33,22,56,0.39285714285714285,false,false
very_long_10_plus,34,33,56,0.5892857142857143,false,false
very_long_10_plus,35,27,56,0.48214285714285715,false,false
very_long_10_plus,36,26,56,0.4642857142857143,false,false
very_long_10_plus,37,28,56,0.5,false,false
very_long_10_plus,38,31,56,0.5535714285714286,false,false
very_long_10_plus,39,29,56,0.5178571428571429,false,false
very_long_10_plus,40,22,56,0.39285714285714285,false,false
very_long_10_plus,41,27,56,0.48214285714285715,false,false
very_long_10_plus,42,31,56,0.5535714285714286,false,false
very_long_10_plus,43,29,56,0.5178571428571429,false,false
very_long_10_plus,44,20,56,0.35714285714285715,false,false
very_long_10_plus,45,26,56,0.4642857142857143,false,false
very_long_10_plus,46,26,56,0.4642857142857143,false,false
very_long_10_plus,47,27,56,0.48214285714285715,false,false
very_long_10_plus,48,22,56,0.39285714285714285,false,false
very_long_10_plus,49,22,56,0.39285714285714285,false,false
carrier_tablet_account,0,98,188,0.5212765957446809,false,false
carrier_tablet_account,1,99,188,0.526595744680851,false,false
carrier_tablet_account,2,95,188,0.5053191489361702,false,false
carrier_tablet_account,3,94,188,0.5,false,false
carrier_tablet_account,4,97,188,0.5159574468085106,false,false
carrier_tablet_account,5,98,188,0.5212765957446809,false,false
carrier_tablet_account,6,79,188,0.42021276595744683,false,false
carrier_tablet_account,7,93,188,0.4946808510638298,false,false
carrier_tablet_account,8,98,188,0.5212765957446809,false,false
carrier_tablet_account,9,101,188,0.5372340425531915,false,false
carrier_tablet_account,10,91,188,0.48404255319148937,false,false
carrier_tablet_account,11,88,188,0.46808510638297873,false,false
carrier_tablet_account,12,98,188,0.5212765957446809,false,false
carrier_tablet_account,13,99,188,0.526595744680851,false,false
carrier_tablet_account,14,98,188,0.5212765957446809,false,false
carrier_tablet_account,15,95,188,0.5053191489361702,false,false
carrier_tablet_account,16,97,188,0.5159574468085106,false,false
carrier_tablet_account,17,106,188,0.5638297872340425,false,false
carrier_tablet_account,18,97,188,0.5159574468085106,false,false
carrier_tablet_account,19,85,188,0.4521276595744681,false,false
carrier_tablet_account,20,101,188,0.5372340425531915,false,false
carrier_tablet_account,21,95,188,0.5053191489361702,false,false
carrier_tablet_account,22,101,188,0.5372340425531915,false,false
carrier_tablet_account,23,89,188,0.4734042553191489,false,false
carrier_tablet_account,24,93,188,0.4946808510638298,false,false
carrier_tablet_account,25,103,188,0.5478723404255319,false,false
carrier_tablet_account,26,112,188,0.5957446808510638,false,false
carrier_tablet_account,27,86,188,0.4574468085106383,false,false
carrier_tablet_account,28,90,188,0.4787234042553192,false,false
carrier_tablet_account,29,98,188,0.5212765957446809,false,false
carrier_tablet_account,30,81,188,0.4308510638297872,false,false
carrier_tablet_account,31,91,188,0.48404255319148937,false,false
carrier_tablet_account,32,89,188,0.4734042553191489,false,false
carrier_tablet_account,33,104,188,0.5531914893617021,false,false
carrier_tablet_account,34,81,188,0.4308510638297872,false,false
carrier_tablet_account,35,95,188,0.5053191489361702,false,false
carrier_tablet_account,36,98,188,0.5212765957446809,false,false
carrier_tablet_account,37,91,188,0.48404255319148937,false,false
carrier_tablet_account,38,103,188,0.5478723404255319,false,false
carrier_tablet_account,39,85,188,0.4521276595744681,false,false
carrier_tablet_account,40,97,188,0.5159574468085106,false,false
carrier_tablet_account,41,80,188,0.425531914893617,false,false
carrier_tablet_account,42,90,188,0.4787234042553192,false,false
carrier_tablet_account,43,90,188,0.4787234042553192,false,false
carrier_tablet_account,44,95,188,0.5053191489361702,false,false
carrier_tablet_account,45,89,188,0.4734042553191489,false,false
carrier_tablet_account,46,96,188,0.5106382978723404,false,false
carrier_tablet_account,47,89,188,0.4734042553191489,false,false
carrier_tablet_account,48,86,188,0.4574468085106383,false,false
carrier_tablet_account,49,95,188,0.5053191489361702,false,false
carrier_rect_copper,0,61,126,0.48412698412698413,false,false
carrier_rect_copper,1,68,126,0.5396825396825397,false,false
carrier_rect_copper,2,61,126,0.48412698412698413,false,false
carrier_rect_copper,3,62,126,0.49206349206349204,false,false
carrier_rect_copper,4,57,126,0.4523809523809524,false,false
carrier_rect_copper,5,71,126,0.5634920634920635,false,false
carrier_rect_copper,6,60,126,0.47619047619047616,false,false
carrier_rect_copper,7,67,126,0.5317460317460317,false,false
carrier_rect_copper,8,64,126,0.5079365079365079,false,false
carrier_rect_copper,9,64,126,0.5079365079365079,false,false
carrier_rect_copper,10,60,126,0.47619047619047616,false,false
carrier_rect_copper,11,66,126,0.5238095238095238,false,false
carrier_rect_copper,12,66,126,0.5238095238095238,false,false
carrier_rect_copper,13,65,126,0.5158730158730159,false,false
carrier_rect_copper,14,66,126,0.5238095238095238,false,false
carrier_rect_copper,15,57,126,0.4523809523809524,false,false
carrier_rect_copper,16,62,126,0.49206349206349204,false,false
carrier_rect_copper,17,62,126,0.49206349206349204,false,false
carrier_rect_copper,18,56,126,0.4444444444444444,false,false
carrier_rect_copper,19,65,126,0.5158730158730159,false,false
carrier_rect_copper,20,72,126,0.5714285714285714,false,false
carrier_rect_copper,21,63,126,0.5,false,false
carrier_rect_copper,22,62,126,0.49206349206349204,false,false
carrier_rect_copper,23,72,126,0.5714285714285714,false,false
carrier_rect_copper,24,68,126,0.5396825396825397,false,false
carrier_rect_copper,25,63,126,0.5,false,false
carrier_rect_copper,26,64,126,0.5079365079365079,false,false
carrier_rect_copper,27,60,126,0.47619047619047616,false,false
carrier_rect_copper,28,66,126,0.5238095238095238,false,false
carrier_rect_copper,29,60,126,0.47619047619047616,false,false
carrier_rect_copper,30,62,126,0.49206349206349204,false,false
carrier_rect_copper,31,69,126,0.5476190476190477,false,false
carrier_rect_copper,32,61,126,0.48412698412698413,false,false
carrier_rect_copper,33,63,126,0.5,false,false
carrier_rect_copper,34,68,126,0.5396825396825397,false,false
carrier_rect_copper,35,49,126,0.3888888888888889,false,false
carrier_rect_copper,36,62,126,0.49206349206349204,false,false
carrier_rect_copper,37,56,126,0.4444444444444444,false,false
carrier_rect_copper,38,76,126,0.6031746031746031,false,false
carrier_rect_copper,39,62,126,0.49206349206349204,false,false
carrier_rect_copper,40,62,126,0.49206349206349204,false,false
carrier_rect_copper,41,67,126,0.5317460317460317,false,false
carrier_rect_copper,42,70,126,0.5555555555555556,false,false
carrier_rect_copper,43,66,126,0.5238095238095238,false,false
carrier_rect_copper,44,76,126,0.6031746031746031,false,false
carrier_rect_copper,45,64,126,0.5079365079365079,false,false
carrier_rect_copper,46,58,126,0.4603174603174603,false,false
carrier_rect_copper,47,74,126,0.5873015873015873,false,false
carrier_rect_copper,48,55,126,0.4365079365079365,false,false
carrier_rect_copper,49,56,126,0.4444444444444444,false,false
carrier_square_seal,0,347,715,0.4853146853146853,false,false
carrier_square_seal,1,351,715,0.4909090909090909,false,false
carrier_square_seal,2,345,715,0.4825174825174825,false,false
carrier_square_seal,3,352,715,0.49230769230769234,false,false
carrier_square_seal,4,368,715,0.5146853146853146,false,false
carrier_square_seal,5,366,715,0.5118881118881119,false,false
carrier_square_seal,6,375,715,0.5244755244755245,false,false
carrier_square_seal,7,327,715,0.45734265734265733,false,false
carrier_square_seal,8,350,715,0.48951048951048953,false,false
carrier_square_seal,9,351,715,0.4909090909090909,false,false
carrier_square_seal,10,364,715,0.509090909090909,false,false
carrier_square_seal,11,355,715,0.4965034965034965,false,false
carrier_square_seal,12,360,715,0.5034965034965035,false,false
carrier_square_seal,13,368,715,0.5146853146853146,false,false
carrier_square_seal,14,348,715,0.48671328671328673,false,false
carrier_square_seal,15,340,715,0.4755244755244755,false,false
carrier_square_seal,16,378,715,0.5286713286713287,false,false
carrier_square_seal,17,339,715,0.47412587412587415,false,false
carrier_square_seal,18,335,715,0.46853146853146854,false,false
carrier_square_seal,19,360,715,0.5034965034965035,false,false
carrier_square_seal,20,385,715,0.5384615384615384,false,false
carrier_square_seal,21,373,715,0.5216783216783217,false,false
carrier_square_seal,22,363,715,0.5076923076923077,false,false
carrier_square_seal,23,364,715,0.509090909090909,false,false
carrier_square_seal,24,367,715,0.5132867132867133,false,false
carrier_square_seal,25,368,715,0.5146853146853146,false,false
carrier_square_seal,26,363,715,0.5076923076923077,false,false
carrier_square_seal,27,361,715,0.5048951048951049,false,false
carrier_square_seal,28,367,715,0.5132867132867133,false,false
carrier_square_seal,29,344,715,0.4811188811188811,false,false
carrier_square_seal,30,358,715,0.5006993006993007,false,false
carrier_square_seal,31,362,715,0.5062937062937063,false,false
carrier_square_seal,32,364,715,0.509090909090909,false,false
carrier_square_seal,33,367,715,0.5132867132867133,false,false
carrier_square_seal,34,377,715,0.5272727272727272,false,false
carrier_square_seal,35,372,715,0.5202797202797202,false,false
carrier_square_seal,36,354,715,0.4951048951048951,false,false
carrier_square_seal,37,339,715,0.47412587412587415,false,false
carrier_square_seal,38,383,715,0.5356643356643357,false,false
carrier_square_seal,39,374,715,0.5230769230769231,false,false
carrier_square_seal,40,385,715,0.5384615384615384,false,false
carrier_square_seal,41,354,715,0.4951048951048951,false,false
carrier_square_seal,42,376,715,0.5258741258741259,false,false
carrier_square_seal,43,367,715,0.5132867132867133,false,false
carrier_square_seal,44,364,715,0.509090909090909,false,false
carrier_square_seal,45,353,715,0.4937062937062937,false,false
carrier_square_seal,46,344,715,0.4811188811188811,false,false
carrier_square_seal,47,366,715,0.5118881118881119,false,false
carrier_square_seal,48,368,715,0.5146853146853146,false,false
carrier_square_seal,49,350,715,0.48951048951048953,false,false
carrier_other,0,50,96,0.5208333333333334,false,false
carrier_other,1,51,96,0.53125,false,false
carrier_other,2,42,96,0.4375,false,false
carrier_other,3,43,96,0.4479166666666667,false,false
carrier_other,4,47,96,0.4895833333333333,false,false
carrier_other,5,47,96,0.4895833333333333,false,false
carrier_other,6,49,96,0.5104166666666666,false,false
carrier_other,7,45,96,0.46875,false,false
carrier_other,8,45,96,0.46875,false,false
carrier_other,9,39,96,0.40625,false,false
carrier_other,10,49,96,0.5104166666666666,false,false
carrier_other,11,47,96,0.4895833333333333,false,false
carrier_other,12,40,96,0.4166666666666667,false,false
carrier_other,13,49,96,0.5104166666666666,false,false
carrier_other,14,48,96,0.5,false,false
carrier_other,15,52,96,0.5416666666666666,false,false
carrier_other,16,42,96,0.4375,false,false
carrier_other,17,48,96,0.5,false,false
carrier_other,18,44,96,0.4583333333333333,false,false
carrier_other,19,41,96,0.4270833333333333,false,false
carrier_other,20,48,96,0.5,false,false
carrier_other,21,52,96,0.5416666666666666,false,false
carrier_other,22,49,96,0.5104166666666666,false,false
carrier_other,23,49,96,0.5104166666666666,false,false
carrier_other,24,49,96,0.5104166666666666,false,false
carrier_other,25,48,96,0.5,false,false
carrier_other,26,53,96,0.5520833333333334,false,false
carrier_other,27,44,96,0.4583333333333333,false,false
carrier_other,28,49,96,0.5104166666666666,false,false
carrier_other,29,48,96,0.5,false,false
carrier_other,30,52,96,0.5416666666666666,false,false
carrier_other,31,39,96,0.40625,false,false
carrier_other,32,45,96,0.46875,false,false
carrier_other,33,57,96,0.59375,false,false
carrier_other,34,50,96,0.5208333333333334,false,false
carrier_other,35,46,96,0.4791666666666667,false,false
carrier_other,36,48,96,0.5,false,false
carrier_other,37,51,96,0.53125,false,false
carrier_other,38,44,96,0.4583333333333333,false,false
carrier_other,39,45,96,0.46875,false,false
carrier_other,40,38,96,0.3958333333333333,false,false
carrier_other,41,48,96,0.5,false,false
carrier_other,42,47,96,0.4895833333333333,false,false
carrier_other,43,43,96,0.4479166666666667,false,false
carrier_other,44,44,96,0.4583333333333333,false,false
carrier_other,45,46,96,0.4791666666666667,false,false
carrier_other,46,48,96,0.5,false,false
carrier_other,47,43,96,0.4479166666666667,false,false
carrier_other,48,47,96,0.4895833333333333,false,false
carrier_other,49,47,96,0.4895833333333333,false,false
short_1_3_tablet_account,0,21,34,0.6176470588235294,false,false
short_1_3_tablet_account,1,17,34,0.5,false,false
short_1_3_tablet_account,2,17,34,0.5,false,false
short_1_3_tablet_account,3,20,34,0.5882352941176471,false,false
short_1_3_tablet_account,4,17,34,0.5,false,false
short_1_3_tablet_account,5,19,34,0.5588235294117647,false,false
short_1_3_tablet_account,6,15,34,0.4411764705882353,false,false
short_1_3_tablet_account,7,19,34,0.5588235294117647,false,false
short_1_3_tablet_account,8,22,34,0.6470588235294118,false,false
short_1_3_tablet_account,9,13,34,0.38235294117647056,false,false
short_1_3_tablet_account,10,14,34,0.4117647058823529,false,false
short_1_3_tablet_account,11,20,34,0.5882352941176471,false,false
short_1_3_tablet_account,12,19,34,0.5588235294117647,false,false
short_1_3_tablet_account,13,18,34,0.5294117647058824,false,false
short_1_3_tablet_account,14,18,34,0.5294117647058824,false,false
short_1_3_tablet_account,15,15,34,0.4411764705882353,false,false
short_1_3_tablet_account,16,20,34,0.5882352941176471,false,false
short_1_3_tablet_account,17,17,34,0.5,false,false
short_1_3_tablet_account,18,20,34,0.5882352941176471,false,false
short_1_3_tablet_account,19,21,34,0.6176470588235294,false,false
short_1_3_tablet_account,20,21,34,0.6176470588235294,false,false
short_1_3_tablet_account,21,15,34,0.4411764705882353,false,false
short_1_3_tablet_account,22,22,34,0.6470588235294118,false,false
short_1_3_tablet_account,23,18,34,0.5294117647058824,false,false
short_1_3_tablet_account,24,16,34,0.47058823529411764,false,false
short_1_3_tablet_account,25,17,34,0.5,false,false
short_1_3_tablet_account,26,17,34,0.5,false,false
short_1_3_tablet_account,27,24,34,0.7058823529411765,false,false
short_1_3_tablet_account,28,12,34,0.35294117647058826,false,false
short_1_3_tablet_account,29,14,34,0.4117647058823529,false,false
short_1_3_tablet_account,30,14,34,0.4117647058823529,false,false
short_1_3_tablet_account,31,15,34,0.4411764705882353,false,false
short_1_3_tablet_account,32,17,34,0.5,false,false
short_1_3_tablet_account,33,21,34,0.6176470588235294,false,false
short_1_3_tablet_account,34,18,34,0.5294117647058824,false,false
short_1_3_tablet_account,35,19,34,0.5588235294117647,false,false
short_1_3_tablet_account,36,13,34,0.38235294117647056,false,false
short_1_3_tablet_account,37,15,34,0.4411764705882353,false,false
short_1_3_tablet_account,38,21,34,0.6176470588235294,false,false
short_1_3_tablet_account,39,24,34,0.7058823529411765,false,false
short_1_3_tablet_account,40,19,34,0.5588235294117647,false,false
short_1_3_tablet_account,41,16,34,0.47058823529411764,false,false
short_1_3_tablet_account,42,19,34,0.5588235294117647,false,false
short_1_3_tablet_account,43,20,34,0.5882352941176471,false,false
short_1_3_tablet_account,44,15,34,0.4411764705882353,false,false
short_1_3_tablet_account,45,14,34,0.4117647058823529,false,false
short_1_3_tablet_account,46,14,34,0.4117647058823529,false,false
short_1_3_tablet_account,47,16,34,0.47058823529411764,false,false
short_1_3_tablet_account,48,17,34,0.5,false,false
short_1_3_tablet_account,49,16,34,0.47058823529411764,false,false
medium_4_6_tablet_account,0,66,139,0.4748201438848921,false,false
medium_4_6_tablet_account,1,55,139,0.39568345323741005,false,false
medium_4_6_tablet_account,2,70,139,0.5035971223021583,false,false
medium_4_6_tablet_account,3,69,139,0.49640287769784175,false,false
medium_4_6_tablet_account,4,79,139,0.5683453237410072,false,false
medium_4_6_tablet_account,5,69,139,0.49640287769784175,false,false
medium_4_6_tablet_account,6,77,139,0.5539568345323741,false,false
medium_4_6_tablet_account,7,78,139,0.5611510791366906,false,false
medium_4_6_tablet_account,8,60,139,0.4316546762589928,false,false
medium_4_6_tablet_account,9,67,139,0.48201438848920863,false,false
medium_4_6_tablet_account,10,73,139,0.5251798561151079,false,false
medium_4_6_tablet_account,11,72,139,0.5179856115107914,false,false
medium_4_6_tablet_account,12,70,139,0.5035971223021583,false,false
medium_4_6_tablet_account,13,68,139,0.4892086330935252,false,false
medium_4_6_tablet_account,14,70,139,0.5035971223021583,false,false
medium_4_6_tablet_account,15,70,139,0.5035971223021583,false,false
medium_4_6_tablet_account,16,62,139,0.4460431654676259,false,false
medium_4_6_tablet_account,17,68,139,0.4892086330935252,false,false
medium_4_6_tablet_account,18,60,139,0.4316546762589928,false,false
medium_4_6_tablet_account,19,65,139,0.4676258992805755,false,false
medium_4_6_tablet_account,20,71,139,0.5107913669064749,false,false
medium_4_6_tablet_account,21,67,139,0.48201438848920863,false,false
medium_4_6_tablet_account,22,78,139,0.5611510791366906,false,false
medium_4_6_tablet_account,23,76,139,0.5467625899280576,false,false
medium_4_6_tablet_account,24,75,139,0.539568345323741,false,false
medium_4_6_tablet_account,25,69,139,0.49640287769784175,false,false
medium_4_6_tablet_account,26,68,139,0.4892086330935252,false,false
medium_4_6_tablet_account,27,62,139,0.4460431654676259,false,false
medium_4_6_tablet_account,28,74,139,0.5323741007194245,false,false
medium_4_6_tablet_account,29,60,139,0.4316546762589928,false,false
medium_4_6_tablet_account,30,64,139,0.460431654676259,false,false
medium_4_6_tablet_account,31,63,139,0.45323741007194246,false,false
medium_4_6_tablet_account,32,64,139,0.460431654676259,false,false
medium_4_6_tablet_account,33,72,139,0.5179856115107914,false,false
medium_4_6_tablet_account,34,74,139,0.5323741007194245,false,false
medium_4_6_tablet_account,35,69,139,0.49640287769784175,false,false
medium_4_6_tablet_account,36,64,139,0.460431654676259,false,false
medium_4_6_tablet_account,37,63,139,0.45323741007194246,false,false
medium_4_6_tablet_account,38,78,139,0.5611510791366906,false,false
medium_4_6_tablet_account,39,66,139,0.4748201438848921,false,false
medium_4_6_tablet_account,40,64,139,0.460431654676259,false,false
medium_4_6_tablet_account,41,75,139,0.539568345323741,false,false
medium_4_6_tablet_account,42,70,139,0.5035971223021583,false,false
medium_4_6_tablet_account,43,70,139,0.5035971223021583,false,false
medium_4_6_tablet_account,44,65,139,0.4676258992805755,false,false
medium_4_6_tablet_account,45,64,139,0.460431654676259,false,false
medium_4_6_tablet_account,46,73,139,0.5251798561151079,false,false
medium_4_6_tablet_account,47,69,139,0.49640287769784175,false,false
medium_4_6_tablet_account,48,73,139,0.5251798561151079,false,false
medium_4_6_tablet_account,49,78,139,0.5611510791366906,false,false
medium_4_6_rect_copper,0,36,61,0.5901639344262295,false,false
medium_4_6_rect_copper,1,31,61,0.5081967213114754,false,false
medium_4_6_rect_copper,2,25,61,0.4098360655737705,false,false
medium_4_6_rect_copper,3,32,61,0.5245901639344263,false,false
medium_4_6_rect_copper,4,26,61,0.4262295081967213,false,false
medium_4_6_rect_copper,5,34,61,0.5573770491803278,false,false
medium_4_6_rect_copper,6,33,61,0.5409836065573771,false,false
