checked_date,cisi,row_id,site,type,symbol,cult,prev_before_002,head_after_002,template_4,contains_125_in_template_4,contains_125_anywhere_after_002,phrase_after_002,text
2026-05-31,-,130.1,Dholavira,SEAL:S,Bull1:W,S??,803,861,861-<END>-<END>-<END>,false,false,861,+244-165/740-879-220-416-803-002-861+
2026-05-31,-,132.1,Dholavira,SEAL:S,Tigr,None,416,861,861-<END>-<END>-<END>,false,false,861,+740-416-002-861+
2026-05-31,-,136.1,Dholavira,SEAL:R,None,None,016,861,861-<END>-<END>-<END>,false,false,861,+390-016-002-861+
2026-05-31,-,143.1,Dholavira,TAB:B,Gavi,None,031,817,817-<END>-<END>-<END>,false,false,817,+000-400-350-031-002-817+
2026-05-31,Dlv-1,145.1,Dholavira,SEAL:S,Bull1:J,HBN,031,861,861-<END>-<END>-<END>,false,false,861,+151-382-031-002-861+
2026-05-31,Dlv-2,146.1,Dholavira,SEAL:R,None,None,000,817,817-<END>-<END>-<END>,false,false,817,]000-002-817+
2026-05-31,-,216.1,Baror,SEAL:S,Bull1:I,SAF,000,257,257-550-<END>-<END>,false,false,257-550,+000-000-002-257-550+
2026-05-31,H-1042,223.1,Harappa,SEAL:S,Bull1,RAN,220,817,817-<END>-<END>-<END>,false,false,817,+740-923-000-220-002-817+
2026-05-31,H-1045,246.1,Harappa,SEAL:S,Bull1:U,RAN,005,820,820-<END>-<END>-<END>,false,false,820,+740-900-005-002-820+
2026-05-31,H-1038,256.1,Harappa,SEAL:S,Bull1:I,-,519,297,297-000-<END>-<END>,false,false,297-000,+740-519-002-297-000[
2026-05-31,H-1051,259.1,Harappa,SEAL:S,Bull1:I,SAN,798,861,861-<END>-<END>-<END>,false,false,861,+400-740-575-017-920-320-798-002-861+
2026-05-31,-,280.1,Harappa,TAB:B,Bull2,SAN,240,817,817-<END>-<END>-<END>,false,false,817,+740-904-240-002-817+
2026-05-31,H-1030,284.1,Harappa,SEAL:S,Bull1:W,RAF,103,861,861-<END>-<END>-<END>,false,false,861,+090-740-103-002-861+
2026-05-31,H-1033,293.1,Harappa,SEAL:S,Bull1:W,-,520,862,862-032-<END>-<END>,false,false,862-032,+220-500-520-002-862-032+
2026-05-31,H-1058,296.1,Harappa,SEAL,-,-,019,000,000-<END>-<END>-<END>,false,false,000,]740-019-002-000[
2026-05-31,H-1043,303.1,Harappa,SEAL:S,Bull1:W,HBF,003,861,861-<END>-<END>-<END>,false,false,861,+151-760-220-003-002-861+
2026-05-31,H-1421,323.1,Harappa,POT:T:g,None,None,<START>,861,861-<END>-<END>-<END>,false,false,861,]002-861[
2026-05-31,H-2016,370.1,Harappa,TAB:B,None,None,176,920,920-491-<END>-<END>,false,false,920-491,+317-740-335-740-176-002-920-491+
2026-05-31,H-1874,388.2,Harappa,TAB:B,None,None,<START>,220,220-455-000-<END>,false,false,220-455-000,+002-220-455-000+
2026-05-31,H-2003,401.1,Harappa,TAB:B,Mult,None,004,817,817-<END>-<END>-<END>,false,false,817,+390-004-002-817+
2026-05-31,H-2015,402.2,Harappa,TAB:B,None,None,832,817,817-<END>-<END>-<END>,false,false,817,+520-033-705-235-832-002-817+
2026-05-31,H-1942,409.2,Harappa,TAB:B,Bult,None,035,861,861-<END>-<END>-<END>,false,false,861,+405-035-002-861+
2026-05-31,H-1865,411.2,Harappa,TAB:B,None,None,061,000,000-<END>-<END>-<END>,false,false,000,+740-702-061-002-000+
2026-05-31,H-2014,412.2,Harappa,TAB:B,None,None,832,817,817-<END>-<END>-<END>,false,false,817,]000-832-002-817+
2026-05-31,H-1967,448.1,Harappa,TAB:B,Mult,None,382,820,820-<END>-<END>-<END>,false,false,820,+382-760-382-002-820+
2026-05-31,H-1882,466.1,Harappa,TAB:B,None,None,<START>,820,820-<END>-<END>-<END>,false,false,820,+002-820+
2026-05-31,H-2094,476.2,Harappa,TAB:I,None,None,<START>,861,861-416-<END>-<END>,false,false,861-416,+002-861-416+
2026-05-31,H-2097,488.2,Harappa,TAB:I,None,None,<START>,861,861-416-<END>-<END>,false,false,861-416,+002-861-416+
2026-05-31,H-1681,507.1,Harappa,SEAL:S,Bull1,-,032,820,820-<END>-<END>-<END>,false,false,820,]000-032-002-820+
2026-05-31,H-1671,513.1,Harappa,SEAL:S,Bull1:S,RAN,061,455,455-420-032-<END>,false,false,455-420-032,+740-061-002-455-420-032+
2026-05-31,H-2095,518.2,Harappa,TAB:I,None,None,<START>,861,861-416-<END>-<END>,false,false,861-416,+002-861-416+
2026-05-31,H-1723,536.1,Harappa,TAG:L,-,-,880,000,000-<END>-<END>-<END>,false,false,000,]000-880-002-000[
2026-05-31,H-1692,537.1,Harappa,SEAL:S,None,None,590,861,861-<END>-<END>-<END>,false,false,861,+740-390-590-002-861+
2026-05-31,-,543.1,Harappa,POT:T:g,None,None,064,003,003-861-<END>-<END>,false,false,003-861,+000-480-003-064-002-003-861+
2026-05-31,H-2022,594.2,Harappa,TAB:B,Phyt,Mult,175,861,861-<END>-<END>-<END>,false,false,861,+740-752-175-002-861+
2026-05-31,H-1864,599.2,Harappa,TAB:B,None,None,062,817,817-<END>-<END>-<END>,false,false,817,+740-142-062-002-817+
2026-05-31,H-2338,604.1,Harappa,POT:T:g,None,None,061,575,575-000-<END>-<END>,false,false,575-000,]740-061-002-575-000[
2026-05-31,-,617.1,Harappa,POT:T:g,None,None,000,575,575-000-<END>-<END>,false,false,575-000,]740-000-000-002-575-000[
2026-05-31,-,621.1,Harappa,TAB:I,None,None,<START>,861,861-416-<END>-<END>,false,false,861-416,+002-861-416+
2026-05-31,H-1706,623.1,Harappa,SEAL:R,None,None,003,293,293-360-<END>-<END>,false,false,293-360,+405-003-002-293-360+
2026-05-31,H-1662,626.1,Harappa,SEAL:S,Bull1:W,H,140,546,546-<END>-<END>-<END>,false,false,546,+033-033/740-142-061-140-002-546+
2026-05-31,H-1680,634.1,Harappa,SEAL:S,Bull1:W,SAN,003,820,820-<END>-<END>-<END>,false,false,820,+390-003-002-820+
2026-05-31,H-2096,665.2,Harappa,TAB:I,None,None,<START>,861,861-416-<END>-<END>,false,false,861-416,+002-861-416+
2026-05-31,H-1146,682.2,Harappa,TAB:B,None,None,554,820,820-<END>-<END>-<END>,false,false,820,+526-554-002-820+
2026-05-31,H-2010,729.2,Harappa,TAB:B,Bull1,None,240,861,861-<END>-<END>-<END>,false,false,861,+740-482-240-002-861+
2026-05-31,H-1670,731.1,Harappa,SEAL:S,Bull1:J,HAF,240,824,824-<END>-<END>-<END>,false,false,824,+740-760-033-033-240-002-824+
2026-05-31,H-1993,744.2,Harappa,TAB:B,None,None,004,390,390-095-<END>-<END>,false,false,390-095,+740-000-220-004-002-390-095+
2026-05-31,H-1930,771.2,Harappa,TAB:B,Gavi,None,920,861,861-<END>-<END>-<END>,false,false,861,+408-817-920-002-861+
2026-05-31,H-1785,789.1,Harappa,TAB:B,Phyt,None,004,861,861-<END>-<END>-<END>,false,false,861,+407-004-002-861+
2026-05-31,H-1788,805.1,Harappa,TAB:B,None,SAN,470,861,861-<END>-<END>-<END>,false,false,861,+154-806-470-002-861+
2026-05-31,H-2011,937.2,Harappa,TAB:B,Bull1,None,240,861,861-<END>-<END>-<END>,false,false,861,+740-482-240-002-861+
2026-05-31,H-1667,943.1,Harappa,SEAL:S,Bull1:W,SAN,540,817,817-<END>-<END>-<END>,false,false,817,+740-540-002-817+
2026-05-31,-,951.1,Dholavira,SEAL:S,Bull1:U,SAN,004,817,817-<END>-<END>-<END>,false,false,817,+390-004-002-817+
2026-05-31,-,960.1,Harappa,POT:T:g,None,None,<START>,002,002-<END>-<END>-<END>,false,false,002,+002-002+
2026-05-31,-,989.1,Harappa,POT:T:g,None,None,<START>,000,000-<END>-<END>-<END>,false,false,000,+002-000+
2026-05-31,H-1966,1004.1,Harappa,TAB:B,Gaur,Trough,049,861,861-<END>-<END>-<END>,false,false,861,+520-233-049-002-861+
2026-05-31,H-1726,1007.1,Harappa,POT:T:s,None,None,491,817,817-<END>-<END>-<END>,false,false,817,+740-100-692-491-002-817+
2026-05-31,H-1657,1020.1,Harappa,SEAL:S,Bull1:W,SAN,032,690,690-921-<END>-<END>,false,false,690-921,+740-405-590-032-900-003-806-235-220-032-002-690-921+
2026-05-31,H-1851,1024.2,Harappa,TAB:B,None,None,031,861,861-<END>-<END>-<END>,false,false,861,+740-803-892-031-002-861+
2026-05-31,H-1739,1030.1,Harappa,POT:T:s,None,None,034,817,817-<END>-<END>-<END>,false,false,817,]034-002-817[
2026-05-31,-,1047.1,Harappa,POT:T:g,None,None,<START>,003,003-<END>-<END>-<END>,false,false,003,+002-003+
2026-05-31,H-1050,1060.1,Harappa,SEAL:S,Bull1:W,SAN,235,817,817-<END>-<END>-<END>,false,false,817,+804-235-002-817+
2026-05-31,H-3,1064.1,Harappa,SEAL:S,Bull1:W,SAN,017,611,611-615-703-<END>,false,false,611-615-703,+740-585-017-002-611-615-703+
2026-05-31,H-8,1069.1,Harappa,SEAL:S,Bull1:W,SAN,706,690,690-921-<END>-<END>,false,false,690-921,+354-001-740-405-590-033-706-002-690-921+
2026-05-31,H-12,1073.1,Harappa,SEAL:S,Bull1:W,SAF,235,817,817-<END>-<END>-<END>,false,false,817,+740-690-435-255-803-220-240-235-002-817+
2026-05-31,H-13,1074.1,Harappa,SEAL:S,Bull1:W,SAF,503,817,817-<END>-<END>-<END>,false,false,817,+740-760-615-503-002-817+
2026-05-31,H-15,1076.1,Harappa,SEAL:S,Bull1:W,SAN,000,817,817-<END>-<END>-<END>,false,false,817,]000-000-002-817+
2026-05-31,H-18,1078.1,Harappa,SEAL:S,Bull1:W,-,032,820,820-<END>-<END>-<END>,false,false,820,]000-220-032-002-820+
2026-05-31,H-21,1081.1,Harappa,SEAL:S,Bull1:W,S,806,817,817-<END>-<END>-<END>,false,false,817,+405-061-527-555-233-235-806-002-817+
2026-05-31,H-22,1082.1,Harappa,SEAL:S,Bull1:W,SAN,806,405,405-321-<END>-<END>,false,false,405-321,+740-920-320-233-806-002-405-321+
2026-05-31,H-31,1091.1,Harappa,SEAL:S,Bull1:W,SAN,240,365,365-374-000-<END>,false,false,365-374-000,+740-100-415-240-002-365-374-000+
2026-05-31,H-41,1100.1,Harappa,SEAL:S,Bull1:J,R,000,690,690-<END>-<END>-<END>,false,false,690,]000-002-690+
2026-05-31,H-42,1101.1,Harappa,SEAL:S,Bull1:J,RAN,235,817,817-<END>-<END>-<END>,false,false,817,+740-380-235-002-817+
2026-05-31,H-44,1103.1,Harappa,SEAL:S,Bull1:W,SAN,803,031,031-892-<END>-<END>,false,false,031-892,+520-033-706-235-798-803-002-031-892+
2026-05-31,H-45,1104.1,Harappa,SEAL:S,Bull1:W,-,101,820,820-<END>-<END>-<END>,false,false,820,+090-740-101-002-820+
2026-05-31,H-51,1110.1,Harappa,SEAL:S,Bull1:W,HAF,240,861,861-<END>-<END>-<END>,false,false,861,+740-643-240-002-861+
2026-05-31,H-55,1114.1,Harappa,SEAL:S,Bull1:X,SAF,004,861,861-125-<END>-<END>,true,true,861-125,+390-004-002-861-125+
2026-05-31,H-60,1119.1,Harappa,SEAL:S,Bull1:II,H,003,820,820-<END>-<END>-<END>,false,false,820,+621-740-900-003/002-820+
2026-05-31,H-68,1127.1,Harappa,SEAL:S,Bull1:I,RAN,003,390,390-072-<END>-<END>,false,false,390-072,+090-740-220-003-002-390-072+
2026-05-31,H-74,1132.1,Harappa,SEAL:S,Bull1:J,RAN,<START>,610,610-125-032-<END>,true,true,610-125-032,+002-610-125-032+
2026-05-31,H-78,1135.1,Harappa,SEAL:S,Gaur,Trough,806,575,575-000-<END>-<END>,false,false,575-000,]000-806-002-575-000+
2026-05-31,H-82,1139.1,Harappa,SEAL:S,Gaur,Trough,017,220,220-455-741-<END>,false,false,220-455-741,+390-017-002-220-455-741+
2026-05-31,H-85,1141.1,Harappa,SEAL:S,Zebu,-,219,817,817-<END>-<END>-<END>,false,false,817,+520-219-002-817+
2026-05-31,H-92,1148.1,Harappa,SEAL:S,Elep,None,416,615,615-<END>-<END>-<END>,false,false,615,+156-176-518-220-416-002-615+
2026-05-31,H-100,1155.1,Harappa,SEAL:S,None,None,000,000,000-<END>-<END>-<END>,false,false,000,+520-031-000-002-000+
2026-05-31,H-129,1170.1,Harappa,SEAL:R,None,None,031,861,861-244-165-<END>,false,false,861-244-165,+409-061-740-235-220-031-002-861-244-165+
2026-05-31,H-130,1171.1,Harappa,SEAL:R,None,None,806,595,595-812-125-717,true,true,595-812-125-717,+409-032-845-033-705-231-806-002-595-812-125-717+
2026-05-31,H-131,1172.1,Harappa,SEAL:R,None,None,055,595,595-575-794-000,false,false,595-575-794-000,+740-032-840-233-240-033-706-055-002-595-575-794-000+
2026-05-31,H-134,1175.1,Harappa,SEAL:R,None,None,003,861,861-<END>-<END>-<END>,false,false,861,+740-405-590-220-003-002-861+
2026-05-31,H-135,1176.1,Harappa,SEAL:R,None,None,806,861,861-<END>-<END>-<END>,false,false,861,+740-773-231-806-002-861+
2026-05-31,H-137,1178.1,Harappa,SEAL:R,None,None,233,817,817-<END>-<END>-<END>,false,false,817,+740-443-388-033-705-233-002-817+
2026-05-31,H-140,1181.1,Harappa,SEAL:R,None,None,032,817,817-<END>-<END>-<END>,false,false,817,+740-384-032-002-817+
2026-05-31,H-141,1182.1,Harappa,SEAL:R,None,None,070,233,233-235-<END>-<END>,false,false,233-235,+405-032-900-003-070-002-233-235+
2026-05-31,H-149,1190.1,Harappa,SEAL:R,None,None,220,820,820-<END>-<END>-<END>,false,false,820,+405-061-033-706-794-630-220-002-820+
2026-05-31,H-164,1204.1,Harappa,SEAL:R,None,None,097,817,817-<END>-<END>-<END>,false,false,817,+161-097-002-817+
2026-05-31,H-177,1211.1,Harappa,TAB:B,Scene,None,031,817,817-<END>-<END>-<END>,false,false,817,+700-033-151-706-031-002-817+
2026-05-31,H-231,1258.1,Harappa,TAB:B,None,None,240,820,820-<END>-<END>-<END>,false,false,820,+520-220-240-002-820+
2026-05-31,H-244,1269.1,Harappa,TAB:B,None,SAN,104,820,820-<END>-<END>-<END>,false,false,820,+104-002-820+
2026-05-31,H-252,1277.1,Harappa,TAB:B,Bull1:I,None,240,405,405-501-<END>-<END>,false,false,405-501,+520-240-002-405-501+
2026-05-31,H-253,1278.1,Harappa,TAB:B,Bull1:I,None,240,405,405-501-<END>-<END>,false,false,405-501,+520-240-002-405-501+
2026-05-31,H-254,1279.1,Harappa,TAB:B,Bull1:I,None,240,405,405-501-<END>-<END>,false,false,405-501,+520-240-002-405-501+
2026-05-31,H-255,1280.1,Harappa,TAB:B,Bull1:I,None,240,405,405-501-<END>-<END>,false,false,405-501,+520-240-002-405-501+
2026-05-31,H-256,1281.1,Harappa,TAB:B,Bull1:I,None,240,405,405-501-<END>-<END>,false,false,405-501,+520-240-002-405-501+
2026-05-31,H-257,1282.1,Harappa,TAB:B,Bull1:I,None,240,405,405-501-<END>-<END>,false,false,405-501,+520-240-002-405-501+
2026-05-31,H-258,1283.1,Harappa,TAB:B,Bull1:I,None,240,405,405-501-<END>-<END>,false,false,405-501,+520-240-002-405-501+
2026-05-31,H-259,1284.1,Harappa,TAB:B,Bull1:I,None,240,405,405-501-<END>-<END>,false,false,405-501,+520-240-002-405-501+
2026-05-31,H-260,1285.1,Harappa,TAB:B,Bull1,None,240,405,405-501-<END>-<END>,false,false,405-501,+520-240-002-405-501+
2026-05-31,H-261,1286.1,Harappa,TAB:B,Bull1:I,None,240,405,405-501-<END>-<END>,false,false,405-501,+520-240-002-405-501+
2026-05-31,H-262,1287.1,Harappa,TAB:B,Bull1:I,None,240,405,405-501-<END>-<END>,false,false,405-501,+520-240-002-405-501+
2026-05-31,H-263,1288.1,Harappa,TAB:B,Bull1:I,None,240,405,405-501-<END>-<END>,false,false,405-501,+520-240-002-405-501+
2026-05-31,H-264,1289.1,Harappa,TAB:B,Bull1:I,None,240,405,405-501-<END>-<END>,false,false,405-501,+520-240-002-405-501+
2026-05-31,H-265,1290.1,Harappa,TAB:B,Bull1,None,240,405,405-501-<END>-<END>,false,false,405-501,+520-240-002-405-501+
2026-05-31,H-268,1293.1,Harappa,SEAL:S,Bull1:W,SAN,803,220,220-455-920-<END>,false,false,220-455-920,+740-585-017-033-706-803-002-220-455-920+
2026-05-31,H-272,1296.1,Harappa,SEAL:S,Bull1,-,240,305,305-032-904-<END>,false,false,305-032-904,+740-585-017-240-002-305-032-904+
2026-05-31,H-273,1297.1,Harappa,SEAL:S,Bull1,-,240,820,820-<END>-<END>-<END>,false,false,820,]000-240-002-820+
2026-05-31,H-276,1298.1,Harappa,TAB:B,Bull1:I,None,240,405,405-501-<END>-<END>,false,false,405-501,+520-240-002-405-501+
2026-05-31,H-277,1299.1,Harappa,TAB:B,Bull1,None,240,405,405-501-<END>-<END>,false,false,405-501,+520-240-002-405-501+
2026-05-31,H-292,1314.1,Harappa,TAB:I,None,SAN,<START>,817,817-<END>-<END>-<END>,false,false,817,+002-817+
2026-05-31,H-293,1315.1,Harappa,TAB:I,None,SAN,<START>,817,817-<END>-<END>-<END>,false,false,817,+002-817+
2026-05-31,H-375,1394.1,Harappa,POT:T:g,None,None,220,000,000-<END>-<END>-<END>,false,false,000,]000-220-002-000[
2026-05-31,H-383,1398.1,Harappa,SEAL:S,Bull1:Q,SAN,705,000,000-<END>-<END>-<END>,false,false,000,+740-585-017-033-705-002-000+
2026-05-31,H-385,1399.1,Harappa,SEAL:S,Bull1:W,SAF,220,595,595-632-354-850,false,false,595-632-354-850,+000-220-002-595-632-354-850+
2026-05-31,H-388,1401.1,Harappa,SEAL:S,Bull1:W,SAF,806,817,817-<END>-<END>-<END>,false,false,817,+520-033-706-231-806-002-817+
2026-05-31,H-389,1402.1,Harappa,SEAL:S,Bull1:W,SAN,235,031,031-480-625-<END>,false,false,031-480-625,+740-405-590-235-002-031-480-625+
2026-05-31,H-405,1410.1,Harappa,SEAL:S,Bull1:W,SAN,806,863,863-<END>-<END>-<END>,false,false,863,+236-806-002-863+
2026-05-31,H-407,1412.1,Harappa,SEAL:S,Bull1:W,SAF,003,817,817-<END>-<END>-<END>,false,false,817,+390-003-002-817+
2026-05-31,H-408,1413.1,Harappa,SEAL:S,Bull1:W,SAN,240,702,702-503-<END>-<END>,false,false,702-503,+740-176-240-002-702-503+
2026-05-31,H-410,1414.1,Harappa,SEAL:S,Bull1:L,SAN,830,861,861-<END>-<END>-<END>,false,false,861,+368-840-830-002-861+
2026-05-31,H-417,1420.1,Harappa,SEAL:S,Bull1:W,-,706,000,000-<END>-<END>-<END>,false,false,000,+740-255-706-002-000[
2026-05-31,H-426,1426.1,Harappa,SEAL:S,Bull1,-,235,460,460-511-<END>-<END>,false,false,460-511,]000-240-235-002-460-511+
2026-05-31,H-444,1434.1,Harappa,SEAL:S,Bull1:W,SAF,032,861,861-<END>-<END>-<END>,false,false,861,+241-220-032-002-861+
2026-05-31,H-445,1435.1,Harappa,SEAL:S,Bull1:W,SAF,803,000,000-<END>-<END>-<END>,false,false,000,]235-803-002-000+
2026-05-31,H-446,1436.1,Harappa,SEAL:S,Bull1:J,SAN,798,861,861-216-<END>-<END>,false,false,861-216,+740-585-798-002-861-216+
2026-05-31,H-455,1445.1,Harappa,SEAL:S,Bull1:J,SAN,705,172,172-032-<END>-<END>,false,false,172-032,+520-033-705-002-172-032+
2026-05-31,H-456,1446.1,Harappa,SEAL:S,Bull1:I,SAN,706,817,817-808-<END>-<END>,false,false,817-808,+520-033-706-002-817-808+
2026-05-31,H-457,1447.1,Harappa,SEAL:S,Bull1:J,SAF,003,416,416-<END>-<END>-<END>,false,false,416,+740-798-003-002-416+
2026-05-31,H-459,1449.1,Harappa,SEAL:S,Bull1:T,SAN,231,817,817-<END>-<END>-<END>,false,false,817,+527-555-231-002-817+
2026-05-31,H-461,1450.1,Harappa,SEAL:S,Bull1:S,SAF,384,452,452-000-<END>-<END>,false,false,452-000,+090-740-384-002-452-000+
2026-05-31,H-464,1452.1,Harappa,SEAL:S,Bull1:U,SAF,176,798,798-590-032-<END>,false,false,798-590-032,+000-176-002-798-590-032+
2026-05-31,H-468,1456.1,Harappa,SEAL:S,Bull1:J,HAF,003,940,940-705-<END>-<END>,false,false,940-705,+740-900-003-002-940-705+
2026-05-31,H-476,1463.1,Harappa,SEAL:S,Bull1:W,SAN,717,000,000-<END>-<END>-<END>,false,false,000,+740-100-717-002-000[
2026-05-31,H-478,1466.1,Harappa,SEAL:S,Bull1:W,SAN,235,817,817-<END>-<END>-<END>,false,false,817,+740-770-235-002-817+
2026-05-31,H-480,1468.1,Harappa,SEAL:S,Bull1,SAN,<START>,416,416-<END>-<END>-<END>,false,false,416,]002-416+
2026-05-31,H-484,1472.1,Harappa,SEAL:S,Bull1,-,233,817,817-<END>-<END>-<END>,false,false,817,]233-002-817+
2026-05-31,H-486,1474.1,Harappa,SEAL:S,Bull1,-,<START>,000,000-861-031-<END>,false,false,000-861-031,]002-000-861-031+
2026-05-31,H-501,1479.1,Harappa,SEAL:S,Bull1,SAN,803,817,817-<END>-<END>-<END>,false,false,817,+520-233-803-002-817+
2026-05-31,H-506,1484.1,Harappa,SEAL:S,Bull1:I,SAN,820,820,820-<END>-<END>-<END>,false,false,820,+294-350-595-820-002-820+
2026-05-31,H-507,1485.1,Harappa,SEAL:S,Bull1,SAN,032,820,820-<END>-<END>-<END>,false,false,820,]000-032-002-820+
2026-05-31,H-514,1491.1,Harappa,SEAL:S,Bull1:W,RAN,016,820,820-<END>-<END>-<END>,false,false,820,+151-220-016-002-820+
2026-05-31,H-561,1515.1,Harappa,SEAL:S,-,-,226,000,000-<END>-<END>-<END>,false,false,000,+226-002-000[
2026-05-31,H-563,1517.1,Harappa,SEAL,-,-,335,630,630-<END>-<END>-<END>,false,false,630,+740-335-002-630[
2026-05-31,H-574,1526.1,Harappa,SEAL,-,-,803,820,820-<END>-<END>-<END>,false,false,820,]000-803-002-820+
2026-05-31,H-593,1537.1,Harappa,SEAL:S,-,-,240,220,220-000-<END>-<END>,false,false,220-000,+740-760-235-240-002-220-000[
2026-05-31,H-597,1540.1,Harappa,SEAL:S,Bull1:J,SAN,032,861,861-<END>-<END>-<END>,false,false,861,+740-390-590-070-032-002-861+
2026-05-31,H-597,1540.2,Harappa,SEAL:S,Bull1:J,SAN,032,861,861-<END>-<END>-<END>,false,false,861,+740-390-590-070-032-002-861+
2026-05-31,H-598,1541.2,Harappa,SEAL:S,Bull1:W,SAN,240,435,435-255-777-<END>,false,false,435-255-777,+740-639-240-002-435-255-777+
2026-05-31,H-600,1543.1,Harappa,SEAL:S,Bull1:I,SAF,<START>,368,368-260-<END>-<END>,false,false,368-260,+002-368-260+
2026-05-31,H-609,1549.1,Harappa,SEAL:S,Bull1:W,SAN,231,817,817-000-<END>-<END>,false,false,817-000,]798-233-231-002-817-000+
2026-05-31,H-611,1551.1,Harappa,SEAL:S,None,None,550,125,125-590-<END>-<END>,true,true,125-590,+527-550-002-125-590+
