id,cisi,site,type,symbol,shape,material,condition,direction,text_length,text,prefix_before_002_861,prefix_before_002_861_last1,prefix_before_002_861_last2,tail_after_002_861,tail_len,terminal_after_tail,source_status,is_mohenjo_no_icon_seal_r,family_key
303.1,H-1043,Harappa,SEAL:S,Bull1:W,square,Steatite,Poor,R/L,6,+151-760-220-003-002-861+,151 760 220 003,003,220 003,<END>,0,true,source_pending_or_not_checked,false,Harappa|SEAL:S|Bull1:W|square|<END>|220 003
409.2,H-1942,Harappa,TAB:B,Bult,prism,Faience,Good,R/L,4,+405-035-002-861+,405 035,035,405 035,<END>,0,true,source_pending_or_not_checked,false,Harappa|TAB:B|Bult|prism|<END>|405 035
476.2,H-2094,Harappa,TAB:I,None,rectangular,Steatite,Fair,R/L,3,+002-861-416+,<START>,<START>,<START>,416,1,true,source_pending_or_not_checked,false,Harappa|TAB:I|None|rectangular|416|<START>
488.2,H-2097,Harappa,TAB:I,None,rectangular,Steatite,Good,R/L,3,+002-861-416+,<START>,<START>,<START>,416,1,true,source_pending_or_not_checked,false,Harappa|TAB:I|None|rectangular|416|<START>
518.2,H-2095,Harappa,TAB:I,None,rectangular,-,Fair,R/L,3,+002-861-416+,<START>,<START>,<START>,416,1,true,source_pending_or_not_checked,false,Harappa|TAB:I|None|rectangular|416|<START>
537.1,H-1692,Harappa,SEAL:S,None,square,Steatite,Poor,R/L,5,+740-390-590-002-861+,740 390 590,590,390 590,<END>,0,true,source_pending_or_not_checked,false,Harappa|SEAL:S|None|square|<END>|390 590
594.2,H-2022,Harappa,TAB:B,Phyt,prism,Clay,Fair,R/L,5,+740-752-175-002-861+,740 752 175,175,752 175,<END>,0,true,source_pending_or_not_checked,false,Harappa|TAB:B|Phyt|prism|<END>|752 175
621.1,-,Harappa,TAB:I,None,rectangular,Steatite,Good,R/L,3,+002-861-416+,<START>,<START>,<START>,416,1,true,source_pending_or_not_checked,false,Harappa|TAB:I|None|rectangular|416|<START>
665.2,H-2096,Harappa,TAB:I,None,rectangular,-,Good,R/L,3,+002-861-416+,<START>,<START>,<START>,416,1,true,source_pending_or_not_checked,false,Harappa|TAB:I|None|rectangular|416|<START>
729.2,H-2010,Harappa,TAB:B,Bull1,oval,Faience,Fair,R/L,5,+740-482-240-002-861+,740 482 240,240,482 240,<END>,0,true,source_pending_or_not_checked,false,Harappa|TAB:B|Bull1|oval|<END>|482 240
771.2,H-1930,Harappa,TAB:B,Gavi,prism,Faience,Fair,R/L,5,+408-817-920-002-861+,408 817 920,920,817 920,<END>,0,true,source_pending_or_not_checked,false,Harappa|TAB:B|Gavi|prism|<END>|817 920
789.1,H-1785,Harappa,TAB:B,Phyt,rectangular-rounded,Faience,Poor,R/L,4,+407-004-002-861+,407 004,004,407 004,<END>,0,true,source_pending_or_not_checked,false,Harappa|TAB:B|Phyt|rectangular-rounded|<END>|407 004
805.1,H-1788,Harappa,TAB:B,None,rectangular,Faience,Poor,R/L,5,+154-806-470-002-861+,154 806 470,470,806 470,<END>,0,true,source_pending_or_not_checked,false,Harappa|TAB:B|None|rectangular|<END>|806 470
937.2,H-2011,Harappa,TAB:B,Bull1,elliptical,Clay,Poor,R/L,5,+740-482-240-002-861+,740 482 240,240,482 240,<END>,0,true,source_pending_or_not_checked,false,Harappa|TAB:B|Bull1|elliptical|<END>|482 240
1004.1,H-1966,Harappa,TAB:B,Gaur,rectangular,Clay,Good,R/L,5,+520-233-049-002-861+,520 233 049,049,233 049,<END>,0,true,source_pending_or_not_checked,false,Harappa|TAB:B|Gaur|rectangular|<END>|233 049
1024.2,H-1851,Harappa,TAB:B,None,rectangular,Faience,Good,R/L,6,+740-803-892-031-002-861+,740 803 892 031,031,892 031,<END>,0,true,source_pending_or_not_checked,false,Harappa|TAB:B|None|rectangular|<END>|892 031
1110.1,H-51,Harappa,SEAL:S,Bull1:W,square,Steatite,Fair,R/L,5,+740-643-240-002-861+,740 643 240,240,643 240,<END>,0,true,source_pending_or_not_checked,false,Harappa|SEAL:S|Bull1:W|square|<END>|643 240
1114.1,H-55,Harappa,SEAL:S,Bull1:X,square,Steatite,Fair,R/L,5,+390-004-002-861-125+,390 004,004,390 004,125,1,true,source_pending_or_not_checked,false,Harappa|SEAL:S|Bull1:X|square|125|390 004
1170.1,H-129,Harappa,SEAL:R,None,cuboid-convex,Steatite,Good,R/L,10,+409-061-740-235-220-031-002-861-244-165+,409 061 740 235 220 031,031,220 031,244 165,2,true,source_pending_or_not_checked,false,Harappa|SEAL:R|None|cuboid-convex|244 165|220 031
1175.1,H-134,Harappa,SEAL:R,None,cuboid-convex,Steatite,Good,R/L,7,+740-405-590-220-003-002-861+,740 405 590 220 003,003,220 003,<END>,0,true,source_pending_or_not_checked,false,Harappa|SEAL:R|None|cuboid-convex|<END>|220 003
1176.1,H-135,Harappa,SEAL:R,None,cuboid-convex,Steatite,Fine,R/L,6,+740-773-231-806-002-861+,740 773 231 806,806,231 806,<END>,0,true,source_pending_or_not_checked,false,Harappa|SEAL:R|None|cuboid-convex|<END>|231 806
1414.1,H-410,Harappa,SEAL:S,Bull1:L,square,Steatite,Good,R/L,5,+368-840-830-002-861+,368 840 830,830,840 830,<END>,0,true,source_pending_or_not_checked,false,Harappa|SEAL:S|Bull1:L|square|<END>|840 830
1434.1,H-444,Harappa,SEAL:S,Bull1:W,square,-,Good,R/L,5,+241-220-032-002-861+,241 220 032,032,220 032,<END>,0,true,source_pending_or_not_checked,false,Harappa|SEAL:S|Bull1:W|square|<END>|220 032
1436.1,H-446,Harappa,SEAL:S,Bull1:J,square,Steatite,Fair,R/L,6,+740-585-798-002-861-216+,740 585 798,798,585 798,216,1,true,source_pending_or_not_checked,false,Harappa|SEAL:S|Bull1:J|square|216|585 798
1540.1,H-597,Harappa,SEAL:S,Bull1:J,square,Steatite,Fair,R/L,7,+740-390-590-070-032-002-861+,740 390 590 070 032,032,070 032,<END>,0,true,source_pending_or_not_checked,false,Harappa|SEAL:S|Bull1:J|square|<END>|070 032
1594.1,H-688,Harappa,SEAL,None,-,-,Poor,R/L,6,+520-233-002-861-831-165+,520 233,233,520 233,831 165,2,true,source_pending_or_not_checked,false,Harappa|SEAL|None|-|831 165|520 233
1622.1,H-719,Harappa,TAB:B,Phyt,rectangular,Faience,Fair,R/L,4,+405-004-002-861+,405 004,004,405 004,<END>,0,true,source_pending_or_not_checked,false,Harappa|TAB:B|Phyt|rectangular|<END>|405 004
1695.1,H-806,Harappa,TAB:B,None,twisted rectangular-rounded,Clay,Fair,R/L,5,+740-482-240-002-861+,740 482 240,240,482 240,<END>,0,true,source_pending_or_not_checked,false,Harappa|TAB:B|None|twisted rectangular-rounded|<END>|482 240
1696.1,H-807,Harappa,TAB:B,None,twisted rectangular-rounded,-,Poor,R/L,5,+740-482-240-002-861+,740 482 240,240,482 240,<END>,0,true,source_pending_or_not_checked,false,Harappa|TAB:B|None|twisted rectangular-rounded|<END>|482 240
1697.1,H-808,Harappa,TAB:B,None,twisted rectangular-rounded,-,Poor,R/L,5,+740-482-240-002-861+,740 482 240,240,482 240,<END>,0,true,source_pending_or_not_checked,false,Harappa|TAB:B|None|twisted rectangular-rounded|<END>|482 240
1792.1,H-910,Harappa,TAB:I,None,rectangular,Steatite,Poor,R/L,3,+002-861-416+,<START>,<START>,<START>,416,1,true,source_pending_or_not_checked,false,Harappa|TAB:I|None|rectangular|416|<START>
1906.1,K-33,Kalibangan,SEAL:S,Buff,square,Steatite,Fine,R/L,3,+226-002-861+,226,226,226,<END>,0,true,source_pending_or_not_checked,false,Kalibangan|SEAL:S|Buff|square|<END>|226
1908.1,K-40,Kalibangan,SEAL:S,Elep,square,Steatite,Fine,R/L,7,+760-031-002-861-791-440-717+,760 031,031,760 031,791 440 717,3,true,source_pending_or_not_checked,false,Kalibangan|SEAL:S|Elep|square|791 440 717|760 031
1938.1,K-82,Kalibangan,TAG:L,Bull1,-,-,Fair,R/L,4,+390-003-002-861+,390 003,003,390 003,<END>,0,true,source_pending_or_not_checked,false,Kalibangan|TAG:L|Bull1|-|<END>|390 003
1940.1,K-85,Kalibangan,TAG:L,Elep,-,-,Fair,R/L,4,+520-033-002-861+,520 033,033,520 033,<END>,0,true,source_pending_or_not_checked,false,Kalibangan|TAG:L|Elep|-|<END>|520 033
1943.1,K-88,Kalibangan,TAG:L,Bull1,-,-,Poor,R/L,5,+740-000-460-002-861+,740 000 460,460,000 460,<END>,0,true,source_pending_or_not_checked,false,Kalibangan|TAG:L|Bull1|-|<END>|000 460
2012.1,L-39,Lothal,SEAL:S,Bull1,square,Steatite,Fair,R/L,5,+520-315-002-861-626+,520 315,315,520 315,626,1,true,source_pending_or_not_checked,false,Lothal|SEAL:S|Bull1|square|626|520 315
2017.1,L-46,Lothal,SEAL:S,Gaur,square,Steatite,Poor,R/L,8,+527-388-233-740-176-002-861-392+,527 388 233 740 176,176,740 176,392,1,true,source_pending_or_not_checked,false,Lothal|SEAL:S|Gaur|square|392|740 176
2024.1,L-57,Lothal,SEAL:S,-,square,-,Fair,L/R,3,+832-002-861+,832,832,832,<END>,0,true,source_pending_or_not_checked,false,Lothal|SEAL:S|-|square|<END>|832
2043.1,L-89,Lothal,SEAL:R,None,cuboid-convex,Steatite,Good,R/L,5,+527-555-235-002-861+,527 555 235,235,555 235,<END>,0,true,source_pending_or_not_checked,false,Lothal|SEAL:R|None|cuboid-convex|<END>|555 235
2073.1,L-130,Lothal,TAG,Bull1,-,Clay,Fair,R/L,3,+236-002-861+,236,236,236,<END>,0,true,source_pending_or_not_checked,false,Lothal|TAG|Bull1|-|<END>|236
2074.1,L-131,Lothal,TAG,-,-,Clay,Poor,R/L,3,+236-002-861+,236,236,236,<END>,0,true,source_pending_or_not_checked,false,Lothal|TAG|-|-|<END>|236
2165.2,M-2060,Mohenjo-daro,POT:T:g,None,-,Clay,Good,L/R,4,+740-176-002-861+,740 176,176,740 176,<END>,0,true,source_pending_or_not_checked,false,Mohenjo-daro|POT:T:g|None|-|<END>|740 176
2178.1,M-1696,Mohenjo-daro,SEAL:S,Bull1:II,square,Steatite,Fair,R/L,7,+520-033-705-220-415-002-861+,520 033 705 220 415,415,220 415,<END>,0,true,source_pending_or_not_checked,false,Mohenjo-daro|SEAL:S|Bull1:II|square|<END>|220 415
2179.1,M-1880,Mohenjo-daro,SEAL:S,Gaur,square,Steatite,Poor,R/L,4,+151-176-002-861+,151 176,176,151 176,<END>,0,true,source_pending_or_not_checked,false,Mohenjo-daro|SEAL:S|Gaur|square|<END>|151 176
2228.1,M-1697,Mohenjo-daro,SEAL:S,Bull1:W,square,Steatite,Good,R/L,4,+390-003-002-861+,390 003,003,390 003,<END>,0,true,source_pending_or_not_checked,false,Mohenjo-daro|SEAL:S|Bull1:W|square|<END>|390 003
2240.1,M-1674,Mohenjo-daro,SEAL:S,Bull1:J,square,Steatite,Good,R/L,7,+090-740-222-231-002-861-683+,090 740 222 231,231,222 231,683,1,true,source_pending_or_not_checked,false,Mohenjo-daro|SEAL:S|Bull1:J|square|683|222 231
2251.1,M-1704,Mohenjo-daro,SEAL:S,Bull1:W,square,Steatite,Good,R/L,5,+740-760-605-002-861+,740 760 605,605,760 605,<END>,0,true,source_pending_or_not_checked,false,Mohenjo-daro|SEAL:S|Bull1:W|square|<END>|760 605
2256.1,M-1753,Mohenjo-daro,SEAL:S,Bull1:L,square,Steatite,Good,R/L,6,+740-760-519-240-002-861+,740 760 519 240,240,519 240,<END>,0,true,source_pending_or_not_checked,false,Mohenjo-daro|SEAL:S|Bull1:L|square|<END>|519 240
2276.1,M-1726,Mohenjo-daro,SEAL:S,Bull1:W,square,Steatite,Good,R/L,6,+740-615-495-240-002-861+,740 615 495 240,240,495 240,<END>,0,true,source_pending_or_not_checked,false,Mohenjo-daro|SEAL:S|Bull1:W|square|<END>|495 240
2277.1,M-1990,Mohenjo-daro,SEAL,None,rectangular,Steatite,Poor,L/R,7,+740-760-440-240-220-002-861+,740 760 440 240 220,220,240 220,<END>,0,true,source_pending_or_not_checked,false,Mohenjo-daro|SEAL|None|rectangular|<END>|240 220
2313.1,M-1763,Mohenjo-daro,SEAL:S,Bull1:W,square,Faience,Fair,R/L,8,+416-001-565-740-220-032-002-861+,416 001 565 740 220 032,032,220 032,<END>,0,true,source_pending_or_not_checked,false,Mohenjo-daro|SEAL:S|Bull1:W|square|<END>|220 032
2318.1,M-2089,Mohenjo-daro,ROD,None,-,Ivory,Poor,L/R,3,+002-861-096+,<START>,<START>,<START>,096,1,true,source_pending_or_not_checked,false,Mohenjo-daro|ROD|None|-|096|<START>
2323.1,M-1755,Mohenjo-daro,SEAL:S,Bull1:L,square,Steatite,Fair,R/L,4,+740-176-002-861+,740 176,176,740 176,<END>,0,true,source_pending_or_not_checked,false,Mohenjo-daro|SEAL:S|Bull1:L|square|<END>|740 176
2342.1,M-1661,Mohenjo-daro,SEAL:S,Bull1:W,square,Steatite,Good,R/L,9,+520-070-219-002-861-032-520-919-140+,520 070 219,219,070 219,032 520 919 140,4,true,source_pending_or_not_checked,false,Mohenjo-daro|SEAL:S|Bull1:W|square|032 520 919 140|070 219
2350.1,M-1899,Mohenjo-daro,SEAL:S,Zebu,square,Steatite,Good,R/L,4,+924-132-002-861+,924 132,132,924 132,<END>,0,true,source_pending_or_not_checked,false,Mohenjo-daro|SEAL:S|Zebu|square|<END>|924 132
2357.3,M-1928,Mohenjo-daro,SEAL:S,Buff,square,Steatite,Fair,L/R,5,+000-233-220-002-861+,000 233 220,220,233 220,<END>,0,true,source_pending_or_not_checked,false,Mohenjo-daro|SEAL:S|Buff|square|<END>|233 220
2376.1,M-1842,Mohenjo-daro,SEAL:S,Bull1,square,Steatite,Poor,R/L,5,+520-000-235-002-861+,520 000 235,235,000 235,<END>,0,true,source_pending_or_not_checked,false,Mohenjo-daro|SEAL:S|Bull1|square|<END>|000 235
2388.1,-,Mohenjo-daro,SEAL:S,Bull1:S,square,Steatite,Fair,R/L,5,+740-637-240-002-861+,740 637 240,240,637 240,<END>,0,true,source_pending_or_not_checked,false,Mohenjo-daro|SEAL:S|Bull1:S|square|<END>|637 240
2389.1,M-1681,Mohenjo-daro,SEAL:S,Bull1:W,square,Steatite,Good,R/L,8,+520-072-233-740-798-002-861-832+,520 072 233 740 798,798,740 798,832,1,true,source_pending_or_not_checked,false,Mohenjo-daro|SEAL:S|Bull1:W|square|832|740 798
2422.1,M-1954,Mohenjo-daro,SEAL:R,None,rectangular,Steatite,Fair,R/L,12,+740-407-590-031-752-033-705-220-415-798-002-861+,740 407 590 031 752 033 705 220 415 798,798,415 798,<END>,0,true,source_pending_target,true,Mohenjo-daro|SEAL:R|None|rectangular|<END>|415 798
2450.1,M-1750,Mohenjo-daro,SEAL:S,Bull1:W,square,Steatite,Fair,R/L,4,+390-004-002-861+,390 004,004,390 004,<END>,0,true,source_pending_or_not_checked,false,Mohenjo-daro|SEAL:S|Bull1:W|square|<END>|390 004
2509.1,M-1833,Mohenjo-daro,SEAL:S,Bull1:S,square,Steatite,Fair,R/L,4,+390-015-002-861+,390 015,015,390 015,<END>,0,true,source_pending_or_not_checked,false,Mohenjo-daro|SEAL:S|Bull1:S|square|<END>|390 015
2536.1,M-7,Mohenjo-daro,SEAL:S,Bull1:W,square,Steatite,Good,R/L,9,+407-845-140-740-101-923-240-002-861+,407 845 140 740 101 923 240,240,923 240,<END>,0,true,source_pending_or_not_checked,false,Mohenjo-daro|SEAL:S|Bull1:W|square|<END>|923 240
2543.1,M-15,Mohenjo-daro,SEAL:S,Bull1:W,square,Steatite,Good,R/L,5,+090-740-176-002-861+,090 740 176,176,740 176,<END>,0,true,source_pending_or_not_checked,false,Mohenjo-daro|SEAL:S|Bull1:W|square|<END>|740 176
2548.1,M-20,Mohenjo-daro,SEAL:S,Bull1:W,square,Steatite,Good,R/L,7,+390-005-002-861-036-460-513+,390 005,005,390 005,036 460 513,3,true,source_pending_or_not_checked,false,Mohenjo-daro|SEAL:S|Bull1:W|square|036 460 513|390 005
2549.1,M-21,Mohenjo-daro,SEAL:S,Bull1:W,square,Steatite,Good,R/L,8,+350-001-740-362-692-032-002-861+,350 001 740 362 692 032,032,692 032,<END>,0,true,source_pending_or_not_checked,false,Mohenjo-daro|SEAL:S|Bull1:W|square|<END>|692 032
2556.1,M-28,Mohenjo-daro,SEAL:S,Bull1:W,square,Steatite,Good,R/L,8,+892-374-740-760-840-416-002-861+,892 374 740 760 840 416,416,840 416,<END>,0,true,source_pending_or_not_checked,false,Mohenjo-daro|SEAL:S|Bull1:W|square|<END>|840 416
2575.1,M-47,Mohenjo-daro,SEAL:S,Bull1:J,square,Steatite,Poor,R/L,5,+740-760-235-002-861+,740 760 235,235,760 235,<END>,0,true,source_pending_or_not_checked,false,Mohenjo-daro|SEAL:S|Bull1:J|square|<END>|760 235
2600.1,M-72,Mohenjo-daro,SEAL:S,Bull1:V,square,Steatite,Poor,R/L,7,+740-255-705-140-003-002-861+,740 255 705 140 003,003,140 003,<END>,0,true,source_pending_or_not_checked,false,Mohenjo-daro|SEAL:S|Bull1:V|square|<END>|140 003
2604.1,M-77,Mohenjo-daro,SEAL:S,Bull1:W,square,Steatite,Good,R/L,5,+832-390-803-002-861+,832 390 803,803,390 803,<END>,0,true,source_pending_or_not_checked,false,Mohenjo-daro|SEAL:S|Bull1:W|square|<END>|390 803
2618.1,M-91,Mohenjo-daro,SEAL:S,Bull1:S,square,Steatite,Good,R/L,9,+740-100-798-220-032-002-861-255-416+,740 100 798 220 032,032,220 032,255 416,2,true,source_pending_or_not_checked,false,Mohenjo-daro|SEAL:S|Bull1:S|square|255 416|220 032
2627.1,M-100,Mohenjo-daro,SEAL:S,Bull1:S,square,Steatite,Good,R/L,6,+090-740-255-705-002-861+,090 740 255 705,705,255 705,<END>,0,true,source_pending_or_not_checked,false,Mohenjo-daro|SEAL:S|Bull1:S|square|<END>|255 705
2645.1,M-118,Mohenjo-daro,SEAL:S,Bull1:W,square,Steatite,Fair,R/L,8,+740-772-033-705-233-803-002-861+,740 772 033 705 233 803,803,233 803,<END>,0,true,source_pending_or_not_checked,false,Mohenjo-daro|SEAL:S|Bull1:W|square|<END>|233 803
2669.1,M-142,Mohenjo-daro,SEAL:S,Bull1:J,square,Steatite,Good,R/L,4,+136-140-002-861+,136 140,140,136 140,<END>,0,true,source_pending_or_not_checked,false,Mohenjo-daro|SEAL:S|Bull1:J|square|<END>|136 140
2679.1,M-152,Mohenjo-daro,SEAL:S,Bull1:J,square,Steatite,Good,R/L,4,+740-772-002-861+,740 772,772,740 772,<END>,0,true,source_pending_or_not_checked,false,Mohenjo-daro|SEAL:S|Bull1:J|square|<END>|740 772
2691.1,M-166,Mohenjo-daro,SEAL:S,Bull1:I,square,Steatite,Poor,R/L,6,+390-844-240-806-002-861+,390 844 240 806,806,240 806,<END>,0,true,source_pending_or_not_checked,false,Mohenjo-daro|SEAL:S|Bull1:I|square|<END>|240 806
2724.1,M-199,Mohenjo-daro,SEAL:S,Bull1:S,square,Steatite,Fair,R/L,7,+090-740-100-415-240-002-861+,090 740 100 415 240,240,415 240,<END>,0,true,source_pending_or_not_checked,false,Mohenjo-daro|SEAL:S|Bull1:S|square|<END>|415 240
2763.1,M-240,Mohenjo-daro,SEAL:S,Gaur,square,Steatite,Good,R/L,7,+520-240-220-032-002-861-603+,520 240 220 032,032,220 032,603,1,true,source_pending_or_not_checked,false,Mohenjo-daro|SEAL:S|Gaur|square|603|220 032
2806.1,M-285,Mohenjo-daro,SEAL:S,Elep,square,Steatite,Fine,R/L,5,+504-350-240-002-861+,504 350 240,240,350 240,<END>,0,true,source_pending_or_not_checked,false,Mohenjo-daro|SEAL:S|Elep|square|<END>|350 240
2834.1,M-316,Mohenjo-daro,SEAL:S,None,square,Steatite,Poor,L/R,5,+367-390-710-002-861+,367 390 710,710,390 710,<END>,0,true,source_pending_or_not_checked,false,Mohenjo-daro|SEAL:S|None|square|<END>|390 710
2845.1,M-327,Mohenjo-daro,SEAL:S,Bull1:J,square,Steatite,Good,R/L,4,+740-519-002-861+,740 519,519,740 519,<END>,0,true,source_pending_or_not_checked,false,Mohenjo-daro|SEAL:S|Bull1:J|square|<END>|740 519
2847.1,M-329,Mohenjo-daro,SEAL:S,None,square,Steatite,Fair,R/L,3,+002-861-698+,<START>,<START>,<START>,698,1,true,source_pending_or_not_checked,false,Mohenjo-daro|SEAL:S|None|square|698|<START>
2848.1,M-330,Mohenjo-daro,SEAL:S,None,square,Steatite,Fair,R/L,3,+002-861-698+,<START>,<START>,<START>,698,1,true,source_pending_or_not_checked,false,Mohenjo-daro|SEAL:S|None|square|698|<START>
2851.1,M-355,Mohenjo-daro,SEAL:R,None,cuboid-convex,Steatite,Good,R/L,13,+740-877-032-033-705-231-235-002-861-360-520-919-140+,740 877 032 033 705 231 235,235,231 235,360 520 919 140,4,true,source_visible,true,Mohenjo-daro|SEAL:R|None|cuboid-convex|360 520 919 140|231 235
2872.1,M-376,Mohenjo-daro,SEAL:R,None,cuboid-convex,Steatite,Fair,R/L,7,+740-100-176-002-861-533-717+,740 100 176,176,100 176,533 717,2,true,source_visible,true,Mohenjo-daro|SEAL:R|None|cuboid-convex|533 717|100 176
2887.1,M-391,Mohenjo-daro,SEAL:R,None,cuboid-convex,-,Good,R/L,12,+405-845-686-740-793-003-233-805-002-861-533-717+,405 845 686 740 793 003 233 805,805,233 805,533 717,2,true,source_visible,true,Mohenjo-daro|SEAL:R|None|cuboid-convex|533 717|233 805
2938.1,M-453,Mohenjo-daro,TAB:B,Scene,rectangular,Faience,Fair,R/L,6,+740-032-840-220-002-861+,740 032 840 220,220,840 220,<END>,0,true,source_pending_or_not_checked,false,Mohenjo-daro|TAB:B|Scene|rectangular|<END>|840 220
3080.1,M-629,Mohenjo-daro,SEAL:S,Bull1:W,square,-,Fine,R/L,7,+679-740-176-240-798-002-861+,679 740 176 240 798,798,240 798,<END>,0,true,source_pending_or_not_checked,false,Mohenjo-daro|SEAL:S|Bull1:W|square|<END>|240 798
3096.1,M-653,Mohenjo-daro,SEAL:S,Bull1:W,square,Steatite,Poor,R/L,5,+679-740-235-002-861+,679 740 235,235,740 235,<END>,0,true,source_pending_or_not_checked,false,Mohenjo-daro|SEAL:S|Bull1:W|square|<END>|740 235
3115.1,M-677,Mohenjo-daro,SEAL:S,Bull1:L,square,-,Fair,R/L,11,+740-923-070-032-033-706-231-242-002-861-901+,740 923 070 032 033 706 231 242,242,231 242,901,1,true,source_pending_or_not_checked,false,Mohenjo-daro|SEAL:S|Bull1:L|square|901|231 242
3133.1,M-706,Mohenjo-daro,SEAL:S,Bull1:W,square,Steatite,Poor,R/L,6,+740-773-240-002-861-031+,740 773 240,240,773 240,031,1,true,source_pending_or_not_checked,false,Mohenjo-daro|SEAL:S|Bull1:W|square|031|773 240
3137.1,M-712,Mohenjo-daro,SEAL:S,Bull1:W,square,Steatite,Poor,R/L,4,+390-003-002-861+,390 003,003,390 003,<END>,0,true,source_pending_or_not_checked,false,Mohenjo-daro|SEAL:S|Bull1:W|square|<END>|390 003
3139.1,M-714,Mohenjo-daro,SEAL:S,Bull1:W,square,Steatite,Fair,R/L,11,+740-585-017-033-705-233-798-803-002-861-603+,740 585 017 033 705 233 798 803,803,798 803,603,1,true,source_pending_or_not_checked,false,Mohenjo-daro|SEAL:S|Bull1:W|square|603|798 803
3142.1,M-717,Mohenjo-daro,SEAL:S,Bull1:J,square,Steatite,Good,R/L,5,+740-142-061-002-861+,740 142 061,061,142 061,<END>,0,true,source_pending_or_not_checked,false,Mohenjo-daro|SEAL:S|Bull1:J|square|<END>|142 061
3147.1,M-723,Mohenjo-daro,SEAL:S,Bull1,square,Steatite,Fair,R/L,8,+740-460-510-235-220-032-002-861+,740 460 510 235 220 032,032,220 032,<END>,0,true,source_pending_or_not_checked,false,Mohenjo-daro|SEAL:S|Bull1|square|<END>|220 032
3148.1,M-724,Mohenjo-daro,SEAL:S,Bull1:J,square,-,Good,R/L,5,+390-721-790-002-861+,390 721 790,790,721 790,<END>,0,true,source_pending_or_not_checked,false,Mohenjo-daro|SEAL:S|Bull1:J|square|<END>|721 790
3195.1,M-781,Mohenjo-daro,SEAL:S,Bull1:S,square,Steatite,Fair,R/L,5,+520-033-706-002-861+,520 033 706,706,033 706,<END>,0,true,source_pending_or_not_checked,false,Mohenjo-daro|SEAL:S|Bull1:S|square|<END>|033 706
3197.1,M-783,Mohenjo-daro,SEAL:S,Bull1:S,square,Steatite,Good,R/L,4,+151-061-002-861+,151 061,061,151 061,<END>,0,true,source_pending_or_not_checked,false,Mohenjo-daro|SEAL:S|Bull1:S|square|<END>|151 061
3199.1,M-785,Mohenjo-daro,SEAL:S,Bull1:S,square,Steatite,Poor,R/L,5,+740-255-705-002-861+,740 255 705,705,255 705,<END>,0,true,source_pending_or_not_checked,false,Mohenjo-daro|SEAL:S|Bull1:S|square|<END>|255 705
3207.1,M-793,Mohenjo-daro,SEAL:S,Bull1:W,square,-,Poor,R/L,7,+740-388-235-240-798-002-861+,740 388 235 240 798,798,240 798,<END>,0,true,source_pending_or_not_checked,false,Mohenjo-daro|SEAL:S|Bull1:W|square|<END>|240 798
