"checked_date","target_cisi","target_source_row_id","target_text","target_pair_scope","control_rank","control_cisi","control_source_row_id","control_text","control_pair_scope","score","score_reasons","horizontal_delta_mm","vertical_delta_mm","thickness_delta_mm","suffix_overlap_after_003","companion_text_overlap","target_metadata","control_metadata","source_use","accepted_decipherment_claim"
"2026-05-25","M-102","2629.1","+154-003-900-545+","external_longer_154_003","3","M-1779","2307.1","+156-003+","external_strict_156_003","31.65","same_site;same_type;same_shape;same_material;same_class;same_direction;same_id_prefix","10.2","10.2","6.9","0","0","Mohenjo-daro|SEAL:S|square|Steatite|SS|4","Mohenjo-daro|SEAL:S|square|Steatite|SS|2","secondary_planning_control_only","0"
"2026-05-25","M-102","2629.1","+154-003-900-545+","external_longer_154_003","4","M-919","3316.1","+156-003+","external_strict_156_003","31.44","same_site;same_type;same_shape;same_material;same_class;same_direction;same_id_prefix","13","7.4","7.6","0","0","Mohenjo-daro|SEAL:S|square|Steatite|SS|4","Mohenjo-daro|SEAL:S|square|Steatite|SS|2","secondary_planning_control_only","0"
"2026-05-25","M-102","2629.1","+154-003-900-545+","external_longer_154_003","5","M-1928","2357.1","+156-003-031+","external_longer_156_003","30.75","same_site;same_type;same_shape;same_material;same_class;same_direction;same_id_prefix","2.1","18.3","9.9","0","0","Mohenjo-daro|SEAL:S|square|Steatite|SS|4","Mohenjo-daro|SEAL:S|square|Steatite|SS|3","secondary_planning_control_only","0"
"2026-05-25","M-102","2629.1","+154-003-900-545+","external_longer_154_003","6","M-1232","3564.1","+156-003+","external_strict_156_003","29.42","same_site;same_type;same_shape;same_material;same_class;same_id_prefix","8.9","7.7","13.2","0","0","Mohenjo-daro|SEAL:S|square|Steatite|SS|4","Mohenjo-daro|SEAL:S|square|Steatite|SS|2","secondary_planning_control_only","0"
"2026-05-25","M-102","2629.1","+154-003-900-545+","external_longer_154_003","7","M-93","2620.1","+156-003-240-741-345+","external_longer_156_003","27.8","same_site;same_type;same_shape;same_material;same_direction;same_id_prefix","12","8.4","6.4","0","0","Mohenjo-daro|SEAL:S|square|Steatite|SS|4","Mohenjo-daro|SEAL:S|square|Steatite|SP|5","secondary_planning_control_only","0"
"2026-05-25","M-102","2629.1","+154-003-900-545+","external_longer_154_003","8","M-838","3250.1","+156-003+","external_strict_156_003","27.3","same_site;same_type;same_shape;same_material;same_class;same_direction;same_id_prefix","11.2","15.2","7.4","0","0","Mohenjo-daro|SEAL:S|square|Steatite|SS|4","Mohenjo-daro|SEAL:S|square|Steatite|SS|2","secondary_planning_control_only","0"
"2026-05-25","M-102","2629.1","+154-003-900-545+","external_longer_154_003","9","M-80","2607.1","+156-003-060-368-817+","external_longer_156_003","25.7","same_site;same_type;same_shape;same_material;same_direction;same_id_prefix","11","9.4","13.4","0","0","Mohenjo-daro|SEAL:S|square|Steatite|SS|4","Mohenjo-daro|SEAL:S|square|Steatite|IT|5","secondary_planning_control_only","0"
"2026-05-25","M-102","2629.1","+154-003-900-545+","external_longer_154_003","10","L-42","2014.1","+156-003+","external_strict_156_003","12.72","same_type;same_shape;same_class;same_direction","18.6","1.8","0","0","0","Mohenjo-daro|SEAL:S|square|Steatite|SS|4","Lothal|SEAL:S|square|-|SS|2","secondary_planning_control_only","0"
"2026-05-25","H-366","1385.1","+154-003+","external_strict_154_003","1","H-2230","850.3","+156-003+","h_series_majority_156_003","41.23","same_site;same_type;same_material;same_direction;same_sign_count;same_id_prefix;same_token_length","0.2","3","5.1","0","0","Harappa|TAB:I|cuboid|Steatite|AN|2","Harappa|TAB:I|prism|Steatite|SS|2","best_current_planning_control_only_requires_source_images","0"
"2026-05-25","H-366","1385.1","+154-003+","external_strict_154_003","2","H-2231","859.3","+156-003+","h_series_majority_156_003","41.09","same_site;same_type;same_material;same_direction;same_sign_count;same_id_prefix;same_token_length","0.2","3.2","5.1","0","0","Harappa|TAB:I|cuboid|Steatite|AN|2","Harappa|TAB:I|prism|Steatite|SS|2","secondary_planning_control_only","0"
"2026-05-25","H-366","1385.1","+154-003+","external_strict_154_003","3","H-2223","846.3","+156-003+","h_series_majority_156_003","40.88","same_site;same_type;same_material;same_direction;same_sign_count;same_id_prefix;same_token_length","1","2.7","5.1","0","0","Harappa|TAB:I|cuboid|Steatite|AN|2","Harappa|TAB:I|prism|Steatite|SS|2","secondary_planning_control_only","0"
"2026-05-25","H-366","1385.1","+154-003+","external_strict_154_003","4","H-2220","851.3","+156-003+","h_series_majority_156_003","40.81","same_site;same_type;same_material;same_direction;same_sign_count;same_id_prefix;same_token_length","1.8","2","5.1","0","0","Harappa|TAB:I|cuboid|Steatite|AN|2","Harappa|TAB:I|prism|Steatite|SS|2","secondary_planning_control_only","0"
"2026-05-25","H-366","1385.1","+154-003+","external_strict_154_003","5","H-2233","878.3","+156-003+","h_series_majority_156_003","40.74","same_site;same_type;same_material;same_direction;same_sign_count;same_id_prefix;same_token_length","0.2","3.7","5.1","0","0","Harappa|TAB:I|cuboid|Steatite|AN|2","Harappa|TAB:I|prism|Steatite|SS|2","secondary_planning_control_only","0"
"2026-05-25","H-366","1385.1","+154-003+","external_strict_154_003","6","H-2226","852.3","+156-003+","h_series_majority_156_003","40.67","same_site;same_type;same_material;same_direction;same_sign_count;same_id_prefix;same_token_length","0.8","3.2","5.1","0","0","Harappa|TAB:I|cuboid|Steatite|AN|2","Harappa|TAB:I|prism|Steatite|SS|2","secondary_planning_control_only","0"
"2026-05-25","H-366","1385.1","+154-003+","external_strict_154_003","7","H-2238","693.3","+156-003+","h_series_majority_156_003","40.6","same_site;same_type;same_material;same_direction;same_sign_count;same_id_prefix;same_token_length","0.8","3.3","5.1","0","0","Harappa|TAB:I|cuboid|Steatite|AN|2","Harappa|TAB:I|prism|Steatite|SS|2","secondary_planning_control_only","0"
"2026-05-25","H-366","1385.1","+154-003+","external_strict_154_003","8","H-2229","832.3","+156-003+","h_series_majority_156_003","40.39","same_site;same_type;same_material;same_direction;same_sign_count;same_id_prefix;same_token_length","0.2","4.2","5.1","0","0","Harappa|TAB:I|cuboid|Steatite|AN|2","Harappa|TAB:I|prism|Steatite|SS|2","secondary_planning_control_only","0"
"2026-05-25","H-366","1385.1","+154-003+","external_strict_154_003","9","H-2218","858.3","+156-003+","h_series_majority_156_003","40.32","same_site;same_type;same_material;same_direction;same_sign_count;same_id_prefix;same_token_length","2.3","2.2","5.1","0","0","Harappa|TAB:I|cuboid|Steatite|AN|2","Harappa|TAB:I|prism|Steatite|SS|2","secondary_planning_control_only","0"
"2026-05-25","H-366","1385.1","+154-003+","external_strict_154_003","10","H-2219","856.3","+156-003+","h_series_majority_156_003","40.32","same_site;same_type;same_material;same_direction;same_sign_count;same_id_prefix;same_token_length","1.8","2.7","5.1","0","0","Harappa|TAB:I|cuboid|Steatite|AN|2","Harappa|TAB:I|prism|Steatite|SS|2","secondary_planning_control_only","0"
"2026-05-25","H-2237","794.3","+154-003+","h_series_singleton_variant","1","H-2233","878.3","+156-003+","h_series_majority_156_003","111","same_site;same_type;same_shape;same_material;same_class;same_direction;same_sign_count;same_id_prefix;same_h_series_scope;same_token_length;companion_text_overlap_2","0","0","0","0","2","Harappa|TAB:I|prism|Steatite|SS|2","Harappa|TAB:I|prism|Steatite|SS|2","best_current_planning_control_only_requires_source_images","0"
"2026-05-25","H-2237","794.3","+154-003+","h_series_singleton_variant","2","H-2229","832.3","+156-003+","h_series_majority_156_003","110.65","same_site;same_type;same_shape;same_material;same_class;same_direction;same_sign_count;same_id_prefix;same_h_series_scope;same_token_length;companion_text_overlap_2","0","0.5","0","0","2","Harappa|TAB:I|prism|Steatite|SS|2","Harappa|TAB:I|prism|Steatite|SS|2","secondary_planning_control_only","0"
"2026-05-25","H-2237","794.3","+154-003+","h_series_singleton_variant","3","H-2231","859.3","+156-003+","h_series_majority_156_003","110.65","same_site;same_type;same_shape;same_material;same_class;same_direction;same_sign_count;same_id_prefix;same_h_series_scope;same_token_length;companion_text_overlap_2","0","0.5","0","0","2","Harappa|TAB:I|prism|Steatite|SS|2","Harappa|TAB:I|prism|Steatite|SS|2","secondary_planning_control_only","0"
"2026-05-25","H-2237","794.3","+154-003+","h_series_singleton_variant","4","H-2230","850.3","+156-003+","h_series_majority_156_003","110.51","same_site;same_type;same_shape;same_material;same_class;same_direction;same_sign_count;same_id_prefix;same_h_series_scope;same_token_length;companion_text_overlap_2","0","0.7","0","0","2","Harappa|TAB:I|prism|Steatite|SS|2","Harappa|TAB:I|prism|Steatite|SS|2","secondary_planning_control_only","0"
"2026-05-25","H-2237","794.3","+154-003+","h_series_singleton_variant","5","H-2239","769.3","+156-003+","h_series_majority_156_003","110.44","same_site;same_type;same_shape;same_material;same_class;same_direction;same_sign_count;same_id_prefix;same_h_series_scope;same_token_length;companion_text_overlap_2","0.5","0.3","0","0","2","Harappa|TAB:I|prism|Steatite|SS|2","Harappa|TAB:I|prism|Steatite|SS|2","secondary_planning_control_only","0"
"2026-05-25","H-2237","794.3","+154-003+","h_series_singleton_variant","6","H-2234","861.3","+156-003+","h_series_majority_156_003","110.3","same_site;same_type;same_shape;same_material;same_class;same_direction;same_sign_count;same_id_prefix;same_h_series_scope;same_token_length;companion_text_overlap_2","1","0","0","0","2","Harappa|TAB:I|prism|Steatite|SS|2","Harappa|TAB:I|prism|Steatite|SS|2","secondary_planning_control_only","0"
"2026-05-25","H-2237","794.3","+154-003+","h_series_singleton_variant","7","H-2226","852.3","+156-003+","h_series_majority_156_003","109.95","same_site;same_type;same_shape;same_material;same_class;same_direction;same_sign_count;same_id_prefix;same_h_series_scope;same_token_length;companion_text_overlap_2","1","0.5","0","0","2","Harappa|TAB:I|prism|Steatite|SS|2","Harappa|TAB:I|prism|Steatite|SS|2","secondary_planning_control_only","0"
"2026-05-25","H-2237","794.3","+154-003+","h_series_singleton_variant","8","H-2232","860.3","+156-003+","h_series_majority_156_003","109.95","same_site;same_type;same_shape;same_material;same_class;same_direction;same_sign_count;same_id_prefix;same_h_series_scope;same_token_length;companion_text_overlap_2","0.8","0.7","0","0","2","Harappa|TAB:I|prism|Steatite|SS|2","Harappa|TAB:I|prism|Steatite|SS|2","secondary_planning_control_only","0"
"2026-05-25","H-2237","794.3","+154-003+","h_series_singleton_variant","9","H-2235","870.3","+156-003+","h_series_majority_156_003","109.95","same_site;same_type;same_shape;same_material;same_class;same_direction;same_sign_count;same_id_prefix;same_h_series_scope;same_token_length;companion_text_overlap_2","1","0.5","0","0","2","Harappa|TAB:I|prism|Steatite|SS|2","Harappa|TAB:I|prism|Steatite|SS|2","secondary_planning_control_only","0"
"2026-05-25","H-2237","794.3","+154-003+","h_series_singleton_variant","10","H-2236","847.3","+156-003+","h_series_majority_156_003","109.88","same_site;same_type;same_shape;same_material;same_class;same_direction;same_sign_count;same_id_prefix;same_h_series_scope;same_token_length;companion_text_overlap_2","1","0.6","0","0","2","Harappa|TAB:I|prism|Steatite|SS|2","Harappa|TAB:I|prism|steatite|SS|2","secondary_planning_control_only","0"
