iteration,best_terminal,best_feature,best_value,best_a,best_fisher_p,max_mi_bits,p_le_observed,mi_ge_observed
128,817,prev,176,7,0.0028627866293049996,0.5103940848392514,true,true
130,820,prev,017,5,0.0009358805878209541,0.5313979263203155,true,true
131,817,prev,233,10,0.0017906138238757503,0.505458987405382,true,true
132,817,condition,Poor,58,0.013399844164207562,0.4419415674709932,true,false
134,820,prev,061,5,0.004484865962985306,0.4836990871267598,true,true
135,820,prev,016,5,0.0009358805878209541,0.5365335478086306,true,true
136,861,complete,Y,124,0.01819013611225965,0.4709930594507134,true,false
137,820,condition,Good,40,0.004295926970839798,0.5250955878695551,true,true
138,820,prev,803,9,0.011215033028061499,0.4864035932467867,true,true
139,817,material,Clay,14,0.017871504831524415,0.45040567584466634,true,false
140,817,first,520,20,0.011185127281793356,0.4744416672586443,true,false
141,817,site,Mohenjo-daro,87,0.0031673444347999303,0.49976631443917013,true,true
142,861,prev,004,8,0.012226325023033762,0.49799284119475423,true,true
143,817,first,527,7,0.0028627866293049996,0.5301839194924785,true,true
144,817,complete,?,11,0.015936693241893507,0.4593675480672931,true,false
145,817,symbol,Gavi,5,0.004531039514728302,0.4536634939211378,true,false
146,861,complete,Y,124,0.01819013611225965,0.46414997943935865,true,false
147,820,condition,Fine,6,0.01903790340187208,0.4777296192086955,true,false
148,861,site,Harappa,41,0.0037986258179042672,0.4655275421844385,true,false
149,820,first,740,44,0.01537653256679922,0.46514061074260815,true,false
150,861,material,Clay,17,0.0037319157181483517,0.4981521596536189,true,true
151,817,first,520,20,0.011185127281793356,0.4623072062957531,true,false
152,820,first,390,9,0.006670183127678552,0.45516395238905033,true,false
153,817,site,Harappa,35,0.009188205769924533,0.49374061163968413,true,true
154,861,material,Clay,17,0.0037319157181483517,0.4981011514920055,true,true
155,817,prev,798,9,0.004242147419125905,0.4863984071808747,true,true
156,817,type,POT:T:g,5,0.004531039514728302,0.46739957992762765,true,false
158,817,site,Lothal,11,0.008782077126427264,0.49150151136760944,true,true
159,817,prev,235,15,0.0008876047120497596,0.43659451145408806,true,false
160,861,first,390,12,0.0045906221187026214,0.4318628587527332,true,false
162,817,symbol,Bull1:W,35,0.003791175358978686,0.5173489979946528,true,true
163,861,type,SEAL:S,111,0.008734304350883184,0.46401023191098817,true,false
164,861,site,Lothal,12,0.010101438202897793,0.4544909489554109,true,false
165,861,prev,231,8,0.000636696809321411,0.4733799377011309,true,false
166,817,type,SEAL:R,23,0.007048642696274113,0.4772831299931234,true,false
167,817,prev,000,10,0.004423546815901876,0.5062495240995639,true,true
169,817,complete,N,29,0.0038608298990353914,0.5022022153578957,true,true
170,861,material,Steatite,113,0.004895647888611146,0.5110959801946515,true,true
171,817,prev,220,8,0.0037564492718906673,0.4703029747206346,true,false
172,820,type,SEAL,5,0.012552559477795188,0.4623045340285166,true,false
173,820,symbol,Zebu,7,0.0032362947109295043,0.4465582981319326,true,false
174,820,condition,Fair,33,0.012483684205396308,0.45106614953635293,true,false
176,820,prev,004,7,0.0032362947109295043,0.5202050055008172,true,true
177,817,first,740,62,0.0006855231168569523,0.46145785987436394,true,false
178,861,prev,000,11,0.0036992981594991,0.49509995366952914,true,true
180,861,first,090,10,0.0075573570914726955,0.44702862357402895,true,false
181,817,complete,N,28,0.0088898306861197,0.47270746624589266,true,false
182,861,type,SEAL:R,25,0.014611614939604157,0.46664700332296766,true,false
183,861,site,Mohenjo-daro,98,0.016170623563690575,0.4658327556613646,true,false
184,861,first,390,11,0.01867381877831033,0.4735683531478042,true,false
185,817,site,Unknown,5,0.004531039514728302,0.44416225368577933,true,false
186,820,material,Clay,12,0.009022821467793577,0.41849590010197146,true,false
187,820,type,SEAL:R,18,0.010866610457374954,0.4470843605185251,true,false
188,861,shape,square,112,0.012073199364738007,0.47192997334424786,true,false
189,817,complete,Y,107,0.010664777287222087,0.4996232033645835,true,true
190,820,type,SEAL:R,19,0.004180924414638725,0.47227056352822006,true,false
192,861,type,SEAL,6,0.01905280847749524,0.4697982966410175,true,false
193,861,prev,032,17,0.012086347822044088,0.4884736426716317,true,true
194,861,condition,Poor,67,0.011827794028777499,0.4812269795401357,true,false
195,861,site,Dholavira,12,0.0045906221187026214,0.48323205053550733,true,true
197,861,prev,798,9,0.015095843943391904,0.5088562550277732,true,true
198,820,complete,N,25,0.0006134915986821589,0.47715308760933456,true,false
199,817,symbol,Bull1:V,5,0.004531039514728302,0.45249677695869245,true,false
201,817,symbol,Elep,9,0.004242147419125905,0.4317059145786544,true,false
202,817,shape,square,101,0.0002900310676117526,0.46744676725999557,true,false
203,820,complete,N,22,0.010602393075277718,0.5117375742348238,true,true
204,820,prev,032,13,0.006264143438186972,0.46651432482079064,true,false
205,820,symbol,Bull1:J,14,0.0017996060807097718,0.5349825014812677,true,true
207,820,symbol,Gavi,5,0.0009358805878209541,0.48410069774259207,true,true
209,861,material,Clay,16,0.01204072907069222,0.4940077014469552,true,true
210,820,type,TAB:B,13,0.018390881096524873,0.482310302502315,true,true
211,861,prev,176,7,0.008515247255600763,0.48210884326310477,true,true
212,817,prev,031,10,0.009373764349035342,0.4718989933961577,true,false
213,817,type,POT:T:g,5,0.004531039514728302,0.48075424283238744,true,false
214,820,type,SEAL:R,19,0.004180924414638725,0.4696647720643306,true,false
215,861,prev,003,8,0.00373901554029275,0.48006832086531426,true,false
216,817,prev,176,7,0.0028627866293049996,0.4483259559105835,true,false
217,861,symbol,Bull1:I,10,0.017202504421409363,0.4761745649138567,true,false
218,861,condition,Good,60,0.0019920979855130526,0.46893740973910625,true,false
219,817,first,520,21,0.0042600400271260936,0.49766715503752035,true,true
220,861,site,Kalibangan,10,0.0075573570914726955,0.47877568947399096,true,false
221,817,symbol,Bull1:J,16,0.005251153689320589,0.48524069711358714,true,true
222,817,prev,000,11,0.000737440627065773,0.5284053627151739,true,true
223,817,condition,Fair,44,0.0044831097485789305,0.44546642555762467,true,false
224,820,shape,circular,5,0.0009358805878209541,0.44648379935058563,true,false
225,817,site,Lothal,12,0.0020019450500639805,0.4614534909530589,true,false
226,820,symbol,Bull1:S,11,0.03656522849056624,0.4897771633245254,false,true
227,820,material,Clay,12,0.009022821467793577,0.47284049949807494,true,false
228,861,shape,rectangular,23,0.010611905035383994,0.4764913467089568,true,false
229,861,condition,Fine,8,0.012226325023033762,0.4825639666960118,true,true
230,861,prev,032,18,0.003923274786487775,0.49166318432457135,true,true
231,817,first,390,11,0.004394932841721345,0.4297445578659665,true,false
232,820,prev,590,6,0.0012577885570611836,0.4890709279777232,true,true
234,861,site,Mohenjo-daro,100,0.004892270303106861,0.49480900273747297,true,true
235,817,material,Faience,13,0.0073514640162391925,0.44293043813367455,true,false
236,817,complete,Y,109,0.001960786175428222,0.46557610756971757,true,false
237,861,prev,806,6,0.0041117003097333234,0.47150882072782335,true,false
238,861,material,Faience,14,0.011491808317988761,0.5025056213365326,true,true
239,817,type,SEAL,6,0.007581478152420626,0.4669274598034873,true,false
240,817,symbol,Bull1:S,15,0.009828731909575941,0.5032521342900882,true,true
241,817,prev,798,9,0.004242147419125905,0.4512707723673041,true,false
242,817,type,SEAL:S,96,0.006270651725093179,0.46493553062862786,true,false
243,817,prev,004,8,0.0037564492718906673,0.5182097255959859,true,true
244,820,first,405,5,0.012552559477795188,0.467465360653053,true,false
245,861,prev,016,5,0.010381314257198251,0.5219441352509264,true,true
246,861,site,Dholavira,13,0.000836215426271364,0.4595363874718993,true,false
247,861,site,Lothal,12,0.010101438202897793,0.4425615681065001,true,false
248,817,site,Dholavira,12,0.0008363949618860581,0.5005523666900268,true,true
250,820,site,Mohenjo-daro,64,0.013932364564691421,0.46561201625516524,true,false
251,817,symbol,Bull1:I,11,0.000737440627065773,0.4769750571107306,true,false
253,820,prev,798,8,0.002492840919854811,0.4956451326429775,true,true
255,817,type,TAB:B,15,0.04831347904554286,0.5120882422412009,false,true
257,817,first,390,10,0.01767181686122424,0.495703803688313,true,true
258,861,prev,016,5,0.010381314257198251,0.47121643497530113,true,false
259,861,symbol,Gaur,9,0.015095843943391904,0.4526207465481624,true,false
261,820,site,Dholavira,9,0.006670183127678552,0.47506760200659837,true,false
262,820,material,Faience,10,0.01861999074018965,0.4531329849784774,true,false
263,861,first,520,23,0.006761883574493128,0.49712278809710625,true,true
264,861,symbol,Bull1:J,20,0.00025154529445884445,0.4642747951033387,true,false
265,817,prev,031,10,0.009373764349035342,0.48524174314257223,true,true
266,861,shape,rectangular,23,0.010611905035383994,0.5033160888227868,true,true
267,817,shape,rectangular,21,0.00648978948373783,0.5044297751494478,true,true
268,817,first,740,58,0.010867738841833424,0.4802963632936574,true,false
269,861,symbol,Bull1:W,42,0.0004883255136526725,0.5218054615891938,true,true
270,820,prev,032,13,0.006264143438186972,0.49227900426925475,true,true
271,861,prev,503,6,0.0041117003097333234,0.48636837584031894,true,true
272,861,shape,circular,5,0.010381314257198251,0.4719827761879049,true,false
273,820,first,390,9,0.006670183127678552,0.4603202058582516,true,false
274,861,shape,square,116,0.0006533736301403861,0.5260628402293099,true,true
275,820,prev,032,12,0.01880252345986182,0.5138435793755891,true,true
276,861,material,Steatite,111,0.017548213538562847,0.516431168818681,true,true
277,817,prev,004,7,0.021808946779711146,0.49733856261709886,false,true
278,817,type,SEAL:R,25,0.0009475862816056058,0.4560784180188055,true,false
279,861,complete,Y,128,0.0006935822165573406,0.4556408987175255,true,false
280,817,condition,Fair,42,0.01694217028252731,0.44446142220603796,true,false
281,820,prev,803,9,0.011215033028061499,0.47395727922615366,true,false
283,817,site,Dholavira,11,0.004394932841721345,0.5051112534998438,true,true
284,817,complete,N,29,0.0038608298990353914,0.5058120047982835,true,true
285,817,prev,590,6,0.007581478152420626,0.4819080006075025,true,false
286,820,condition,Fair,33,0.012483684205396308,0.5234017006124048,true,true
287,861,symbol,Bull1:W,38,0.01268599651307914,0.5003280328208227,true,true
288,820,type,TAG,7,0.0032362947109295043,0.4575479243762802,true,false
289,861,symbol,Elep,9,0.015095843943391904,0.47451860881632507,true,false
290,820,symbol,Gaur,7,0.013460970967018237,0.5075906641086118,true,true
291,861,prev,004,8,0.012226325023033762,0.45905477423966917,true,false
292,820,first,000,15,0.012573574141479651,0.425440371541749,true,false
293,820,site,Lothal,10,0.0026303165495618775,0.4683879186119073,true,false
294,861,condition,Good,64,0.00007425625235555293,0.4904125820373551,true,true
295,861,symbol,Gaur,9,0.015095843943391904,0.45205971494044145,true,false
296,817,prev,503,5,0.019613291832013206,0.5278209521639579,true,true
297,861,prev,240,16,0.003476630438331421,0.464330143256354,true,false
298,820,prev,590,5,0.012552559477795188,0.4772498574260638,true,false
299,861,site,Dholavira,12,0.0045906221187026214,0.4787761467570197,true,false
300,820,first,740,47,0.0018769947745454316,0.46223858485929864,true,false
301,820,symbol,Bull1,17,0.004432006288988536,0.46950982252677104,true,false
302,817,symbol,Elep,9,0.004242147419125905,0.4049109149661437,true,false
303,817,prev,235,13,0.012651289482086223,0.462752326601628,true,false
304,861,condition,Fine,8,0.012226325023033762,0.5031155163119835,true,true
305,820,prev,590,5,0.012552559477795188,0.5179225548392784,true,true
306,817,first,520,21,0.0042600400271260936,0.4674548255476193,true,false
307,861,type,POT:T:g,5,0.010381314257198251,0.43248722830954545,true,false
310,817,complete,Y,111,0.00025097730814568415,0.4543634971730426,true,false
311,820,site,Mohenjo-daro,67,0.0015012462092977932,0.47045625736604635,true,false
312,817,first,405,6,0.007581478152420626,0.4676790471467169,true,false
313,820,type,SEAL,5,0.012552559477795188,0.4522725553595953,true,false
314,861,symbol,Zebu,8,0.012226325023033762,0.5054286240408998,true,true
315,861,prev,<START>,8,0.012226325023033762,0.5173908201738415,true,true
316,861,type,SEAL:R,24,0.03161419847468249,0.48378348650211456,false,true
317,861,prev,176,7,0.008515247255600763,0.49325160199549994,true,true
318,861,prev,240,16,0.003476630438331421,0.4965820465365115,true,true
319,861,type,SEAL,7,0.0016215156151059946,0.4357931823259185,true,false
320,861,material,Clay,17,0.0037319157181483517,0.4645095518078696,true,false
321,817,material,Steatite,98,0.002893220320561119,0.4888119056012905,true,true
322,861,symbol,Gaur,9,0.015095843943391904,0.4989611644817551,true,true
323,861,complete,N,32,0.00684752806819519,0.48660489318541833,true,true
324,817,symbol,Bull1:I,11,0.000737440627065773,0.47137517383142385,true,false
325,861,symbol,Bull1,24,0.002436468159302343,0.4959137100066277,true,true
326,817,type,SEAL,7,0.0005034408677465668,0.49445066781573227,true,true
327,817,condition,Fine,8,0.0037564492718906673,0.44301135531613084,true,false
328,861,complete,N,33,0.00292992005080286,0.47123264235957896,true,false
329,820,first,520,17,0.004432006288988536,0.4983763812527162,true,true
330,820,first,740,46,0.003998030063708393,0.432620912186811,true,false
331,817,condition,Good,50,0.011381982606644794,0.46359517992653504,true,false
332,861,first,520,21,0.03745201916437006,0.49396571996718813,false,true
333,820,complete,Y,80,0.011112411177323046,0.5619486671588296,true,true
334,820,shape,square,76,0.0005318436575705639,0.4775628312081633,true,false
335,817,site,Kalibangan,8,0.038564674448143495,0.48454477201948165,false,true
336,817,first,621,6,0.007581478152420626,0.4690729198090983,true,false
337,861,condition,Fine,8,0.012226325023033762,0.4797009881916303,true,false
338,820,prev,176,5,0.02680396534765307,0.4846760446310954,false,true
339,820,first,090,8,0.005132734684787917,0.46735607023758513,true,false
340,861,prev,<START>,8,0.012226325023033762,0.48255804172677935,true,true
341,861,condition,Good,58,0.007699037841300704,0.4923797135619116,true,true
342,861,site,Harappa,40,0.00801625788599572,0.48020184544200134,true,false
343,817,prev,032,15,0.015550704684896102,0.4766058891011055,true,false
344,817,type,TAG,8,0.0037564492718906673,0.4720382836414991,true,false
346,817,prev,032,16,0.005251153689320589,0.503263972753061,true,true
347,820,first,527,6,0.00400171595588435,0.5226095376799715,true,true
348,820,prev,031,8,0.01611580490859327,0.4592393069779693,true,false
349,861,shape,circular,5,0.010381314257198251,0.4520268996564109,true,false
350,861,complete,Y,125,0.008988714508680976,0.4981731364746765,true,true
351,861,prev,032,18,0.003923274786487775,0.49909331100553084,true,true
352,861,condition,Poor,71,0.0008381899722623443,0.4706169817154744,true,false
353,817,site,Dholavira,10,0.01767181686122424,0.46574821309908937,true,false
354,820,shape,square,75,0.001411137426188042,0.45417618963448186,true,false
355,820,site,Kalibangan,8,0.005132734684787917,0.5154657517948672,true,true
356,820,first,000,16,0.004478953114239453,0.44695367665286734,true,false
357,820,shape,rectangular,18,0.0021365878744003582,0.5066003875553675,true,true
358,861,type,SEAL,7,0.0016215156151059946,0.4872901238735112,true,true
359,817,first,740,63,0.0003048963137430504,0.4705258274100347,true,false
360,820,prev,233,8,0.005132734684787917,0.47631164017499084,true,false
361,817,symbol,Bull1:W,34,0.008185220214141233,0.5103997003505412,true,true
362,820,shape,rectangular,16,0.01615097921146723,0.45054386732510937,true,false
363,817,type,POT:T:g,5,0.004531039514728302,0.45924602125415714,true,false
364,861,symbol,Bull1:S,17,0.006946635170026809,0.47118969248558956,true,false
365,817,prev,<START>,8,0.0037564492718906673,0.49764465000618724,true,true
366,861,condition,Fine,9,0.0016171881696068794,0.4525576380899736,true,false
367,817,first,405,6,0.007581478152420626,0.4868329356137612,true,true
368,861,prev,032,18,0.003923274786487775,0.49354114703699314,true,true
369,820,prev,003,7,0.0012241048401732692,0.47139290942597767,true,false
370,817,symbol,Bull1:L,6,0.007581478152420626,0.4423454956040568,true,false
371,817,prev,803,13,0.0003507490918118394,0.5276926704207376,true,true
372,820,prev,235,10,0.026997245265835985,0.48361947330184246,false,true
373,820,symbol,Bull1,16,0.012070880540203027,0.4464928062457438,true,false
374,817,first,390,12,0.0008363949618860581,0.49199193604557134,true,true
375,820,first,520,16,0.012070880540203027,0.5299324981206404,true,true
376,820,condition,Fair,36,0.0012114415997748892,0.4549751074969997,true,false
378,820,material,Steatite,74,0.0028427606839158646,0.4901660894028753,true,true
379,820,shape,rectangular,16,0.01615097921146723,0.4947522197639913,true,true
380,861,first,390,14,0.00010604053978980099,0.4749822540237093,true,false
381,820,first,520,15,0.029411299893072576,0.5090441791499416,false,true
383,861,prev,231,7,0.008515247255600763,0.4947718185321372,true,true
384,861,symbol,Bull1:V,5,0.010381314257198251,0.43631363834443576,true,false
385,820,prev,<START>,6,0.01903790340187208,0.52473983633029,true,true
386,861,prev,176,7,0.008515247255600763,0.485774826931018,true,true
387,820,first,405,6,0.0012577885570611836,0.5230903048376923,true,true
388,820,prev,798,8,0.002492840919854811,0.48378685004833116,true,true
389,817,complete,Y,109,0.001960786175428222,0.5016621884088839,true,true
390,861,prev,016,5,0.010381314257198251,0.5200215187915015,true,true
392,820,type,SEAL:R,19,0.004180924414638725,0.4729187693115566,true,false
393,820,prev,590,5,0.012552559477795188,0.4841999443771312,true,true
394,861,material,Clay,16,0.01204072907069222,0.4907846841478188,true,true
395,817,prev,231,7,0.0028627866293049996,0.49029716206001395,true,true
396,820,shape,square,72,0.016038919740349822,0.4631887998739231,true,false
397,817,type,SEAL:R,22,0.01664684786929565,0.47040273540575717,true,false
398,861,prev,806,6,0.0041117003097333234,0.4630896279347563,true,false
399,820,first,151,5,0.012552559477795188,0.45728703882625504,true,false
400,820,first,740,44,0.01537653256679922,0.460019893281032,true,false
401,861,complete,Y,124,0.01819013611225965,0.44878758158318716,true,false
402,861,symbol,Bull1:L,7,0.0016215156151059946,0.4526165090897842,true,false
406,817,type,TAB:B,17,0.0075220871375098535,0.5219565624598557,true,true
407,820,shape,rectangular,18,0.0021365878744003582,0.45450856223025216,true,false
408,817,prev,231,7,0.0028627866293049996,0.482477022011299,true,true
409,817,symbol,Elep,8,0.02083755048525066,0.4920516531198918,false,true
410,861,prev,000,11,0.0036992981594991,0.47740256414176463,true,false
411,817,condition,Poor,61,0.0019082233813787887,0.5072192532771281,true,true
412,861,site,Harappa,42,0.0016900939525733732,0.497079838223117,true,true
413,861,prev,798,9,0.015095843943391904,0.48241222140409024,true,true
415,817,first,740,61,0.001468746524130246,0.45954741390183773,true,false
416,861,first,520,22,0.01679056850890744,0.46064834099564383,true,false
417,861,complete,N,34,0.0011585123323246747,0.41488565337855465,true,false
418,820,complete,N,24,0.0017246267154262087,0.4951333855371676,true,true
419,817,symbol,Bull1:S,15,0.009828731909575941,0.4180302324204162,true,false
420,861,material,Clay,16,0.01204072907069222,0.5032639727530611,true,true
421,817,shape,square,97,0.007530904655582676,0.49160316926780034,true,true
422,861,type,SEAL:S,111,0.008734304350883184,0.45841233412498683,true,false
423,817,prev,031,10,0.009373764349035342,0.4796414025802364,true,false
424,861,symbol,Bull1,24,0.002436468159302343,0.4932979432533577,true,true
425,861,symbol,Bull1,23,0.006761883574493128,0.48928024555008204,true,true
426,820,condition,Good,39,0.008771857737101705,0.44929180237977506,true,false
427,820,site,Mohenjo-daro,64,0.013932364564691421,0.4907946964180653,true,true
428,817,prev,032,16,0.005251153689320589,0.5037124566051525,true,true
430,820,symbol,Bull1,17,0.004432006288988536,0.4673141912908423,true,false
431,861,symbol,Elep,9,0.015095843943391904,0.4700229755231442,true,false
432,820,site,Lothal,10,0.0026303165495618775,0.4438031634985586,true,false
433,820,condition,Poor,46,0.004835439627700857,0.49955447939510517,true,true
434,861,condition,Fair,50,0.004968956227546744,0.472674948944313,true,false
435,820,site,Dholavira,10,0.0013707383769167127,0.48923103574354343,true,true
