scope,null_model,iteration,max_z,max_support,max_unit,max_context_field,max_context_value
context_exact,shuffle_contexts_within_site,8,7.214656,40,first:700,site_type,Harappa|TAB:B
context_exact,shuffle_contexts_within_site,9,6.781666,5,bigram:400-740,site_type,Harappa|POT:T:s
context_exact,shuffle_contexts_within_site,10,7.204305,6,first:527,site_type,Lothal|SEAL:S
context_exact,shuffle_contexts_within_site,11,7.361611,53,unigram:700,site_type,Harappa|TAB:B
context_exact,shuffle_contexts_within_site,12,8.512462,38,unigram:700,site_type,Harappa|SEAL:S
context_exact,shuffle_contexts_within_site,13,7.247943,79,first:400,site_type,Harappa|TAB:B
context_exact,shuffle_contexts_within_site,14,6.925806,39,first:700,site_type,Harappa|TAB:B
context_exact,shuffle_contexts_within_site,15,7.800756,82,first:400,site_type,Harappa|TAB:B
context_exact,shuffle_contexts_within_site,16,7.840899,55,unigram:700,site_type,Harappa|TAB:B
context_exact,shuffle_contexts_within_site,17,7.985027,83,first:400,site_type,Harappa|TAB:B
context_exact,shuffle_contexts_within_site,18,6.163392,48,unigram:700,site_type,Harappa|TAB:B
context_exact,shuffle_contexts_within_site,19,8.305382,5,unigram:368,symbol,Bull1:II
context_exact,shuffle_contexts_within_site,20,9.719021,68,first:400,type,TAB:I
context_exact,shuffle_contexts_within_site,21,9.5019,5,first:527,site_type_symbol,Lothal|SEAL:R|None
context_exact,shuffle_contexts_within_site,22,17.370129,6,bigram:055-001,site_type,Lothal|SEAL:S
context_exact,shuffle_contexts_within_site,23,9.345832,5,last:220,type_symbol,TAB:I|Fish
context_exact,shuffle_contexts_within_site,24,9.278761,61,unigram:700,site_type,Harappa|TAB:B
context_exact,shuffle_contexts_within_site,25,6.273907,31,unigram:700,site_type,Harappa|SEAL:S
context_exact,shuffle_contexts_within_site,26,6.905898,30,unigram:700,site_type_symbol,Harappa|TAB:I|None
context_exact,shuffle_contexts_within_site,27,8.081205,43,first:700,site_type,Harappa|TAB:B
context_exact,shuffle_contexts_within_site,28,7.616485,81,first:400,site_type,Harappa|TAB:B
context_exact,shuffle_contexts_within_site,29,20.557443,5,bigram:055-001,site_type,Lothal|SEAL:R
context_exact,shuffle_contexts_within_site,30,7.214656,40,first:700,site_type,Harappa|TAB:B
context_exact,shuffle_contexts_within_site,31,6.904542,37,unigram:700,site_type,Harappa|TAB:I
context_exact,shuffle_contexts_within_site,32,8.119485,5,bigram:407-061,site_type,Mohenjo-daro|TAB:C
context_exact,shuffle_contexts_within_site,33,8.080542,56,unigram:700,site_type,Harappa|TAB:B
context_exact,shuffle_contexts_within_site,34,7.800756,82,first:400,site_type,Harappa|TAB:B
context_exact,shuffle_contexts_within_site,35,6.695129,76,first:400,site_type,Harappa|TAB:B
context_exact,shuffle_contexts_within_site,36,8.080542,56,unigram:700,site_type,Harappa|TAB:B
context_exact,shuffle_contexts_within_site,37,8.799474,59,unigram:700,site_type,Harappa|TAB:B
context_exact,shuffle_contexts_within_site,38,8.080542,56,unigram:700,site_type,Harappa|TAB:B
context_exact,shuffle_contexts_within_site,39,6.882324,51,unigram:700,site_type,Harappa|TAB:B
context_exact,shuffle_contexts_within_site,40,14.417638,5,bigram:055-001,site_type,Lothal|SEAL:S
context_exact,shuffle_contexts_within_site,41,7.503506,41,first:700,site_type,Harappa|TAB:B
context_exact,shuffle_contexts_within_site,42,14.417638,5,bigram:055-001,site_type,Lothal|SEAL:S
context_exact,shuffle_contexts_within_site,43,8.906383,88,first:400,site_type,Harappa|TAB:B
context_exact,shuffle_contexts_within_site,44,7.920657,60,first:400,type,TAB:I
context_exact,shuffle_contexts_within_site,45,7.494914,39,unigram:700,site_type,Harappa|TAB:I
context_exact,shuffle_contexts_within_site,46,7.247943,79,first:400,site_type,Harappa|TAB:B
context_exact,shuffle_contexts_within_site,47,7.880833,7,bigram:400-740,site_type,Harappa|POT:T:g
context_exact,shuffle_contexts_within_site,48,8.370248,62,first:400,type,TAB:I
context_exact,shuffle_contexts_within_site,49,6.882324,51,unigram:700,site_type,Harappa|TAB:B
context_exact,shuffle_contexts_within_site,50,6.571884,54,first:400,type,TAB:I
context_exact,shuffle_contexts_within_site,51,7.053267,29,first:700,site_type,Harappa|TAB:I
context_exact,shuffle_contexts_within_site,52,6.913494,33,unigram:700,site_type,Harappa|SEAL:S
context_exact,shuffle_contexts_within_site,53,7.279177,5,last:705,site_type,Lothal|SEAL:S
context_exact,shuffle_contexts_within_site,54,7.404515,5,bigram:100-415,site_type_symbol,Mohenjo-daro|SEAL:S|Bull1:L
context_exact,shuffle_contexts_within_site,55,7.985027,83,first:400,site_type,Harappa|TAB:B
context_exact,shuffle_contexts_within_site,56,7.020837,83,unigram:400,site_type,Harappa|TAB:B
context_exact,shuffle_contexts_within_site,57,8.169298,84,first:400,site_type,Harappa|TAB:B
context_exact,shuffle_contexts_within_site,58,8.081205,43,first:700,site_type,Harappa|TAB:B
context_exact,shuffle_contexts_within_site,59,7.432214,80,first:400,site_type,Harappa|TAB:B
context_exact,shuffle_contexts_within_site,60,7.121967,52,unigram:700,site_type,Harappa|TAB:B
context_exact,shuffle_contexts_within_site,61,9.459196,91,first:400,site_type,Harappa|TAB:B
context_exact,shuffle_contexts_within_site,62,8.731522,5,bigram:700-033,site_type_symbol,Harappa|TAB:B|Gavi
context_exact,shuffle_contexts_within_site,63,7.331688,26,first:700,material_type,Steatite|TAB:I
context_exact,shuffle_contexts_within_site,64,7.804329,5,bigram:090-740,type,TAG
context_exact,shuffle_contexts_within_site,65,6.904542,37,unigram:700,site_type,Harappa|TAB:I
context_exact,shuffle_contexts_within_site,66,8.080542,56,unigram:700,site_type,Harappa|TAB:B
context_exact,shuffle_contexts_within_site,67,11.69379,5,last:034,site_type_symbol,Harappa|SEAL:S|Bull1:I
context_exact,shuffle_contexts_within_site,68,7.48163,8,first:151,site_type_symbol,Mohenjo-daro|SEAL:S|Bull1:I
context_exact,shuffle_contexts_within_site,69,7.019894,15,bigram:700-033,site_type,Harappa|TAB:I
context_exact,shuffle_contexts_within_site,70,7.432214,80,first:400,site_type,Harappa|TAB:B
context_exact,shuffle_contexts_within_site,71,7.361611,53,unigram:700,site_type,Harappa|TAB:B
context_exact,shuffle_contexts_within_site,72,7.361611,53,unigram:700,site_type,Harappa|TAB:B
context_exact,shuffle_contexts_within_site,73,8.906383,88,first:400,site_type,Harappa|TAB:B
context_exact,shuffle_contexts_within_site,74,7.247943,79,first:400,site_type,Harappa|TAB:B
context_exact,shuffle_contexts_within_site,75,8.332665,52,bigram:400-740,site_type,Harappa|TAB:B
context_exact,shuffle_contexts_within_site,76,6.8794,77,first:400,site_type,Harappa|TAB:B
context_exact,shuffle_contexts_within_site,77,7.792356,42,first:700,site_type,Harappa|TAB:B
context_exact,shuffle_contexts_within_site,78,7.840899,55,unigram:700,site_type,Harappa|TAB:B
context_exact,shuffle_contexts_within_site,79,8.799474,59,unigram:700,site_type,Harappa|TAB:B
context_exact,shuffle_contexts_within_site,80,6.510858,75,first:400,site_type,Harappa|TAB:B
context_exact,shuffle_contexts_within_site,81,7.746664,25,first:400,site_type,Harappa|SEAL:R
context_exact,shuffle_contexts_within_site,82,8.36886,5,unigram:095,cult,RAF
context_exact,shuffle_contexts_within_site,83,10.237336,65,unigram:700,site_type,Harappa|TAB:B
context_exact,shuffle_contexts_within_site,84,7.214656,40,first:700,site_type,Harappa|TAB:B
context_exact,shuffle_contexts_within_site,85,9.525454,48,first:700,site_type,Harappa|TAB:B
context_exact,shuffle_contexts_within_site,86,8.080542,56,unigram:700,site_type,Harappa|TAB:B
context_exact,shuffle_contexts_within_site,87,7.207676,33,unigram:700,material_type,Steatite|TAB:I
context_exact,shuffle_contexts_within_site,88,14.417638,5,bigram:055-001,site_type,Lothal|SEAL:S
context_exact,shuffle_contexts_within_site,89,6.882324,51,unigram:700,site_type,Harappa|TAB:B
context_exact,shuffle_contexts_within_site,90,7.601255,54,unigram:700,site_type,Harappa|TAB:B
context_exact,shuffle_contexts_within_site,91,7.361611,53,unigram:700,site_type,Harappa|TAB:B
context_exact,shuffle_contexts_within_site,92,8.537841,86,first:400,site_type,Harappa|TAB:B
context_exact,shuffle_contexts_within_site,93,6.913494,33,unigram:700,site_type,Harappa|SEAL:S
context_exact,shuffle_contexts_within_site,94,6.905898,30,unigram:700,site_type_symbol,Harappa|TAB:I|None
context_exact,shuffle_contexts_within_site,95,6.636956,38,first:700,site_type,Harappa|TAB:B
context_exact,shuffle_contexts_within_site,96,7.247943,79,first:400,site_type,Harappa|TAB:B
context_exact,shuffle_contexts_within_site,97,7.840899,55,unigram:700,site_type,Harappa|TAB:B
context_exact,shuffle_contexts_within_site,98,9.090654,89,first:400,site_type,Harappa|TAB:B
context_exact,shuffle_contexts_within_site,99,7.372052,6,unigram:745,site_type_symbol,Mohenjo-daro|SEAL:S|Bull1
context_exact,shuffle_contexts_within_token_count,0,5.601203,7,unigram:806,site_type,Chanhu-daro|SEAL:S
context_exact,shuffle_contexts_within_token_count,1,7.280994,7,bigram:002-817,cult,S
context_exact,shuffle_contexts_within_token_count,2,4.662717,5,unigram:440,cult,RAN
context_exact,shuffle_contexts_within_token_count,3,9.681316,5,bigram:740-904,site_type,Chanhu-daro|SEAL:S
context_exact,shuffle_contexts_within_token_count,4,6.015362,5,first:090,type_symbol,TAB:C|Othr
context_exact,shuffle_contexts_within_token_count,5,6.039681,7,unigram:615,site_type,Mohenjo-daro|TAB:C
context_exact,shuffle_contexts_within_token_count,6,5.819166,24,unigram:798,site_type_symbol,Mohenjo-daro|SEAL:S|Bull1:W
context_exact,shuffle_contexts_within_token_count,7,7.884326,5,bigram:700-032,type_symbol,POT:T:g|None
context_exact,shuffle_contexts_within_token_count,8,5.957145,6,unigram:520,symbol,Tigr
context_exact,shuffle_contexts_within_token_count,9,5.480193,222,unigram:002,site_type,Mohenjo-daro|SEAL:S
context_exact,shuffle_contexts_within_token_count,10,5.437739,5,unigram:360,site_type,Harappa|SEAL:S
context_exact,shuffle_contexts_within_token_count,11,6.520985,7,unigram:031,site_type_symbol,Mohenjo-daro|TAB:B|Mult
context_exact,shuffle_contexts_within_token_count,12,5.846645,5,unigram:125,site_type,Chanhu-daro|SEAL:S
context_exact,shuffle_contexts_within_token_count,13,6.522337,5,unigram:236,site_type_symbol,Harappa|SEAL:R|None
context_exact,shuffle_contexts_within_token_count,14,5.858012,5,unigram:700,site_type,Banawali|SEAL:S
context_exact,shuffle_contexts_within_token_count,15,5.37697,5,unigram:460,type_symbol,SEAL:S|Gaur
context_exact,shuffle_contexts_within_token_count,16,6.059677,5,unigram:920,site_type_symbol,Mohenjo-daro|SEAL:S|Rhin
context_exact,shuffle_contexts_within_token_count,17,6.015362,5,last:416,site_type_symbol,Mohenjo-daro|SEAL:S|Bull1
context_exact,shuffle_contexts_within_token_count,18,6.141425,6,first:595,site_type_symbol,Harappa|TAB:B|None
context_exact,shuffle_contexts_within_token_count,19,7.605528,5,unigram:798,cult,HAF
context_exact,shuffle_contexts_within_token_count,20,8.90457,7,unigram:095,site_type,Mohenjo-daro|TAB:C
context_exact,shuffle_contexts_within_token_count,21,7.556237,5,last:700,type_symbol,POT:T:g|None
context_exact,shuffle_contexts_within_token_count,22,6.232607,5,unigram:100,site_type_symbol,Harappa|SEAL:S|Bull1:J
context_exact,shuffle_contexts_within_token_count,23,5.199818,29,unigram:233,type_symbol,SEAL:R|None
context_exact,shuffle_contexts_within_token_count,24,5.978089,5,bigram:001-820,site_type_symbol,Harappa|SEAL:S|Bull1:W
context_exact,shuffle_contexts_within_token_count,25,6.024418,5,last:817,symbol,Tigr
context_exact,shuffle_contexts_within_token_count,26,4.942199,5,bigram:156-003,material_type,NA|TAB:B
context_exact,shuffle_contexts_within_token_count,27,5.673229,20,bigram:090-740,site_type_symbol,Mohenjo-daro|SEAL:S|Bull1:W
context_exact,shuffle_contexts_within_token_count,28,6.929717,5,bigram:240-002,symbol,Othr
context_exact,shuffle_contexts_within_token_count,29,6.487635,20,unigram:001,cult,Trough
context_exact,shuffle_contexts_within_token_count,30,6.324945,5,unigram:407,site_type_symbol,Mohenjo-daro|TAB:B|None
context_exact,shuffle_contexts_within_token_count,31,6.047124,12,bigram:033-706,site_type_symbol,Mohenjo-daro|SEAL:S|Bull1:W
context_exact,shuffle_contexts_within_token_count,32,6.539521,5,unigram:125,symbol,Othr
context_exact,shuffle_contexts_within_token_count,33,5.800133,6,first:824,site_type,Harappa|SEAL:S
context_exact,shuffle_contexts_within_token_count,34,5.775747,5,last:031,symbol,Gavi
context_exact,shuffle_contexts_within_token_count,35,6.610786,5,last:798,cult,RAF
context_exact,shuffle_contexts_within_token_count,36,6.719488,5,bigram:740-100,site_type_symbol,Harappa|SEAL:S|Bull1:J
context_exact,shuffle_contexts_within_token_count,37,5.859597,5,bigram:154-806,cult,SAF
context_exact,shuffle_contexts_within_token_count,38,5.816058,299,unigram:002,type,SEAL:S
context_exact,shuffle_contexts_within_token_count,39,5.155486,5,bigram:176-233,type_symbol,SEAL:R|None
context_exact,shuffle_contexts_within_token_count,40,6.021534,301,unigram:002,type,SEAL:S
context_exact,shuffle_contexts_within_token_count,41,6.01796,5,bigram:390-016,symbol,Bull1
context_exact,shuffle_contexts_within_token_count,42,5.490743,5,bigram:415-798,site_type_symbol,Harappa|SEAL:S|Bull1:W
context_exact,shuffle_contexts_within_token_count,43,6.559074,8,first:407,site_type_symbol,Harappa|SEAL:R|None
context_exact,shuffle_contexts_within_token_count,44,5.009939,6,bigram:520-220,symbol,Bult
context_exact,shuffle_contexts_within_token_count,45,5.816058,299,unigram:002,type,SEAL:S
context_exact,shuffle_contexts_within_token_count,46,5.490743,5,unigram:803,cult,S
context_exact,shuffle_contexts_within_token_count,47,5.634176,6,unigram:500,material_type,Steatite|SEAL:R
context_exact,shuffle_contexts_within_token_count,48,7.421096,5,unigram:001,type,TAG:L
context_exact,shuffle_contexts_within_token_count,49,6.289044,6,bigram:090-740,symbol,Bull1:U
context_exact,shuffle_contexts_within_token_count,50,5.809885,7,bigram:806-002,material_type,Steatite|SEAL:R
context_exact,shuffle_contexts_within_token_count,51,5.287528,5,unigram:900,site_type_symbol,Mohenjo-daro|SEAL:S|Zebu
context_exact,shuffle_contexts_within_token_count,52,6.792791,5,last:700,type,POT:T:g
context_exact,shuffle_contexts_within_token_count,53,7.70511,6,unigram:335,symbol,Gaur
context_exact,shuffle_contexts_within_token_count,54,11.453743,5,last:017,type_symbol,SEAL:S|None
context_exact,shuffle_contexts_within_token_count,55,5.325008,423,unigram:740,site_type,Mohenjo-daro|SEAL:S
context_exact,shuffle_contexts_within_token_count,56,9.349319,5,last:003,type,MISC
context_exact,shuffle_contexts_within_token_count,57,5.55398,6,unigram:013,symbol,Gaur
context_exact,shuffle_contexts_within_token_count,58,5.104328,5,unigram:923,site_type_symbol,Harappa|SEAL:R|None
context_exact,shuffle_contexts_within_token_count,59,5.282525,5,first:156,type,POT:T:g
context_exact,shuffle_contexts_within_token_count,60,6.329094,21,unigram:235,cult,SAF
context_exact,shuffle_contexts_within_token_count,61,8.191206,5,unigram:892,site_type_symbol,Harappa|TAB:B|Mult
context_exact,shuffle_contexts_within_token_count,62,6.25592,5,last:003,site_type_symbol,Harappa|SEAL:S|Bull1:I
context_exact,shuffle_contexts_within_token_count,63,5.029097,7,first:700,type_symbol,SEAL:S|None
context_exact,shuffle_contexts_within_token_count,64,6.24563,5,unigram:255,cult,S
context_exact,shuffle_contexts_within_token_count,65,6.524073,274,unigram:002,material_type,Steatite|SEAL:S
context_exact,shuffle_contexts_within_token_count,66,5.401858,5,unigram:176,site_type_symbol,Harappa|SEAL:S|Bull1:J
context_exact,shuffle_contexts_within_token_count,67,6.114084,5,bigram:240-235,site_type_symbol,Mohenjo-daro|SEAL:S|Bull1:I
context_exact,shuffle_contexts_within_token_count,68,5.598211,8,unigram:400,material,Ivory
context_exact,shuffle_contexts_within_token_count,69,6.938794,5,bigram:705-235,site_type_symbol,Mohenjo-daro|SEAL:R|None
context_exact,shuffle_contexts_within_token_count,70,6.144556,5,unigram:095,site_type,Mohenjo-daro|TAB:C
context_exact,shuffle_contexts_within_token_count,71,6.191361,5,unigram:575,site_type_symbol,Mohenjo-daro|SEAL:S|Zebu
context_exact,shuffle_contexts_within_token_count,72,5.386023,5,bigram:061-002,site_type_symbol,Mohenjo-daro|SEAL:R|None
context_exact,shuffle_contexts_within_token_count,73,6.444715,5,bigram:740-061,symbol,Bull1:I
context_exact,shuffle_contexts_within_token_count,74,7.122385,5,bigram:700-033,type_symbol,POT:T:g|None
context_exact,shuffle_contexts_within_token_count,75,7.352112,5,unigram:575,type_symbol,SEAL:S|Bull1:U
context_exact,shuffle_contexts_within_token_count,76,6.737258,7,last:017,site_type_symbol,Harappa|TAB:I|None
context_exact,shuffle_contexts_within_token_count,77,7.040611,5,bigram:400-158,material,Copper
context_exact,shuffle_contexts_within_token_count,78,9.398133,5,last:034,type_symbol,POT:T:g|None
context_exact,shuffle_contexts_within_token_count,79,9.764908,5,last:717,material_type,NA|SEAL:R
context_exact,shuffle_contexts_within_token_count,80,5.862215,5,unigram:072,cult,Trough
context_exact,shuffle_contexts_within_token_count,81,6.706852,8,unigram:632,site_type_symbol,Mohenjo-daro|SEAL:S|Bull1:W
