id,object,site,type,symbol,cult,material,shape,period,phase,area_section,excavation_idno,horizontal_mm,vertical_mm,thickness_mm,sign,pos_1based,prev2,prev1,next1,next2,is_terminal,scope,prev_before_002,tail_after_sign,prefix_before_sign,context_cell,source_status,text
95.1,C-7,Chanhu-daro,SEAL:S,Bull,None,Steatite,square,,,Mound I-,CH 4327Pl. LII:7,22.9,13.2,0 - 9.9,705,3,520,033,240,798,False,non_frame,,240 798 002 000,520 033,Chanhu-daro|SEAL:S|Bull|None|square|Steatite,metadata_only_unbound,+520-033-705-240-798-002-000[
97.1,C-9,Chanhu-daro,SEAL:S,Bull1:J,SAN,Steatite,square,,,--,CH 3045Pl. LI:27,27.9,27.7,0 - 15.5,705,5,803,033,240,,False,non_frame,,240,151 233 803 033,Chanhu-daro|SEAL:S|Bull1:J|SAN|square|Steatite,metadata_only_unbound,+151-233-803-033-705-240+
117.1,C-35,Chanhu-daro,TAB:B,None,None,Faience,rectangular,,,--,CH 1954Pl. LII:34,19.1,11.9,6.4,705,2,,031,167,,False,non_frame,,167,031,Chanhu-daro|TAB:B|None|None|rectangular|Faience,metadata_only_unbound,+031-705-167[
121.1,C-40,Chanhu-daro,IMPL,None,None,Copper,Unknown,,,--,CH 2596 APl. LXXIV:1 + 1A,68,87,7,095,2,,390,909,005,False,non_frame,,909 005 825 776 220 016,390,Chanhu-daro|IMPL|None|None|Unknown|Copper,metadata_only_unbound,+390-095-909-005-825-776-220-016+
134.1,-:134.1,Dholavira,SEAL:R,None,None,Steatite,rectangular,,,--,375,19,17,9,705,4,388,717,,,True,non_frame,,<END>,154 388 717,Dholavira|SEAL:R|None|None|rectangular|Steatite,metadata_only_unbound,+154-388-717-705+
171.1,H-1502,Harappa,MISC,None,None,Stone,Unknown,,Stratum IV,--,-765,0,0,0,705,2,,035,,,True,non_frame,,<END>,035,Harappa|MISC|None|None|Unknown|Stone,metadata_only_unbound,]035-705+
198.1,H-1138,Harappa,TAB:B,None,None,Faience,rectangular,,,--,-346,21.6,11.4,0,692,5,240,060,,,True,non_frame,,<END>,740 603 240 060,Harappa|TAB:B|None|None|rectangular|Faience,metadata_only_unbound,+740-603-240-060-692+
199.1,H-423,Harappa,SEAL:S,Bull1,None,Steatite,square,,,--,-056,32.5,31.8,0,692,6,798,060,,,True,non_frame,,<END>,520 220 240 798 060,Harappa|SEAL:S|Bull1|None|square|Steatite,metadata_only_unbound,+520-220-240-798-060-692+
200.1,H-1400,Harappa,POT:T:g,None,None,Clay,Unknown,,,--,G277756,0,0,0,692,4,034,060,,,True,non_frame,,<END>,031 034 060,Harappa|POT:T:g|None|None|Unknown|Clay,metadata_only_unbound,+031-034-060-692[
201.1,-:201.1,Harappa,POT:T:g,None,None,Clay,Unknown,,,--,-CIII:040,0,0,0,692,1,,,,,True,non_frame,,<END>,<END>,Harappa|POT:T:g|None|None|Unknown|Clay,metadata_only_unbound,+692+
234.1,-:234.1,Harappa,TAB:I,None,None,Steatite,rectangular-round,,Stratum VI,FTrench IV+V,11756478,17.8,8.9,0,705,2,,868,590,,False,non_frame,,590,868,Harappa|TAB:I|None|None|rectangular-round|Steatite,metadata_only_unbound,+868-705-590+
250.2,H-1166,Harappa,TAB:I,Bult,None,Steatite,rectangular,,Stratum V,FTrench I,12576521,10.2,6.4,0,705,2,,167,,,True,non_frame,,<END>,167,Harappa|TAB:I|Bult|None|rectangular|Steatite,metadata_only_unbound,+167-705+
270.1,H-1156,Harappa,TAB:B,None,None,Steatite,rectangular,,Stratum V,FTrench I,2787691,12.2,6.9,0,705,2,,200,380,,False,non_frame,,380,200,Harappa|TAB:B|None|None|rectangular|Steatite,metadata_only_unbound,+200-705-380+
278.1,M-592,Mohenjo-daro,TAB:C,Hgls,None,Copper,rectangular,,,--,SD 3225749,0,0,0,095,5,001,595,,,True,non_frame,,<END>,617 142 001 595,Mohenjo-daro|TAB:C|Hgls|None|rectangular|Copper,metadata_only_unbound,+617-142-001-595-095[
305.2,H-1113,Harappa,TAB:B,None,None,Faience,square,,Stratum III,AB-,7156648,11.4,10.2,0,692,1,,,,,True,non_frame,,<END>,<END>,Harappa|TAB:B|None|None|square|Faience,metadata_only_unbound,+692+
336.1,-:336.1,Harappa,POT:T:g,None,None,Clay,Unknown,3,,ETrench 11,H99-8859-50Figure 69.08,0,0,0,705,1,,,,,True,non_frame,,<END>,<END>,Harappa|POT:T:g|None|None|Unknown|Clay,metadata_only_unbound,]705+
377.2,H-1878,Harappa,TAB:B,None,None,Faience,rectangular,3,B/C,E-,H2000-4386Figure 37.01,12,12,1.7,705,2,,167,,,True,non_frame,,<END>,167,Harappa|TAB:B|None|None|rectangular|Faience,metadata_only_unbound,+167-705+
381.2,H-1900,Harappa,TAB:B,Maze,None,Faience,Unknown,3,B/C,E-,H2000-4390Figure 37.06,0,10.6,3,692,3,000,060,,,True,non_frame,,<END>,000 060,Harappa|TAB:B|Maze|None|Unknown|Faience,metadata_only_unbound,]000-060-692+
389.1,H-2049,Harappa,TAB:I,Bult,None,Steatite,rectangular,3,B/C,ETrench 54,H2000-4404Figure 38.03,11.3,7,1.8,705,2,,167,,,True,non_frame,,<END>,167,Harappa|TAB:I|Bult|None|rectangular|Steatite,metadata_only_unbound,+167-705+
395.2,H-1994,Harappa,TAB:B,None,None,Clay,cylindrical,3,B/C,ETrench 54,H2000-4427Figure 41.04,23,0,8,705,2,,200,380,,False,non_frame,,380,200,Harappa|TAB:B|None|None|cylindrical|Clay,metadata_only_unbound,+200-705-380+
399.2,H-1901,Harappa,TAB:B,None,None,Faience,Unknown,3,B/C,ETrench 54,H2000-4436Figure 39.06,0,12,2.5,692,2,,060,,,True,non_frame,,<END>,060,Harappa|TAB:B|None|None|Unknown|Faience,metadata_only_unbound,]060-692+
402.1,H-2015,Harappa,TAB:B,None,None,Clay,rectangular-round,3,B/C,ETrench 54,H2000-4444Figure 40.01,38,18,5,705,2,,033,235,000,False,non_frame,,235 000,033,Harappa|TAB:B|None|None|rectangular-round|Clay,metadata_only_unbound,+033-705-235-000+
402.2,H-2015,Harappa,TAB:B,None,None,Clay,rectangular-round,3,B/C,ETrench 54,H2000-4444Figure 40.01,38,18,5,705,3,520,033,235,832,False,non_frame,,235 832 002 817,520 033,Harappa|TAB:B|None|None|rectangular-round|Clay,metadata_only_unbound,+520-033-705-235-832-002-817+
412.1,H-2014,Harappa,TAB:B,None,None,Clay,Unknown,3,B/C,ETrench 54,H2000-4465Figure 40.02,0,19,4,705,2,,033,235,,False,non_frame,,235,033,Harappa|TAB:B|None|None|Unknown|Clay,metadata_only_unbound,+033-705-235[
424.2,H-1845,Harappa,TAB:B,None,None,Faience,rectangular,3,B/C,ETrench 54,H2000-4484Figure 42.05,23.6,11.5,3,692,5,240,060,,,True,non_frame,,<END>,740 642 240 060,Harappa|TAB:B|None|None|rectangular|Faience,metadata_only_unbound,+740-642-240-060-692+
498.1,H-1921,Harappa,TAB:B,None,None,Unknown,circular,,,E-,H90-1571Figure 13.53 (d),0,0,0,125,1,,,700,033,False,non_frame,,700 033,<END>,Harappa|TAB:B|None|None|circular|Unknown,metadata_only_unbound,+125-700-033+
512.2,H-1816,Harappa,TAB:B,None,None,Unknown,rectangular,3,B,EB,H90-1601Figure 13.44 (h),19.5,9,0,705,5,550,033,240,,False,non_frame,,240,400 525 550 033,Harappa|TAB:B|None|None|rectangular|Unknown,metadata_only_unbound,+400-525-550-033-705-240+
532.1,H-2069,Harappa,TAB:I,None,None,Steatite,rectangular,3,B/C,E-ETTrench 10W,H93-2106Figure 16.e,17.1,9.4,3,705,2,,868,590,,False,non_frame,,590,868,Harappa|TAB:I|None|None|rectangular|Steatite,metadata_only_unbound,+868-705-590+
561.1,H-1815,Harappa,TAB:B,None,None,Faience,rectangular-round,,,--,H94-2192Figure 17.04,18.3,8.3,4.2,705,4,550,033,000,,False,non_frame,,000,525 550 033,Harappa|TAB:B|None|None|rectangular-round|Faience,metadata_only_unbound,]525-550-033-705-000+
581.1,H-1990,Harappa,TAB:B,None,None,Clay,rectangular,3,B/C,ETTrench 27,H94-2273Figure 23.01,22,8.4,6.5,705,3,851,740,924,156,False,non_frame,,924 156,851 740,Harappa|TAB:B|None|None|rectangular|Clay,metadata_only_unbound,+851-740-705-924-156+
590.1,Rhd-269,Rahman-deri,MISC,None,None,Clay,Unknown,Early,,--,,0,0,0,705,1,,,,,True,non_frame,,<END>,<END>,Rahman-deri|MISC|None|None|Unknown|Clay,metadata_only_unbound,+705+
593.2,H-1839,Harappa,TAB:B,None,None,Faience,rectangular,3,B/C,ETTrench 19,H95-2431Figure 21.05,18.5,9.8,3.9,705,5,175,630,,,True,non_frame,,<END>,740 100 175 630,Harappa|TAB:B|None|None|rectangular|Faience,metadata_only_unbound,+740-100-175-630-705+
596.2,H-2139,Harappa,TAB:I,None,None,Steatite,rectangular,3,B/C,--,H95-2440Figure 18.06,15,8.6,3.6,705,4,176,033,235,,False,non_frame,,235,740 176 033,Harappa|TAB:I|None|None|rectangular|Steatite,metadata_only_unbound,+740-176-033-705-235+
609.1,-:609.1,Harappa,POsT:T:g,None,None,Clay,Unknown,,,-Trench 27,H94-4898-352Figure 41.01,0,0,0,705,2,,034,,,True,non_frame,,<END>,034,Harappa|POsT:T:g|None|None|Unknown|Clay,metadata_only_unbound,+034-705+
635.1,H-1814,Harappa,TAB:B,None,None,Faience,rectangular,3,B/C,ETrench 10W/11,H95-2420Figure 26.09,18.4,9.4,4.3,705,5,550,033,240,,False,non_frame,,240,400 525 550 033,Harappa|TAB:B|None|None|rectangular|Faience,metadata_only_unbound,+400-525-550-033-705-240+
647.2,H-2062,Harappa,TAB:I,None,None,Steatite,rectangular,3,B/C,ETrench 10W/11,H95-2436Figure 27.07,16.5,8.5,3.5,705,2,,868,590,,False,non_frame,,590,868,Harappa|TAB:I|None|None|rectangular|Steatite,metadata_only_unbound,+868-705-590+
653.1,H-1813,Harappa,TAB:B,None,None,Faience,rectangular,3,B/C,ETrench 10W/11,H95-2443Figure 26.11,19.2,9.6,4.1,705,5,550,033,220,,False,non_frame,,220,400 525 550 033,Harappa|TAB:B|None|None|rectangular|Faience,metadata_only_unbound,+400-525-550-033-705-220+
658.3,H-1946,Harappa,TAB:B,None,None,Faience,prism,3,B/C,ETrench 10W/11,H95-2481Figure 28.11,16.5,7.5,0,125,2,,700,,,True,non_frame,,<END>,700,Harappa|TAB:B|None|None|prism|Faience,metadata_only_unbound,+700-125+
661.2,H-2007,Harappa,TAB:B,Scene,None,Clay,twisted rectangular,3,B/C,ETTrench 27,H95-2484Figure 29.10,28.5,10,3.5,705,2,,000,590,,False,non_frame,,590,000,Harappa|TAB:B|Scene|None|twisted rectangular|Clay,metadata_only_unbound,+000-705-590+
664.1,H-1975,Harappa,TAB:B,Scene,None,Clay,rectangular,3,B/C,ETrench 10W/11,H95-2487Figure 30.01,36,15,7.6,692,5,061,060,,,True,non_frame,,<END>,740 760 061 060,Harappa|TAB:B|Scene|None|rectangular|Clay,metadata_only_unbound,+740-760-061-060-692+
686.2,H-1846,Harappa,TAB:B,None,None,Faience,rectangular,,,ETrench 10W/11,H95-2672Figure 30.13,23.5,11,5,692,5,240,060,,,True,non_frame,,<END>,740 603 240 060,Harappa|TAB:B|None|None|rectangular|Faience,metadata_only_unbound,+740-603-240-060-692+
687.1,H-1989,Harappa,TAB:B,None,None,Clay,rectangular,3,B/C,ETTrench 27,H95-2597Figure 23.03,22,9.2,6.3,705,3,851,740,924,156,False,non_frame,,924 156,851 740,Harappa|TAB:B|None|None|rectangular|Clay,metadata_only_unbound,+851-740-705-924-156+
689.1,H-1988,Harappa,TAB:B,None,None,Clay,rectangular,3,B/C,ETrench 32,H95-2600Figure 23.02,23.1,9.4,6.3,705,3,851,740,924,156,False,non_frame,,924 156,851 740,Harappa|TAB:B|None|None|rectangular|Clay,metadata_only_unbound,+851-740-705-924-156+
734.2,H-2157,Harappa,TAB:I,None,None,Steatite,Unknown,3,B/C,FTrench 37,H96-2741Figure 17.10,0,9.3,2.3,705,1,,,,,True,non_frame,,<END>,<END>,Harappa|TAB:I|None|None|Unknown|Steatite,metadata_only_unbound,+705[
744.2,H-1993,Harappa,TAB:B,None,None,Clay,rectangular,3,C,FTrench 37,H96-2769Figure 17.07,29.2,10.7,6.2,095,7,002,390,,,True,after_002390,004,<END>,740 000 220 004 002 390,Harappa|TAB:B|None|None|rectangular|Clay,source_route_triaged_supplement_only_no_image,+740-000-220-004-002-390-095+
788.1,H-1840,Harappa,TAB:B,Bird,None,Faience,rectangular,3,B/C,ETrench 11,H96-3115Figure 21.03,17.4,11,5,705,4,740,255,060,550,False,non_frame,,060 550,090 740 255,Harappa|TAB:B|Bird|None|rectangular|Faience,metadata_only_unbound,+090-740-255-705-060-550+
867.1,H-1812,Harappa,TAB:B,None,None,Faience,rectangular,3,C,ETrench 11,H97-3329Figure 14.05,0,9.5,4.4,705,5,550,033,240,,False,non_frame,,240,400 525 550 033,Harappa|TAB:B|None|None|rectangular|Faience,metadata_only_unbound,+400-525-550-033-705-240+
894.1,H-2135,Harappa,TAB:I,None,None,Steatite,rectangular,3,B,ETrench 11,H97-3370Figure 15.16,23.3,5.3,2.5,692,5,318,700,,,True,non_frame,,<END>,740 920 318 700,Harappa|TAB:I|None|None|rectangular|Steatite,metadata_only_unbound,+740-920-318-700-692+
916.1,H-1811,Harappa,TAB:B,None,None,Faience,rectangular,,,ETrench 11,H97-3421Figure 14.06,20.3,9.5,4.2,705,5,550,033,240,,False,non_frame,,240,400 525 550 033,Harappa|TAB:B|None|None|rectangular|Faience,metadata_only_unbound,+400-525-550-033-705-240+
923.2,H-1945,Harappa,TAB:B,Fish,None,Faience,prism,3,,--,H98-3437Figure 25.11,15.8,10,0,705,5,388,717,,,True,non_frame,,<END>,400 740 388 717,Harappa|TAB:B|Fish|None|prism|Faience,metadata_only_unbound,+400-740-388-717-705+
932.1,H-1710,Harappa,SEAL:R,None,None,Steatite,rectangular,3,C,ABTrench 39N,H98-3491Figure 23.07,44,15.8,5 - 12,125,5,700,920,001,055,False,non_frame,,001 055 920 140,090 326 700 920,Harappa|SEAL:R|None|None|rectangular|Steatite,metadata_only_unbound,+090-326-700-920-125-001-055-920-140+
939.1,H-1705,Harappa,SEAL:R,None,None,Steatite,rectangular,3,C,FTrench 43,H98-3507Figure 24.13,45.5,17.8,5.6 - 12.1,692,7,798,060,,,True,non_frame,,<END>,740 904 231 240 798 060,Harappa|SEAL:R|None|None|rectangular|Steatite,metadata_only_unbound,+740-904-231-240-798-060-692+
947.2,H-1805,Harappa,TAB:B,None,None,Faience,Unknown,3,C,FTrench 43,H98-3515Figure 24.09,0,11,2.5,705,1,,,220,000,False,non_frame,,220 000,<END>,Harappa|TAB:B|None|None|Unknown|Faience,metadata_only_unbound,]705-220-000[
1007.1,H-1726,Harappa,POT:T:s,None,None,Clay,rectangular,3,C,FTrench 43,H98-3822Figure 35.07,28,13,0,692,3,740,100,491,002,False,non_frame,,491 002 817,740 100,Harappa|POT:T:s|None|None|rectangular|Clay,metadata_only_unbound,+740-100-692-491-002-817+
1062.1,H-1,Harappa,SEAL:S,Bull1:W,SAF,Steatite,square,,Stratum III,FTrench A,Ae106010,41.9,41.9,0,692,4,595,575,,,True,non_frame,,<END>,820 595 575,Harappa|SEAL:S|Bull1:W|SAF|square|Steatite,metadata_only_unbound,+820-595-575-692+
1068.1,H-7,Harappa,SEAL:S,Bull1:W,SAN,Steatite,square,,,AB-,PI-41008,45.7,45.7,0,692,3,920,440,001,542,False,non_frame,,001 542 250,920 440,Harappa|SEAL:S|Bull1:W|SAN|square|Steatite,metadata_only_unbound,+920-440-692-001-542-250+
1071.1,H-10,Harappa,SEAL:S,Bull1:W,SAO,Steatite,square,,,AB-,PI-40003,57.2,57.2,0,125,5,596,018,381,,False,non_frame,,381,820 302 596 018,Harappa|SEAL:S|Bull1:W|SAO|square|Steatite,metadata_only_unbound,+820-302-596-018-125-381+
1072.1,H-11,Harappa,SEAL:S,Bull1:W,SAN,Steatite,square,,Stratum III,AB-,3772038,41.9,41.9,0,125,2,,000,204,,False,non_frame,,204,000,Harappa|SEAL:S|Bull1:W|SAN|square|Steatite,metadata_only_unbound,+000-125-204+
1084.1,H-24,Harappa,SEAL:S,Bull1:W,SAF,Steatite,square,,Stratum II,FTrench IV+V,8718013,36.8,36.8,0,705,5,176,033,233,,False,non_frame,,233,740 626 176 033,Harappa|SEAL:S|Bull1:W|SAF|square|Steatite,metadata_only_unbound,+740-626-176-033-705-233+
1085.1,H-25,Harappa,SEAL:S,Bull1:W,SAN,Steatite,square,,Stratum II,FTrench IV+V,11942081,39.4,39.4,0,705,6,806,033,235,055,False,non_frame,,235 055,740 900 003 806 033,Harappa|SEAL:S|Bull1:W|SAN|square|Steatite,metadata_only_unbound,+740-900-003-806-033-705-235-055+
1088.1,H-28,Harappa,SEAL:S,Bull1:W,SAN,Steatite,square,,Stratum III,FTrench IV+V,10740040,40.6,40.6,0,705,3,595,000,634,,False,non_frame,,634,595 000,Harappa|SEAL:S|Bull1:W|SAN|square|Steatite,metadata_only_unbound,+595-000-705-634+
1109.1,H-50,Harappa,SEAL:S,Bull1:W,SAN,Steatite,square,,Stratum II,D-,J548131,26.7,26.7,0,125,6,741,406,,,True,non_frame,,<END>,740 406 590 741 406,Harappa|SEAL:S|Bull1:W|SAN|square|Steatite,metadata_only_unbound,+740-406-590-741-406-125+
1111.1,H-52,Harappa,SEAL:S,Bull1:J,RAN,Steatite,square,,Stratum II,FTrench VI,12139109,26.7,26.7,0,125,4,390,590,741,000,False,non_frame,,741 000 000,740 390 590,Harappa|SEAL:S|Bull1:J|RAN|square|Steatite,metadata_only_unbound,+740-390-590-125-741-000-000+
1114.1,H-55,Harappa,SEAL:S,Bull1:X,SAF,Steatite,square,,Stratum V,FTrench I,3757107,25.4,25.4,0,125,5,002,861,,,True,non_frame,,<END>,390 004 002 861,Harappa|SEAL:S|Bull1:X|SAF|square|Steatite,metadata_only_unbound,+390-004-002-861-125+
1115.1,H-56,Harappa,SEAL:S,Bull1:I,None,Steatite,square,,Stratum VI,FGranery,3482110,25.4,25.4,0,692,4,176,060,,,True,non_frame,,<END>,740 176 060,Harappa|SEAL:S|Bull1:I|None|square|Steatite,metadata_only_unbound,+740-176-060-692+
1132.1,H-74,Harappa,SEAL:S,Bull1:J,RAN,Steatite,square,,,AB-,B234135,16.5,16.5,0,125,3,002,610,032,,False,non_frame,,032,002 610,Harappa|SEAL:S|Bull1:J|RAN|square|Steatite,metadata_only_unbound,+002-610-125-032+
1140.1,H-83,Harappa,SEAL:S,Zebu,None,Steatite,square,,Stratum VII,FTrench I,4299236,36.8,36.8,0,692,3,000,000,,,True,non_frame,,<END>,000 000,Harappa|SEAL:S|Zebu|None|square|Steatite,metadata_only_unbound,]000-000-692+
1147.1,H-91,Harappa,SEAL:S,Elep,None,Steatite,square,,Stratum III,AB-,3771230,22.9,22.9,0,692,5,253,060,,,True,non_frame,,<END>,520 070 253 060,Harappa|SEAL:S|Elep|None|square|Steatite,metadata_only_unbound,+520-070-253-060-692+
1169.1,H-103,Harappa,SEAL:S,None,None,Steatite,square,,,AB-,2789254,38.1,38.1,0,705,5,520,033,740,717,False,non_frame,,740 717 220 415 806,159 097 520 033,Harappa|SEAL:S|None|None|square|Steatite,metadata_only_unbound,+159-097/520-033-705/740-717-220-415-806+
1171.1,H-130,Harappa,SEAL:R,None,None,Unknown,rectangular,,,--,12889,60,16,0,705,5,845,033,231,806,False,non_frame,,231 806 002 595 812 125 717,409 032 845 033,Harappa|SEAL:R|None|None|rectangular|Unknown,metadata_only_unbound,+409-032-845-033-705-231-806-002-595-812-125-717+
1171.1,H-130,Harappa,SEAL:R,None,None,Unknown,rectangular,,,--,12889,60,16,0,125,11,595,812,717,,False,non_frame,,717,409 032 845 033 705 231 806 002 595 812,Harappa|SEAL:R|None|None|rectangular|Unknown,metadata_only_unbound,+409-032-845-033-705-231-806-002-595-812-125-717+
1174.1,H-133,Harappa,SEAL:R,None,None,Steatite,cuboid-convex,,Stratum I,FTrench IV+V,8360261,50.8,17.8,4 - 10,692,7,798,060,,,True,non_frame,,<END>,740 554 220 415 798 060,Harappa|SEAL:R|None|None|cuboid-convex|Steatite,metadata_only_unbound,+740-554-220-415-798-060-692+
1177.1,H-136,Harappa,SEAL:R,None,None,Steatite,cuboid-convex,,Stratum III,AB-,D38288,58.4,16.5,4 - 11,705,4,585,033,235,000,False,non_frame,,235 000,405 585 033,Harappa|SEAL:R|None|None|cuboid-convex|Steatite,metadata_only_unbound,+405-585-033-705-235-000[
1178.1,H-137,Harappa,SEAL:R,None,None,Unknown,rectangular,,,--,13487,39,14,0,705,5,388,033,233,002,False,non_frame,,233 002 817,740 443 388 033,Harappa|SEAL:R|None|None|rectangular|Unknown,metadata_only_unbound,+740-443-388-033-705-233-002-817+
1183.1,H-142,Harappa,SEAL:R,None,None,Steatite,cuboid-convex,,Stratum I,AB-,PI-2272,35.6,14,0,692,6,832,060,,,True,non_frame,,<END>,740 267 811 832 060,Harappa|SEAL:R|None|None|cuboid-convex|Steatite,metadata_only_unbound,+740-267-811-832-060-692+
1209.1,H-175,Harappa,TAB:B,Anth,None,Clay,cylindrical,,,F-,12721319,22.9,0,0,705,2,,167,368,005,False,non_frame,,368 005 741 060 920,167,Harappa|TAB:B|Anth|None|cylindrical|Clay,metadata_only_unbound,+167-705-368-005-741-060-920+
1237.1,H-206,Harappa,TAB:B,None,None,Unknown,rectangular,,Stratum III,D-,J462345,21.6,10.2,0,705,5,240,204,621,,False,non_frame,,621,740 642 240 204,Harappa|TAB:B|None|None|rectangular|Unknown,metadata_only_unbound,+740-642-240-204-705-621+
1252.1,H-225,Harappa,TAB:B,None,None,Steatite,rectangular,,,--,2165,0,0,0,095,2,,850,000,,False,non_frame,,000,850,Harappa|TAB:B|None|None|rectangular|Steatite,metadata_only_unbound,]850-095-000+
1263.1,H-237,Harappa,TAB:B,None,None,Unknown,fish,,,--,,21,11,0,692,5,240,060,,,True,non_frame,,<END>,740 642 240 060,Harappa|TAB:B|None|None|fish|Unknown,metadata_only_unbound,+740-642-240-060-692+
1271.2,H-246,Harappa,TAB:B,None,None,Unknown,circular,,,--,13689,0,0,0,125,1,,,700,033,False,non_frame,,700 033,<END>,Harappa|TAB:B|None|None|circular|Unknown,metadata_only_unbound,+125-700-033+
1292.1,H-267,Harappa,SEAL:S,Bull1,SAN,Steatite,square,,Stratum II,FTrench VI,11476007,46,46,0,692,3,000,368,,,True,non_frame,,<END>,000 368,Harappa|SEAL:S|Bull1|SAN|square|Steatite,metadata_only_unbound,]000-368-692+
1379.2,H-360,Harappa,TAB:I,Bult,None,Steatite,prism,,Stratum V,FTrench I,3508584,16.5,6.1,0,692,5,240,060,,,True,non_frame,,<END>,740 636 240 060,Harappa|TAB:I|Bult|None|prism|Steatite,metadata_only_unbound,+740-636-240-060-692+
1382.3,H-363,Harappa,TAB:I,Mult,None,Unknown,rectangular,,,--,13030,16,5,3.5,692,1,,,892,,False,non_frame,,892,<END>,Harappa|TAB:I|Mult|None|rectangular|Unknown,metadata_only_unbound,+692-892+
1388.1,H-369,Harappa,SEAL:CY,None,None,Steatite,cylindrical,,Stratum III,AB-,7121409a,0,6.4,0,705,3,368,033,031,741,False,non_frame,,031 741 390 741,368 033,Harappa|SEAL:CY|None|None|cylindrical|Steatite,metadata_only_unbound,+368-033-705-031-741-390-741+
1398.1,H-383,Harappa,SEAL:S,Bull1:Q,SAN,Steatite,square,,Stratum II,F-,A263021,36.8,36.8,0,705,5,017,033,002,000,False,non_frame,,002 000,740 585 017 033,Harappa|SEAL:S|Bull1:Q|SAN|square|Steatite,metadata_only_unbound,+740-585-017-033-705-002-000+
1445.1,H-455,Harappa,SEAL:S,Bull1:J,SAN,Steatite,square,,Stratum IV,FTrench VI,11379055,26.7,26.7,0,705,3,520,033,002,172,False,non_frame,,002 172 032,520 033,Harappa|SEAL:S|Bull1:J|SAN|square|Steatite,metadata_only_unbound,+520-033-705-002-172-032+
1455.1,H-467,Harappa,SEAL:S,Bull1:J,RAN,Steatite,square,,Stratum V,FTrench I,2693624,0,23.9,0,125,3,741,390,,,True,non_frame,,<END>,741 390,Harappa|SEAL:S|Bull1:J|RAN|square|Steatite,metadata_only_unbound,]741-390-125+
1456.1,H-468,Harappa,SEAL:S,Bull1:J,HAF,Steatite,square,,Stratum II,FTrench VI,11331087,27.9,27.9,0,705,6,002,940,,,True,non_frame,,<END>,740 900 003 002 940,Harappa|SEAL:S|Bull1:J|HAF|square|Steatite,metadata_only_unbound,+740-900-003-002-940-705+
