checked_date,object,row_id,site,type,head,x,terminal,next1,tail,text
2026-05-31,H-268,1293.1,Harappa,SEAL:S,220,455,false,920,920,+740-585-017-033-706-803-002-220-455-920+
2026-05-31,H-272,1296.1,Harappa,SEAL:S,305,032,false,904,904,+740-585-017-240-002-305-032-904+
2026-05-31,H-276,1298.1,Harappa,TAB:B,405,501,true,<END>,<END>,+520-240-002-405-501+
2026-05-31,H-277,1299.1,Harappa,TAB:B,405,501,true,<END>,<END>,+520-240-002-405-501+
2026-05-31,H-385,1399.1,Harappa,SEAL:S,595,632,false,354,354-850,+000-220-002-595-632-354-850+
2026-05-31,H-389,1402.1,Harappa,SEAL:S,031,480,false,625,625,+740-405-590-235-002-031-480-625+
2026-05-31,H-408,1413.1,Harappa,SEAL:S,702,503,true,<END>,<END>,+740-176-240-002-702-503+
2026-05-31,H-426,1426.1,Harappa,SEAL:S,460,511,true,<END>,<END>,]000-240-235-002-460-511+
2026-05-31,H-446,1436.1,Harappa,SEAL:S,861,216,true,<END>,<END>,+740-585-798-002-861-216+
2026-05-31,H-455,1445.1,Harappa,SEAL:S,172,032,true,<END>,<END>,+520-033-705-002-172-032+
2026-05-31,H-456,1446.1,Harappa,SEAL:S,817,808,true,<END>,<END>,+520-033-706-002-817-808+
2026-05-31,H-461,1450.1,Harappa,SEAL:S,452,000,true,<END>,<END>,+090-740-384-002-452-000+
2026-05-31,H-464,1452.1,Harappa,SEAL:S,798,590,false,032,032,+000-176-002-798-590-032+
2026-05-31,H-468,1456.1,Harappa,SEAL:S,940,705,true,<END>,<END>,+740-900-003-002-940-705+
2026-05-31,H-486,1474.1,Harappa,SEAL:S,000,861,false,031,031,]002-000-861-031+
2026-05-31,H-593,1537.1,Harappa,SEAL:S,220,000,true,<END>,<END>,+740-760-235-240-002-220-000[
2026-05-31,H-598,1541.2,Harappa,SEAL:S,435,255,false,777,777,+740-639-240-002-435-255-777+
2026-05-31,H-600,1543.1,Harappa,SEAL:S,368,260,true,<END>,<END>,+002-368-260+
2026-05-31,H-609,1549.1,Harappa,SEAL:S,817,000,true,<END>,<END>,]798-233-231-002-817-000+
2026-05-31,H-611,1551.1,Harappa,SEAL:S,125,590,true,<END>,<END>,+527-550-002-125-590+
2026-05-31,H-639,1554.1,Harappa,SEAL:R,717,747,true,<END>,<END>,+407-000-000-705-832-904-845-235-002-717-747+
2026-05-31,H-688,1594.1,Harappa,SEAL,861,831,false,165,165,+520-233-002-861-831-165+
2026-05-31,H-773,1665.1,Harappa,TAB:B,390,530,false,741,741,+740-798-803-002-390-530-741+
2026-05-31,H-811,1700.1,Harappa,TAB:B,920,491,true,<END>,<END>,+317-740-335-740-176-002-920-491+
2026-05-31,H-859,1742.1,Harappa,TAB:B,405,501,true,<END>,<END>,+520-240-002-405-501+
2026-05-31,H-860,1743.1,Harappa,TAB:B,405,501,true,<END>,<END>,+520-240-002-405-501+
2026-05-31,H-861,1744.1,Harappa,TAB:B,405,501,true,<END>,<END>,+520-240-002-405-501+
2026-05-31,H-862,1745.1,Harappa,TAB:B,405,501,true,<END>,<END>,+520-240-002-405-501+
2026-05-31,H-863,1746.1,Harappa,TAB:B,405,501,true,<END>,<END>,+520-240-002-405-501+
2026-05-31,H-864,1747.1,Harappa,TAB:B,405,501,true,<END>,<END>,+520-240-002-405-501+
2026-05-31,H-865,1748.1,Harappa,TAB:B,405,501,true,<END>,<END>,+520-240-002-405-501+
2026-05-31,H-866,1749.1,Harappa,TAB:B,405,501,true,<END>,<END>,+520-240-002-405-501+
2026-05-31,H-867,1750.1,Harappa,TAB:B,405,501,true,<END>,<END>,+520-240-002-405-501+
2026-05-31,H-868,1751.1,Harappa,TAB:B,405,501,true,<END>,<END>,+520-240-002-405-501+
2026-05-31,H-869,1752.1,Harappa,TAB:B,405,501,true,<END>,<END>,+520-240-002-405-501+
2026-05-31,H-870,1753.1,Harappa,TAB:B,405,501,true,<END>,<END>,+520-240-002-405-501+
2026-05-31,H-909,1791.1,Harappa,TAB:I,820,000,true,<END>,<END>,+002-820-000[
2026-05-31,H-910,1792.1,Harappa,TAB:I,861,416,true,<END>,<END>,+002-861-416+
2026-05-31,K-4,1879.1,Kalibangan,SEAL:S,741,060,false,920,920,+036-269-140-002-741-060-920+
2026-05-31,K-10,1885.1,Kalibangan,SEAL:S,368,861,false,590,590-032-368,+740-690-435-255-002-368-861-590-032-368+
2026-05-31,K-18,1893.1,Kalibangan,SEAL:S,762,463,false,140,140,+307-002-762-463-140+
2026-05-31,K-23,1897.1,Kalibangan,SEAL:S,820,033,true,<END>,<END>,+740-441-002-820-033+
2026-05-31,K-24,1898.1,Kalibangan,SEAL:S,252,575,true,<END>,<END>,+740-760-093-002-252-575+
2026-05-31,K-25,1899.1,Kalibangan,SEAL:S,220,065,false,132,132-082,+520-231-002-220-065-132-082+
2026-05-31,K-28,1902.1,Kalibangan,SEAL:S,285,491,true,<END>,<END>,+440-411-740-335-002-285-491+
2026-05-31,K-40,1908.1,Kalibangan,SEAL:S,861,791,false,440,440-717,+760-031-002-861-791-440-717+
2026-05-31,K-44,1910.1,Kalibangan,SEAL:S,000,000,true,<END>,<END>,+740-337-176-002-000-000[
2026-05-31,K-69,1927.1,Kalibangan,TAG,056,091,true,<END>,<END>,+892-890-417-002-056-091+
2026-05-31,K-70,1928.1,Kalibangan,TAG,056,091,true,<END>,<END>,+892-890-417-002-056-091+
2026-05-31,K-71,1929.1,Kalibangan,TAG,056,091,true,<END>,<END>,+892-890-417-002-056-091+
2026-05-31,K-72,1930.1,Kalibangan,TAG,056,091,true,<END>,<END>,+892-890-417-002-056-091+
2026-05-31,K-73,1931.1,Kalibangan,TAG,056,091,true,<END>,<END>,+892-890-417-002-056-091+
2026-05-31,K-74,1932.1,Kalibangan,TAG,056,091,true,<END>,<END>,+892-890-417-002-056-091+
2026-05-31,K-75,1933.1,Kalibangan,TAG,056,091,true,<END>,<END>,+892-890-417-002-056-091+
2026-05-31,K-89,1944.1,Kalibangan,TAG:L,360,832,true,<END>,<END>,+090-740-362-002-360-832+
2026-05-31,K-89,1944.3,Kalibangan,TAG:L,595,390,false,000,000,+001-350-002-595-390-000+
2026-05-31,Lh-1,1981.1,Lohumjo-daro,SEAL:S,392,590,false,125,125,+740-760-615-104-717-235-002-392-590-125+
2026-05-31,L-1,1984.1,Lothal,SEAL:S,812,095,true,<END>,<END>,+527-550-233-002-812-095+
2026-05-31,L-4,1986.1,Lothal,SEAL:S,575,031,true,<END>,<END>,+090-740-100-233-002-575-031+
2026-05-31,L-5,1987.1,Lothal,SEAL:S,455,692,false,416,416,+740-760-552/000-002-455-692-416+
2026-05-31,L-12,1991.1,Lothal,SEAL:S,130,035,true,<END>,<END>,+000-798-000-354-002-130-035[
2026-05-31,L-39,2012.1,Lothal,SEAL:S,861,626,true,<END>,<END>,+520-315-002-861-626+
2026-05-31,L-46,2017.1,Lothal,SEAL:S,861,392,true,<END>,<END>,+527-388-233-740-176-002-861-392+
2026-05-31,L-47,2018.1,Lothal,SEAL:S,798,055,true,<END>,<END>,+409-190-002-798-055+
2026-05-31,L-112,2061.1,Lothal,SEAL:R,540,590,true,<END>,<END>,+740-760-605-002-540-590+
2026-05-31,L-190,2112.2,Lothal,TAG,920,317,true,<END>,<END>,+000-000-000-002-920-317[
2026-05-31,L-213,2131.1,Lothal,TAG,368,840,false,900,900,]220-002-368-840-900+
2026-05-31,M-1766,2193.1,Mohenjo-daro,SEAL:S,269,892,false,810,810-033,+740-032-845-240-002-269-892-810-033+
2026-05-31,M-2005,2202.1,Mohenjo-daro,POT:T:g,000,031,true,<END>,<END>,+808-033-002-000-031+
2026-05-31,M-2090,2208.1,Mohenjo-daro,ROD,861,096,true,<END>,<END>,+002-861-096[
2026-05-31,M-1676,2224.1,Mohenjo-daro,SEAL:S,595,504,false,803,803,+740-760-070-255-832-240-002-595-504-803+
2026-05-31,M-1692,2226.1,Mohenjo-daro,SEAL:S,190,125,false,632,632-032,+390-600-617-002-190-125-632-032+
2026-05-31,M-1688,2231.1,Mohenjo-daro,SEAL:S,286,220,false,031,031-012-031-455-033-590,+125-435-255-002-286-220-031-012-031-455-033-590+
2026-05-31,M-1677,2236.1,Mohenjo-daro,SEAL:S,820,001,false,440,440-012,+520-382-032-002-820-001-440-012+
2026-05-31,M-1674,2240.1,Mohenjo-daro,SEAL:S,861,683,true,<END>,<END>,+090-740-222-231-002-861-683+
2026-05-31,M-1765,2255.1,Mohenjo-daro,SEAL:S,093,033,true,<END>,<END>,+215-031-480-140-632-705-002-093-033+
2026-05-31,M-1668,2270.1,Mohenjo-daro,SEAL:S,320,705,false,125,125,+740-773-233-803-002-320-705-125+
2026-05-31,M-1791,2290.1,Mohenjo-daro,SEAL:S,840,032,true,<END>,<END>,+740-760-268-002-840-032+
2026-05-31,M-1772,2297.1,Mohenjo-daro,SEAL:S,798,435,false,255,255-705,+740-400-142-061-002-798-435-255-705+
2026-05-31,M-1810,2310.1,Mohenjo-daro,SEAL:S,156,920,true,<END>,<END>,+740-100-140-003-002-156-920+
2026-05-31,M-1783,2315.1,Mohenjo-daro,SEAL:S,000,215,true,<END>,<END>,+520-442/425-003-002-000-215+
2026-05-31,M-2089,2318.1,Mohenjo-daro,ROD,861,096,true,<END>,<END>,+002-861-096+
2026-05-31,M-1661,2342.1,Mohenjo-daro,SEAL:S,861,032,false,520,520-919-140,+520-070-219-002-861-032-520-919-140+
2026-05-31,M-1789,2366.1,Mohenjo-daro,SEAL:S,368,260,true,<END>,<END>,+740-455-002-368-260+
2026-05-31,M-1681,2389.1,Mohenjo-daro,SEAL:S,861,832,true,<END>,<END>,+520-072-233-740-798-002-861-832+
2026-05-31,M-1745,2393.1,Mohenjo-daro,SEAL:S,031,892,true,<END>,<END>,+368-821-055-031-002-031-892+
2026-05-31,M-1787,2399.1,Mohenjo-daro,SEAL:S,703,000,true,<END>,<END>,+740-061-002-703-000+
2026-05-31,M-1901,2402.1,Mohenjo-daro,SEAL:S,252,692,true,<END>,<END>,+151-061/156-002-252-692+
2026-05-31,M-1665,2473.1,Mohenjo-daro,SEAL:S,610,125,false,032,032,+520-033-705-233-240-002-610-125-032+
2026-05-31,M-1907,2482.1,Mohenjo-daro,SEAL:S,455,511,true,<END>,<END>,+390-005-002-455-511+
2026-05-31,M-1667,2490.1,Mohenjo-daro,SEAL:S,717,820,true,<END>,<END>,+740-690-435-255-220-032-002-717-820+
2026-05-31,M-1884,2510.1,Mohenjo-daro,SEAL:S,416,000,true,<END>,<END>,+520-220-016-002-416-000+
2026-05-31,M-1662,2526.1,Mohenjo-daro,SEAL:S,817,192,false,000,000,+520-033-706-233-002-817-192-000+
2026-05-31,M-4,2533.1,Mohenjo-daro,SEAL:S,564,617,false,033,033,+298-465-033-705-231-002-564-617-033+
2026-05-31,M-10,2539.1,Mohenjo-daro,SEAL:S,267,455,true,<END>,<END>,+405-061-070-032-033-706-235-806-002-267-455+
2026-05-31,M-12,2540.1,Mohenjo-daro,SEAL:S,368,202,false,892,892-371,+740-390-590-233-002-368-202-892-371+
2026-05-31,M-17,2545.1,Mohenjo-daro,SEAL:S,814,560,true,<END>,<END>,+390-016-002-814-560+
2026-05-31,M-20,2548.1,Mohenjo-daro,SEAL:S,861,036,false,460,460-513,+390-005-002-861-036-460-513+
2026-05-31,M-24,2552.1,Mohenjo-daro,SEAL:S,906,140,true,<END>,<END>,+090-740-240-235-002-906-140+
2026-05-31,M-29,2557.1,Mohenjo-daro,SEAL:S,220,455,false,503,503,+740-055-240-235-806-002-220-455-503+
2026-05-31,M-34,2562.1,Mohenjo-daro,SEAL:S,405,372,false,374,374,+740-336-176-002-405-372-374+
2026-05-31,M-36,2564.1,Mohenjo-daro,SEAL:S,368,906,false,329,329,+740-794-630-220-032-002-368-906-329+
2026-05-31,M-38,2566.1,Mohenjo-daro,SEAL:S,390,125,false,632,632-032,+740-690-435-255-220-032-240-235-002-390-125-632-032+
2026-05-31,M-40,2568.1,Mohenjo-daro,SEAL:S,527,475,false,005,005,+391-002-527-475-005+
2026-05-31,M-41,2569.1,Mohenjo-daro,SEAL:S,405,125,false,820,820,+740-636-240-233-235-002-405-125-820+
2026-05-31,M-43,2571.1,Mohenjo-daro,SEAL:S,055,373,true,<END>,<END>,+740-798-231-002-055-373+
2026-05-31,M-44,2572.1,Mohenjo-daro,SEAL:S,920,317,true,<END>,<END>,+740-760-033-705-803-002-920-317+
2026-05-31,M-46,2574.1,Mohenjo-daro,SEAL:S,220,065,false,215,215,+740-798-240-235-002-220-065-215+
2026-05-31,M-49,2577.1,Mohenjo-daro,SEAL:S,300,350,false,032,032-190,+527-550-240-220-032-002-300-350-032-190+
2026-05-31,M-52,2580.1,Mohenjo-daro,SEAL:S,504,717,true,<END>,<END>,+740-904-032-220-415-235-803-002-504-717+
2026-05-31,M-53,2581.1,Mohenjo-daro,SEAL:S,297,190,false,920,920-140,+090-740-220-016-002-297-190-920-140+
2026-05-31,M-66,2594.1,Mohenjo-daro,SEAL:S,374,309,false,350,350,+740-390-590-235-002-374-309-350+
2026-05-31,M-70,2598.1,Mohenjo-daro,SEAL:S,390,692,true,<END>,<END>,+226-032-002-390-692+
2026-05-31,M-71,2599.1,Mohenjo-daro,SEAL:S,390,095,true,<END>,<END>,+151-279-142-002-390-095+
2026-05-31,M-81,2608.1,Mohenjo-daro,SEAL:S,617,070,true,<END>,<END>,+527-555-240-002-617-070+
2026-05-31,M-82,2609.1,Mohenjo-daro,SEAL:S,207,550,false,390,390,+740-222-002-207-550-390+
2026-05-31,M-86,2613.1,Mohenjo-daro,SEAL:S,820,700,true,<END>,<END>,+520-033-705-231-002-820-700+
2026-05-31,M-91,2618.1,Mohenjo-daro,SEAL:S,861,255,false,416,416,+740-100-798-220-032-002-861-255-416+
2026-05-31,M-92,2619.1,Mohenjo-daro,SEAL:S,814,084,true,<END>,<END>,+740-798-460-350-002-814-084+
2026-05-31,M-95,2622.1,Mohenjo-daro,SEAL:S,111,165,true,<END>,<END>,+390-003-002-111-165+
2026-05-31,M-99,2626.1,Mohenjo-daro,SEAL:S,368,119,true,<END>,<END>,+740-215-002-368-119+
2026-05-31,M-106,2633.1,Mohenjo-daro,SEAL:S,000,350,true,<END>,<END>,+740-760-000-002-000-350+
2026-05-31,M-107,2634.1,Mohenjo-daro,SEAL:S,940,260,true,<END>,<END>,+740-565-233-002-940-260+
2026-05-31,M-109,2636.1,Mohenjo-daro,SEAL:S,287,140,true,<END>,<END>,+740-879-220-415-002-287-140+
2026-05-31,M-114,2641.1,Mohenjo-daro,SEAL:S,297,416,true,<END>,<END>,+740-760-440-002-297-416+
2026-05-31,M-115,2642.1,Mohenjo-daro,SEAL:S,301,190,true,<END>,<END>,+390-844-140-176-803-002-301-190+
2026-05-31,M-119,2646.1,Mohenjo-daro,SEAL:S,390,125,false,632,632-032-900-563,+151-337-484-002-390-125-632-032-900-563+
2026-05-31,M-140,2667.1,Mohenjo-daro,SEAL:S,220,065,false,440,440-455,+740-336-002-220-065-440-455+
2026-05-31,M-141,2668.1,Mohenjo-daro,SEAL:S,031,000,true,<END>,<END>,+817-255-636/000-000-000-240-002-031-000+
2026-05-31,M-143,2670.1,Mohenjo-daro,SEAL:S,252,840,true,<END>,<END>,+740-205-032-002-252-840+
2026-05-31,M-147,2674.1,Mohenjo-daro,SEAL:S,220,455,false,520,520,+226-803-002-220-455-520+
2026-05-31,M-154,2681.1,Mohenjo-daro,SEAL:S,257,898,true,<END>,<END>,+520-220-621-415-002-257-898+
2026-05-31,M-160,2686.1,Mohenjo-daro,SEAL:S,820,741,true,<END>,<END>,+151-243-031-002-820-741+
2026-05-31,M-181,2707.1,Mohenjo-daro,SEAL:S,295,502,true,<END>,<END>,+520-175-002-295-502+
2026-05-31,M-211,2735.1,Mohenjo-daro,SEAL:S,031,165,true,<END>,<END>,+090-740-100-220-002-031-165+
2026-05-31,M-213,2737.1,Mohenjo-daro,SEAL:S,390,346,true,<END>,<END>,+740-384-002-390-346+
2026-05-31,M-232,2756.1,Mohenjo-daro,SEAL:S,390,707,true,<END>,<END>,+236-002-390-707+
2026-05-31,M-240,2763.1,Mohenjo-daro,SEAL:S,861,603,true,<END>,<END>,+520-240-220-032-002-861-603+
2026-05-31,M-242,2765.1,Mohenjo-daro,SEAL:S,301,350,true,<END>,<END>,+740-721-002-301-350+
2026-05-31,M-248,2771.1,Mohenjo-daro,SEAL:S,705,590,true,<END>,<END>,+740-100-415-002-705-590+
2026-05-31,M-251,2774.1,Mohenjo-daro,SEAL:S,125,350,true,<END>,<END>,+390-003-002-125-350+
2026-05-31,M-253,2776.1,Mohenjo-daro,SEAL:S,368,518,true,<END>,<END>,+527-550-803-002-368-518+
2026-05-31,M-279,2800.1,Mohenjo-daro,SEAL:S,700,000,true,<END>,<END>,+520-220-415-002-700-000+
2026-05-31,M-280,2801.1,Mohenjo-daro,SEAL:S,944,920,false,140,140,+740-482-240-002-944-920-140+
2026-05-31,M-308,2827.1,Mohenjo-daro,SEAL:S,727,317,true,<END>,<END>,+520-220-002-727-317+
2026-05-31,M-311,2830.1,Mohenjo-daro,SEAL:S,368,165,true,<END>,<END>,+401-002-368-165+
2026-05-31,M-315,2833.1,Mohenjo-daro,SEAL:S,374,228,false,741,741,+390-034-002-374-228-741+
2026-05-31,M-318,2836.2,Mohenjo-daro,SEAL:S,031,575,true,<END>,<END>,+390-003-002-031-575+
2026-05-31,M-325,2843.1,Mohenjo-daro,SEAL:S,850,493,true,<END>,<END>,+241-803-002-850-493+
2026-05-31,M-325,2843.2,Mohenjo-daro,SEAL:S,850,491,true,<END>,<END>,+241-803-002-850-491+
2026-05-31,M-329,2847.1,Mohenjo-daro,SEAL:S,861,698,true,<END>,<END>,+002-861-698+
2026-05-31,M-330,2848.1,Mohenjo-daro,SEAL:S,861,698,true,<END>,<END>,+002-861-698+
2026-05-31,M-354,2850.1,Mohenjo-daro,SEAL:R,906,125,true,<END>,<END>,+740-729-407-845-236-002-906-125+
2026-05-31,M-355,2851.1,Mohenjo-daro,SEAL:R,861,360,false,520,520-919-140,+740-877-032-033-705-231-235-002-861-360-520-919-140+
2026-05-31,M-358,2854.1,Mohenjo-daro,SEAL:R,502,031,true,<END>,<END>,+003-001-520-240-806-002-502-031+
2026-05-31,M-359,2855.1,Mohenjo-daro,SEAL:R,388,385,false,705,705-632,+740-405-590-220-235-803-002-388-385-705-632+
2026-05-31,M-376,2872.1,Mohenjo-daro,SEAL:R,861,533,false,717,717,+740-100-176-002-861-533-717+
2026-05-31,M-391,2887.1,Mohenjo-daro,SEAL:R,861,533,false,717,717,+405-845-686-740-793-003-233-805-002-861-533-717+
2026-05-31,M-413,2909.1,Mohenjo-daro,SEAL:R,354,004,true,<END>,<END>,]415-798-002-354-004+
2026-05-31,M-451,2936.1,Mohenjo-daro,TAB:B,520,000,false,000,000-000-906-388,+000-002-520-000-000-000-906-388+
2026-05-31,M-490,2972.1,Mohenjo-daro,TAB:B,840,016,true,<END>,<END>,+850-140-803-002-840-016+
2026-05-31,M-491,2973.1,Mohenjo-daro,TAB:B,840,016,true,<END>,<END>,+850-140-803-002-840-016+
2026-05-31,M-577,3047.1,Mohenjo-daro,TAB:C,365,460,false,495,495,+617-142-597-032-905/407-004-002-365-460-495+
2026-05-31,M-623,3074.1,Mohenjo-daro,SEAL:S,299,530,false,820,820,+740-760-175-176-220-415-798-002-299-530-820+
2026-05-31,M-628,3079.1,Mohenjo-daro,SEAL:S,291,690,false,564,564,+740-560-233-002-291-690-564+
2026-05-31,M-636,3085.1,Mohenjo-daro,SEAL:S,000,216,true,<END>,<END>,+527-555-235-220-032-002-000-216+
2026-05-31,M-639,3088.1,Mohenjo-daro,SEAL:S,190,751,true,<END>,<END>,+226-415-002-190-751+
2026-05-31,M-644,3089.1,Mohenjo-daro,SEAL:S,817,090,false,370,370,+740-585-017-740-240-002-817-090-370+
2026-05-31,M-655,3097.1,Mohenjo-daro,SEAL:S,220,880,false,689,689,+740-717-233-002-220-880-689+
2026-05-31,M-658,3099.1,Mohenjo-daro,SEAL:S,002,817,true,<END>,<END>,]000-003-070-002-002-817+
2026-05-31,M-665,3104.1,Mohenjo-daro,SEAL:S,374,575,true,<END>,<END>,+871-740-643/740-798-463-350-002-374-575+
2026-05-31,M-677,3115.1,Mohenjo-daro,SEAL:S,861,901,true,<END>,<END>,+740-923-070-032-033-706-231-242-002-861-901+
2026-05-31,M-678,3116.1,Mohenjo-daro,SEAL:S,031,502,true,<END>,<END>,+740-752-006-503-236-806-002-031-502+
2026-05-31,M-683,3119.1,Mohenjo-daro,SEAL:S,298,460,false,032,032,+740-798-231-002-298-460-032+
2026-05-31,M-692,3123.1,Mohenjo-daro,SEAL:S,817,000,true,<END>,<END>,+000-004-002-817-000[
2026-05-31,M-699,3126.1,Mohenjo-daro,SEAL:S,130,035,false,171,171,+740-100-415-002-130-035-171+
2026-05-31,M-706,3133.1,Mohenjo-daro,SEAL:S,861,031,true,<END>,<END>,+740-773-240-002-861-031+
2026-05-31,M-708,3134.1,Mohenjo-daro,SEAL:S,390,140,true,<END>,<END>,+740-061-002-390-140+
2026-05-31,M-714,3139.1,Mohenjo-daro,SEAL:S,861,603,true,<END>,<END>,+740-585-017-033-705-233-798-803-002-861-603+
2026-05-31,M-721,3145.1,Mohenjo-daro,SEAL:S,111,700,true,<END>,<END>,]000-233-002-111-700+
