source_layer,target,x,term,volume,leaf,reader_url,page_image_url,context_class,context
local_text_file,H-1845,642,+740-642-240-060-692+,,,,,local_context,"C:/Users/Acer/OneDrive/Documents/ivc/tmp/lipi_current_inscriptions_20260526.csv: 3B/C,3,B/C,- -,-,Faience,-,unusual,rectangular,complete,Mult,None,TAB:B,1,Good,Y,R/L,MT,4,4,,,,31.3,28,2.8,+400-740-176-235+,ama-SaniH,""The mighty[RV] Śiva[W]"" 424.1,H-1845,Inter-Riverine,Harappa,ETrench 54,--,--,H2000-4484Figure 42.05,Period 3B/C,3,B/C,-0.0 m,-,Faience,Light brown,rectangular,rectangular,complete,None,None,TAB:B,2,Good,Y,R/L,VN,2,2,,,,23.6,11.5,3,+700-034+,ref:198.2 424.2,H-1845,Inter-Riverine,Harappa,ETrench 54,--,--,H2000-4484Figure 42.05,Period 3B/C,3,B/C,-0.0 m,-,Faience,Light brown,rectangular,rectangular,complete,None,None,TAB:B,2,Good,Y,R/L,SP,5,5,,,,23.6,11.5,3, [[+740-642-240-060-692+]] ,kam maTan,""O excellent[TS] Destroyer[√मथ् शतृ]"" 425.1,H-2125,Inter-Riverine,Harappa,ETrench 54,--,--,H2000-4485Figure 42.03,Period 3B/C,3,B/C,- -,-,Steatite,-,rectangular,rectangular,complete,None,None,TAB:I,2,Fair,Y,R/L,VN,2,2,,,,18.3,9,2.5,+700-033+,ref:212.1 425.2,H-2125,Inter-Riverine,Harappa,ETrench 54,--,--,H2000-4485Figure 42.03,Period 3B/C,3,B/C,- -,-,Steatite,-,rectangular,rectangular,complete,None,None,TAB:I,2,Fair,Y,R/L,SS,3,3,,,,18.3,9,2.5,+740-143-067+,ref:316.1 426.1,H-1714,Inter-Riverine,Harappa,ABTrench"
local_text_file,H-1845,642,+740-642-240-060-692+,,,,,local_context,"C:/Users/Acer/OneDrive/Documents/ivc/tmp/lipi_current_inscriptions_20260526.csv: ft,-,Faience,White,crescent,-,complete,None,None,TAB:B,1,Poor,N,-,??,4,1,0.7,0.27,,17.8,6.9,0,+000-000-861-000+ 1262.1,H-236,Inter-Riverine,Harappa,FTrench VI,--,-O11/25,12380658,Period 3C-2,-,Stratum III,-8.0 ft,-,Faience,White,fish,rectangular,complete,None,None,TAB:B,2,Fair,Y,R/L,SC,3,3,0.85,0.3,,21.6,7.6,0,+690-368-817+,ref:405.1 1262.2,H-236,Inter-Riverine,Harappa,FTrench VI,--,-O11/25,12380658,Period 3C-2,-,Stratum III,-8.0 ft,-,Faience,White,fish,rectangular,complete,None,None,TAB:B,2,Fair,Y,R/L,SC,4,4,0.85,0.3,,21.6,7.6,0,+740-032-840-679+,Aka-dahana,""The wandering[√अक् घञ्] destroyer[BhP]"" 1263.1,H-237,Inter-Riverine,Harappa,--,--,--,-,-,-,-,- -,-,-,-,fish,-,complete,None,None,TAB:B,2,Fair,Y,L/R,SP,5,5,,,,21,11,0, [[+740-642-240-060-692+]] ,ref:424.2 1263.2,H-237,Inter-Riverine,Harappa,--,--,--,-,-,-,-,- -,-,-,-,fish,-,complete,None,None,TAB:B,2,Fair,Y,L/R,VN,2,2,,,,21,11,0,+700-033+,ref:212.1 1264.1,H-239,Inter-Riverine,Harappa,F-,--,--,3855386,Period 3C-1,-,Stratum IV,-5.5 ft,-,Faience,White,triangular,rectangular,complete,None,None,TAB:B,2,Poor,Y,R/L,2L,4,4,0.7,,,17.8,0,0,+390-060/740-500-091+,Ana mara,""O prāṇa(Rudra)[Praśna Up. 2.9], O Destroyer[√मॄ+अच्]"" 1264.2,H-239,Inter-Riverine,Harappa,F-,--,--,3855386,Period 3C-1,-,Stratum IV,-5.5"
local_text_file,H-1845,642,H-1845,,,,,local_context,"C:/Users/Acer/OneDrive/Documents/ivc/tmp/lipi_current_inscriptions_20260526.csv: 54,--,--,H2000-4482Figure 42.10,Period 3B/C,3,B/C,- -,-,Faience,-,prism,triangular,complete,Bult,None,TAB:B,2,Good,Y,R/L,SS,3,3,,,,12.8,6.6,0,+740-384-031+,A-BAn,""O fully resplendent one[√भा शतृ]"" 423.1,H-1997,Inter-Riverine,Harappa,ETrench 54,--,--,H2000-4483Figure 39.09,Period 3B/C,3,B/C,- -,-,Faience,-,unusual,rectangular,complete,Mult,None,TAB:B,1,Good,Y,R/L,MT,4,4,,,,31.3,28,2.8,+400-740-176-235+,ama-SaniH,""The mighty[RV] Śiva[W]"" 424.1, [[H-1845]] ,Inter-Riverine,Harappa,ETrench 54,--,--,H2000-4484Figure 42.05,Period 3B/C,3,B/C,-0.0 m,-,Faience,Light brown,rectangular,rectangular,complete,None,None,TAB:B,2,Good,Y,R/L,VN,2,2,,,,23.6,11.5,3,+700-034+,ref:198.2 424.2,H-1845,Inter-Riverine,Harappa,ETrench 54,--,--,H2000-4484Figure 42.05,Period 3B/C,3,B/C,-0.0 m,-,Faience,Light brown,rectangular,rectangular,complete,None,None,TAB:B,2,Good,Y,R/L,SP,5,5,,,,23.6,11.5,3,+740-642-240-060-692+,kam maTan,""O excellent[TS] Destroyer[√मथ् शतृ]"""
local_text_file,H-1845,642,H-1845,,,,,local_context,"C:/Users/Acer/OneDrive/Documents/ivc/tmp/lipi_current_inscriptions_20260526.csv: one[√भा शतृ]"" 423.1,H-1997,Inter-Riverine,Harappa,ETrench 54,--,--,H2000-4483Figure 39.09,Period 3B/C,3,B/C,- -,-,Faience,-,unusual,rectangular,complete,Mult,None,TAB:B,1,Good,Y,R/L,MT,4,4,,,,31.3,28,2.8,+400-740-176-235+,ama-SaniH,""The mighty[RV] Śiva[W]"" 424.1,H-1845,Inter-Riverine,Harappa,ETrench 54,--,--,H2000-4484Figure 42.05,Period 3B/C,3,B/C,-0.0 m,-,Faience,Light brown,rectangular,rectangular,complete,None,None,TAB:B,2,Good,Y,R/L,VN,2,2,,,,23.6,11.5,3,+700-034+,ref:198.2 424.2, [[H-1845]] ,Inter-Riverine,Harappa,ETrench 54,--,--,H2000-4484Figure 42.05,Period 3B/C,3,B/C,-0.0 m,-,Faience,Light brown,rectangular,rectangular,complete,None,None,TAB:B,2,Good,Y,R/L,SP,5,5,,,,23.6,11.5,3,+740-642-240-060-692+,kam maTan,""O excellent[TS] Destroyer[√मथ् शतृ]"" 425.1,H-2125,Inter-Riverine,Harappa,ETrench 54,--,--,H2000-4485Figure 42.03,Period 3B/C,3,B/C,- -,-,Steatite,-,rectangular,rectangular,complete,None,None,TAB:I,2,Fair,Y,R/L,VN,2,2,,,,18.3,9,2.5,+700-033+,ref:212.1 425.2,H-2125,Inter-Riverine,Harappa,ETrench"
local_text_file,H-237,642,H-237,,,,,local_context,"C:/Users/Acer/OneDrive/Documents/ivc/tmp/lipi_current_inscriptions_20260526.csv: II,-3.5 ft,-,Faience,White,crescent,-,complete,None,None,TAB:B,1,Poor,N,-,??,4,1,0.7,0.27,,17.8,6.9,0,+000-000-861-000+ 1262.1,H-236,Inter-Riverine,Harappa,FTrench VI,--,-O11/25,12380658,Period 3C-2,-,Stratum III,-8.0 ft,-,Faience,White,fish,rectangular,complete,None,None,TAB:B,2,Fair,Y,R/L,SC,3,3,0.85,0.3,,21.6,7.6,0,+690-368-817+,ref:405.1 1262.2,H-236,Inter-Riverine,Harappa,FTrench VI,--,-O11/25,12380658,Period 3C-2,-,Stratum III,-8.0 ft,-,Faience,White,fish,rectangular,complete,None,None,TAB:B,2,Fair,Y,R/L,SC,4,4,0.85,0.3,,21.6,7.6,0,+740-032-840-679+,Aka-dahana,""The wandering[√अक् घञ्] destroyer[BhP]"" 1263.1, [[H-237]] ,Inter-Riverine,Harappa,--,--,--,-,-,-,-,- -,-,-,-,fish,-,complete,None,None,TAB:B,2,Fair,Y,L/R,SP,5,5,,,,21,11,0,+740-642-240-060-692+,ref:424.2 1263.2,H-237,Inter-Riverine,Harappa,--,--,--,-,-,-,-,- -,-,-,-,fish,-,complete,None,None,TAB:B,2,Fair,Y,L/R,VN,2,2,,,,21,11,0,+700-033+,ref:212.1 1264.1,H-239,Inter-Riverine,Harappa,F-,--,--,3855386,Period 3C-1,-,Stratum IV,-5.5 ft,-,Faience,White,triangular,rectangular,complete,None,None,TAB:B,2,Poor,Y,R/L,2L,4,4,0.7,,,17.8,0,0,+390-060/740-500-091+,Ana mara,""O prāṇa(Rudra)[Praśna Up. 2.9], O Destroyer[√मॄ+अच्]"" 1264.2,H-239,Inter-Riverine,Harappa,F-,--,--,3855386,Period 3C-1,-,Stratum"
local_text_file,H-237,642,H-237,,,,,local_context,"C:/Users/Acer/OneDrive/Documents/ivc/tmp/lipi_current_inscriptions_20260526.csv: 1262.1,H-236,Inter-Riverine,Harappa,FTrench VI,--,-O11/25,12380658,Period 3C-2,-,Stratum III,-8.0 ft,-,Faience,White,fish,rectangular,complete,None,None,TAB:B,2,Fair,Y,R/L,SC,3,3,0.85,0.3,,21.6,7.6,0,+690-368-817+,ref:405.1 1262.2,H-236,Inter-Riverine,Harappa,FTrench VI,--,-O11/25,12380658,Period 3C-2,-,Stratum III,-8.0 ft,-,Faience,White,fish,rectangular,complete,None,None,TAB:B,2,Fair,Y,R/L,SC,4,4,0.85,0.3,,21.6,7.6,0,+740-032-840-679+,Aka-dahana,""The wandering[√अक् घञ्] destroyer[BhP]"" 1263.1,H-237,Inter-Riverine,Harappa,--,--,--,-,-,-,-,- -,-,-,-,fish,-,complete,None,None,TAB:B,2,Fair,Y,L/R,SP,5,5,,,,21,11,0,+740-642-240-060-692+,ref:424.2 1263.2, [[H-237]] ,Inter-Riverine,Harappa,--,--,--,-,-,-,-,- -,-,-,-,fish,-,complete,None,None,TAB:B,2,Fair,Y,L/R,VN,2,2,,,,21,11,0,+700-033+,ref:212.1 1264.1,H-239,Inter-Riverine,Harappa,F-,--,--,3855386,Period 3C-1,-,Stratum IV,-5.5 ft,-,Faience,White,triangular,rectangular,complete,None,None,TAB:B,2,Poor,Y,R/L,2L,4,4,0.7,,,17.8,0,0,+390-060/740-500-091+,Ana mara,""O prāṇa(Rudra)[Praśna Up. 2.9], O Destroyer[√मॄ+अच्]"" 1264.2,H-239,Inter-Riverine,Harappa,F-,--,--,3855386,Period 3C-1,-,Stratum IV,-5.5 ft,-,Faience,White,triangular,rectangular,complete,None,None,TAB:B,2,Poor,Y,R/L,VN,2,2,0.7,,,17.8,0,0,+700-033+,ref:212.1"
local_text_file,H-237,642,+740-642-240-060-692+,,,,,local_context,"C:/Users/Acer/OneDrive/Documents/ivc/tmp/lipi_current_inscriptions_20260526.csv: 3B/C,3,B/C,- -,-,Faience,-,unusual,rectangular,complete,Mult,None,TAB:B,1,Good,Y,R/L,MT,4,4,,,,31.3,28,2.8,+400-740-176-235+,ama-SaniH,""The mighty[RV] Śiva[W]"" 424.1,H-1845,Inter-Riverine,Harappa,ETrench 54,--,--,H2000-4484Figure 42.05,Period 3B/C,3,B/C,-0.0 m,-,Faience,Light brown,rectangular,rectangular,complete,None,None,TAB:B,2,Good,Y,R/L,VN,2,2,,,,23.6,11.5,3,+700-034+,ref:198.2 424.2,H-1845,Inter-Riverine,Harappa,ETrench 54,--,--,H2000-4484Figure 42.05,Period 3B/C,3,B/C,-0.0 m,-,Faience,Light brown,rectangular,rectangular,complete,None,None,TAB:B,2,Good,Y,R/L,SP,5,5,,,,23.6,11.5,3, [[+740-642-240-060-692+]] ,kam maTan,""O excellent[TS] Destroyer[√मथ् शतृ]"" 425.1,H-2125,Inter-Riverine,Harappa,ETrench 54,--,--,H2000-4485Figure 42.03,Period 3B/C,3,B/C,- -,-,Steatite,-,rectangular,rectangular,complete,None,None,TAB:I,2,Fair,Y,R/L,VN,2,2,,,,18.3,9,2.5,+700-033+,ref:212.1 425.2,H-2125,Inter-Riverine,Harappa,ETrench 54,--,--,H2000-4485Figure 42.03,Period 3B/C,3,B/C,- -,-,Steatite,-,rectangular,rectangular,complete,None,None,TAB:I,2,Fair,Y,R/L,SS,3,3,,,,18.3,9,2.5,+740-143-067+,ref:316.1 426.1,H-1714,Inter-Riverine,Harappa,ABTrench"
local_text_file,H-237,642,+740-642-240-060-692+,,,,,local_context,"C:/Users/Acer/OneDrive/Documents/ivc/tmp/lipi_current_inscriptions_20260526.csv: ft,-,Faience,White,crescent,-,complete,None,None,TAB:B,1,Poor,N,-,??,4,1,0.7,0.27,,17.8,6.9,0,+000-000-861-000+ 1262.1,H-236,Inter-Riverine,Harappa,FTrench VI,--,-O11/25,12380658,Period 3C-2,-,Stratum III,-8.0 ft,-,Faience,White,fish,rectangular,complete,None,None,TAB:B,2,Fair,Y,R/L,SC,3,3,0.85,0.3,,21.6,7.6,0,+690-368-817+,ref:405.1 1262.2,H-236,Inter-Riverine,Harappa,FTrench VI,--,-O11/25,12380658,Period 3C-2,-,Stratum III,-8.0 ft,-,Faience,White,fish,rectangular,complete,None,None,TAB:B,2,Fair,Y,R/L,SC,4,4,0.85,0.3,,21.6,7.6,0,+740-032-840-679+,Aka-dahana,""The wandering[√अक् घञ्] destroyer[BhP]"" 1263.1,H-237,Inter-Riverine,Harappa,--,--,--,-,-,-,-,- -,-,-,-,fish,-,complete,None,None,TAB:B,2,Fair,Y,L/R,SP,5,5,,,,21,11,0, [[+740-642-240-060-692+]] ,ref:424.2 1263.2,H-237,Inter-Riverine,Harappa,--,--,--,-,-,-,-,- -,-,-,-,fish,-,complete,None,None,TAB:B,2,Fair,Y,L/R,VN,2,2,,,,21,11,0,+700-033+,ref:212.1 1264.1,H-239,Inter-Riverine,Harappa,F-,--,--,3855386,Period 3C-1,-,Stratum IV,-5.5 ft,-,Faience,White,triangular,rectangular,complete,None,None,TAB:B,2,Poor,Y,R/L,2L,4,4,0.7,,,17.8,0,0,+390-060/740-500-091+,Ana mara,""O prāṇa(Rudra)[Praśna Up. 2.9], O Destroyer[√मॄ+अच्]"" 1264.2,H-239,Inter-Riverine,Harappa,F-,--,--,3855386,Period 3C-1,-,Stratum IV,-5.5"
local_text_file,H-237,642,H-237,,,,,local_context,"C:/Users/Acer/OneDrive/Documents/ivc/tmp/lipi_current_inscriptions_20260526.csv: II,-3.5 ft,-,Faience,White,crescent,-,complete,None,None,TAB:B,1,Poor,N,-,??,4,1,0.7,0.27,,17.8,6.9,0,+000-000-861-000+ 1262.1,H-236,Inter-Riverine,Harappa,FTrench VI,--,-O11/25,12380658,Period 3C-2,-,Stratum III,-8.0 ft,-,Faience,White,fish,rectangular,complete,None,None,TAB:B,2,Fair,Y,R/L,SC,3,3,0.85,0.3,,21.6,7.6,0,+690-368-817+,ref:405.1 1262.2,H-236,Inter-Riverine,Harappa,FTrench VI,--,-O11/25,12380658,Period 3C-2,-,Stratum III,-8.0 ft,-,Faience,White,fish,rectangular,complete,None,None,TAB:B,2,Fair,Y,R/L,SC,4,4,0.85,0.3,,21.6,7.6,0,+740-032-840-679+,Aka-dahana,""The wandering[√अक् घञ्] destroyer[BhP]"" 1263.1, [[H-237]] ,Inter-Riverine,Harappa,--,--,--,-,-,-,-,- -,-,-,-,fish,-,complete,None,None,TAB:B,2,Fair,Y,L/R,SP,5,5,,,,21,11,0,+740-642-240-060-692+,ref:424.2 1263.2,H-237,Inter-Riverine,Harappa,--,--,--,-,-,-,-,- -,-,-,-,fish,-,complete,None,None,TAB:B,2,Fair,Y,L/R,VN,2,2,,,,21,11,0,+700-033+,ref:212.1 1264.1,H-239,Inter-Riverine,Harappa,F-,--,--,3855386,Period 3C-1,-,Stratum IV,-5.5 ft,-,Faience,White,triangular,rectangular,complete,None,None,TAB:B,2,Poor,Y,R/L,2L,4,4,0.7,,,17.8,0,0,+390-060/740-500-091+,Ana mara,""O prāṇa(Rudra)[Praśna Up. 2.9], O Destroyer[√मॄ+अच्]"" 1264.2,H-239,Inter-Riverine,Harappa,F-,--,--,3855386,Period 3C-1,-,Stratum"
local_text_file,H-237,642,H-237,,,,,local_context,"C:/Users/Acer/OneDrive/Documents/ivc/tmp/lipi_current_inscriptions_20260526.csv: 1262.1,H-236,Inter-Riverine,Harappa,FTrench VI,--,-O11/25,12380658,Period 3C-2,-,Stratum III,-8.0 ft,-,Faience,White,fish,rectangular,complete,None,None,TAB:B,2,Fair,Y,R/L,SC,3,3,0.85,0.3,,21.6,7.6,0,+690-368-817+,ref:405.1 1262.2,H-236,Inter-Riverine,Harappa,FTrench VI,--,-O11/25,12380658,Period 3C-2,-,Stratum III,-8.0 ft,-,Faience,White,fish,rectangular,complete,None,None,TAB:B,2,Fair,Y,R/L,SC,4,4,0.85,0.3,,21.6,7.6,0,+740-032-840-679+,Aka-dahana,""The wandering[√अक् घञ्] destroyer[BhP]"" 1263.1,H-237,Inter-Riverine,Harappa,--,--,--,-,-,-,-,- -,-,-,-,fish,-,complete,None,None,TAB:B,2,Fair,Y,L/R,SP,5,5,,,,21,11,0,+740-642-240-060-692+,ref:424.2 1263.2, [[H-237]] ,Inter-Riverine,Harappa,--,--,--,-,-,-,-,- -,-,-,-,fish,-,complete,None,None,TAB:B,2,Fair,Y,L/R,VN,2,2,,,,21,11,0,+700-033+,ref:212.1 1264.1,H-239,Inter-Riverine,Harappa,F-,--,--,3855386,Period 3C-1,-,Stratum IV,-5.5 ft,-,Faience,White,triangular,rectangular,complete,None,None,TAB:B,2,Poor,Y,R/L,2L,4,4,0.7,,,17.8,0,0,+390-060/740-500-091+,Ana mara,""O prāṇa(Rudra)[Praśna Up. 2.9], O Destroyer[√मॄ+अच्]"" 1264.2,H-239,Inter-Riverine,Harappa,F-,--,--,3855386,Period 3C-1,-,Stratum IV,-5.5 ft,-,Faience,White,triangular,rectangular,complete,None,None,TAB:B,2,Poor,Y,R/L,VN,2,2,0.7,,,17.8,0,0,+700-033+,ref:212.1"
local_text_file,H-823,636,H-823,,,,,local_context,"C:/Users/Acer/OneDrive/Documents/ivc/data/sign_crosswalk/artifact_witnesses.csv: 000,-,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1710.1,H-821,lipi_numeric,1710.1,1710.1,analytic_row_id,+700-033+,700 033,L/R,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1710.2,H-821,lipi_numeric,1710.2,1710.2,analytic_row_id,+740-642-240-001-692+,740 642 240 001 692,L/R,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1711.1,H-822,lipi_numeric,1711.1,1711.1,analytic_row_id,+700-033+,700 033,L/R,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1711.2,H-822,lipi_numeric,1711.2,1711.2,analytic_row_id,+740-642-240-001-692+,740 642 240 001 692,L/R,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1712.1, [[H-823]] ,lipi_numeric,1712.1,1712.1,analytic_row_id,+700-034+,700 034,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1712.2,H-823,lipi_numeric,1712.2,1712.2,analytic_row_id,+740-636-240-060-692+,740 636 240 060 692,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1713.1,H-1741,lipi_numeric,1713.1,1713.1,analytic_row_id,+000+,000,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1714.1,H-824,lipi_numeric,1714.1,1714.1,analytic_row_id,]240-060-692+,240 060 692,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1714.2,H-824,lipi_numeric,1714.2,1714.2,analytic_row_id,]033-700+,033 700,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1715.1,H-825,lipi_numeric,1715.1,1715.1,analytic_row_id,+368-817+,368 817,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1715.2,H-825,lipi_numeric,1715.2,1715.2,analytic_row_id,+740-032-840+,740"
local_text_file,H-823,636,H-823,,,,,local_context,"C:/Users/Acer/OneDrive/Documents/ivc/data/sign_crosswalk/artifact_witnesses.csv: 033,L/R,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1710.2,H-821,lipi_numeric,1710.2,1710.2,analytic_row_id,+740-642-240-001-692+,740 642 240 001 692,L/R,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1711.1,H-822,lipi_numeric,1711.1,1711.1,analytic_row_id,+700-033+,700 033,L/R,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1711.2,H-822,lipi_numeric,1711.2,1711.2,analytic_row_id,+740-642-240-001-692+,740 642 240 001 692,L/R,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1712.1,H-823,lipi_numeric,1712.1,1712.1,analytic_row_id,+700-034+,700 034,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1712.2, [[H-823]] ,lipi_numeric,1712.2,1712.2,analytic_row_id,+740-636-240-060-692+,740 636 240 060 692,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1713.1,H-1741,lipi_numeric,1713.1,1713.1,analytic_row_id,+000+,000,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1714.1,H-824,lipi_numeric,1714.1,1714.1,analytic_row_id,]240-060-692+,240 060 692,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1714.2,H-824,lipi_numeric,1714.2,1714.2,analytic_row_id,]033-700+,033 700,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1715.1,H-825,lipi_numeric,1715.1,1715.1,analytic_row_id,+368-817+,368 817,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1715.2,H-825,lipi_numeric,1715.2,1715.2,analytic_row_id,+740-032-840+,740 032 840,R/L,lipi_filtered_metadata,,T3_quarantined_metadata"
local_text_file,H-823,636,+740-636-240-060-692+,,,,,local_context,"C:/Users/Acer/OneDrive/Documents/ivc/data/sign_crosswalk/artifact_witnesses.csv: 435 255,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1377.2,H-358,lipi_numeric,1377.2,1377.2,analytic_row_id,+034-700+,034 700,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1377.3,H-358,lipi_numeric,1377.3,1377.3,analytic_row_id,+740-000+,740 000,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1378.1,H-359,lipi_numeric,1378.1,1378.1,analytic_row_id,+526-550-220+,526 550 220,L/R,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1378.2,H-359,lipi_numeric,1378.2,1378.2,analytic_row_id,+032-700+,032 700,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1379.1,H-360,lipi_numeric,1379.1,1379.1,analytic_row_id,+824-032-578-415+,824 032 578 415,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1379.2,H-360,lipi_numeric,1379.2,1379.2,analytic_row_id, [[+740-636-240-060-692+]] ,740 636 240 060 692,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1380.1,H-361,lipi_numeric,1380.1,1380.1,analytic_row_id,+740-000-000-000+,740 000 000 000,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1380.2,H-361,lipi_numeric,1380.2,1380.2,analytic_row_id,+700-032+,700 032,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1381.1,H-362,lipi_numeric,1381.1,1381.1,analytic_row_id,+740-760-797+,740 760 797,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1381.2,H-362,lipi_numeric,1381.2,1381.2,analytic_row_id,+700-032+,700 032,R/L,lipi_filtered_metadata,,T3_quarantined_metadata"
local_text_file,H-823,636,+740-636-240-060-692+,,,,,local_context,"C:/Users/Acer/OneDrive/Documents/ivc/data/sign_crosswalk/artifact_witnesses.csv: 033,L/R,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1710.2,H-821,lipi_numeric,1710.2,1710.2,analytic_row_id,+740-642-240-001-692+,740 642 240 001 692,L/R,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1711.1,H-822,lipi_numeric,1711.1,1711.1,analytic_row_id,+700-033+,700 033,L/R,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1711.2,H-822,lipi_numeric,1711.2,1711.2,analytic_row_id,+740-642-240-001-692+,740 642 240 001 692,L/R,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1712.1,H-823,lipi_numeric,1712.1,1712.1,analytic_row_id,+700-034+,700 034,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1712.2,H-823,lipi_numeric,1712.2,1712.2,analytic_row_id, [[+740-636-240-060-692+]] ,740 636 240 060 692,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1713.1,H-1741,lipi_numeric,1713.1,1713.1,analytic_row_id,+000+,000,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1714.1,H-824,lipi_numeric,1714.1,1714.1,analytic_row_id,]240-060-692+,240 060 692,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1714.2,H-824,lipi_numeric,1714.2,1714.2,analytic_row_id,]033-700+,033 700,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1715.1,H-825,lipi_numeric,1715.1,1715.1,analytic_row_id,+368-817+,368 817,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1715.2,H-825,lipi_numeric,1715.2,1715.2,analytic_row_id,+740-032-840+,740 032 840,R/L,lipi_filtered_metadata,,T3_quarantined_metadata"
local_text_file,H-823,636,H-823,,,,,local_context,"C:/Users/Acer/OneDrive/Documents/ivc/data/sign_crosswalk/artifact_witnesses.csv: 000,-,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1710.1,H-821,lipi_numeric,1710.1,1710.1,analytic_row_id,+700-033+,700 033,L/R,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1710.2,H-821,lipi_numeric,1710.2,1710.2,analytic_row_id,+740-642-240-001-692+,740 642 240 001 692,L/R,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1711.1,H-822,lipi_numeric,1711.1,1711.1,analytic_row_id,+700-033+,700 033,L/R,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1711.2,H-822,lipi_numeric,1711.2,1711.2,analytic_row_id,+740-642-240-001-692+,740 642 240 001 692,L/R,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1712.1, [[H-823]] ,lipi_numeric,1712.1,1712.1,analytic_row_id,+700-034+,700 034,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1712.2,H-823,lipi_numeric,1712.2,1712.2,analytic_row_id,+740-636-240-060-692+,740 636 240 060 692,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1713.1,H-1741,lipi_numeric,1713.1,1713.1,analytic_row_id,+000+,000,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1714.1,H-824,lipi_numeric,1714.1,1714.1,analytic_row_id,]240-060-692+,240 060 692,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1714.2,H-824,lipi_numeric,1714.2,1714.2,analytic_row_id,]033-700+,033 700,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1715.1,H-825,lipi_numeric,1715.1,1715.1,analytic_row_id,+368-817+,368 817,R/L,lipi_filtered_metadata,,T3_quarantined_metadata lipi:1715.2,H-825,lipi_numeric,1715.2,1715.2,analytic_row_id,+740-032-840+,740"
