"checked_date","lipi_sign","cisi","lipi_id","lipi_site","lipi_type","lipi_dir","lipi_signs","lipi_text","mayig_side_id","mayig_description","mayig_grapheme_count","mayig_graphemes","count_match","comparison_status","accepted_decipherment_claim"
"2026-05-25","032","M-169","2694.1","Mohenjo-daro","SEAL:S","R/L","5","+740-575-017-000-000-031-032+","M-169A","unicorn IV seal","5","P324 P289 P127 P000 P145","True","sign_system_unmapped","0"
"2026-05-25","032","M-170","2695.1","Mohenjo-daro","SEAL:S","R/L","8","+740-923-406-061-070-032-741-861+","M-170A","unicorn IV seal","8","P324 P175 P086 P204 P114 P145 P325 P385","True","sign_system_unmapped","0"
"2026-05-25","032","M-174","2699.1","Mohenjo-daro","SEAL:S","R/L","6","+740-923-220-032-002-820+","M-174A","unicorn IV seal","6","P324 P175 P050 P145 P122 P378","True","sign_system_unmapped","0"
"2026-05-25","033","M-4","2533.1","Mohenjo-daro","SEAL:S","R/L","9","+298-465-033-705-231-002-564-617-033+","M-4A","unicorn I seal","10","P205 P186 P147 P316 P056 P122 P237 P268 P268 P147","False","sign_system_unmapped","0"
"2026-05-25","033","M-10","2539.1","Mohenjo-daro","SEAL:S","R/L","11","+405-061-070-032-033-706-235-806-002-267-455+","M-10A","unicorn I seal","10","P086 P204 P114 P151 P316 P060 P364 P122 P067 P221","False","sign_system_unmapped","0"
"2026-05-25","033","M-44","2572.1","Mohenjo-daro","SEAL:S","R/L","8","+740-760-033-705-803-002-920-317+","M-44A","unicorn III seal","8","P324 P332 P147 P316 P364 P122 P154 P296","True","sign_system_unmapped","0"
"2026-05-25","033","M-50","2578.1","Mohenjo-daro","SEAL:S","R/L","9","+740-585-017-033-705-240-798-002-820+","M-50A","unicorn III seal","9","P324 P288 P127 P147 P316 P062 P230 P122 P000","True","sign_system_unmapped","0"
"2026-05-25","033","M-54","2582.1","Mohenjo-daro","SEAL:S","R/L","7","+236-240-033-705-798-002-820+","M-54A","unicorn III seal","7","P051 P062 P147 P316 P230 P122 P378","True","sign_system_unmapped","0"
"2026-05-25","033","M-64","2592.1","Mohenjo-daro","SEAL:S","R/L","6","+520-033-706-060-220-004+","M-64A","unicorn III seal","6","P217 P147 P316 P120 P050 P124","True","sign_system_unmapped","0"
"2026-05-25","033","M-86","2613.1","Mohenjo-daro","SEAL:S","R/L","7","+520-033-705-231-002-820-700+","M-86A","unicorn IV seal","7","P217 P147 P316 P056 P122 P378 P310","True","sign_system_unmapped","0"
"2026-05-25","033","M-117","2644.1","Mohenjo-daro","SEAL:S","R/L","8","+520-033-705-220-803-055-002-820+","M-117A","unicorn IV seal","8","P217 P147 P316 P050 P364 P142 P122 P378","True","sign_system_unmapped","0"
"2026-05-25","033","M-118","2645.1","Mohenjo-daro","SEAL:S","R/L","8","+740-772-033-705-233-803-002-861+","M-118A","unicorn IV seal","8","P324 P096 P147 P316 P058 P364 P122 P385","True","sign_system_unmapped","0"
"2026-05-25","033","M-122","2649.1","Mohenjo-daro","SEAL:S","R/L","3","+520-033-705+","M-122A","unicorn IV seal","3","P217 P147 P316","True","sign_system_unmapped","0"
"2026-05-25","033","M-135","2662.1","Mohenjo-daro","SEAL:S","R/L","4","+520-033-705-031+","M-135A","unicorn IV seal","4","P217 P147 P316 P144","True","sign_system_unmapped","0"
"2026-05-25","033","M-139","2666.1","Mohenjo-daro","SEAL:S","R/L","5","+033-832-236-741-361+","M-139A","unicorn IV seal","5","P147 P368 P061 P325 P294","True","sign_system_unmapped","0"
