mode,constraint_id,family_key,satisfied_rows,violated_rows,majority,examples
carrier,002_before_861,Lothal|SEAL:S|Bull1:W|SAF|Steatite|square,1,0,satisfied,L-65:Lothal:SEAL:S:Bull1:W:]240-002-861+
carrier,002_before_861,Lothal|SEAL:R|NA|NA|Steatite|cuboid-convex,1,0,satisfied,L-89:Lothal:SEAL:R:NA:+527-555-235-002-861+
carrier,002_before_861,Lothal|TAG|NA|NA|Clay|NA,2,0,satisfied,L-202:Lothal:TAG:NA:]236-002-861+ | L-191:Lothal:TAG:NA:]235-002-861+
carrier,002_before_861,Lothal|POT:T:g|NA|NA|NA|NA,1,0,satisfied,L-226:Lothal:POT:T:g:NA:]000-495-002-861+
carrier,002_before_861,Mohenjo-daro|SEAL:S|Bull1:L|SAN|Steatite|square,2,0,satisfied,M-1755:Mohenjo-daro:SEAL:S:Bull1:L:+740-176-002-861+ | M-1753:Mohenjo-daro:SEAL:S:Bull1:L:+740-760-519-240-002-861+
carrier,002_before_861,Mohenjo-daro|SEAL:S|Bull1:II|SAN|Steatite|square,1,0,satisfied,M-1696:Mohenjo-daro:SEAL:S:Bull1:II:+520-033-705-220-415-002-861+
carrier,002_before_861,Mohenjo-daro|SEAL:S|Gaur|Trough|Steatite|square,2,0,satisfied,M-1880:Mohenjo-daro:SEAL:S:Gaur:+151-176-002-861+ | M-240:Mohenjo-daro:SEAL:S:Gaur:+520-240-220-032-002-861-603+
carrier,002_before_861,Mohenjo-daro|ROD|NA|NA|Ivory|NA,2,0,satisfied,M-2089:Mohenjo-daro:ROD:NA:+002-861-096+ | M-2087:Mohenjo-daro:ROD:NA:+820-000-032-740-904-002-861+
carrier,002_before_861,Mohenjo-daro|SEAL:S|Bull1:I|SAN|Steatite|square,2,0,satisfied,M-1778:Mohenjo-daro:SEAL:S:Bull1:I:]000-235-002-861+ | M-166:Mohenjo-daro:SEAL:S:Bull1:I:+390-844-240-806-002-861+
carrier,002_before_861,Mohenjo-daro|SEAL:S|Bull1:J|RAF|Steatite|square,4,0,satisfied,M-1674:Mohenjo-daro:SEAL:S:Bull1:J:+090-740-222-231-002-861-683+ | M-142:Mohenjo-daro:SEAL:S:Bull1:J:+136-140-002-861+ | M-152:Mohenjo-daro:SEAL:S:Bull1:J:+740-772-002-861+ | M-717:Mohenjo-daro:SEAL:S:Bull1:J:+740-142-061-002-861+
carrier,002_before_861,Mohenjo-daro|SEAL:S|Bull1:W|SAN|Steatite|square,12,0,satisfied,M-1704:Mohenjo-daro:SEAL:S:Bull1:W:+740-760-605-002-861+ | M-1726:Mohenjo-daro:SEAL:S:Bull1:W:+740-615-495-240-002-861+ | M-1661:Mohenjo-daro:SEAL:S:Bull1:W:+520-070-219-002-861-032-520-919-140+ | M-1681:Mohenjo-daro:SEAL:S:Bull1:W:+520-072-233-740-798-002-861-832+ | M-1750:Mohenjo-daro:SEAL:S:Bull1:W:+390-004-002-861+
carrier,002_before_861,Mohenjo-daro|SEAL:S|Bull1|SA?|Steatite|square,1,0,satisfied,M-656:Mohenjo-daro:SEAL:S:Bull1:]000-920-705-803-002-861+
carrier,002_before_861,Mohenjo-daro|SEAL:S|Bull1|S|Steatite|square,1,0,satisfied,M-1860:Mohenjo-daro:SEAL:S:Bull1:]231-002-861+
carrier,002_before_861,Mohenjo-daro|SEAL|NA|NA|Steatite|rectangular,1,0,satisfied,M-1990:Mohenjo-daro:SEAL:NA:+740-760-440-240-220-002-861+
carrier,002_before_861,Mohenjo-daro|SEAL:S|Bull1:W|SAN|Faience|square,2,0,satisfied,M-1763:Mohenjo-daro:SEAL:S:Bull1:W:+416-001-565-740-220-032-002-861+ | M-815:Mohenjo-daro:SEAL:S:Bull1:W:+520-070-233-798-002-861+
carrier,002_before_861,Mohenjo-daro|SEAL:S|Zebu|NA|Steatite|square,3,0,satisfied,M-1899:Mohenjo-daro:SEAL:S:Zebu:+924-132-002-861+ | M-258:Mohenjo-daro:SEAL:S:Zebu:+384-575/892-706-717-002-861+ | M-1115:Mohenjo-daro:SEAL:S:Zebu:+740-335-233-002-861+
carrier,002_before_861,Mohenjo-daro|SEAL:S|Buff|Trough|Steatite|square,1,0,satisfied,M-1928:Mohenjo-daro:SEAL:S:Buff:+000-233-220-002-861+
carrier,002_before_861,Mohenjo-daro|SEAL:S|Bull1|RBF|Steatite|square,1,0,satisfied,M-1842:Mohenjo-daro:SEAL:S:Bull1:+520-000-235-002-861+
carrier,002_before_861,Mohenjo-daro|SEAL:S|Bull1:S|RAN|Steatite|square,2,0,satisfied,-:2388.1:Mohenjo-daro:SEAL:S:Bull1:S:+740-637-240-002-861+ | M-1833:Mohenjo-daro:SEAL:S:Bull1:S:+390-015-002-861+
carrier,002_before_861,Mohenjo-daro|SEAL:R|NA|NA|Steatite|rectangular,3,0,satisfied,M-1954:Mohenjo-daro:SEAL:R:NA:+740-407-590-031-752-033-705-220-415-798-002-861+ | M-1267:Mohenjo-daro:SEAL:R:NA:+416-001-740-720-175-002-861+ | M-1273:Mohenjo-daro:SEAL:R:NA:+740-055-002-861-603+
carrier,002_before_861,Mohenjo-daro|SEAL:S|Bull1:J|SA|Steatite|square,1,0,satisfied,M-47:Mohenjo-daro:SEAL:S:Bull1:J:+740-760-235-002-861+
carrier,002_before_861,Mohenjo-daro|SEAL:S|Bull1:V|NA|Steatite|square,1,0,satisfied,M-72:Mohenjo-daro:SEAL:S:Bull1:V:+740-255-705-140-003-002-861+
carrier,002_before_861,Mohenjo-daro|SEAL:S|Bull1:J|SAN|Steatite|square,1,0,satisfied,M-79:Mohenjo-daro:SEAL:S:Bull1:J:+688/740-100-240-233-002-861+
carrier,002_before_861,Mohenjo-daro|SEAL:S|Bull1:S|SAN|Steatite|square,8,0,satisfied,M-91:Mohenjo-daro:SEAL:S:Bull1:S:+740-100-798-220-032-002-861-255-416+ | M-100:Mohenjo-daro:SEAL:S:Bull1:S:+090-740-255-705-002-861+ | M-199:Mohenjo-daro:SEAL:S:Bull1:S:+090-740-100-415-240-002-861+ | M-781:Mohenjo-daro:SEAL:S:Bull1:S:+520-033-706-002-861+ | M-783:Mohenjo-daro:SEAL:S:Bull1:S:+151-061-002-861+
carrier,002_before_861,Mohenjo-daro|SEAL:S|Elep|NA|Steatite|square,4,0,satisfied,M-285:Mohenjo-daro:SEAL:S:Elep:+504-350-240-002-861+ | M-1148:Mohenjo-daro:SEAL:S:Elep:+520-220-002-861+ | M-1160:Mohenjo-daro:SEAL:S:Elep:+000-136-031-002-861+ | M-1161:Mohenjo-daro:SEAL:S:Elep:+520-233-031-002-861+
carrier,002_before_861,Mohenjo-daro|SEAL:S|Comp|NA|Steatite|square,1,0,satisfied,M-295:Mohenjo-daro:SEAL:S:Comp:+621/090-740/002-861+
carrier,002_before_861,Mohenjo-daro|SEAL:S|Bull1:J|RAN|Steatite|square,1,0,satisfied,M-327:Mohenjo-daro:SEAL:S:Bull1:J:+740-519-002-861+
carrier,002_before_861,Mohenjo-daro|SEAL:R|NA|NA|Steatite|cuboid-convex,2,0,satisfied,M-355:Mohenjo-daro:SEAL:R:NA:+740-877-032-033-705-231-235-002-861-360-520-919-140+ | M-376:Mohenjo-daro:SEAL:R:NA:+740-100-176-002-861-533-717+
carrier,002_before_861,Mohenjo-daro|SEAL:R|NA|NA|NA|cuboid-convex,1,0,satisfied,M-391:Mohenjo-daro:SEAL:R:NA:+405-845-686-740-793-003-233-805-002-861-533-717+
carrier,002_before_861,Mohenjo-daro|TAB:B|Scene|NA|Faience|rectangular,1,0,satisfied,M-453:Mohenjo-daro:TAB:B:Scene:+740-032-840-220-002-861+
carrier,002_before_861,Mohenjo-daro|SEAL:S|Bull1:W|SAN|NA|square,2,0,satisfied,M-629:Mohenjo-daro:SEAL:S:Bull1:W:+679-740-176-240-798-002-861+ | M-793:Mohenjo-daro:SEAL:S:Bull1:W:+740-388-235-240-798-002-861+
carrier,002_before_861,Mohenjo-daro|SEAL:S|Bull1:L|SAN|NA|square,1,0,satisfied,M-677:Mohenjo-daro:SEAL:S:Bull1:L:+740-923-070-032-033-706-231-242-002-861-901+
carrier,002_before_861,Mohenjo-daro|SEAL:S|Bull1:W|NA|Steatite|square,1,0,satisfied,M-714:Mohenjo-daro:SEAL:S:Bull1:W:+740-585-017-033-705-233-798-803-002-861-603+
carrier,002_before_861,Mohenjo-daro|SEAL:S|Bull1|NA|Steatite|square,2,1,satisfied,M-723:Mohenjo-daro:SEAL:S:Bull1:+740-460-510-235-220-032-002-861+ | M-855:Mohenjo-daro:SEAL:S:Bull1:+861-260-832-390-590-002-817-690-544+ | M-901:Mohenjo-daro:SEAL:S:Bull1:+090-125-002-861+
carrier,002_before_861,Mohenjo-daro|SEAL:S|Bull1:J|SAN|NA|square,1,0,satisfied,M-724:Mohenjo-daro:SEAL:S:Bull1:J:+390-721-790-002-861+
carrier,002_before_861,Mohenjo-daro|SEAL:S|Bull1:S|SAN|NA|square,2,0,satisfied,M-813:Mohenjo-daro:SEAL:S:Bull1:S:+161-390-590-002-861+ | M-869:Mohenjo-daro:SEAL:S:Bull1:S:+740-100-415-002-861+
carrier,002_before_861,Mohenjo-daro|SEAL:S|Bull1:J|SAN|Faience|square,1,0,satisfied,M-834:Mohenjo-daro:SEAL:S:Bull1:J:+151-390-590-900-002-861+
carrier,002_before_861,Mohenjo-daro|SEAL:S|Bull1|SAN|NA|square,1,0,satisfied,M-918:Mohenjo-daro:SEAL:S:Bull1:+390-869-002-861+
carrier,002_before_861,Mohenjo-daro|SEAL:S|Bull|NA|Steatite|square,1,0,satisfied,M-1044:Mohenjo-daro:SEAL:S:Bull:+520-220-032-002-861+
carrier,002_before_861,Mohenjo-daro|SEAL:S|Elep|Trough|Steatite|square,1,0,satisfied,M-1152:Mohenjo-daro:SEAL:S:Elep:+740-032-840-235-002-861+
carrier,002_before_861,Mohenjo-daro|SEAL:S|Gaur|NA|Steatite|square,1,0,satisfied,M-1206:Mohenjo-daro:SEAL:S:Gaur:+740-690-435-255-002-861+
carrier,002_before_861,Mohenjo-daro|SEAL|NA|NA|Steatite|NA,1,0,satisfied,M-1343:Mohenjo-daro:SEAL:NA:+740-390-590-235-002-861+
carrier,002_before_861,Mohenjo-daro|SEAL:R|NA|NA|NA|rectangular,1,1,tied,M-1346:Mohenjo-daro:SEAL:R:NA:+740-861-032-233-803-002-820+ | M-1973:Mohenjo-daro:SEAL:R:NA:+740-575-017-233-550-002-861+
carrier,002_before_861,Mohenjo-daro|TAB:B|NA|NA|Clay|prism,1,0,satisfied,M-1426:Mohenjo-daro:TAB:B:NA:+740-760-036-220-415-798-002-861+
carrier,002_before_861,Mohenjo-daro|MISC|NA|NA|NA|NA,1,0,satisfied,M-1658:Mohenjo-daro:MISC:NA:+000-016-002-861+
carrier,002_before_861,Mohenjo-daro|SEAL:S|Bull1:II|SAN|NA|square,1,0,satisfied,M-1670:Mohenjo-daro:SEAL:S:Bull1:II:+740-760-001-233-002-861+
carrier,002_before_861,Mohenjo-daro|SEAL:S|Bull1:W|SAF|NA|square,1,0,satisfied,M-1698:Mohenjo-daro:SEAL:S:Bull1:W:+740-482-033-705-002-861-803+
carrier,002_before_861,Rakhigarhi|SEAL:S|Bull1|NA|Steatite|NA,1,0,satisfied,-:4154.1:Rakhigarhi:SEAL:S:Bull1:]240-803-002-861+
carrier,002_before_861,Dholavira|SEAL:S|Bull1:V|HAN|Steatite|square,1,0,satisfied,-:4195.1:Dholavira:SEAL:S:Bull1:V:+820-390-590-002-861+
carrier,002_before_861,Dholavira|SEAL:R|NA|NA|Steatite|cuboid-convex,1,0,satisfied,-:4272.1:Dholavira:SEAL:R:NA:+405-016-002-861+
carrier,002_before_861,Dholavira|TAG|Bull1|NA|Clay|square,1,0,satisfied,-:4345.1:Dholavira:TAG:Bull1:+000-705-002-861+
carrier,002_before_861,Dholavira|TAG|NA|NA|Clay|NA,1,0,satisfied,-:4348.1:Dholavira:TAG:NA:]740-142-000-002-861-390[
carrier,002_before_861,Nausharo|SEAL:S|Bull1:I|HBF|Steatite|square,0,1,violated,Ns-57:Nausharo:SEAL:S:Bull1:I:+861-111-606-002-820+
carrier,002_before_861,Shikarpur|POT:T:p|NA|NA|Clay|NA,1,0,satisfied,-:5541.1:Shikarpur:POT:T:p:NA:+002-861-000[
carrier,002_before_861,Unknown|SEAL:S|Bull:i:J|HBF|NA|square,1,0,satisfied,-:5575.1:Unknown:SEAL:S:Bull:i:J:+136-002-861+
carrier,002_before_820,Bhirrana|SEAL:S|Bull1|RAN|NA|square,1,0,satisfied,-:52.1:Bhirrana:SEAL:S:Bull1:+236-002-820+
carrier,002_before_820,Dholavira|SEAL:S|Bull1|NA|NA|NA,1,0,satisfied,-:4234.1:Dholavira:SEAL:S:Bull1:]000-000-002-820+
carrier,002_before_820,Harappa|SEAL:S|Bull1:U|RAN|Steatite|square,1,0,satisfied,H-1045:Harappa:SEAL:S:Bull1:U:+740-900-005-002-820+
carrier,002_before_820,Harappa|TAB:B|Mult|NA|Clay|rectangular,1,0,satisfied,H-1967:Harappa:TAB:B:Mult:+382-760-382-002-820+
carrier,002_before_820,Harappa|TAB:B|NA|NA|Faience|rectangular,1,0,satisfied,H-1882:Harappa:TAB:B:NA:+002-820+
carrier,002_before_820,Harappa|SEAL:S|Bull1|SAN|Steatite|square,1,0,satisfied,H-507:Harappa:SEAL:S:Bull1:]000-032-002-820+
carrier,002_before_820,Mohenjo-daro|SEAL:S|Bull1:S|SAN|NA|square,1,0,satisfied,M-1806:Mohenjo-daro:SEAL:S:Bull1:S:+390-003-002-820+
carrier,002_before_820,Harappa|TAB:B|NA|NA|Faience|circular,1,0,satisfied,H-833:Harappa:TAB:B:NA:+526-554-002-820+
carrier,002_before_820,Harappa|SEAL:S|Bull1:W|NA|Steatite|square,2,0,satisfied,H-18:Harappa:SEAL:S:Bull1:W:]000-220-032-002-820+ | H-45:Harappa:SEAL:S:Bull1:W:+090-740-101-002-820+
carrier,002_before_820,Harappa|SEAL:S|Bull1:II|H|NA|square,1,0,satisfied,H-60:Harappa:SEAL:S:Bull1:II:+621-740-900-003/002-820+
carrier,002_before_820,Harappa|SEAL:R|NA|NA|Steatite|cuboid-convex,3,0,satisfied,H-149:Harappa:SEAL:R:NA:+405-061-033-706-794-630-220-002-820+ | H-649:Harappa:SEAL:R:NA:+520-033-705-233-240-806-002-820+ | H-653:Harappa:SEAL:R:NA:+000-000-000-000-002-820+
carrier,002_before_820,Harappa|TAB:B|NA|NA|Faience|elliptical,1,0,satisfied,H-231:Harappa:TAB:B:NA:+520-220-240-002-820+
carrier,002_before_820,Harappa|TAB:B|NA|SAN|Faience|circular,1,0,satisfied,H-244:Harappa:TAB:B:NA:+104-002-820+
carrier,002_before_820,Harappa|SEAL:S|Bull1|NA|Steatite|square,1,0,satisfied,H-273:Harappa:SEAL:S:Bull1:]000-240-002-820+
carrier,002_before_820,Harappa|SEAL:S|Bull1:I|SAN|Steatite|square,0,1,violated,H-506:Harappa:SEAL:S:Bull1:I:+294-350-595-820-002-820+
carrier,002_before_820,Harappa|SEAL:S|Bull1:W|RAN|Steatite|square,1,0,satisfied,H-514:Harappa:SEAL:S:Bull1:W:+151-220-016-002-820+
carrier,002_before_820,Harappa|SEAL|NA|NA|Steatite|square,1,0,satisfied,H-574:Harappa:SEAL:NA:]000-803-002-820+
carrier,002_before_820,Harappa|TAB:B|Mult|NA|Faience|rectangular,1,0,satisfied,H-702:Harappa:TAB:B:Mult:+137-002-820+
carrier,002_before_820,Harappa|TAB:B|Gavi|NA|Faience|rectangular,1,0,satisfied,H-706:Harappa:TAB:B:Gavi:+700-033-137-002-820+
carrier,002_before_820,Harappa|TAB:B|NA|NA|NA|semi-circular,1,0,satisfied,H-829:Harappa:TAB:B:NA:+139-002-820+
carrier,002_before_820,Harappa|TAB:I|NA|NA|NA|rectangular,1,0,satisfied,H-909:Harappa:TAB:I:NA:+002-820-000[
carrier,002_before_820,Kalibangan|SEAL:S|Bull1:I|RAN|Steatite|square,2,0,satisfied,K-12:Kalibangan:SEAL:S:Bull1:I:+000-003-002-820+ | K-23:Kalibangan:SEAL:S:Bull1:I:+740-441-002-820-033+
carrier,002_before_820,Kalibangan|TAB:B|Gavi|NA|Terracotta|rectangular-round,2,0,satisfied,K-78:Kalibangan:TAB:B:Gavi:+740-817-390-002-820+ | K-157:Kalibangan:TAB:B:Gavi:+740-000-000-002-820+
carrier,002_before_820,Lothal|SEAL:S|Bull1:S|SAN|Steatite|square,1,0,satisfied,L-18:Lothal:SEAL:S:Bull1:S:+415-031-002-820+
carrier,002_before_820,Lothal|SEAL:L|NA|NA|Agate|oval,1,0,satisfied,L-83:Lothal:SEAL:L:NA:+740-806-240-002-820+
carrier,002_before_820,Lothal|TAG|Bull1|NA|Clay|square,1,0,satisfied,L-207:Lothal:TAG:Bull1:+740-482-002-820+
carrier,002_before_820,Lothal|TAG|NA|NA|Clay|NA,1,0,satisfied,L-208:Lothal:TAG:NA:]234-220-002-820[
carrier,002_before_820,Mohenjo-daro|SEAL:S|Gaur|Trough|Steatite|square,2,0,satisfied,M-235:Mohenjo-daro:SEAL:S:Gaur:+368-001-550/740-543-350-002-820+ | M-1088:Mohenjo-daro:SEAL:S:Gaur:+740-540-002-820+
carrier,002_before_820,Mohenjo-daro|SEAL:S|Bull1:W|RBF|Steatite|square,1,0,satisfied,M-1675:Mohenjo-daro:SEAL:S:Bull1:W:+621-390-844-002-820+
carrier,002_before_820,Mohenjo-daro|SEAL:S|Bull1:W|SAN|Steatite|square,10,0,satisfied,M-1737:Mohenjo-daro:SEAL:S:Bull1:W:+740-760-072-921-032-002-820+ | M-1721:Mohenjo-daro:SEAL:S:Bull1:W:+740-042-002-820+ | M-1728:Mohenjo-daro:SEAL:S:Bull1:W:+161-055-240-220-032-002-820+ | M-595:Mohenjo-daro:SEAL:S:Bull1:W:+740-100-415-176-002-820+ | M-1667:Mohenjo-daro:SEAL:S:Bull1:W:+740-690-435-255-220-032-002-717-820+
carrier,002_before_820,Mohenjo-daro|SEAL:S|Bull1:W|NA|Steatite|square,1,0,satisfied,M-1677:Mohenjo-daro:SEAL:S:Bull1:W:+520-382-032-002-820-001-440-012+
carrier,002_before_820,Mohenjo-daro|SEAL:R|NA|NA|Steatite|rectangular,3,0,satisfied,M-1974:Mohenjo-daro:SEAL:R:NA:+064-031-400-521-002-820+ | M-1955:Mohenjo-daro:SEAL:R:NA:+390-920-322-803-002-820+ | M-1306:Mohenjo-daro:SEAL:R:NA:+740-405-590-806-002-820+
carrier,002_before_820,Mohenjo-daro|SEAL:S|Bull1:I|SAN|Steatite|square,1,0,satisfied,M-1706:Mohenjo-daro:SEAL:S:Bull1:I:+740-803-220-032-220-002-820+
carrier,002_before_820,Mohenjo-daro|SEAL:S|Rhin|NA|Steatite|square,2,0,satisfied,M-1911:Mohenjo-daro:SEAL:S:Rhin:+621-390-531-002-820+ | M-1139:Mohenjo-daro:SEAL:S:Rhin:+740-416-621-002-820+
carrier,002_before_820,Mohenjo-daro|SEAL:S|Bull1:X|SAN|Steatite|square,1,0,satisfied,M-1830:Mohenjo-daro:SEAL:S:Bull1:X:+740-388-002-820+
carrier,002_before_820,Mohenjo-daro|SEAL:S|Bull1:W|RAF|Steatite|square,1,0,satisfied,M-1716:Mohenjo-daro:SEAL:S:Bull1:W:+520-220-240-803-002-820+
carrier,002_before_820,Mohenjo-daro|SEAL:S|Bull1|RAN|Steatite|square,1,0,satisfied,M-1851:Mohenjo-daro:SEAL:S:Bull1:+832-390-032/000-032-740-002-820+
carrier,002_before_820,Mohenjo-daro|SEAL:S|Bull1:W|SAF|Steatite|square,2,0,satisfied,M-54:Mohenjo-daro:SEAL:S:Bull1:W:+236-240-033-705-798-002-820+ | M-651:Mohenjo-daro:SEAL:S:Bull1:W:+740-717-220-240-002-820+
carrier,002_before_820,Mohenjo-daro|SEAL:S|Bull1:S|SAN|Steatite|square,2,0,satisfied,M-86:Mohenjo-daro:SEAL:S:Bull1:S:+520-033-705-231-002-820-700+ | M-117:Mohenjo-daro:SEAL:S:Bull1:S:+520-033-705-220-803-055-002-820+
carrier,002_before_820,Mohenjo-daro|SEAL:S|Bull1:T|SAN|Steatite|square,1,0,satisfied,M-174:Mohenjo-daro:SEAL:S:Bull1:T:+740-923-220-032-002-820+
carrier,002_before_820,Mohenjo-daro|SEAL:S|Bull1:J|SAN|Steatite|square,1,0,satisfied,M-200:Mohenjo-daro:SEAL:S:Bull1:J:+740-222-002-820+
carrier,002_before_820,Mohenjo-daro|SEAL:S|Bull1:I|SAN|NA|square,1,0,satisfied,M-221:Mohenjo-daro:SEAL:S:Bull1:I:+740-760-335-220-032-002-820+
carrier,002_before_820,Mohenjo-daro|SEAL:S|Zebu|NA|Faience|square,1,0,satisfied,M-260:Mohenjo-daro:SEAL:S:Zebu:+090-740-220-014-002-820+
carrier,002_before_820,Mohenjo-daro|SEAL:S|NA|NA|Steatite|square,3,0,satisfied,M-314:Mohenjo-daro:SEAL:S:NA:+953-817-390-125-308-809-033/740-760-706-466/520-231-240-235-002-820+ | M-1045:Mohenjo-daro:SEAL:S:NA:+740-100-415-070-032-002-820-000+ | M-1137:Mohenjo-daro:SEAL:S:NA:+740-904-002-820+
carrier,002_before_820,Mohenjo-daro|SEAL:R|NA|NA|Steatite|cuboid-convex,4,0,satisfied,M-375:Mohenjo-daro:SEAL:R:NA:+740-100-233-220-032-002-820+ | M-381:Mohenjo-daro:SEAL:R:NA:+740-055-220-032-798-002-820+ | M-384:Mohenjo-daro:SEAL:R:NA:+740-900-003-803-002-820+ | M-385:Mohenjo-daro:SEAL:R:NA:+407-004-002-820+
carrier,002_before_820,Mohenjo-daro|TAG:P|Zebu|NA|Clay|square,1,0,satisfied,M-437:Mohenjo-daro:TAG:P:Zebu:+740-390-590-002-820+
carrier,002_before_820,Mohenjo-daro|SEAL:S|Bull1:W|S|NA|square,1,0,satisfied,M-623:Mohenjo-daro:SEAL:S:Bull1:W:+740-760-175-176-220-415-798-002-299-530-820+
carrier,002_before_820,Mohenjo-daro|SEAL:S|Bull1:T|SAN|NA|square,1,0,satisfied,M-726:Mohenjo-daro:SEAL:S:Bull1:T:+031-850-140-236-220-032-803-002-820+
carrier,002_before_820,Mohenjo-daro|SEAL:S|Bull1:V|HBN|Steatite|square,1,0,satisfied,M-728:Mohenjo-daro:SEAL:S:Bull1:V:+740-575-017-002-820+
carrier,002_before_820,Mohenjo-daro|SEAL:S|Bull1:W|SBN|Steatite|square,1,0,satisfied,M-780:Mohenjo-daro:SEAL:S:Bull1:W:+740-773-156-002-820+
carrier,002_before_820,Mohenjo-daro|SEAL:S|Bull1:I|RBF|Steatite|square,1,0,satisfied,M-889:Mohenjo-daro:SEAL:S:Bull1:I:+740-384-032-803-002-820+
carrier,002_before_820,Mohenjo-daro|SEAL:S|Bull1|NA|Steatite|square,1,0,satisfied,M-900:Mohenjo-daro:SEAL:S:Bull1:+740-390-590-233-220-415-798-838-002-820+
carrier,002_before_820,Mohenjo-daro|SEAL:S|Zebu|NA|Steatite|square,2,0,satisfied,M-1109:Mohenjo-daro:SEAL:S:Zebu:+520-231-002-820+ | M-1119:Mohenjo-daro:SEAL:S:Zebu:+740-803-002-820-741+
carrier,002_before_820,Mohenjo-daro|SEAL:S|Buff|Trough|Steatite|square,0,1,violated,M-1126:Mohenjo-daro:SEAL:S:Buff:+820/000-000-031-002-817+
carrier,002_before_820,Mohenjo-daro|SEAL:S|Rhin|Trough|NA|square,1,0,satisfied,M-1136:Mohenjo-daro:SEAL:S:Rhin:]740-717-240-002-820+
carrier,002_before_820,Mohenjo-daro|SEAL:S|Rhin|Trough|Steatite|square,1,0,satisfied,M-1138:Mohenjo-daro:SEAL:S:Rhin:+740-585-017-002-820+
carrier,002_before_820,Mohenjo-daro|SEAL:S|NA|NA|Faience|square,1,0,satisfied,M-1178:Mohenjo-daro:SEAL:S:NA:+002-820-906-000[
carrier,002_before_820,Mohenjo-daro|SEAL:R|NA|NA|NA|rectangular,2,0,satisfied,M-1346:Mohenjo-daro:SEAL:R:NA:+740-861-032-233-803-002-820+ | M-1959:Mohenjo-daro:SEAL:R:NA:+740-100-000-002-820+
carrier,002_before_820,Mohenjo-daro|SEAL:R|NA|NA|Steatite|cuboid,1,0,satisfied,M-1354:Mohenjo-daro:SEAL:R:NA:]000-002-820+
carrier,002_before_820,Mohenjo-daro|SEAL:C|NA|NA|Steatite|circular,1,0,satisfied,M-1369:Mohenjo-daro:SEAL:C:NA:]000-055-592-140-832-002-060-820[
carrier,002_before_820,Nausharo|SEAL:S|Bull1:J|HBF|Steatite|square,1,0,satisfied,Ns-5:Nausharo:SEAL:S:Bull1:J:+090-740-220-016-002-820+
carrier,002_before_820,Surkotada|SEAL:S|Bull1|RAN|NA|square,1,0,satisfied,Sktd-1:Surkotada:SEAL:S:Bull1:+390-004-002-390-125-820+
carrier,002_before_820,Unknown|TAB:B|NA|NA|NA|rectangular,1,0,satisfied,?-5:Unknown:TAB:B:NA:+555-233-002-820+
carrier,002_before_820,Unknown|SEAL:S|Bull1:W|SAF|NA|square,1,0,satisfied,-:3896.1:Unknown:SEAL:S:Bull1:W:+740-222-235-002-820+
carrier,002_before_820,Harappa|SEAL:R|NA|NA|NA|rectangular,1,0,satisfied,H-1076:Harappa:SEAL:R:NA:+740-611-706-002-820+
carrier,002_before_820,Mohenjo-daro|ROD|NA|NA|Ivory|NA,0,1,violated,M-2087:Mohenjo-daro:ROD:NA:+820-000-032-740-904-002-861+
carrier,002_before_820,Dholavira|TAG|Bull1|RAN|NA|NA,1,0,satisfied,-:4314.1:Dholavira:TAG:Bull1:+520-000-002-820+
carrier,002_before_820,Dholavira|SEAL:S|Bull1:V|HAN|Steatite|square,0,1,violated,-:4195.1:Dholavira:SEAL:S:Bull1:V:+820-390-590-002-861+
carrier,002_before_820,Kalibangan|SEAL:S|Bull1:J|SAF|NA|square,1,0,satisfied,K-145:Kalibangan:SEAL:S:Bull1:J:+740-585-231-220-032-002-820+
carrier,002_before_820,Kalibangan|POT:T:g|NA|NA|Clay|NA,2,0,satisfied,K-429:Kalibangan:POT:T:g:NA:]002-031-820[ | K-431:Kalibangan:POT:T:g:NA:]000-000-406-002-820+
carrier,002_before_820,Nausharo|SEAL:S|Bull1:I|HBF|Steatite|square,1,0,satisfied,Ns-57:Nausharo:SEAL:S:Bull1:I:+861-111-606-002-820+
carrier,002_before_820,Kanmer|TAG|NA|NA|Clay|circular,1,0,satisfied,-:5420.1:Kanmer:TAG:NA:]000-049-002-820+
carrier,002_before_817,Dholavira|TAG|NA|NA|terracotta|NA,1,0,satisfied,-:4310.1:Dholavira:TAG:NA:]002-817[
carrier,002_before_817,Mohenjo-daro|SEAL:S|Bull1:J|SAN|Steatite|square,8,0,satisfied,M-32:Mohenjo-daro:SEAL:S:Bull1:J:+390-003-002-817+ | M-110:Mohenjo-daro:SEAL:S:Bull1:J:+000-000-002-817+ | M-940:Mohenjo-daro:SEAL:S:Bull1:J:+527-555-002-817+ | M-90:Mohenjo-daro:SEAL:S:Bull1:J:+740-840-013-031-002-817+ | M-101:Mohenjo-daro:SEAL:S:Bull1:J:+390-503-740-168-002-817+
carrier,002_before_817,Chanhu-daro|SEAL:S|NA|NA|Steatite|square,1,0,satisfied,C-78:Chanhu-daro:SEAL:S:NA:+740-636-240/002-817+
carrier,002_before_817,Harappa|SEAL:S|Bull1|SAN|Steatite|square,1,0,satisfied,H-501:Harappa:SEAL:S:Bull1:+520-233-803-002-817+
carrier,002_before_817,Chanhu-daro|SEAL:S|Bull1:L|RAN|Steatite|square,1,0,satisfied,C-4:Chanhu-daro:SEAL:S:Bull1:L:+520-235-803-002-817+
