governor,closure,edge,exact_cells,terminal_cells,terminal_share,sites,types,examples
617,142,617-142,20,6,0.3,3,4,-:+617-142+ | H-72:+617-142+ | H-185:+617-142+ | M-1976:+617-142-002-817+ | M-2028:+617-142+
233,002,233-002,19,0,0,5,4,H-137:+740-443-388-033-705-233-002-817+ | H-688:+520-233-002-861-831-165+ | Jk-2:+740-803-233-002-817+ | L-1:+527-550-233-002-812-095+ | L-4:+090-740-100-233-002-575-031+
527,550,527-550,19,3,0.15789473684210525,3,5,H-1294:+527-550-233+ | H-611:+527-550-002-125-590+ | L-1:+527-550-233-002-812-095+ | L-52:+527-550+ | L-122:+527-550-740-443-060-820+
700,032,700-032,19,15,0.7894736842105263,3,2,H-1312:+700-032+ | H-1133:+700-032+ | -:+700-032+ | H-2016:+700-032-740-335-575-413+ | H-1771:+700-032+
740,482,740-482,18,1,0.05555555555555555,4,5,C-59:+740-482-235+ | H-2010:+740-482-240-002-861+ | H-270:+740-482-055-220-415-798-803-742-617+ | H-806:+740-482-240-002-861+ | L-23:+740-482-235+
233,235,233-235,17,5,0.29411764705882354,3,4,H-21:+405-061-527-555-233-235-806-002-817+ | H-141:+405-032-900-003-070-002-233-235+ | M-1917:+400-527-555-233-235+ | M-1906:+520-033-705-233-235-060-820+ | -:+407-585-033-705-233-235-806+
405,590,405-590,17,3,0.17647058823529413,3,4,H-1657:+740-405-590-032-900-003-806-235-220-032-002-690-921+ | H-8:+354-001-740-405-590-033-706-002-690-921+ | H-134:+740-405-590-220-003-002-861+ | H-158:+154-806-472-001-740-405-590+ | H-204:+400-740-405-590-235-806+
740,061,740-061,17,6,0.35294117647058826,4,3,B-8:+740-061+ | H-1894:+400-740-061-140+ | H-1671:+740-061-002-455-420-032+ | H-1684:+682-413-840/740-061+ | H-1929:+400-740-061-140+
740,752,740-752,17,1,0.058823529411764705,2,4,H-2022:+740-752-175-002-861+ | H-2021:+740-752-070-255-832+ | H-2021:+740-752-463-495-240-415+ | H-1793:+740-752-482-240+ | H-47:+740-752-482+
740,904,740-904,17,0,0,4,4,Ad-3:+740-904-033-705-235+ | -:+740-904-240-002-817+ | -:+740-904-240+ | H-1897:+400-740-904-240+ | H-1705:+740-904-231-240-798-060-692+
001,740,001-740,16,0,0,3,3,H-8:+354-001-740-405-590-033-706-002-690-921+ | H-27:+154-806-468-001-740-877-032+ | H-143:+154-806-469-001-740-877-032+ | H-158:+154-806-472-001-740-405-590+ | H-420:+407-004-001-740-443-388-140+
220,003,220-003,16,7,0.4375,5,4,H-1056:+400-090-740-220-003+ | H-1043:+151-760-220-003-002-861+ | H-68:+090-740-220-003-002-390-072+ | H-134:+740-405-590-220-003-002-861+ | K-9:+515-740-220-003-900+
740,388,740-388,16,4,0.25,3,5,H-1862:+700-033-400-740-388+ | H-1834:+740-388-031+ | H-1863:+400-740-388+ | H-1945:+400-740-388-717-705+ | H-26:+740-388-231-240-798-001-820+
740,405,740-405,16,1,0.0625,4,5,C-87:+740-405+ | H-1657:+740-405-590-032-900-003-806-235-220-032-002-690-921+ | H-8:+354-001-740-405-590-033-706-002-690-921+ | H-134:+740-405-590-220-003-002-861+ | H-158:+154-806-472-001-740-405-590+
740,803,740-803,16,4,0.25,5,3,B-19:+740-803+ | C-8:+740-803-233-741-250-579+ | H-2040:+740-803-060-550+ | H-1851:+740-803-892-031-002-861+ | H-776:+740-803-741-031-032-716+
001,820,001-820,15,11,0.7333333333333333,3,3,H-2089:+869-060-001-820+ | H-26:+740-388-231-240-798-001-820+ | H-411:+740-440-240-001-820+ | M-1762:+645-202-001-820+ | M-157:+740-900-790-233-798-001-820+
156,003,156-003,15,10,0.6666666666666666,3,3,H-2238:+156-003+ | H-81:+156-003+ | H-288:+156-003+ | H-499:+156-003+ | L-42:+156-003+
240,798,240-798,15,8,0.5333333333333333,2,4,H-423:+520-220-240-798-060-692+ | H-1922:+400-740-920-320-233-240-798+ | H-1705:+740-904-231-240-798-060-692+ | H-26:+740-388-231-240-798-001-820+ | H-659:+407-845-140-740-233-240-798-365-263+
415,798,415-798,15,5,0.3333333333333333,2,3,H-133:+740-554-220-415-798-060-692+ | H-203:+400-740-220-415-798+ | H-270:+740-482-055-220-415-798-803-742-617+ | H-386:+527-555-740-055-240-415-798-060-201+ | M-1956:+740-900-790-220-415-798-806+
520,240,520-240,15,3,0.2,3,4,H-1912:+520-240+ | H-148:+520-240-235+ | H-252:+520-240-002-405-501+ | H-260:+520-240-002-405-501+ | H-866:+520-240-002-405-501+
705,233,705-233,15,2,0.13333333333333333,3,4,H-24:+740-626-176-033-705-233+ | H-137:+740-443-388-033-705-233-002-817+ | H-649:+520-033-705-233-240-806-002-820+ | M-1665:+520-033-705-233-240-002-610-125-032+ | M-1906:+520-033-705-233-235-060-820+
806,002,806-002,15,0,0,2,2,H-21:+405-061-527-555-233-235-806-002-817+ | H-22:+740-920-320-233-806-002-405-321+ | H-130:+409-032-845-033-705-231-806-002-595-812-125-717+ | H-135:+740-773-231-806-002-861+ | H-388:+520-033-706-231-806-002-817+
002,390,002-390,14,0,0,5,2,H-68:+090-740-220-003-002-390-072+ | H-773:+740-798-803-002-390-530-741+ | M-38:+740-690-435-255-220-032-240-235-002-390-125-632-032+ | M-70:+226-032-002-390-692+ | M-71:+151-279-142-002-390-095+
031,002,031-002,14,0,0,5,3,Dlv-1:+151-382-031-002-861+ | H-1851:+740-803-892-031-002-861+ | H-129:+409-061-740-235-220-031-002-861-244-165+ | H-177:+700-033-151-706-031-002-817+ | K-40:+760-031-002-861-791-440-717+
100,176,100-176,14,3,0.21428571428571427,3,5,H-1080:+740-100-176+ | H-741:+400-740-100-176-175+ | H-23:+740-100-176-405-019+ | H-179:+740-100-176+ | H-210:+740-100-176-101+
154,806,154-806,14,0,0,3,3,H-1999:+400-154-806-467+ | H-1788:+154-806-470-002-861+ | H-27:+154-806-468-001-740-877-032+ | H-132:+154-806-471-407-845-740-233-231-798+ | H-143:+154-806-469-001-740-877-032+
233,240,233-240,14,3,0.21428571428571427,4,3,Dlp-1:+740-920-324-233-240-013-817+ | H-1052:+503-233-240+ | H-874:+520-233-240+ | H-1922:+400-740-920-320-233-240-798+ | H-1678:+520-233-240-220-032+
368,817,368-817,14,14,1,2,3,H-2192:+690-368-817+ | H-1827:+700-032-690-368-817+ | H-54:+390-003-368-817+ | H-236:+690-368-817+ | H-825:+368-817+
798,002,798-002,14,0,0,3,3,H-1051:+400-740-575-017-920-320-798-002-861+ | H-446:+740-585-798-002-861-216+ | M-1681:+520-072-233-740-798-002-861-832+ | M-1954:+740-407-590-031-752-033-705-220-415-798-002-861+ | M-50:+740-585-017-033-705-240-798-002-820+
035,171,035-171,13,7,0.5384615384615384,3,5,H-219:+415-035-171+ | H-565:+090-740-035-171-061+ | M-2067:+035-171+ | M-2036:+035-171+ | M-1883:+090-740-035-171-061-031-002-069+
176,002,176-002,13,0,0,3,5,H-2016:+317-740-335-740-176-002-920-491+ | L-46:+527-388-233-740-176-002-861-392+ | M-2060:+740-176-002-861+ | M-1880:+151-176-002-861+ | M-963:+740-176-002-817+
231,002,231-002,13,0,0,5,2,H-459:+527-555-231-002-817+ | K-25:+520-231-002-220-065-132-082+ | L-82:+806-231-002-221+ | M-1674:+090-740-222-231-002-861-683+ | M-4:+298-465-033-705-231-002-564-617-033+
233,803,233-803,13,6,0.46153846153846156,4,4,C-67:+520-233-803-002-817+ | C-9:+151-233-803-033-705-240+ | H-1842:+740-690-435-176-233-803+ | H-240:+740-904-032-233-803+ | H-501:+520-233-803-002-817+
240,220,240-220,13,2,0.15384615384615385,3,4,-:+240-220+ | H-294:+090-740-240-220+ | H-1678:+520-233-240-220-032+ | M-1990:+740-760-440-240-220-002-861+ | M-1728:+161-055-240-220-032-002-820+
527,555,527-555,13,1,0.07692307692307693,3,2,H-21:+405-061-527-555-233-235-806-002-817+ | H-386:+527-555-740-055-240-415-798-060-201+ | H-459:+527-555-231-002-817+ | L-51:+527-555-231-235+ | L-89:+527-555-235-002-861+
700,034,700-034,13,10,0.7692307692307693,2,4,H-1138:+700-034+ | H-1354:+700-034+ | H-1273:+700-034+ | H-1981:+700-034+ | H-1943:+700-034+
740,240,740-240,13,0,0,4,3,C-70:+032-031/151-740-240-235+ | H-294:+090-740-240-220+ | H-2055:+090-740-240-235+ | H-2020:+090-740-240-235+ | H-421:+679-740-240-060-550+
740,384,740-384,13,2,0.15384615384615385,4,4,H-1943:+740-384-031+ | H-140:+740-384-032-002-817+ | H-790:+400-740-384-033+ | M-1771:+740-384-741-859+ | M-213:+740-384-002-390-346+
740,575,740-575,13,1,0.07692307692307693,3,4,H-1051:+400-740-575-017-920-320-798-002-861+ | H-2183:+400-740-575-017-798+ | H-296:+400-740-575-017-920+ | H-592:+740-575-017-220-415-803+ | Krs-2:+740-575-017+
740,717,740-717,13,4,0.3076923076923077,3,4,H-1854:+400-740-717+ | H-2136:+400-740-717+ | H-103:+159-097/520-033-705/740-717-220-415-806+ | H-178:+400-740-717+ | H-601:+740-717-233-220-032+
740,840,740-840,13,0,0,6,6,Ad-6:+072-170-740-840-013+ | H-1711:+740-840-013-745-031-370+ | H-147:+740-840-013+ | H-326:+740-840-013+ | H-875:+400-740-840-013+
840,013,840-013,13,9,0.6923076923076923,5,6,Ad-6:+072-170-740-840-013+ | H-1711:+740-840-013-745-031-370+ | H-147:+740-840-013+ | H-326:+740-840-013+ | H-469:+740-760-840-013+
061,002,061-002,12,0,0,4,3,Blk-2:+390-717-061-002-368-634+ | H-1671:+740-061-002-455-420-032+ | M-1772:+740-400-142-061-002-798-435-255-705+ | M-164:+740-142-061-002-817+ | M-204:+740-061-002-817+
226,032,226-032,12,3,0.25,4,5,C-24:+390-128-702-032/226-032-013-480-850+ | H-1321:+400-226-032+ | L-48:+865-685/226-032-741-390+ | L-219:+233-226-032-001-223-575+ | M-1769:+865-032/226-032-700-605+
240,060,240-060,12,0,0,6,3,H-1138:+740-603-240-060-692+ | H-1845:+740-642-240-060-692+ | H-14:+740-772-240-060-415-056+ | H-17:+520-233-240-060-201+ | H-360:+740-636-240-060-692+
240,741,240-741,12,0,0,3,1,H-89:+232-240-741-060-920+ | H-102:+740-630-240-741-861+ | H-449:+740-390-590-240-741-390-728+ | H-450:+740-100-240-741-702-900-003+ | -:+740-840-416-240-741-500-091+
368,861,368-861,12,5,0.4166666666666667,4,3,H-139:+368-861-503+ | H-458:+368-861-575+ | K-6:+622-740-717/368-861-820-551+ | K-10:+740-690-435-255-002-368-861-590-032-368+ | L-29:+390-003-480-368-861+
400,158,400-158,12,0,0,2,3,H-1980:+400-158-806-475+ | H-2185:+400-158-690+ | H-189:+400-158-806-470+ | H-208:+400-158-806-472+ | H-226:+400-158-904-736+
407,004,407-004,12,2,0.16666666666666666,2,4,H-1785:+407-004-002-861+ | H-420:+407-004-001-740-443-388-140+ | H-518:+407-004+ | H-665:+407-004-060-692+ | M-385:+407-004-002-820+
415,002,415-002,12,0,0,2,2,L-145:+390-415-002-550+ | M-1696:+520-033-705-220-415-002-861+ | M-109:+740-879-220-415-002-287-140+ | M-154:+520-220-621-415-002-257-898+ | M-248:+740-100-415-002-705-590+
520,070,520-070,12,0,0,5,3,H-1916:+520-070-255-832+ | H-64:+520-070-921-240+ | H-91:+520-070-253-060-692+ | L-92:+520-070-255-832-002-817+ | M-1661:+520-070-219-002-861-032-520-919-140+
575,017,575-017,12,1,0.08333333333333333,3,4,H-1051:+400-740-575-017-920-320-798-002-861+ | H-2183:+400-740-575-017-798+ | H-296:+400-740-575-017-920+ | H-592:+740-575-017-220-415-803+ | Krs-2:+740-575-017+
590,032,590-032,12,3,0.25,4,4,H-2193:+590-032-220+ | H-2149:+590-032-645-003+ | H-2020:+690-590-032-220+ | H-1657:+740-405-590-032-900-003-806-235-220-032-002-690-921+ | H-515:+740-798-463-350-741-590-032+
740,222,740-222,12,1,0.08333333333333333,5,3,C-53:+032-031/740-222-235-002-861+ | H-1869:+151-740-222+ | M-1674:+090-740-222-231-002-861-683+ | M-1671:+791-575-413/740-222-176-060-920+ | M-82:+740-222-002-207-550-390+
740,255,740-255,12,1,0.08333333333333333,2,3,H-2198:+740-255-032+ | H-1840:+090-740-255-705-060-550+ | H-2123:+740-255-061+ | M-1855:+740-255+ | M-72:+740-255-705-140-003-002-861+
740,920,740-920,12,1,0.08333333333333333,4,5,Dlp-1:+740-920-324-233-240-013-817+ | H-1922:+400-740-920-320-233-240-798+ | H-2135:+740-920-318-700-692+ | H-22:+740-920-320-233-806-002-405-321+ | H-46:+740-920-320-235+
741,390,741-390,12,1,0.08333333333333333,3,2,H-369:+368-033-705-031-741-390-741+ | H-449:+740-390-590-240-741-390-728+ | L-48:+865-685/226-032-741-390+ | M-165:+817-740-194/740-760-001-741-390-032+ | M-1712:+240-741-390-458+
002,368,002-368,11,0,0,6,1,Blk-2:+390-717-061-002-368-634+ | B-1:+090-740-220-002-368-550-821+ | H-600:+002-368-260+ | K-10:+740-690-435-255-002-368-861-590-032-368+ | M-1789:+740-455-002-368-260+
220,002,220-002,11,0,0,3,4,B-1:+090-740-220-002-368-550-821+ | H-149:+405-061-033-706-794-630-220-002-820+ | M-1709:+621-520-220-002-817+ | M-1990:+740-760-440-240-220-002-861+ | M-1706:+740-803-220-032-220-002-820+
220,016,220-016,11,6,0.5454545454545454,4,5,C-40:+390-095-909-005-825-776-220-016+ | H-1086:+220-016+ | H-1121:+400-520-220-016+ | H-1028:+220-016+ | H-98:+861-920/520-220-016+
390,016,390-016,11,5,0.45454545454545453,4,2,-:+390-016-002-861+ | H-71:+390-016+ | M-1799:+390-016+ | M-17:+390-016-002-814-560+ | M-158:+390-016-060-550+
636,240,636-240,11,4,0.36363636363636365,3,3,C-78:+740-636-240/002-817+ | H-1308:+740-690-636-240+ | H-298:+400-740-636-240+ | H-301:+400-740-636-240-031-032-171+ | H-360:+740-636-240-060-692+
740,615,740-615,11,1,0.09090909090909091,2,3,H-87:+740-615-703+ | H-612:+740-615-495-002-825+ | H-838:+740-615-495-002-817+ | M-1726:+740-615-495-240-002-861+ | M-1803:+740-615-503+
900,003,900-003,11,2,0.18181818181818182,3,2,H-1657:+740-405-590-032-900-003-806-235-220-032-002-690-921+ | H-25:+740-900-003-806-033-705-235-055+ | H-60:+621-740-900-003/002-820+ | H-141:+405-032-900-003-070-002-233-235+ | H-450:+740-100-240-741-702-900-003+
002,031,002-031,10,0,0,4,2,C-6:+817-521-521/090-740-221-002-031-500+ | H-44:+520-033-706-235-798-803-002-031-892+ | H-389:+740-405-590-235-002-031-480-625+ | M-1745:+368-821-055-031-002-031-892+ | M-211:+090-740-100-220-002-031-165+
032,700,032-700,10,7,0.7,2,3,H-1942:+032-700+ | H-1932:+032-700+ | H-1855:+032-700+ | H-1899:+032-032-700+ | H-1930:+032-700-601+
235,806,235-806,10,7,0.7,2,5,H-21:+405-061-527-555-233-235-806-002-817+ | H-204:+400-740-405-590-235-806+ | -:+407-585-033-705-233-235-806+ | M-10:+405-061-070-032-033-706-235-806-002-267-455+ | M-29:+740-055-240-235-806-002-220-455-503+
400,520,400-520,10,0,0,2,3,H-1121:+400-520-220-016+ | H-1770:+400-520-233+ | H-1933:+400-520-400-352+ | H-213:+400-520-400-352+ | H-214:+400-520-400-353+
590,235,590-235,10,4,0.4,2,4,H-204:+400-740-405-590-235-806+ | H-389:+740-405-590-235-002-031-480-625+ | H-694:+740-390-590-235-368-806+ | H-857:+740-390-590-235+ | M-66:+740-390-590-235-002-374-309-350+
679,740,679-740,10,0,0,2,2,H-421:+679-740-240-060-550+ | M-1989:+679-740-575-017-798+ | M-1989:+679-740-575+ | M-1720:+679-740-233-240+ | M-393:+679-740-575-017-240-806-002-540+
740,400,740-400,10,0,0,4,3,C-15:+740-400-920-031+ | H-1906:+400-090-740-400-090+ | H-1672:+740-400-142-061-033+ | H-1679:+740-400-142-061+ | H-780:+740-400-142-061+
740,636,740-636,10,0,0,3,3,C-78:+740-636-240/002-817+ | H-298:+400-740-636-240+ | H-301:+400-740-636-240-031-032-171+ | H-360:+740-636-240-060-692+ | H-823:+740-636-240-060-692+
900,005,900-005,10,5,0.5,2,3,H-1045:+740-900-005-002-820+ | H-512:+740-900-005+ | H-589:+740-900-005-033+ | M-138:+740-900-005+ | M-194:+090-740-900-005+
001,368,001-368,9,0,0,3,2,C-56:+001-368-767+ | H-40:+740-798-235-001-368-831-165+ | M-1:+001-368-861-255-371+ | M-84:+740-765-240-001-368-920+ | M-573:+740-222-233-235/617-142-001-368-861+
001,480,001-480,9,3,0.3333333333333333,5,6,H-2134:+001-480-388-032+ | Hd-4:+001-480+ | Krs-1:+215-001-480-306-813-033-060-413-346-706+ | L-274:+790-001-480+ | M-2061:+742-406/740-482-235-001-480+
001,741,001-741,9,0,0,4,4,L-124:+090-740-220-055-001-741-500-705+ | L-125:+090-740-220-055-001-741-500-705+ | L-129:+090-740-220-055-001-741-500-705+ | L-193:+090-740-220-055-001-741-500-705+ | L-206:+090-740-220-055-001-741-500-705+
002,220,002-220,9,0,0,3,2,H-82:+390-017-002-220-455-741+ | H-268:+740-585-017-033-706-803-002-220-455-920+ | K-25:+520-231-002-220-065-132-082+ | M-29:+740-055-240-235-806-002-220-455-503+ | M-46:+740-798-240-235-002-220-065-215+
016,002,016-002,9,0,0,5,2,C-3:+740-016-002-920-317+ | -:+390-016-002-861+ | H-514:+151-220-016-002-820+ | M-17:+390-016-002-814-560+ | M-53:+090-740-220-016-002-297-190-920-140+
033,033,033-033,9,5,0.5555555555555556,5,4,H-1662:+033-033/740-142-061-140-002-546+ | H-1899:+520-033-033+ | H-1670:+740-760-033-033-240-002-824+ | H-1182:+033-033+ | K-22:+866-151-033-033+
142,061,142-061,9,3,0.3333333333333333,2,2,H-1662:+033-033/740-142-061-140-002-546+ | H-1672:+740-400-142-061-033+ | H-1679:+740-400-142-061+ | H-780:+740-400-142-061+ | M-1772:+740-400-142-061-002-798-435-255-705+
158,806,158-806,9,0,0,2,2,H-1980:+400-158-806-475+ | H-1979:+740-158-806-467+ | H-58:+158-806-468-740-752-231-235+ | H-189:+400-158-806-470+ | H-190:+158-806-465+
