checked_date,object,id,prev_before_002,head_after_002,sign_after_head,head_is_390,prev_is_235,sign_after_head_is_125,terminal_after_head,tail_after_head,symbol,cult,complete,condition,text
2026-05-31,M-1728,2417.1,032,820,,False,False,False,False,<END>,Bull1:W,SAN,Y,Good,+161-055-240-220-032-002-820+
2026-05-31,M-1844,2418.1,004,817,,False,False,False,False,<END>,Bull1:U,SAN,Y,Poor,+390-004-002-817+
2026-05-31,M-1830,2435.1,388,820,,False,False,False,False,<END>,Bull1:X,SAN,Y,Poor,+740-388-002-820+
2026-05-31,M-1913,2438.1,416,817,,False,False,False,False,<END>,Elep,None,?,Poor,]416-002-817+
2026-05-31,M-1750,2450.1,004,861,,False,False,False,False,<END>,Bull1:W,SAN,Y,Fair,+390-004-002-861+
2026-05-31,M-984,2453.1,004,817,,False,False,False,False,<END>,Bull1,-,Y,Poor,+390-004-002-817+
2026-05-31,M-1752,2457.1,019,817,,False,False,False,False,<END>,Bull1:S,SAN,Y,Fair,+740-760-019-002-817+
2026-05-31,M-595,2464.1,176,820,,False,False,False,False,<END>,Bull1:W,SAN,Y,Fair,+740-100-415-176-002-820+
2026-05-31,M-1665,2473.1,240,610,125,False,False,True,False,125 032,Bull1:W,SAN,Y,Fair,+520-033-705-233-240-002-610-125-032+
2026-05-31,M-1907,2482.1,005,455,511,False,False,False,True,511,Rhin,Trough,Y,Poor,+390-005-002-455-511+
2026-05-31,M-1667,2490.1,032,717,820,False,False,False,True,820,Bull1:W,SAN,Y,Poor,+740-690-435-255-220-032-002-717-820+
2026-05-31,M-1716,2506.1,803,820,,False,False,False,False,<END>,Bull1:W,RAF,Y,Good,+520-220-240-803-002-820+
2026-05-31,M-1833,2509.1,015,861,,False,False,False,False,<END>,Bull1:S,RAN,Y,Fair,+390-015-002-861+
2026-05-31,M-1884,2510.1,016,416,000,False,False,False,True,000,Gaur,Trough,N,Poor,+520-220-016-002-416-000+
2026-05-31,M-1851,2515.1,740,820,,False,False,False,False,<END>,Bull1,RAN,N,Poor,+832-390-032/000-032-740-002-820+
2026-05-31,M-1662,2526.1,233,817,192,False,False,False,False,192 000,Bull1:W,SAF,N,Poor,+520-033-706-233-002-817-192-000+
2026-05-31,M-4,2533.1,231,564,617,False,False,False,False,617 033,Bull1:W,SAF,Y,Good,+298-465-033-705-231-002-564-617-033+
2026-05-31,M-7,2536.1,240,861,,False,False,False,False,<END>,Bull1:W,SAN,Y,Good,+407-845-140-740-101-923-240-002-861+
2026-05-31,M-10,2539.1,806,267,455,False,False,False,True,455,Bull1:W,-,Y,Fair,+405-061-070-032-033-706-235-806-002-267-455+
2026-05-31,M-12,2540.1,233,368,202,False,False,False,False,202 892 371,Bull1:W,SAN,Y,Fine,+740-390-590-233-002-368-202-892-371+
2026-05-31,M-14,2542.1,503,817,,False,False,False,False,<END>,Bull1:W,SAN,Y,Fine,+740-776-503-002-817+
2026-05-31,M-15,2543.1,176,861,,False,False,False,False,<END>,Bull1:W,SAN,Y,Good,+090-740-176-002-861+
2026-05-31,M-17,2545.1,016,814,560,False,False,False,True,560,Bull1:W,SAF,Y,Good,+390-016-002-814-560+
2026-05-31,M-19,2547.1,000,861,,False,False,False,False,<END>,Bull1:W,SAF,N,Poor,]000-000-002-861+
2026-05-31,M-20,2548.1,005,861,036,False,False,False,False,036 460 513,Bull1:W,SAF,Y,Good,+390-005-002-861-036-460-513+
2026-05-31,M-21,2549.1,032,861,,False,False,False,False,<END>,Bull1:W,SAN,Y,Good,+350-001-740-362-692-032-002-861+
2026-05-31,M-24,2552.1,235,906,140,False,True,False,True,140,Bull1:W,HAF,Y,Good,+090-740-240-235-002-906-140+
2026-05-31,M-28,2556.1,416,861,,False,False,False,False,<END>,Bull1:W,SAN,Y,Good,+892-374-740-760-840-416-002-861+
2026-05-31,M-29,2557.1,806,220,455,False,False,False,False,455 503,Bull1:W,SAN,Y,Good,+740-055-240-235-806-002-220-455-503+
2026-05-31,M-32,2560.1,003,817,,False,False,False,False,<END>,Bull1:J,SAN,Y,Good,+390-003-002-817+
2026-05-31,M-33,2561.1,233,112,,False,False,False,False,<END>,Bull1:W,SAN,Y,Fair,+740-032-923-382-233-002-112+
2026-05-31,M-34,2562.1,176,405,372,False,False,False,False,372 374,Bull1:W,SAN,Y,Good,+740-336-176-002-405-372-374+
2026-05-31,M-35,2563.1,231,107,,False,False,False,False,<END>,Bull1:W,SAN,Y,Good,+740-390-590-233-231-002-107+
2026-05-31,M-36,2564.1,032,368,906,False,False,False,False,906 329,Bull1:S,SAN,Y,Good,+740-794-630-220-032-002-368-906-329+
2026-05-31,M-38,2566.1,235,390,125,True,True,True,False,125 632 032,Bull1:J,SAN,Y,Good,+740-690-435-255-220-032-240-235-002-390-125-632-032+
2026-05-31,M-40,2568.1,391,527,475,False,False,False,False,475 005,Bull1:J,SAN,Y,Fair,+391-002-527-475-005+
2026-05-31,M-41,2569.1,235,405,125,False,True,True,False,125 820,Bull1:W,SAN,Y,Good,+740-636-240-233-235-002-405-125-820+
2026-05-31,M-42,2570.1,240,817,,False,False,False,False,<END>,Bull1:S,SAN,Y,Fair,+527-550-240-002-817+
2026-05-31,M-43,2571.1,231,055,373,False,False,False,True,373,Bull1:W,SAN,Y,Good,+740-798-231-002-055-373+
2026-05-31,M-44,2572.1,803,920,317,False,False,False,True,317,Bull1:W,SAF,Y,Fair,+740-760-033-705-803-002-920-317+
2026-05-31,M-46,2574.1,235,220,065,False,True,False,False,065 215,Bull1:W,SAN,Y,Good,+740-798-240-235-002-220-065-215+
2026-05-31,M-47,2575.1,235,861,,False,True,False,False,<END>,Bull1:J,SA,Y,Poor,+740-760-235-002-861+
2026-05-31,M-49,2577.1,032,300,350,False,False,False,False,350 032 190,Bull1:W,SAN,Y,Poor,+527-550-240-220-032-002-300-350-032-190+
2026-05-31,M-50,2578.1,798,820,,False,False,False,False,<END>,Bull1:W,SAN,Y,Good,+740-585-017-033-705-240-798-002-820+
2026-05-31,M-52,2580.1,803,504,717,False,False,False,True,717,Bull1:W,SAF,Y,Good,+740-904-032-220-415-235-803-002-504-717+
2026-05-31,M-53,2581.1,016,297,190,False,False,False,False,190 920 140,Bull1:W,SAN,Y,Good,+090-740-220-016-002-297-190-920-140+
2026-05-31,M-54,2582.1,798,820,,False,False,False,False,<END>,Bull1:W,SAF,Y,Good,+236-240-033-705-798-002-820+
2026-05-31,M-57,2585.1,798,693,,False,False,False,False,<END>,Bull1:W,SAN,Y,Good,+226-032-231-798-002-693+
2026-05-31,M-58,2586.1,503,817,,False,False,False,False,<END>,Bull1:W,SAN,Y,Good,+740-460-503-002-817+
2026-05-31,M-66,2594.1,235,374,309,False,True,False,False,309 350,Bull1:J,RBF,Y,Good,+740-390-590-235-002-374-309-350+
2026-05-31,M-70,2598.1,032,390,692,True,False,False,True,692,Bull1:T,SAF,Y,Poor,+226-032-002-390-692+
2026-05-31,M-71,2599.1,142,390,095,True,False,False,True,095,Bull1:J,SAN,Y,Good,+151-279-142-002-390-095+
2026-05-31,M-72,2600.1,003,861,,False,False,False,False,<END>,Bull1:V,None,Y,Poor,+740-255-705-140-003-002-861+
2026-05-31,M-75,2603.1,004,817,,False,False,False,False,<END>,Bull1:W,SAN,Y,Good,+520-220-004-002-817+
2026-05-31,M-77,2604.1,803,861,,False,False,False,False,<END>,Bull1:W,SAN,Y,Good,+832-390-803-002-861+
2026-05-31,M-79,2606.1,233,861,,False,False,False,False,<END>,Bull1:J,SAN,Y,Fair,+688/740-100-240-233-002-861+
2026-05-31,M-81,2608.1,240,617,070,False,False,False,True,070,Bull1:S,SAN,Y,Good,+527-555-240-002-617-070+
2026-05-31,M-82,2609.1,222,207,550,False,False,False,False,550 390,Bull1:I,SAN,Y,Good,+740-222-002-207-550-390+
2026-05-31,M-86,2613.1,231,820,700,False,False,False,True,700,Bull1:S,SAN,Y,Good,+520-033-705-231-002-820-700+
2026-05-31,M-90,2617.1,031,817,,False,False,False,False,<END>,Bull1:J,SAN,Y,Good,+740-840-013-031-002-817+
2026-05-31,M-91,2618.1,032,861,255,False,False,False,False,255 416,Bull1:S,SAN,Y,Good,+740-100-798-220-032-002-861-255-416+
2026-05-31,M-92,2619.1,350,814,084,False,False,False,True,084,Bull1:S,SAN,Y,Good,+740-798-460-350-002-814-084+
2026-05-31,M-95,2622.1,003,111,165,False,False,False,True,165,Bull1:S,SAN,Y,Good,+390-003-002-111-165+
2026-05-31,M-99,2626.1,215,368,119,False,False,False,True,119,Bull1:S,SAN,Y,Good,+740-215-002-368-119+
2026-05-31,M-100,2627.1,705,861,,False,False,False,False,<END>,Bull1:S,SAN,Y,Good,+090-740-255-705-002-861+
2026-05-31,M-101,2628.1,168,817,,False,False,False,False,<END>,Bull1:J,SAN,Y,Good,+390-503-740-168-002-817+
2026-05-31,M-103,2630.1,004,820,,False,False,False,False,<END>,Bull1:W,SAN,Y,Good,+390-004-002-820+
2026-05-31,M-106,2633.1,000,000,350,False,False,False,True,350,Bull1:J,SAN,N,Poor,+740-760-000-002-000-350+
2026-05-31,M-107,2634.1,233,940,260,False,False,False,True,260,Bull1:S,SAN,Y,Good,+740-565-233-002-940-260+
2026-05-31,M-109,2636.1,415,287,140,False,False,False,True,140,Bull1:S,SAN,Y,Good,+740-879-220-415-002-287-140+
2026-05-31,M-110,2637.1,000,817,,False,False,False,False,<END>,Bull1:J,SAN,N,Poor,+000-000-002-817+
2026-05-31,M-114,2641.1,440,297,416,False,False,False,True,416,Bull1:S,SAN,Y,Good,+740-760-440-002-297-416+
2026-05-31,M-115,2642.1,803,301,190,False,False,False,True,190,Bull1,SAN,Y,Poor,+390-844-140-176-803-002-301-190+
2026-05-31,M-116,2643.1,013,817,,False,False,False,False,<END>,Bull1:I,SAN,Y,Good,+740-100-176-840-013-002-817+
2026-05-31,M-117,2644.1,055,820,,False,False,False,False,<END>,Bull1:S,SAN,Y,Fair,+520-033-705-220-803-055-002-820+
2026-05-31,M-118,2645.1,803,861,,False,False,False,False,<END>,Bull1:W,SAN,Y,Fair,+740-772-033-705-233-803-002-861+
2026-05-31,M-119,2646.1,484,390,125,True,False,True,False,125 632 032 900 563,Bull1:S,SAN,Y,Good,+151-337-484-002-390-125-632-032-900-563+
2026-05-31,M-130,2657.1,032,144,,False,False,False,False,<END>,Bull1:J,SAN,Y,Good,+740-094-220-032-002-144+
2026-05-31,M-141,2668.1,240,031,000,False,False,False,True,000,Bull1:J,RAN,N,Fair,+817-255-636/000-000-000-240-002-031-000+
2026-05-31,M-142,2669.1,140,861,,False,False,False,False,<END>,Bull1:J,RAF,Y,Good,+136-140-002-861+
2026-05-31,M-143,2670.1,032,252,840,False,False,False,True,840,Bull1:J,RAF,Y,Good,+740-205-032-002-252-840+
2026-05-31,M-144,2671.1,240,817,,False,False,False,False,<END>,Bull1:J,RBN,Y,Good,+740-100-415-240-002-817+
2026-05-31,M-147,2674.1,803,220,455,False,False,False,False,455 520,Bull1:J,RAF,Y,Good,+226-803-002-220-455-520+
2026-05-31,M-152,2679.1,772,861,,False,False,False,False,<END>,Bull1:J,RAF,Y,Good,+740-772-002-861+
2026-05-31,M-154,2681.1,415,257,898,False,False,False,True,898,Bull1:J,RBF,Y,Good,+520-220-621-415-002-257-898+
2026-05-31,M-160,2686.1,031,820,741,False,False,False,True,741,Bull1:W,SAN,Y,Good,+151-243-031-002-820-741+
2026-05-31,M-164,2690.1,061,817,,False,False,False,False,<END>,Bull1:X,SAN,Y,Fair,+740-142-061-002-817+
2026-05-31,M-166,2691.1,806,861,,False,False,False,False,<END>,Bull1:I,SAN,Y,Poor,+390-844-240-806-002-861+
2026-05-31,M-174,2699.1,032,820,,False,False,False,False,<END>,Bull1:T,SAN,Y,Poor,+740-923-220-032-002-820+
2026-05-31,M-175,2700.1,,861,,False,False,False,False,<END>,Bull1,-,?,Poor,]002-861+
2026-05-31,M-177,2702.1,003,803,,False,False,False,False,<END>,Bull1:S,SAN,Y,Good,+390-003-002-803+
2026-05-31,M-181,2707.1,175,295,502,False,False,False,True,502,Bull1:J,SAN,Y,Good,+520-175-002-295-502+
2026-05-31,M-198,2723.1,552,817,,False,False,False,False,<END>,Bull1:W,SAN,Y,Good,+740-760-840-552-002-817+
2026-05-31,M-199,2724.1,240,861,,False,False,False,False,<END>,Bull1:S,SAN,Y,Fair,+090-740-100-415-240-002-861+
2026-05-31,M-200,2725.1,222,820,,False,False,False,False,<END>,Bull1:J,SAN,Y,Good,+740-222-002-820+
2026-05-31,M-204,2729.1,061,817,,False,False,False,False,<END>,Bull1:S,SAN,Y,Fair,+740-061-002-817+
2026-05-31,M-211,2735.1,220,031,165,False,False,False,True,165,Bull1:S,RAF,Y,Fair,+090-740-100-220-002-031-165+
2026-05-31,M-213,2737.1,384,390,346,True,False,False,True,346,Bull1:J,RAF,Y,Fair,+740-384-002-390-346+
2026-05-31,M-225,2749.1,241,880,,False,False,False,False,<END>,Bull1:S,SAN,Y,Good,+241-002-880+
2026-05-31,M-232,2756.1,236,390,707,True,False,False,True,707,Bull2,SAF,Y,Good,+236-002-390-707+
2026-05-31,M-239,2762.1,235,112,,False,True,False,False,<END>,Gaur,Trough,Y,Good,+740-760-921-235-002-112+
2026-05-31,M-240,2763.1,032,861,603,False,False,False,True,603,Gaur,Trough,Y,Good,+520-240-220-032-002-861-603+
2026-05-31,M-242,2765.1,721,301,350,False,False,False,True,350,Gaur,Trough,Y,Good,+740-721-002-301-350+
2026-05-31,M-245,2768.1,503,817,,False,False,False,False,<END>,Gaur,Trough,Y,Good,+740-760-070-921-460-503-002-817+
2026-05-31,M-246,2769.1,233,817,,False,False,False,False,<END>,Gaur,Trough,Y,Fair,+740-503-235-233-002-817+
2026-05-31,M-248,2771.1,415,705,590,False,False,False,True,590,Gaur,Trough,Y,Good,+740-100-415-002-705-590+
2026-05-31,M-251,2774.1,003,125,350,False,False,False,True,350,Gaur,Trough,Y,Fair,+390-003-002-125-350+
2026-05-31,M-253,2776.1,803,368,518,False,False,False,True,518,Gaur,Trough,Y,Good,+527-550-803-002-368-518+
2026-05-31,M-258,2781.1,717,861,,False,False,False,False,<END>,Zebu,None,Y,Fine,+384-575/892-706-717-002-861+
2026-05-31,M-259,2782.1,231,817,,False,False,False,False,<END>,Zebu,None,Y,Good,+520-231-002-817+
2026-05-31,M-267,2790.1,155,679,,False,False,False,False,<END>,Buff,Trough,Y,Fair,+740-630-155-002-679+
2026-05-31,M-278,2799.1,004,817,,False,False,False,False,<END>,Elep,None,Y,Good,+621-390-004-002-817+
2026-05-31,M-279,2800.1,415,700,000,False,False,False,True,000,Elep,None,N,Poor,+520-220-415-002-700-000+
2026-05-31,M-280,2801.1,240,944,920,False,False,False,False,920 140,Elep,None,Y,Fair,+740-482-240-002-944-920-140+
2026-05-31,M-285,2806.1,240,861,,False,False,False,False,<END>,Elep,None,Y,Fine,+504-350-240-002-861+
2026-05-31,M-289,2809.1,240,817,,False,False,False,False,<END>,Tigr,Trough,Y,Fine,+740-176-240-002-817+
2026-05-31,M-295,2815.1,740,861,,False,False,False,False,<END>,Comp,None,?,Poor,+621/090-740/002-861+
2026-05-31,M-305,2824.1,241,000,,False,False,False,False,<END>,Anth,None,N,Poor,]000-220-241-002-000[
2026-05-31,M-308,2827.1,220,727,317,False,False,False,True,317,T-M-T,None,Y,Good,+520-220-002-727-317+
2026-05-31,M-309,2828.1,061,824,,False,False,False,False,<END>,T-A-T,None,Y,Good,+224-740-061-002-824+
2026-05-31,M-311,2830.1,401,368,165,False,False,False,True,165,Comp,None,Y,Good,+401-002-368-165+
2026-05-31,M-314,2832.1,235,820,,False,True,False,False,<END>,None,None,Y,Good,+953-817-390-125-308-809-033/740-760-706-466/520-231-240-235-002-820+
2026-05-31,M-315,2833.1,034,374,228,False,False,False,False,228 741,None,None,Y,Good,+390-034-002-374-228-741+
2026-05-31,M-316,2834.1,710,861,,False,False,False,False,<END>,None,None,Y,Poor,+367-390-710-002-861+
2026-05-31,M-318,2836.2,003,031,575,False,False,False,True,575,Zebu,None,Y,Good,+390-003-002-031-575+
2026-05-31,M-325,2843.1,803,850,493,False,False,False,True,493,Bull1:L,SAN,Y,Good,+241-803-002-850-493+
2026-05-31,M-325,2843.2,803,850,491,False,False,False,True,491,Bull1:L,SAN,Y,Good,+241-803-002-850-491+
2026-05-31,M-327,2845.1,519,861,,False,False,False,False,<END>,Bull1:J,RAN,Y,Good,+740-519-002-861+
2026-05-31,M-329,2847.1,,861,698,False,False,False,True,698,None,None,Y,Fair,+002-861-698+
2026-05-31,M-330,2848.1,,861,698,False,False,False,True,698,None,None,Y,Fair,+002-861-698+
2026-05-31,M-628,3079.1,233,291,690,False,False,False,False,690 564,Bull1:W,SAN,Y,Fair,+740-560-233-002-291-690-564+
2026-05-31,M-636,3085.1,032,000,216,False,False,False,True,216,Bull1:W,SAN,N,Poor,+527-555-235-220-032-002-000-216+
2026-05-31,M-644,3089.1,240,817,090,False,False,False,False,090 370,Bull1:W,SAN,Y,Fair,+740-585-017-740-240-002-817-090-370+
2026-05-31,M-650,3094.1,519,817,,False,False,False,False,<END>,Bull1:W,SAN,Y,Fair,+520-220-415-519-002-817+
2026-05-31,M-651,3095.1,240,820,,False,False,False,False,<END>,Bull1:W,SAF,Y,Fair,+740-717-220-240-002-820+
2026-05-31,M-653,3096.1,235,861,,False,True,False,False,<END>,Bull1:W,SAF,Y,Poor,+679-740-235-002-861+
2026-05-31,M-655,3097.1,233,220,880,False,False,False,False,880 689,Bull1,S,Y,Fair,+740-717-233-002-220-880-689+
2026-05-31,M-658,3099.1,070,002,817,False,False,False,True,817,Bull1:W,SAN,N,Poor,]000-003-070-002-002-817+
2026-05-31,M-658,3099.1,002,817,,False,False,False,False,<END>,Bull1:W,SAN,N,Poor,]000-003-070-002-002-817+
2026-05-31,M-665,3104.1,350,374,575,False,False,False,True,575,Bull1,R,Y,Poor,+871-740-643/740-798-463-350-002-374-575+
2026-05-31,M-678,3116.1,806,031,502,False,False,False,True,502,Bull1:W,SAN,Y,Good,+740-752-006-503-236-806-002-031-502+
2026-05-31,M-683,3119.1,231,298,460,False,False,False,False,460 032,Bull1,-,Y,Poor,+740-798-231-002-298-460-032+
2026-05-31,M-692,3123.1,004,817,000,False,False,False,True,000,Bull1,-,N,Poor,+000-004-002-817-000[
2026-05-31,M-699,3126.1,415,130,035,False,False,False,False,035 171,Bull1:W,SAN,Y,Good,+740-100-415-002-130-035-171+
2026-05-31,M-701,3128.1,000,824,,False,False,False,False,<END>,Bull1:W,SAN,N,Poor,]000-002-824+
2026-05-31,M-703,3130.1,235,817,,False,True,False,False,<END>,Bull1:W,SAF,N,Fair,+000-000-233-235-002-817+
2026-05-31,M-706,3133.1,240,861,031,False,False,False,True,031,Bull1:W,SAN,Y,Poor,+740-773-240-002-861-031+
2026-05-31,M-708,3134.1,061,390,140,True,False,False,True,140,Bull1:W,S,Y,Fair,+740-061-002-390-140+
2026-05-31,M-712,3137.1,003,861,,False,False,False,False,<END>,Bull1:W,SAF,Y,Poor,+390-003-002-861+
2026-05-31,M-713,3138.1,717,764,,False,False,False,False,<END>,Bull1,S,Y,Fair,+226-803-717-002-764+
2026-05-31,M-714,3139.1,803,861,603,False,False,False,True,603,Bull1:W,-,Y,Fair,+740-585-017-033-705-233-798-803-002-861-603+
2026-05-31,M-717,3142.1,061,861,,False,False,False,False,<END>,Bull1:J,RAF,Y,Good,+740-142-061-002-861+
2026-05-31,M-720,3144.1,032,817,,False,False,False,False,<END>,Bull1,-,N,Poor,+000-740-923-220-032-002-817+
2026-05-31,M-721,3145.1,233,111,700,False,False,False,True,700,Bull1,-,N,Poor,]000-233-002-111-700+
2026-05-31,M-722,3146.1,032,817,,False,False,False,False,<END>,Bull1,-,Y,Poor,+740-585-240-220-032-002-817+
2026-05-31,M-723,3147.1,032,861,,False,False,False,False,<END>,Bull1,-,Y,Fair,+740-460-510-235-220-032-002-861+
2026-05-31,M-727,3151.1,415,820,,False,False,False,False,<END>,Bull1:W,SAN,Y,Good,+740-100-415-002-820+
2026-05-31,M-728,3152.1,017,820,,False,False,False,False,<END>,Bull1:V,HBN,Y,Good,+740-575-017-002-820+
2026-05-31,M-732,3156.1,350,817,,False,False,False,False,<END>,Bull1:V,RAF,Y,Good,+520-400-350-002-817+
2026-05-31,M-735,3159.1,235,390,125,True,True,True,False,125 195,Bull1:U,HAF,Y,Poor,+740-760-235-002-390-125-195+
2026-05-31,M-756,3179.1,176,812,031,False,False,False,True,031,Bull1:W,-,Y,Poor,+740-100-176-002-812-031+
2026-05-31,M-761,3184.1,,741,455,False,False,False,False,455 125,Bull1,-,?,Poor,]002-741-455-125+
