"id","cisi","site","type","material","dir","position","length","prev","next","next2","at_start","at_end","text"
"1502.1","H-531","Harappa","SEAL:S","Steatite","R/L","1","4","482","033","705","False","False","]482-520-033-705["
"1510.1","H-550","Harappa","SEAL:S","Steatite","R/L","0","4","","033","706","True","False","+520-033-706-031+"
"1564.1","H-649","Harappa","SEAL:R","Steatite","R/L","0","8","","033","705","True","False","+520-033-705-233-240-806-002-820+"
"1575.1","H-660","Harappa","SEAL:R","-","R/L","0","6","","095","033","True","False","+520-095-033-706-240-798+"
"1594.1","H-688","Harappa","SEAL","-","R/L","0","6","","233","002","True","False","+520-233-002-861-831-165+"
"1603.1","H-698","Harappa","TAB:B","Faience","R/L","1","3","400","233","","False","False","+400-520-233+"
"1677.2","H-786","Harappa","TAB:B","-","R/L","0","3","","220","415","True","False","+520-220-415+"
"1680.1","H-789","Harappa","TAB:B","Faience","R/L","1","4","400","220","016","False","False","+400-520-220-016+"
"1704.2","H-815","Harappa","TAB:B","Faience","R/L","0","3","","072","219","True","False","+520-072-219+"
"1708.1","H-819","Harappa","TAB:B","-","R/L","0","2","","240","","True","False","+520-240+"
"1742.1","H-859","Harappa","TAB:B","-","R/L","0","5","","240","002","True","False","+520-240-002-405-501+"
"1743.1","H-860","Harappa","TAB:B","-","R/L","0","5","","240","002","True","False","+520-240-002-405-501+"
"1744.1","H-861","Harappa","TAB:B","-","R/L","0","5","","240","002","True","False","+520-240-002-405-501+"
"1745.1","H-862","Harappa","TAB:B","-","R/L","0","5","","240","002","True","False","+520-240-002-405-501+"
"1746.1","H-863","Harappa","TAB:B","-","R/L","0","5","","240","002","True","False","+520-240-002-405-501+"
"1747.1","H-864","Harappa","TAB:B","-","R/L","0","5","","240","002","True","False","+520-240-002-405-501+"
"1748.1","H-865","Harappa","TAB:B","-","R/L","0","5","","240","002","True","False","+520-240-002-405-501+"
"1749.1","H-866","Harappa","TAB:B","-","R/L","0","5","","240","002","True","False","+520-240-002-405-501+"
"1750.1","H-867","Harappa","TAB:B","-","R/L","0","5","","240","002","True","False","+520-240-002-405-501+"
"1751.1","H-868","Harappa","TAB:B","-","R/L","0","5","","240","002","True","False","+520-240-002-405-501+"
"1752.1","H-869","Harappa","TAB:B","-","R/L","0","5","","240","002","True","False","+520-240-002-405-501+"
"1753.1","H-870","Harappa","TAB:B","-","R/L","0","5","","240","002","True","False","+520-240-002-405-501+"
"1781.2","H-899","Harappa","TAB:I","Steatite","R/L","1","4","400","231","240","False","False","+400-520-231-240+"
"1802.2","H-922","Harappa","TAB:I","Steatite","R/L","0","2","","031","","True","False","+520-031+"
"1803.2","H-923","Harappa","TAB:I","Steatite","R/L","0","2","","031","","True","False","+520-031+"
"1818.1","H-938","Harappa","TAB:I","Steatite","L/R","0","3","","220","415","True","False","+520-220-415+"
"1819.2","H-939","Harappa","TAB:I","Steatite","L/R","0","3","","220","415","True","False","+520-220-415+"
"1820.1","H-940","Harappa","TAB:I","Steatite","R/L","0","3","","220","415","True","False","+520-220-415+"
"1821.2","H-941","Harappa","TAB:I","Steatite","R/L","0","3","","220","415","True","False","+520-220-415+"
"1822.1","H-942","Harappa","TAB:I","Steatite","L/R","0","3","","220","016","True","False","+520-220-016+"
"1880.1","K-5","Kalibangan","SEAL:S","Steatite","R/L","0","6","","233","240","True","False","+520-233-240-803-741-125+"
"1899.1","K-25","Kalibangan","SEAL:S","Steatite","R/L","0","7","","231","002","True","False","+520-231-002-220-065-132-082+"
"1940.1","K-85","Kalibangan","TAG:L","-","R/L","0","4","","033","002","True","False","+520-033-002-861+"
"1950.1","K-96","Kalibangan","POT:T:g","-","R/L","2","5","220","032","000","False","False","]033-220-520-032-000["
"1967.1","K-32","Kalibangan","SEAL:S","Steatite","R/L","0","2","","231","","True","False","+520-231+"
"1989.1","L-10","Lothal","SEAL:S","Steatite","R/L","0","9","","033","705","True","False","+520-033-705-233-240-460-491-002-000+"
"2012.1","L-39","Lothal","SEAL:S","Steatite","R/L","0","5","","315","002","True","False","+520-315-002-861-626+"
"2046.1","L-92","Lothal","SEAL:R","Steatite","R/L","0","6","","070","255","True","False","+520-070-255-832-002-817+"
"2052.1","L-98","Lothal","SEAL:R","Steatite","R/L","0","4","","220","415","True","False","+520-220-415-519+"
"2077.1","L-134","Lothal","TAG","Clay","R/L","0","6","","233","220","True","False","+520-233-220-240-002-617+"
"2080.1","L-138","Lothal","TAG:L","Clay","-","0","4","","070","002","True","False","+520-070-002-000["
"2088.1","L-146","Lothal","TAG:O","Clay","R/L","0","3","","033","705","True","False","+520-033-705+"
"2110.2","L-188","Lothal","TAG","Clay","R/L","0","2","","000","","True","False","+520-000["
"2130.1","L-212","Lothal","TAG","Clay","-","5","6","269","","","False","True","+000-798-000-000-269-520+"
"2178.1","M-1696","Mohenjo-daro","SEAL:S","Steatite","R/L","0","7","","033","705","True","False","+520-033-705-220-415-002-861+"
"2236.1","M-1677","Mohenjo-daro","SEAL:S","Steatite","R/L","0","8","","382","032","True","False","+520-382-032-002-820-001-440-012+"
"2245.1","M-1890","Mohenjo-daro","SEAL:S","Steatite","R/L","0","5","","033","705","True","False","+520-033-705-240-235["
"2262.1","M-1827","Mohenjo-daro","SEAL:S","Steatite","R/L","0","2","","233","","True","False","+520-233+"
"2265.1","M-888","Mohenjo-daro","SEAL:S","Steatite","R/L","0","5","","220","240","True","False","+520-220-240-741-440+"
"2268.1","M-1709","Mohenjo-daro","SEAL:S","Steatite","R/L","1","5","621","220","002","False","False","+621-520-220-002-817+"
"2284.2","M-2053","Mohenjo-daro","TAB:C","Copper","R/L","2","7","032","095","585","False","False","+407-032-520-095-585-017-220+"
"2312.1","M-1900","Mohenjo-daro","SEAL:S","Steatite","R/L","0","5","","240","741","True","False","+520-240-741-590-575+"
"2315.1","M-1783","Mohenjo-daro","SEAL:S","Steatite","R/L","0","7","","442","425","True","False","+520-442/425-003-002-000-215+"
"2319.1","M-1829","Mohenjo-daro","SEAL:S","Steatite","R/L","0","2","","175","","True","False","+520-175+"
"2326.1","M-1967","Mohenjo-daro","SEAL:R","Steatite","R/L","0","5","","033","705","True","False","+520-033-705-002-585["
"2342.1","M-1661","Mohenjo-daro","SEAL:S","Steatite","R/L","0","9","","070","219","True","False","+520-070-219-002-861-032-520-919-140+"
"2342.1","M-1661","Mohenjo-daro","SEAL:S","Steatite","R/L","6","9","032","919","140","False","False","+520-070-219-002-861-032-520-919-140+"
"2376.1","M-1842","Mohenjo-daro","SEAL:S","Steatite","R/L","0","5","","000","235","True","False","+520-000-235-002-861+"
"2389.1","M-1681","Mohenjo-daro","SEAL:S","Steatite","R/L","0","8","","072","233","True","False","+520-072-233-740-798-002-861-832+"
"2403.1","M-1690","Mohenjo-daro","SEAL:S","Steatite","R/L","0","10","","070","220","True","False","+520-070-220-032-240-838-741-958-220-278+"
"2414.1","M-1910","Mohenjo-daro","SEAL:S","Steatite","R/L","0","6","","240","031","True","False","+520-240-031-001-740-121+"
"2420.1","M-1814","Mohenjo-daro","SEAL:S","Steatite","R/L","0","4","","220","415","True","False","+520-220-415-240+"
"2426.1","M-1836","Mohenjo-daro","SEAL:S","Steatite","R/L","0","2","","233","","True","False","+520-233+"
"2441.1","M-1912","Mohenjo-daro","SEAL:S","Steatite","R/L","0","3","","220","003","True","False","+520-220-003+"
"2451.1","M-1801","Mohenjo-daro","SEAL:S","Steatite","R/L","0","6","","400","350","True","False","+520-400-350-031-741-759+"
"2468.1","M-1781","Mohenjo-daro","SEAL:S","Steatite","R/L","1","4","400","233","803","False","False","+400-520-233-803+"
"2473.1","M-1665","Mohenjo-daro","SEAL:S","Steatite","R/L","0","9","","033","705","True","False","+520-033-705-233-240-002-610-125-032+"
"2478.1","M-1906","Mohenjo-daro","SEAL:S","Steatite","R/L","0","7","","033","705","True","False","+520-033-705-233-235-060-820+"
"2485.1","M-1687","Mohenjo-daro","SEAL:S","Steatite","R/L","0","4","","220","368","True","False","+520-220-368-817+"
"2506.1","M-1716","Mohenjo-daro","SEAL:S","Steatite","R/L","0","6","","220","240","True","False","+520-220-240-803-002-820+"
"2510.1","M-1884","Mohenjo-daro","SEAL:S","Steatite","R/L","0","6","","220","016","True","False","+520-220-016-002-416-000+"
"2512.1","M-1826","Mohenjo-daro","SEAL:S","Steatite","R/L","0","3","","072","921","True","False","+520-072-921+"
"2513.1","M-1776","Mohenjo-daro","SEAL:S","Steatite","R/L","0","5","","220","803","True","False","+520-220-803-741-262+"
"2516.1","M-1672","Mohenjo-daro","SEAL:S","Steatite","R/L","0","6","","220","003","True","False","+520-220-003-741-060-920+"
"2526.1","M-1662","Mohenjo-daro","SEAL:S","Steatite","R/L","0","8","","033","706","True","False","+520-033-706-233-002-817-192-000+"
"2551.1","M-23","Mohenjo-daro","SEAL:S","Steatite","R/L","8","13","692","220","235","False","False","+842-871-192-368/740-482-060-692-520-220-235-001-920+"
"2565.1","M-37","Mohenjo-daro","SEAL:S","Steatite","R/L","0","3","","220","415","True","False","+520-220-415+"
"2592.1","M-64","Mohenjo-daro","SEAL:S","Steatite","R/L","0","6","","033","706","True","False","+520-033-706-060-220-004+"
"2593.1","M-65","Mohenjo-daro","SEAL:S","Steatite","R/L","0","6","","220","031","True","False","+520-220-031-001-706-575+"
"2601.1","M-73","Mohenjo-daro","SEAL:S","Steatite","R/L","1","3","400","897","","False","False","+400-520-897+"
"2603.1","M-75","Mohenjo-daro","SEAL:S","Steatite","R/L","0","5","","220","004","True","False","+520-220-004-002-817+"
"2612.1","M-85","Mohenjo-daro","SEAL:S","Steatite","R/L","0","5","","233","741","True","False","+520-233-741-081-272+"
"2613.1","M-86","Mohenjo-daro","SEAL:S","Steatite","R/L","0","7","","033","705","True","False","+520-033-705-231-002-820-700+"
"2644.1","M-117","Mohenjo-daro","SEAL:S","Steatite","R/L","0","8","","033","705","True","False","+520-033-705-220-803-055-002-820+"
"2649.1","M-122","Mohenjo-daro","SEAL:S","Steatite","R/L","0","3","","033","705","True","False","+520-033-705+"
"2653.1","M-126","Mohenjo-daro","SEAL:S","Steatite","R/L","0","4","","552","060","True","False","+520-552-060-692+"
"2656.1","M-129","Mohenjo-daro","SEAL:S","Steatite","R/L","0","6","","233","240","True","False","+520-233-240-235-741-360+"
"2662.1","M-135","Mohenjo-daro","SEAL:S","Steatite","R/L","0","4","","033","705","True","False","+520-033-705-031+"
"2674.1","M-147","Mohenjo-daro","SEAL:S","Steatite","R/L","5","6","455","","","False","True","+226-803-002-220-455-520+"
"2681.1","M-154","Mohenjo-daro","SEAL:S","Steatite","R/L","0","7","","220","621","True","False","+520-220-621-415-002-257-898+"
"2689.1","M-163","Mohenjo-daro","SEAL:S","Steatite","R/L","0","5","","220","415","True","False","+520-220-415-060-820+"
"2707.1","M-181","Mohenjo-daro","SEAL:S","Steatite","R/L","0","5","","175","002","True","False","+520-175-002-295-502+"
"2708.1","M-183","Mohenjo-daro","SEAL:S","Steatite","R/L","0","4","","233","060","True","False","+520-233-060-297+"
"2710.1","M-185","Mohenjo-daro","SEAL:S","Steatite","R/L","0","2","","220","","True","False","+520-220+"
"2711.1","M-186","Mohenjo-daro","SEAL:S","Steatite","R/L","0","2","","240","","True","False","+520-240+"
"2732.1","M-208","Mohenjo-daro","SEAL:S","Steatite","R/L","0","2","","240","","True","False","+520-240+"
"2757.1","M-234","Mohenjo-daro","SEAL:S","Steatite","R/L","8","13","692","220","235","False","False","+842-535-099-004/740-482-060-692-520-220-235-001-920+"
"2759.1","M-236","Mohenjo-daro","SEAL:S","Steatite","R/L","0","6","","033","706","True","False","+520-033-706-240-233-803+"
"2763.1","M-240","Mohenjo-daro","SEAL:S","Steatite","R/L","0","7","","240","220","True","False","+520-240-220-032-002-861-603+"
"2782.1","M-259","Mohenjo-daro","SEAL:S","Steatite","R/L","0","4","","231","002","True","False","+520-231-002-817+"
"2797.1","M-276","Mohenjo-daro","SEAL:S","Steatite","R/L","0","4","","033","705","True","False","+520-033-705-176+"
"2800.1","M-279","Mohenjo-daro","SEAL:S","Steatite","R/L","0","6","","220","415","True","False","+520-220-415-002-700-000+"
"2816.1","M-296","Mohenjo-daro","SEAL:S","Steatite","R/L","1","5","621","220","060","False","False","+621-520-220-060-880+"
"2821.1","M-302","Mohenjo-daro","SEAL:S","Steatite","R/L","0","3","","231","235","True","False","+520-231-235+"
"2822.1","M-303","Mohenjo-daro","SEAL:S","Steatite","R/L","0","5","","033","705","True","False","+520-033-705-060-820+"
"2827.1","M-308","Mohenjo-daro","SEAL:S","Steatite","R/L","0","5","","220","002","True","False","+520-220-002-727-317+"
"2832.1","M-314","Mohenjo-daro","SEAL:S","Steatite","R/L","11","17","466","231","240","False","False","+953-817-390-125-308-809-033/740-760-706-466/520-231-240-235-002-820+"
"2841.1","M-323","Mohenjo-daro","SEAL:S","Steatite","R/L","0","4","","220","415","True","False","+520-220-415-235+"
"2851.1","M-355","Mohenjo-daro","SEAL:R","Steatite","R/L","10","13","360","919","140","False","False","+740-877-032-033-705-231-235-002-861-360-520-919-140+"
"2854.1","M-358","Mohenjo-daro","SEAL:R","Steatite","R/L","2","8","001","240","806","False","False","+003-001-520-240-806-002-502-031+"
"2891.1","M-395","Mohenjo-daro","SEAL:R","Steatite","R/L","0","4","","220","415","True","False","+520-220-415-798+"
"2899.1","M-403","Mohenjo-daro","SEAL:R","Steatite","R/L","2","4","063","095","","False","False","+407-063-520-095+"
"2919.1","H-2584","Harappa","TAG:R","Clay","R/L","2","6","468","095","033","False","False","]806-468-520-095-033-705["
"2936.1","M-451","Mohenjo-daro","TAB:B","-","R/L","2","8","002","000","000","False","False","+000-002-520-000-000-000-906-388+"
"2969.1","M-486","Mohenjo-daro","TAB:B","Clay","R/L","0","2","","235","","True","False","+520-235+"
"2970.1","M-487","Mohenjo-daro","TAB:B","Clay","R/L","0","2","","235","","True","False","+520-235+"
"3019.1","M-547","Mohenjo-daro","TAB:C","Copper","R/L","2","7","032","095","585","False","False","+407-032-520-095-585-017-231+"
"3020.1","M-548","Mohenjo-daro","TAB:C","Copper","R/L","2","7","032","095","585","False","False","+407-032-520-095-585-017-231+"
"3021.1","M-549","Mohenjo-daro","TAB:C","Copper","R/L","2","7","032","095","585","False","False","+407-032-520-095-585-017-231+"
"3061.2","M-599","Mohenjo-daro","TAB:C","Copper","L/R","2","7","032","095","585","False","False","+408-032-520-095-585-017-220+"
"3062.2","M-600","Mohenjo-daro","TAB:C","Copper","R/L","1","4","090","032","408","False","False","]090-520-032-408+"
"3081.1","M-631","Mohenjo-daro","SEAL:S","Steatite","R/L","0","8","","033","706","True","False","+520-033-706-240-220-032-368-263+"
"3094.1","M-650","Mohenjo-daro","SEAL:S","Steatite","R/L","0","6","","220","415","True","False","+520-220-415-519-002-817+"
"3098.1","M-657","Mohenjo-daro","SEAL:S","Steatite","R/L","0","2","","240","","True","False","+520-240+"
"3109.1","M-670","Mohenjo-daro","SEAL:S","Steatite","R/L","3","6","001","033","705","False","False","+154-031-001-520-033-705+"
"3113.1","M-674","Mohenjo-daro","SEAL:S","Steatite","R/L","0","5","","033","706","True","False","+520-033-706-220-415+"
"3118.1","-","Unknown","SEAL:S","-","R/L","0","7","","070","255","True","False","+520-070-255-832-220-003-853+"
"3122.1","M-686","Mohenjo-daro","SEAL","Steatite","R/L","0","3","","235","806","True","False","+520-235-806+"
"3125.1","M-696","Mohenjo-daro","SEAL:S","Steatite","-","0","1","","","","True","True","+520["
"3140.1","M-715","Mohenjo-daro","SEAL:S","Steatite","R/L","0","6","","220","016","True","False","+520-220-016-741-556-000["
"3156.1","M-732","Mohenjo-daro","SEAL:S","Steatite","R/L","0","5","","400","350","True","False","+520-400-350-002-817+"
"3176.1","M-753","Mohenjo-daro","SEAL:S","Steatite","R/L","0","4","","033","706","True","False","+520-033-706-806+"
"3180.1","M-757","Mohenjo-daro","SEAL:S","Steatite","R/L","0","6","","033","705","True","False","+520-033-705-233-235-808+"
"3182.1","M-759","Mohenjo-daro","SEAL","Steatite","R/L","0","3","","240","806","True","False","+520-240-806+"
"3186.1","M-768","Mohenjo-daro","SEAL:S","Steatite","R/L","0","5","","920","320","True","False","+520-920-320-220-415["
"3191.1","M-777","Mohenjo-daro","SEAL:S","Steatite","R/L","1","5","173","235","060","False","False","+173-520-235-060-550+"
"3193.1","M-779","Mohenjo-daro","SEAL:S","Steatite","R/L","0","3","","515","921","True","False","+520-515-921+"
"3195.1","M-781","Mohenjo-daro","SEAL:S","Steatite","R/L","0","5","","033","706","True","False","+520-033-706-002-861+"
"3219.1","M-806","Mohenjo-daro","SEAL:S","Steatite","R/L","0","6","","235","803","True","False","+520-235-803-001-368-861+"
"3222.1","M-809","Mohenjo-daro","SEAL:S","Steatite","R/L","0","6","","460","495","True","False","+520-460-495-002-595-906+"
"3228.1","M-815","Mohenjo-daro","SEAL:S","Faience","R/L","0","6","","070","233","True","False","+520-070-233-798-002-861+"
"3230.1","M-817","Mohenjo-daro","SEAL:S","Steatite","R/L","0","3","","382","878","True","False","+520-382-878+"
"3232.1","M-819","Mohenjo-daro","SEAL:S","Steatite","R/L","0","6","","233","240","True","False","+520-233-240-803-002-817+"
"3271.1","M-860","Mohenjo-daro","SEAL:S","-","R/L","0","4","","033","705","True","False","+520-033-705-240+"
"3278.1","M-868","Mohenjo-daro","SEAL:S","-","R/L","0","7","","033","705","True","False","+520-033-705-231-220-002-817+"
"3282.1","M-873","Mohenjo-daro","SEAL:S","Steatite","R/L","0","6","","033","705","True","False","+520-033-705-231-060-550+"
"3299.1","M-894","Mohenjo-daro","SEAL:S","Steatite","R/L","4","8","495","231","368","False","False","+892-070-590-495-520-231-368-861+"
