"id","cisi","side_index","sides","site","type","material","shape","complete","direction","token_count","status","short_mark_candidate","long_text_candidate","horizontal_bin","vertical_bin","thickness_bin","text"
"3968.1","H-1120","1","2","Harappa","TAB:B","-","rectangular","N","R/L","4","usable_uncertain_side_row","false","false","h_015_025","v_000_010","-","+740-000-000-705+"
"3968.2","H-1120","2","2","Harappa","TAB:B","-","rectangular","Y","R/L","2","clean_side_row","true","false","h_015_025","v_000_010","-","+700-034+"
"258.1","H-1121","1","2","Harappa","TAB:B","Faience","rectangular","Y","L/R","4","clean_side_row","false","true","h_000_015","v_000_010","-","+400-520-220-016+"
"258.2","H-1121","2","2","Harappa","TAB:B","Faience","rectangular","N","L/R","5","usable_uncertain_side_row","false","false","h_000_015","v_000_010","-","+700-033-711-817-000+"
"307.1","H-1122","1","2","Harappa","TAB:B","Faience","rectangular","N","R/L","3","audit_only_side_row","false","false","-","v_000_010","-","]000-760-382+"
"307.2","H-1122","2","2","Harappa","TAB:B","Faience","rectangular","-","-","1","audit_only_side_row","false","false","-","v_000_010","-","]034+"
"313.1","H-1123","1","2","Harappa","TAB:B","Faience","rectangular","Y","R/L","3","clean_side_row","false","true","h_015_025","v_000_010","-","+525-550-220+"
"313.2","H-1123","2","2","Harappa","TAB:B","Faience","rectangular","Y","R/L","2","clean_side_row","true","false","h_015_025","v_000_010","-","+700-032+"
"3969.1","H-1124","1","2","Harappa","TAB:B","-","rectangular","Y","R/L","3","clean_side_row","false","true","h_000_015","v_000_010","-","+400-236-220+"
"3969.2","H-1124","2","2","Harappa","TAB:B","-","rectangular","Y","R/L","2","clean_side_row","true","false","h_000_015","v_000_010","-","+700-033+"
"3949.1","H-1126","1","2","Harappa","TAB:B","-","plano-convex","Y","R/L","2","clean_side_row","true","false","h_000_015","v_000_010","-","+740-850+"
"3949.2","H-1126","2","2","Harappa","TAB:B","-","plano-convex","Y","R/L","2","clean_side_row","true","false","h_000_015","v_000_010","-","+740-850+"
"4532.1","H-1127","1","2","Harappa","TAB:I","Faience","rectangular","N","-","2","audit_only_side_row","false","false","-","-","-","+000-000["
"4532.2","H-1127","2","2","Harappa","TAB:I","Faience","rectangular","N","-","1","usable_uncertain_side_row","false","false","-","-","-","+000+"
"163.1","H-1128","1","2","Harappa","TAB:B","Faience","-","N","-","2","audit_only_side_row","false","false","-","v_010_020","-","]000-032["
"163.2","H-1128","2","2","Harappa","TAB:B","Faience","-","N","-","2","audit_only_side_row","false","false","-","v_010_020","-","]740-000["
"3970.1","H-1130","1","2","Harappa","TAB:B","-","rectangular-round","Y","R/L","5","clean_side_row","false","true","h_025_035","-","-","+740-482-240-002-861+"
"3970.2","H-1130","2","2","Harappa","TAB:B","-","rectangular-round","Y","R/L","4","clean_side_row","false","true","h_025_035","-","-","+740-176-220-235+"
"3971.1","H-1131","1","2","Harappa","TAB:B","-","twisted rectangular","Y","R/L","5","clean_side_row","false","true","h_025_035","-","-","+740-482-240-002-861+"
"3971.2","H-1131","2","2","Harappa","TAB:B","-","twisted rectangular","Y","R/L","4","clean_side_row","false","true","h_025_035","-","-","+740-176-220-235+"
"3972.1","H-1132","1","2","Harappa","TAB:B","-","rectangular-rounded","N","R/L","3","audit_only_side_row","false","false","h_025_035","-","-","+740-482-000["
"3972.2","H-1132","2","2","Harappa","TAB:B","-","rectangular-rounded","N","R/L","4","audit_only_side_row","false","false","h_025_035","-","-","+000-000-000-000["
"249.1","H-1133","1","2","Harappa","TAB:B","Faience","conical","Y","R/L","3","clean_side_row","false","true","h_015_025","v_000_010","-","+400-892-831+"
"249.2","H-1133","2","2","Harappa","TAB:B","Faience","conical","Y","R/L","2","clean_side_row","true","false","h_015_025","v_000_010","-","+700-032+"
"3973.1","H-1134","1","2","Harappa","TAB:B","-","conical","N","R/L","3","usable_uncertain_side_row","false","false","h_015_025","v_000_010","-","+400-892-000+"
"3973.2","H-1134","2","2","Harappa","TAB:B","-","conical","Y","R/L","2","clean_side_row","true","false","h_015_025","v_000_010","-","+700-032+"
"3974.1","H-1135","1","1","Harappa","TAB:B","-","-","-","-","2","audit_only_side_row","false","false","-","-","-","]176-519+"
"3974.2","H-1135","2","1","Harappa","TAB:B","-","-","-","-","1","audit_only_side_row","false","false","-","-","-","]032+"
"4437.1","H-1136","1","2","Harappa","TAB:B","Faience","-","-","R/L","1","audit_only_side_row","false","false","-","-","-","]416+"
"4437.2","H-1136","2","2","Harappa","TAB:B","Faience","-","-","R/L","2","audit_only_side_row","false","false","-","-","-","+740-000["
"198.1","H-1138","1","2","Harappa","TAB:B","Faience","rectangular","Y","R/L","5","clean_side_row","false","true","h_015_025","v_010_020","-","+740-603-240-060-692+"
"198.2","H-1138","2","2","Harappa","TAB:B","Faience","rectangular","Y","R/L","2","clean_side_row","true","false","h_015_025","v_010_020","-","+700-034+"
"3976.1","H-1140","1","2","Harappa","TAB:B","-","fish","Y","R/L","3","clean_side_row","false","true","h_015_025","v_000_010","-","+690-368-817+"
"3976.2","H-1140","2","2","Harappa","TAB:B","-","fish","Y","R/L","4","clean_side_row","false","true","h_015_025","v_000_010","-","+740-032-840-679+"
"4935.1","H-1141","1","2","Harappa","TAB:B","-","fish","Y","R/L","3","clean_side_row","false","true","h_015_025","v_000_010","-","+690-368-817+"
"4935.2","H-1141","2","2","Harappa","TAB:B","-","fish","Y","R/L","4","clean_side_row","false","true","h_015_025","v_000_010","-","+740-032-840-679+"
"682.1","H-1146","1","2","Harappa","TAB:B","-","circular","Y","R/L","2","clean_side_row","true","false","-","-","-","+700-032+"
"682.2","H-1146","2","2","Harappa","TAB:B","-","circular","Y","R/L","4","clean_side_row","false","true","-","-","-","+526-554-002-820+"
"247.1","H-1147","1","2","Harappa","TAB:B","Faience","circular","-","R/L","2","audit_only_side_row","false","false","-","v_010_020","-","+400-142["
"247.2","H-1147","2","2","Harappa","TAB:B","Faience","circular","N","-","1","audit_only_side_row","false","false","-","v_010_020","-","]000+"
"3980.1","H-1150","1","3","Harappa","TAB:B","-","prism","Y","NR","1","usable_uncertain_side_row","false","false","h_015_025","v_010_020","-","+742+"
"3980.2","H-1150","2","3","Harappa","TAB:B","-","prism","Y","NR","1","usable_uncertain_side_row","false","false","h_015_025","v_010_020","-","+742+"
"3980.3","H-1150","3","3","Harappa","TAB:B","-","prism","Y","NR","1","usable_uncertain_side_row","false","false","h_015_025","v_010_020","-","+742+"
"302.1","H-1152","1","2","Harappa","TAB:B","Faience","prism","-","R/L","2","audit_only_side_row","false","false","-","v_010_020","-","]740-840["
"302.2","H-1152","2","2","Harappa","TAB:B","Faience","prism","-","R/L","2","audit_only_side_row","false","false","-","v_010_020","-","]220-700["
"3982.1","H-1153","1","2","Harappa","TAB:B","Ceramic","prism","N","L/R","5","usable_uncertain_side_row","false","false","h_015_025","v_000_010","-","+740-000-000-000-000+"
"3982.2","H-1153","2","2","Harappa","TAB:B","Ceramic","prism","Y","R/L","2","clean_side_row","true","false","h_015_025","v_000_010","-","+700-032+"
"1050.1","H-1154","1","2","Harappa","TAB:B","Faience","prism","-","R/L","3","audit_only_side_row","false","false","h_000_015","v_000_010","-","]740-436-255["
"1050.2","H-1154","2","2","Harappa","TAB:B","Faience","prism","N","R/L","2","audit_only_side_row","false","false","h_000_015","v_000_010","-","]000-033["
"270.1","H-1156","1","2","Harappa","TAB:B","Steatite","rectangular","Y","-","3","usable_uncertain_side_row","false","false","h_000_015","v_000_010","-","+200-705-380+"
"270.2","H-1156","2","2","Harappa","TAB:B","Steatite","rectangular","Y","R/L","2","clean_side_row","true","false","h_000_015","v_000_010","-","+700-032+"
"250.1","H-1166","1","2","Harappa","TAB:I","Steatite","rectangular","Y","NR","1","usable_uncertain_side_row","false","false","h_000_015","v_000_010","-","+220+"
"250.2","H-1166","2","2","Harappa","TAB:I","Steatite","rectangular","Y","R/L","2","clean_side_row","true","false","h_000_015","v_000_010","-","+167-705+"
"241.1","H-1173","1","2","Harappa","TAB:I","Steatite","-","-","R/L","2","audit_only_side_row","false","false","h_000_015","v_000_010","-","]742-851["
"241.2","H-1173","2","2","Harappa","TAB:I","Steatite","-","N","R/L","3","audit_only_side_row","false","false","h_000_015","v_000_010","-","+400-575-000["
"252.1","H-1174","1","2","Harappa","TAB:I","Steatite","-","-","-","1","audit_only_side_row","false","false","-","v_000_010","-","]220["
"252.2","H-1174","2","2","Harappa","TAB:I","Steatite","-","N","-","1","audit_only_side_row","false","false","-","v_000_010","-","]000["
"243.1","H-1175","1","2","Harappa","TAB:I","Steatite","-","-","R/L","2","audit_only_side_row","false","false","h_000_015","v_000_010","-","]019-798["
"243.2","H-1175","2","2","Harappa","TAB:I","Steatite","-","N","-","1","usable_uncertain_side_row","false","false","h_000_015","v_000_010","-","+000+"
"218.1","H-1177","1","2","Harappa","TAB:I","Steatite","-","N","R/L","4","usable_uncertain_side_row","false","false","-","-","-","+000-000-740-519+"
"218.2","H-1177","2","2","Harappa","TAB:I","Steatite","-","Y","R/L","2","clean_side_row","true","false","-","-","-","+033-720+"
"4031.1","H-1178","1","2","Harappa","TAB:I","-","rectangular","Y","R/L","4","clean_side_row","false","true","h_015_025","v_000_010","-","+400-740-636-240+"
"4031.2","H-1178","2","2","Harappa","TAB:I","-","rectangular","Y","R/L","2","clean_side_row","true","false","h_015_025","v_000_010","-","+700-125+"
"287.1","H-1179","1","2","Harappa","TAB:I","Steatite","-","N","-","2","audit_only_side_row","false","false","-","-","-","+000-000["
"287.2","H-1179","2","2","Harappa","TAB:I","Steatite","-","N","L/R","4","audit_only_side_row","false","false","-","-","-","+868-435-255-000["
"4053.1","H-1180","1","2","Harappa","TAB:I","-","-","N","R/L","2","audit_only_side_row","false","false","-","-","-","]000-255["
"4053.2","H-1180","2","2","Harappa","TAB:I","-","-","N","-","2","audit_only_side_row","false","false","-","-","-","]000-000["
"1779.1","H-1181","1","2","Harappa","TAB:I","Steatite","rectangular","Y","R/L","3","clean_side_row","false","true","h_015_025","v_000_010","-","+868-706-590+"
"1779.2","H-1181","2","2","Harappa","TAB:I","Steatite","rectangular","Y","R/L","4","clean_side_row","false","true","h_015_025","v_000_010","-","+400-156-435-255+"
"1051.1","H-1182","1","2","Harappa","TAB:I","Steatite","rectangular","Y","R/L","4","clean_side_row","false","true","h_000_015","v_000_010","-","+400-740-817-175+"
"1051.2","H-1182","2","2","Harappa","TAB:I","Steatite","rectangular","Y","SYM","2","usable_uncertain_side_row","false","false","h_000_015","v_000_010","-","+033-033+"
"277.1","H-1184","1","2","Harappa","TAB:I","Steatite","rectangular","N","R/L","3","audit_only_side_row","false","false","h_000_015","v_000_010","-","]000-892-413+"
"277.2","H-1184","2","2","Harappa","TAB:I","Steatite","rectangular","-","R/L","2","audit_only_side_row","false","false","h_000_015","v_000_010","-","+520-220["
"4055.1","H-1185","1","2","Harappa","TAB:I","-","-","N","-","1","audit_only_side_row","false","false","-","-","-","]000["
"4055.2","H-1185","2","2","Harappa","TAB:I","-","-","N","R/L","2","audit_only_side_row","false","false","-","-","-","]171-000["
"295.1","H-1187","1","2","Harappa","TAB:I","Steatite","rectangular-round","Y","R/L","3","clean_side_row","false","true","h_000_015","v_000_010","-","+824-892-413+"
"295.2","H-1187","2","2","Harappa","TAB:I","Steatite","rectangular-round","Y","R/L","2","clean_side_row","true","false","h_000_015","v_000_010","-","+740-924+"
"268.1","H-1188","1","2","Harappa","TAB:I","Steatite","rectangular","Y","R/L","2","clean_side_row","true","false","h_015_025","v_000_010","-","+700-033+"
"268.2","H-1188","2","2","Harappa","TAB:I","Steatite","rectangular","N","R/L","2","usable_uncertain_side_row","false","false","h_015_025","v_000_010","-","+869-000+"
"162.1","H-1189","1","2","Harappa","TAB:I","Steatite","rectangular","N","R/L","3","audit_only_side_row","false","false","h_000_015","v_000_010","-","]033-000-000+"
"162.2","H-1189","2","2","Harappa","TAB:I","Steatite","rectangular","Y","R/L","2","clean_side_row","true","false","h_000_015","v_000_010","-","+033-255+"
"304.1","H-1190","1","2","Harappa","TAB:I","Steatite","rectangular","-","R/L","3","audit_only_side_row","false","false","h_015_025","v_000_010","-","+416-590-033["
"304.2","H-1190","2","2","Harappa","TAB:I","Steatite","rectangular","-","R/L","2","audit_only_side_row","false","false","h_015_025","v_000_010","-","+255-033["
"4056.1","H-1191","1","2","Harappa","TAB:I","-","rectangular","Y","R/L","5","clean_side_row","false","true","h_015_025","v_000_010","-","+400-740-760-220-416+"
"4056.2","H-1191","2","2","Harappa","TAB:I","-","rectangular","Y","R/L","3","clean_side_row","false","true","h_015_025","v_000_010","-","+220-700-004+"
"311.1","H-1192","1","2","Harappa","TAB:I","Steatite","rectangular","Y","R/L","5","clean_side_row","false","true","h_015_025","v_000_010","-","+400-740-767-220-416+"
"311.2","H-1192","2","2","Harappa","TAB:I","Steatite","rectangular","Y","R/L","3","clean_side_row","false","true","h_015_025","v_000_010","-","+700-220-004+"
"211.1","H-1193","1","2","Harappa","TAB:I","Steatite","-","-","-","1","audit_only_side_row","false","false","-","-","-","]700+"
"211.2","H-1193","2","2","Harappa","TAB:I","Steatite","-","N","-","1","audit_only_side_row","false","false","-","-","-","]000["
"4057.1","H-1194","1","2","Harappa","TAB:I","-","-","N","-","2","audit_only_side_row","false","false","-","-","-","]617-000["
"4057.2","H-1194","2","2","Harappa","TAB:I","-","-","N","-","2","audit_only_side_row","false","false","-","-","-","]000-033["
"262.1","H-1196","1","2","Harappa","TAB:I","Steatite","rectangular","N","R/L","4","audit_only_side_row","false","false","-","v_000_010","-","]000-001-031-790+"
"262.2","H-1196","2","2","Harappa","TAB:I","Steatite","rectangular","-","R/L","2","audit_only_side_row","false","false","-","v_000_010","-","]700-033"
"4058.1","H-1197","1","2","Harappa","TAB:I","-","-","-","-","1","audit_only_side_row","false","false","-","-","-","+033["
"4058.2","H-1197","2","2","Harappa","TAB:I","-","-","N","-","2","audit_only_side_row","false","false","-","-","-","]000-000["
"4059.1","H-1198","1","2","Harappa","TAB:I","-","rectangular","Y","R/L","5","clean_side_row","false","true","h_000_015","v_000_010","-","+740-061-001-031-820+"
"4059.2","H-1198","2","2","Harappa","TAB:I","-","rectangular","Y","R/L","2","clean_side_row","true","false","h_000_015","v_000_010","-","+700-033+"
"4063.1","H-1261","1","2","Harappa","TAB:I","-","-","N","R/L","3","audit_only_side_row","false","false","-","v_000_010","-","]000-840-000+"
"4063.2","H-1261","2","2","Harappa","TAB:I","-","-","N","R/L","2","audit_only_side_row","false","false","-","v_000_010","-","+700-000["
"4064.1","H-1262","1","2","Harappa","TAB:I","-","-","N","R/L","2","audit_only_side_row","false","false","-","-","-","+740-000["
"4064.2","H-1262","2","2","Harappa","TAB:I","-","-","N","-","1","audit_only_side_row","false","false","-","-","-","+000["
"4065.1","H-1269","1","2","Harappa","TAB:I","-","-","N","R/L","2","audit_only_side_row","false","false","-","v_000_010","-","]000-000["
"4065.2","H-1269","2","2","Harappa","TAB:I","-","-","-","R/L","2","audit_only_side_row","false","false","-","v_000_010","-","]700-032["
"4066.1","H-1270","1","2","Harappa","TAB:I","Steatite","rectangular","N","R/L","2","usable_uncertain_side_row","false","false","h_000_015","v_000_010","-","+368-000+"
"4066.2","H-1270","2","2","Harappa","TAB:I","Steatite","rectangular","Y","R/L","2","clean_side_row","true","false","h_000_015","v_000_010","-","+700-033+"
"286.1","H-1272","1","2","Harappa","TAB:I","Steatite","-","N","R/L","2","audit_only_side_row","false","false","-","v_000_010","-","]000-033+"
"286.2","H-1272","2","2","Harappa","TAB:I","Steatite","-","N","R/L","2","audit_only_side_row","false","false","-","v_000_010","-","+740-000["
"265.1","H-1273","1","2","Harappa","TAB:I","Steatite","rectangular","Y","R/L","3","clean_side_row","false","true","h_000_015","v_000_010","-","+400-740-176+"
"265.2","H-1273","2","2","Harappa","TAB:I","Steatite","rectangular","Y","R/L","2","clean_side_row","true","false","h_000_015","v_000_010","-","+700-034+"
"184.1","H-1274","1","2","Harappa","TAB:I","Steatite","-","N","R/L","2","audit_only_side_row","false","false","h_000_015","v_000_010","-","]000-176+"
"184.2","H-1274","2","2","Harappa","TAB:I","Steatite","-","N","-","2","audit_only_side_row","false","false","h_000_015","v_000_010","-","]000-700+"
"4062.1","H-1275","1","2","Harappa","TAB:I","-","-","-","R/L","2","audit_only_side_row","false","false","-","v_000_010","-","]740-176["
"4062.2","H-1275","2","2","Harappa","TAB:I","-","-","-","R/L","2","audit_only_side_row","false","false","-","v_000_010","-","]700-032["
"301.1","H-1278","1","2","Harappa","TAB:I","Steatite","rectangular","-","R/L","2","audit_only_side_row","false","false","-","v_000_010","-","+700-031["
"301.2","H-1278","2","2","Harappa","TAB:I","Steatite","rectangular","N","L/R","3","audit_only_side_row","false","false","-","v_000_010","-","+400-740-000["
"4067.1","H-1279","1","2","Harappa","TAB:I","-","-","-","R/L","2","audit_only_side_row","false","false","-","v_000_010","-","+400-740["
"4067.2","H-1279","2","2","Harappa","TAB:I","-","-","N","-","1","audit_only_side_row","false","false","-","v_000_010","-","]000+"
"4068.1","H-1281","1","2","Harappa","TAB:I","Steatite","rectangular","Y","R/L","2","clean_side_row","true","false","h_000_015","v_000_010","-","+700-032+"
"4068.2","H-1281","2","2","Harappa","TAB:I","Steatite","rectangular","N","-","1","audit_only_side_row","false","false","h_000_015","v_000_010","-","+000["
"187.1","H-1282","1","2","Harappa","TAB:I","Steatite","-","-","-","1","audit_only_side_row","false","false","-","v_000_010","-","]615["
"187.2","H-1282","2","2","Harappa","TAB:I","Steatite","-","-","-","1","audit_only_side_row","false","false","-","v_000_010","-","]220["
"4069.1","H-1284","1","2","Harappa","TAB:I","-","rectangular","Y","L/R","3","clean_local_parse_row_source_pending","false","true","h_000_015","v_000_010","-","+520-220-415+"
"4069.2","H-1284","2","2","Harappa","TAB:I","-","rectangular","Y","L/R","2","clean_local_parse_row_source_pending","true","false","h_000_015","v_000_010","-","+700-034+"
"4070.1","H-1286","1","2","Harappa","TAB:I","-","-","N","R/L","2","audit_only_side_row","false","false","-","-","-","+400-000["
"4070.2","H-1286","2","2","Harappa","TAB:I","-","-","N","-","1","audit_only_side_row","false","false","-","-","-","]000+"
"264.1","H-1287","1","2","Harappa","TAB:I","Steatite","rectangular","Y","R/L","4","clean_side_row","false","true","h_015_025","v_000_010","-","+400-156-140-032+"
"264.2","H-1287","2","2","Harappa","TAB:I","Steatite","rectangular","Y","R/L","2","clean_side_row","true","false","h_015_025","v_000_010","-","+700-033+"
"271.1","H-1289","1","2","Harappa","TAB:I","Steatite","-","-","-","2","audit_only_side_row","false","false","-","-","-","]455-710+"
"271.2","H-1289","2","2","Harappa","TAB:I","Steatite","-","N","-","1","audit_only_side_row","false","false","-","-","-","]000+"
"4071.1","H-1291","1","2","Harappa","TAB:I","-","rectangular","N","R/L","3","audit_only_side_row","false","false","-","-","-","]000-390-590["
"4071.2","H-1291","2","2","Harappa","TAB:I","-","rectangular","N","R/L","2","audit_only_side_row","false","false","-","-","-","]000-033+"
"263.1","H-1293","1","2","Harappa","TAB:I","Steatite","rectangular","-","R/L","2","audit_only_side_row","false","false","h_000_015","v_000_010","-","+700-034["
"263.2","H-1293","2","2","Harappa","TAB:I","Steatite","rectangular","-","R/L","2","audit_only_side_row","false","false","h_000_015","v_000_010","-","]742-217+"
"1061.1","H-1294","1","2","Harappa","TAB:I","Steatite","rectangular","Y","R/L","3","clean_side_row","false","true","h_015_025","v_000_010","-","+527-550-233+"
"1061.2","H-1294","2","2","Harappa","TAB:I","Steatite","rectangular","Y","R/L","2","clean_side_row","true","false","h_015_025","v_000_010","-","+700-032+"
"4074.1","H-1295","1","2","Harappa","TAB:I","-","rectangular","N","-","3","usable_uncertain_side_row","false","false","h_000_015","v_000_010","-","+000-000-000+"
"4074.2","H-1295","2","2","Harappa","TAB:I","-","rectangular","Y","R/L","2","clean_side_row","true","false","h_000_015","v_000_010","-","+700-033+"
"4073.1","H-1302","1","2","Harappa","TAB:I","Steatite","oval","Y","L/R","3","clean_side_row","false","true","h_000_015","v_000_010","-","+400-740-176+"
"4073.2","H-1302","2","2","Harappa","TAB:I","Steatite","oval","Y","R/L","2","clean_side_row","true","false","h_000_015","v_000_010","-","+700-033+"
"4077.1","H-1303","1","2","Harappa","TAB:I","Steatite","oval","Y","L/R","3","clean_side_row","false","true","h_000_015","v_000_010","-","+400-740-176+"
"4077.2","H-1303","2","2","Harappa","TAB:I","Steatite","oval","Y","R/L","2","clean_side_row","true","false","h_000_015","v_000_010","-","+700-033+"
"5470.1","H-1304","1","2","Harappa","TAB:I","-","oval","Y","R/L","3","clean_side_row","false","true","h_000_015","-","-","+400-740-176+"
"5470.2","H-1304","2","2","Harappa","TAB:I","-","oval","Y","R/L","2","clean_side_row","true","false","h_000_015","-","-","+700-033+"
"4078.1","H-1305","1","2","Harappa","TAB:I","Steatite","-","N","R/L","3","usable_uncertain_side_row","false","false","-","-","-","+400-000-705+"
"4078.2","H-1305","2","2","Harappa","TAB:I","Steatite","-","N","R/L","2","usable_uncertain_side_row","false","false","-","-","-","+000-000+"
"4079.1","H-1306","1","2","Harappa","TAB:I","-","oval","-","R/L","2","audit_only_side_row","false","false","-","v_000_010","-","+400-740["
"4079.2","H-1306","2","2","Harappa","TAB:I","-","oval","-","-","1","audit_only_side_row","false","false","-","v_000_010","-","]033["
"1058.1","H-1308","1","2","Harappa","TAB:I","Steatite","rectangular","Y","L/R","4","clean_side_row","false","true","h_015_025","v_010_020","-","+740-690-636-240+"
"1058.2","H-1308","2","2","Harappa","TAB:I","Steatite","rectangular","Y","L/R","2","clean_side_row","true","false","h_015_025","v_010_020","-","+700-033+"
"257.1","H-1309","1","2","Harappa","TAB:I","Steatite","rectangular-round","Y","L/R","5","clean_side_row","false","true","h_015_025","v_000_010","-","+156-176-741-060-920+"
"257.2","H-1309","2","2","Harappa","TAB:I","Steatite","rectangular-round","Y","L/R","2","clean_side_row","true","false","h_015_025","v_000_010","-","+700-032+"
"210.1","H-1310","1","2","Harappa","TAB:I","Steatite","-","-","L/R","2","audit_only_side_row","false","false","h_000_015","-","-","+527-550["
"210.2","H-1310","2","2","Harappa","TAB:I","Steatite","-","-","-","1","audit_only_side_row","false","false","h_000_015","-","-","]700+"
"229.1","H-1312","1","2","Harappa","TAB:I","Steatite","oval","Y","R/L","5","clean_side_row","false","true","h_000_015","v_000_010","-","+740-031-904-001-032+"
"229.2","H-1312","2","2","Harappa","TAB:I","Steatite","oval","Y","R/L","2","clean_side_row","true","false","h_000_015","v_000_010","-","+700-032+"
"4081.1","H-1313","1","2","Harappa","TAB:I","Steatite","elliptical","N","R/L","3","usable_uncertain_side_row","false","false","h_000_015","v_000_010","th_000_003","+740-840-000+"
"4081.2","H-1313","2","2","Harappa","TAB:I","Steatite","elliptical","Y","R/L","2","clean_side_row","true","false","h_000_015","v_000_010","th_000_003","+700-032+"
"5445.1","H-1314","1","2","Harappa","TAB:I","-","triangular","N","-","2","audit_only_side_row","false","false","-","-","-","]000-013+"
"5445.2","H-1314","2","2","Harappa","TAB:I","-","triangular","N","-","1","audit_only_side_row","false","false","-","-","-","+000["
"207.1","H-1318","1","2","Harappa","TAB:I","Steatite","-","N","R/L","2","audit_only_side_row","false","false","-","-","-","+740-000["
"207.2","H-1318","2","2","Harappa","TAB:I","Steatite","-","-","-","1","audit_only_side_row","false","false","-","-","-","+700["
"255.1","H-1319","1","2","Harappa","TAB:I","Steatite","notched oval","Y","R/L","2","clean_side_row","true","false","h_015_025","v_000_010","-","+700-032+"
"255.2","H-1319","2","2","Harappa","TAB:I","Steatite","notched oval","Y","R/L","2","clean_side_row","true","false","h_015_025","v_000_010","-","+400-678+"
"4072.1","H-1320","1","2","Harappa","TAB:I","-","notched oval","Y","R/L","2","clean_side_row","true","false","h_015_025","v_000_010","-","+400-678+"
"4072.2","H-1320","2","2","Harappa","TAB:I","-","notched oval","Y","R/L","2","clean_side_row","true","false","h_015_025","v_000_010","-","+700-032+"
"317.1","H-1321","1","2","Harappa","TAB:B","Steatite","notched oval","Y","R/L","3","clean_side_row","false","true","h_015_025","v_010_020","-","+400-226-032+"
"317.2","H-1321","2","2","Harappa","TAB:B","Steatite","notched oval","Y","R/L","2","clean_side_row","true","false","h_015_025","v_010_020","-","+700-032+"
