checked_date,object,row_id,site,type,context,successor,successor_in_framed_x_set,terminal_successor,next_after_successor,prev_before_390,text
2026-05-31,Rjd-1,1499.1,Rodji,POT:T:g,unframed_390,390,false,true,<END>,<START>,]390-390+
2026-05-31,H-533,1503.1,Harappa,SEAL:S,unframed_390,590,true,true,<END>,740,+740-390-590[
2026-05-31,H-596,1539.1,Harappa,SEAL:S,unframed_390,003,false,true,<END>,<START>,+390-003+
2026-05-31,H-597,1540.1,Harappa,SEAL:S,unframed_390,590,true,false,070,740,+740-390-590-070-032-002-861+
2026-05-31,H-597,1540.2,Harappa,SEAL:S,unframed_390,590,true,false,070,740,+740-390-590-070-032-002-861+
2026-05-31,H-694,1599.1,Harappa,TAB:B,unframed_390,590,true,false,235,740,+740-390-590-235-368-806+
2026-05-31,H-695,1600.1,Harappa,TAB:B,unframed_390,590,true,false,235,740,+740-390-590-235-368-806+
2026-05-31,H-734,1633.1,Harappa,TAB:B,unframed_390,590,true,false,240,740,+740-390-590-240+
2026-05-31,H-773,1665.1,Harappa,TAB:B,002_framed_390,530,true,false,741,002,+740-798-803-002-390-530-741+
2026-05-31,H-777,1668.2,Harappa,TAB:B,unframed_390,004,false,false,104,<START>,+390-004-104+
2026-05-31,H-778,1669.2,Harappa,TAB:B,unframed_390,004,false,false,817,<START>,+390-004-817+
2026-05-31,H-816,1705.1,Harappa,TAB:B,unframed_390,590,true,true,<END>,740,+400-740-390-590+
2026-05-31,H-857,1741.1,Harappa,TAB:B,unframed_390,590,true,false,235,740,+740-390-590-235+
2026-05-31,K-50,1913.1,Kalibangan,SEAL:S,unframed_390,004,false,true,<END>,<START>,+390-004+
2026-05-31,K-60,1921.1,Kalibangan,SEAL:R,unframed_390,143,false,false,033,<START>,+390-143-033+
2026-05-31,K-65,1924.1,Kalibangan,SEAL:CY,unframed_390,003,false,true,<END>,<START>,+390-003+
2026-05-31,K-78,1935.1,Kalibangan,TAB:B,unframed_390,002,false,false,820,817,+740-817-390-002-820+
2026-05-31,K-82,1938.1,Kalibangan,TAG:L,unframed_390,003,false,false,002,<START>,+390-003-002-861+
2026-05-31,K-89,1944.3,Kalibangan,TAG:L,unframed_390,000,false,true,<END>,595,+001-350-002-595-390-000+
2026-05-31,K-120,1964.1,Kalibangan,POT:T:p,unframed_390,832,false,false,003,<START>,+390-832-003+
2026-05-31,-:1971.1,1971.1,Kish,SEAL:S,unframed_390,590,true,false,220,740,+740-390-590-220-003-060-840-416+
2026-05-31,L-2,1985.1,Lothal,SEAL:S,unframed_390,000,false,true,<END>,060,+353-001-527-550-233-060-390-000+
2026-05-31,L-20,1998.1,Lothal,SEAL:S,unframed_390,004,false,false,491,<START>,+390-004-491+
2026-05-31,L-27,2004.1,Lothal,SEAL:S,unframed_390,016,false,false,140,<START>,+390-016-140-000[
2026-05-31,L-29,2006.1,Lothal,SEAL:S,unframed_390,003,false,false,480,<START>,+390-003-480-368-861+
2026-05-31,L-37,2010.1,Lothal,SEAL:S,unframed_390,406,false,true,<END>,892,+104-892-390-406+
2026-05-31,L-101,2053.1,Lothal,MISC,unframed_390,700,false,false,790,<START>,+390-700-790-032-063+
2026-05-31,L-139,2081.1,Lothal,TAG,unframed_390,590,true,false,032,<START>,]390-590-032-002-880[
2026-05-31,L-145,2087.1,Lothal,TAG,unframed_390,415,false,false,002,<START>,+390-415-002-550+
2026-05-31,L-196,2116.1,Lothal,TAG,unframed_390,590,true,false,032,<START>,]390-590-032-002-000[
2026-05-31,L-198,2118.2,Lothal,TAG,unframed_390,590,true,false,032,740,+740-390-590-032-002-000[
2026-05-31,L-202,2122.1,Lothal,TAG,unframed_390,590,true,false,220,000,]000-390-590-220[
2026-05-31,L-273,2151.1,Lothal,POT:T:g,unframed_390,000,false,true,<END>,000,]000-000-000-390-000[
2026-05-31,M-2064,2157.1,Mohenjo-daro,POT:T:g,unframed_390,001,false,false,000,<START>,+390-001-000-142-031+
2026-05-31,M-1742,2177.1,Mohenjo-daro,SEAL:S,unframed_390,004,false,true,<END>,<START>,+390-004+
2026-05-31,M-1857,2191.1,Mohenjo-daro,SEAL:S,unframed_390,003,false,true,<END>,<START>,+390-003+
2026-05-31,M-165,2212.1,Mohenjo-daro,SEAL:S,unframed_390,032,false,true,<END>,741,+817-740-194/740-760-001-741-390-032+
2026-05-31,M-1675,2220.1,Mohenjo-daro,SEAL:S,unframed_390,844,false,false,002,621,+621-390-844-002-820+
2026-05-31,M-1692,2226.1,Mohenjo-daro,SEAL:S,unframed_390,600,false,false,617,<START>,+390-600-617-002-190-125-632-032+
2026-05-31,M-1697,2228.1,Mohenjo-daro,SEAL:S,unframed_390,003,false,false,002,<START>,+390-003-002-861+
2026-05-31,M-1795,2241.1,Mohenjo-daro,SEAL:S,unframed_390,844,false,true,<END>,<START>,+390-844+
2026-05-31,M-1807,2244.1,Mohenjo-daro,SEAL:S,unframed_390,844,false,true,<END>,400,+400-390-844+
2026-05-31,M-1712,2286.1,Mohenjo-daro,SEAL:S,unframed_390,458,false,true,<END>,741,+240-741-390-458+
2026-05-31,M-1889,2291.1,Mohenjo-daro,SEAL:S,unframed_390,844,false,false,741,<START>,+390-844-741-031-371+
2026-05-31,M-1821,2316.1,Mohenjo-daro,SEAL:S,unframed_390,900,false,false,140,741,+740-838-741-390-900-140+
2026-05-31,M-1955,2338.1,Mohenjo-daro,SEAL:R,unframed_390,920,false,false,322,<START>,+390-920-322-803-002-820+
2026-05-31,M-1902,2344.1,Mohenjo-daro,SEAL:S,unframed_390,590,true,false,741,151,+151-390-590-741-060-920+
2026-05-31,M-1799,2353.1,Mohenjo-daro,SEAL:S,unframed_390,016,false,true,<END>,<START>,+390-016+
2026-05-31,M-1770,2354.1,Mohenjo-daro,SEAL:S,unframed_390,090,false,false,390,176,+740-176-390-090-390+
2026-05-31,M-1838,2355.1,Mohenjo-daro,SEAL:S,unframed_390,920,false,false,323,<START>,+390-920-323+
2026-05-31,M-1918,2384.1,Mohenjo-daro,SEAL:S,unframed_390,090,false,false,000,<START>,+390-090-000[
2026-05-31,M-1729,2386.1,Mohenjo-daro,SEAL:S,unframed_390,003,false,false,002,<START>,+390-003-002-820+
2026-05-31,M-1927,2397.1,Mohenjo-daro,SEAL:S,unframed_390,005,false,false,002,<START>,+390-005-002-817+
2026-05-31,M-2010,2408.1,Mohenjo-daro,TAG:O,unframed_390,003,false,true,<END>,<START>,+390-003+
2026-05-31,M-1911,2409.1,Mohenjo-daro,SEAL:S,unframed_390,531,false,false,002,621,+621-390-531-002-820+
2026-05-31,-:2416.1,2416.1,Mohenjo-daro,TAB:B,unframed_390,590,true,false,033,740,+740-390-590-033-705-000+
2026-05-31,M-1844,2418.1,Mohenjo-daro,SEAL:S,unframed_390,004,false,false,002,<START>,+390-004-002-817+
2026-05-31,M-1731,2429.1,Mohenjo-daro,SEAL:S,unframed_390,004,false,false,741,<START>,+390-004-741-617+
2026-05-31,M-1739,2448.1,Mohenjo-daro,SEAL:S,unframed_390,590,true,false,032,740,+740-390-590-032-060-201+
2026-05-31,M-1750,2450.1,Mohenjo-daro,SEAL:S,unframed_390,004,false,false,002,<START>,+390-004-002-861+
2026-05-31,M-984,2453.1,Mohenjo-daro,SEAL:S,unframed_390,004,false,false,002,<START>,+390-004-002-817+
2026-05-31,M-1831,2454.1,Mohenjo-daro,SEAL:S,unframed_390,004,false,false,260,<START>,+390-004-260+
2026-05-31,M-1983,2472.1,Mohenjo-daro,SEAL:R,unframed_390,005,false,true,<END>,<START>,+390-005+
2026-05-31,M-1907,2482.1,Mohenjo-daro,SEAL:S,unframed_390,005,false,false,002,<START>,+390-005-002-455-511+
2026-05-31,-:2489.1,2489.1,Dholavira,SEAL:S,unframed_390,590,true,false,002,740,+740-390-590-002-817+
2026-05-31,M-1833,2509.1,Mohenjo-daro,SEAL:S,unframed_390,015,false,false,002,<START>,+390-015-002-861+
2026-05-31,M-1851,2515.1,Mohenjo-daro,SEAL:S,unframed_390,032,false,false,000,832,+832-390-032/000-032-740-002-820+
2026-05-31,M-12,2540.1,Mohenjo-daro,SEAL:S,unframed_390,590,true,false,233,740,+740-390-590-233-002-368-202-892-371+
2026-05-31,M-17,2545.1,Mohenjo-daro,SEAL:S,unframed_390,016,false,false,002,<START>,+390-016-002-814-560+
2026-05-31,M-20,2548.1,Mohenjo-daro,SEAL:S,unframed_390,005,false,false,002,<START>,+390-005-002-861-036-460-513+
2026-05-31,M-32,2560.1,Mohenjo-daro,SEAL:S,unframed_390,003,false,false,002,<START>,+390-003-002-817+
2026-05-31,M-35,2563.1,Mohenjo-daro,SEAL:S,unframed_390,590,true,false,233,740,+740-390-590-233-231-002-107+
2026-05-31,M-38,2566.1,Mohenjo-daro,SEAL:S,002_framed_390,125,true,false,632,002,+740-690-435-255-220-032-240-235-002-390-125-632-032+
2026-05-31,M-48,2576.1,Mohenjo-daro,SEAL:S,unframed_390,820,false,false,463,<START>,+390-820-463-060-368-920+
2026-05-31,M-51,2579.1,Mohenjo-daro,SEAL:S,unframed_390,140,false,true,<END>,741,+740-798-460-350-235-741-390-140+
2026-05-31,M-66,2594.1,Mohenjo-daro,SEAL:S,unframed_390,590,true,false,235,740,+740-390-590-235-002-374-309-350+
2026-05-31,M-70,2598.1,Mohenjo-daro,SEAL:S,002_framed_390,692,true,true,<END>,002,+226-032-002-390-692+
2026-05-31,M-71,2599.1,Mohenjo-daro,SEAL:S,002_framed_390,095,true,true,<END>,002,+151-279-142-002-390-095+
2026-05-31,M-77,2604.1,Mohenjo-daro,SEAL:S,unframed_390,803,false,false,002,832,+832-390-803-002-861+
2026-05-31,M-83,2610.1,Mohenjo-daro,SEAL:S,unframed_390,018,false,false,796,<START>,+390-018-796+
2026-05-31,M-94,2621.1,Mohenjo-daro,SEAL:S,unframed_390,590,true,false,220,740,+740-390-590-220-003+
2026-05-31,M-95,2622.1,Mohenjo-daro,SEAL:S,unframed_390,003,false,false,002,<START>,+390-003-002-111-165+
2026-05-31,M-101,2628.1,Mohenjo-daro,SEAL:S,unframed_390,503,false,false,740,<START>,+390-503-740-168-002-817+
2026-05-31,M-103,2630.1,Mohenjo-daro,SEAL:S,unframed_390,004,false,false,002,<START>,+390-004-002-820+
2026-05-31,M-115,2642.1,Mohenjo-daro,SEAL:S,unframed_390,844,false,false,140,<START>,+390-844-140-176-803-002-301-190+
2026-05-31,M-119,2646.1,Mohenjo-daro,SEAL:S,002_framed_390,125,true,false,632,002,+151-337-484-002-390-125-632-032-900-563+
2026-05-31,M-131,2658.1,Mohenjo-daro,SEAL:S,unframed_390,590,true,false,741,740,+740-390-590-741-390-790+
2026-05-31,M-131,2658.1,Mohenjo-daro,SEAL:S,unframed_390,790,false,true,<END>,741,+740-390-590-741-390-790+
2026-05-31,M-158,2684.1,Mohenjo-daro,SEAL:S,unframed_390,016,false,false,060,<START>,+390-016-060-550+
2026-05-31,M-166,2691.1,Mohenjo-daro,SEAL:S,unframed_390,844,false,false,240,<START>,+390-844-240-806-002-861+
2026-05-31,M-177,2702.1,Mohenjo-daro,SEAL:S,unframed_390,003,false,false,002,<START>,+390-003-002-803+
2026-05-31,M-178,2704.1,Mohenjo-daro,SEAL:S,unframed_390,016,false,true,<END>,<START>,+390-016+
2026-05-31,M-179,2705.1,Mohenjo-daro,SEAL:S,unframed_390,003,false,true,<END>,<START>,+390-003+
2026-05-31,M-203,2728.1,Mohenjo-daro,SEAL:S,unframed_390,590,true,false,741,740,+740-390-590-741-081-220+
2026-05-31,M-213,2737.1,Mohenjo-daro,SEAL:S,002_framed_390,346,false,true,<END>,002,+740-384-002-390-346+
2026-05-31,M-232,2756.1,Mohenjo-daro,SEAL:S,002_framed_390,707,false,true,<END>,002,+236-002-390-707+
2026-05-31,M-247,2770.1,Mohenjo-daro,SEAL:S,unframed_390,017,false,false,741,<START>,+390-017-741-060-920+
2026-05-31,M-251,2774.1,Mohenjo-daro,SEAL:S,unframed_390,003,false,false,002,<START>,+390-003-002-125-350+
2026-05-31,M-254,2777.1,Mohenjo-daro,SEAL:S,unframed_390,005,false,true,<END>,255,+435-255-390-005+
2026-05-31,M-278,2799.1,Mohenjo-daro,SEAL:S,unframed_390,004,false,false,002,621,+621-390-004-002-817+
2026-05-31,M-283,2804.1,Mohenjo-daro,SEAL:S,unframed_390,018,false,true,<END>,<START>,+390-018+
2026-05-31,M-292,2812.1,Mohenjo-daro,SEAL:S,unframed_390,003,false,false,060,<START>,+390-003-060-920+
2026-05-31,M-300,2819.1,Mohenjo-daro,SEAL:S,unframed_390,590,true,false,001,740,+740-390-590-001/060-820+
2026-05-31,M-314,2832.1,Mohenjo-daro,SEAL:S,unframed_390,125,true,false,308,817,+953-817-390-125-308-809-033/740-760-706-466/520-231-240-235-002-820+
2026-05-31,M-315,2833.1,Mohenjo-daro,SEAL:S,unframed_390,034,false,false,002,<START>,+390-034-002-374-228-741+
2026-05-31,M-316,2834.1,Mohenjo-daro,SEAL:S,unframed_390,710,false,false,002,367,+367-390-710-002-861+
2026-05-31,M-318,2836.2,Mohenjo-daro,SEAL:S,unframed_390,003,false,false,002,<START>,+390-003-002-031-575+
2026-05-31,M-320,2838.1,Mohenjo-daro,SEAL:S,unframed_390,125,true,true,<END>,741,+740-176-741-390-125+
2026-05-31,M-326,2844.4,Mohenjo-daro,SEAL:S,unframed_390,111,false,false,000,<START>,+390-111-000+
2026-05-31,M-411,2907.1,Mohenjo-daro,SEAL:R,unframed_390,840,false,false,233,<START>,+390-840-233-240-744-033-272+
2026-05-31,M-430,2924.1,Mohenjo-daro,TAB:B,unframed_390,590,true,false,033,740,+740-390-590-033-705-000+
2026-05-31,M-431,2925.1,Mohenjo-daro,TAB:B,unframed_390,590,true,false,033,740,+740-390-590-033-705+
2026-05-31,M-432,2926.1,Mohenjo-daro,TAB:B,unframed_390,590,true,false,033,740,+740-390-590-033-705+
2026-05-31,M-433,2927.1,Mohenjo-daro,TAB:B,unframed_390,590,true,false,033,740,+740-390-590-033-705-000+
2026-05-31,M-437,2929.1,Mohenjo-daro,TAG:P,unframed_390,590,true,false,002,740,+740-390-590-002-820+
2026-05-31,M-494,2975.1,Mohenjo-daro,TAB:B,unframed_390,697,false,false,151,<START>,+390-697-151-740-176-798-838+
2026-05-31,M-495,2976.1,Mohenjo-daro,TAB:B,unframed_390,697,false,false,151,<START>,+390-697-151-740-176-798-838+
2026-05-31,M-662,3101.1,Mohenjo-daro,SEAL:S,unframed_390,704,false,false,001,<START>,+390-704-001-820+
2026-05-31,M-708,3134.1,Mohenjo-daro,SEAL:S,002_framed_390,140,false,true,<END>,002,+740-061-002-390-140+
2026-05-31,M-710,3135.1,Mohenjo-daro,SEAL:S,unframed_390,004,false,true,<END>,400,+400-390-004+
2026-05-31,M-712,3137.1,Mohenjo-daro,SEAL:S,unframed_390,003,false,false,002,<START>,+390-003-002-861+
2026-05-31,M-719,3143.1,Mohenjo-daro,SEAL:S,unframed_390,630,false,false,032,740,]000-740-390-630-032+
2026-05-31,M-724,3148.1,Mohenjo-daro,SEAL:S,unframed_390,721,false,false,790,<START>,+390-721-790-002-861+
2026-05-31,M-734,3158.1,Mohenjo-daro,SEAL:S,unframed_390,590,true,true,<END>,368,+033-033-368-390-590+
2026-05-31,M-735,3159.1,Mohenjo-daro,SEAL:S,002_framed_390,125,true,false,195,002,+740-760-235-002-390-125-195+
2026-05-31,M-746,3169.1,Mohenjo-daro,SEAL:S,unframed_390,590,true,false,032,741,+740-440-220-032-741-390-590-032+
2026-05-31,M-784,3198.1,Mohenjo-daro,SEAL:S,unframed_390,710,false,true,<END>,368,+368-390-710+
2026-05-31,M-803,3217.1,Mohenjo-daro,SEAL:S,unframed_390,005,false,false,002,<START>,+390-005-002-817+
2026-05-31,M-813,3226.1,Mohenjo-daro,SEAL:S,unframed_390,590,true,false,002,161,+161-390-590-002-861+
2026-05-31,M-822,3235.1,Mohenjo-daro,SEAL:S,unframed_390,016,false,true,<END>,<START>,+390-016+
2026-05-31,M-824,3237.1,Mohenjo-daro,SEAL:S,unframed_390,831,false,true,<END>,368,+368-390-831+
2026-05-31,M-834,3246.1,Mohenjo-daro,SEAL:S,unframed_390,590,true,false,900,151,+151-390-590-900-002-861+
2026-05-31,M-851,3263.1,Mohenjo-daro,SEAL:S,unframed_390,590,true,false,002,740,+621-740-390-590-002-817+
2026-05-31,M-855,3267.1,Mohenjo-daro,SEAL:S,unframed_390,590,true,false,002,832,+861-260-832-390-590-002-817-690-544+
2026-05-31,M-872,3281.1,Mohenjo-daro,SEAL:S,unframed_390,016,false,false,002,<START>,+390-016-002-824+
2026-05-31,M-878,3286.1,Mohenjo-daro,SEAL:S,unframed_390,125,true,true,<END>,741,+740-900-005-741-390-125+
2026-05-31,M-882,3290.1,Mohenjo-daro,SEAL:S,unframed_390,590,true,false,000,740,+621/740-390-590-000-798-000+
2026-05-31,M-900,3305.1,Mohenjo-daro,SEAL:S,unframed_390,590,true,false,233,740,+740-390-590-233-220-415-798-838-002-820+
2026-05-31,M-907,3309.1,Mohenjo-daro,SEAL:S,unframed_390,844,false,false,140,<START>,+390-844-140-000[
2026-05-31,M-909,3310.1,Mohenjo-daro,SEAL:S,unframed_390,004,false,false,741,<START>,+390-004-741-575[
2026-05-31,M-918,3315.1,Mohenjo-daro,SEAL:S,unframed_390,869,false,false,002,<START>,+390-869-002-861+
2026-05-31,M-933,3328.1,Mohenjo-daro,SEAL:S,unframed_390,590,true,false,741,740,+740-390-590-741-821+
2026-05-31,-:3335.1,3335.1,Unknown,SEAL:S,002_framed_390,590,true,false,032,002,+740-205-032-002-390-590-032+
2026-05-31,M-965,3359.1,Mohenjo-daro,SEAL:S,unframed_390,590,true,false,032,740,+740-390-590-032-741-527+
2026-05-31,M-968,3361.1,Mohenjo-daro,SEAL:S,unframed_390,590,true,true,<END>,741,+740-923-741-390-590+
2026-05-31,M-987,3380.1,Mohenjo-daro,SEAL:S,unframed_390,016,false,true,<END>,<START>,+390-016+
2026-05-31,M-998,3390.1,Mohenjo-daro,SEAL:S,unframed_390,590,true,true,<END>,820,+820-390-590+
2026-05-31,M-1017,3402.1,Mohenjo-daro,SEAL:S,unframed_390,590,true,false,000,740,+740-390-590-000[
2026-05-31,M-1022,3407.1,Mohenjo-daro,SEAL,unframed_390,000,false,true,<END>,<START>,+390-000[
2026-05-31,M-1058,3432.1,Mohenjo-daro,SEAL,unframed_390,000,false,false,000,<START>,+390-000-000[
2026-05-31,M-1089,3463.1,Mohenjo-daro,SEAL:S,unframed_390,590,true,false,002,151,+151-390-590-002-374-840+
2026-05-31,M-1098,3470.1,Mohenjo-daro,SEAL:S,unframed_390,005,false,false,140,<START>,+390-005-140-000[
2026-05-31,M-1170,3530.1,Mohenjo-daro,SEAL:S,unframed_390,403,false,true,<END>,<START>,+390-403+
2026-05-31,M-1200,3551.2,Mohenjo-daro,SEAL:S,unframed_390,017,false,true,<END>,<START>,+390-017+
2026-05-31,M-1224,3559.2,Mohenjo-daro,SEAL:S,unframed_390,016,false,false,853,401,+401-390-016-853+
2026-05-31,M-1343,3648.1,Mohenjo-daro,SEAL,unframed_390,590,true,false,235,740,+740-390-590-235-002-861+
2026-05-31,M-1362,3661.1,Mohenjo-daro,SEAL:R,unframed_390,070,false,false,220,<START>,+390-070-220-032[
2026-05-31,M-1365,3664.1,Mohenjo-daro,SEAL:R,unframed_390,016,false,true,<END>,<START>,+390-016+
2026-05-31,M-1592,3812.1,Mohenjo-daro,POT:T:g,unframed_390,590,true,true,<END>,740,+740-390-590[
2026-05-31,M-1608,3817.1,Mohenjo-daro,POT:T:g,unframed_390,003,false,false,000,<START>,]390-003-000-000[
