tail,tail_class,verdict,rows,strict_identity_family_cells,exact_prefixes,registers,source_ready_rows,dominant_prefix,dominant_prefix_share,dominant_register,dominant_register_share,prefix_last2_distribution,examples
216,simple_single,singleton_watch_not_interpretable,1,1,1,1,0,740 585 798,1.000,Harappa|SEAL:S|Bull1:J|square,1.000,585 798:1,H-446 +740-585-798-002-861-216+
831 165,fixed_pair,singleton_watch_not_interpretable,1,1,1,1,0,520 233,1.000,Harappa|SEAL|None|-,1.000,520 233:1,H-688 +520-233-002-861-831-165+
791 440 717,long_continuation,singleton_watch_not_interpretable,1,1,1,1,0,760 031,1.000,Kalibangan|SEAL:S|Elep|square,1.000,760 031:1,K-40 +760-031-002-861-791-440-717+
626,simple_single,singleton_watch_not_interpretable,1,1,1,1,0,520 315,1.000,Lothal|SEAL:S|Bull1|square,1.000,520 315:1,L-39 +520-315-002-861-626+
392,simple_single,singleton_watch_not_interpretable,1,1,1,1,0,527 388 233 740 176,1.000,Lothal|SEAL:S|Gaur|square,1.000,740 176:1,L-46 +527-388-233-740-176-002-861-392+
683,simple_single,singleton_watch_not_interpretable,1,1,1,1,0,090 740 222 231,1.000,Mohenjo-daro|SEAL:S|Bull1:J|square,1.000,222 231:1,M-1674 +090-740-222-231-002-861-683+
096,simple_single,singleton_watch_not_interpretable,1,1,1,1,0,<START>,1.000,Mohenjo-daro|ROD|None|-,1.000,<START>:1,M-2089 +002-861-096+
032 520 919 140,long_continuation,singleton_watch_not_interpretable,1,1,1,1,0,520 070 219,1.000,Mohenjo-daro|SEAL:S|Bull1:W|square,1.000,070 219:1,M-1661 +520-070-219-002-861-032-520-919-140+
832,simple_single,singleton_watch_not_interpretable,1,1,1,1,0,520 072 233 740 798,1.000,Mohenjo-daro|SEAL:S|Bull1:W|square,1.000,740 798:1,M-1681 +520-072-233-740-798-002-861-832+
036 460 513,long_continuation,singleton_watch_not_interpretable,1,1,1,1,0,390 005,1.000,Mohenjo-daro|SEAL:S|Bull1:W|square,1.000,390 005:1,M-20 +390-005-002-861-036-460-513+
901,simple_single,singleton_watch_not_interpretable,1,1,1,1,0,740 923 070 032 033 706 231 242,1.000,Mohenjo-daro|SEAL:S|Bull1:L|square,1.000,231 242:1,M-677 +740-923-070-032-033-706-231-242-002-861-901+
031,simple_single,singleton_watch_not_interpretable,1,1,1,1,0,740 773 240,1.000,Mohenjo-daro|SEAL:S|Bull1:W|square,1.000,773 240:1,M-706 +740-773-240-002-861-031+
803,simple_single,singleton_watch_not_interpretable,1,1,1,1,0,740 482 033 705,1.000,Mohenjo-daro|SEAL:S|Bull1:W|square,1.000,033 705:1,M-1698 +740-482-033-705-002-861-803+
