"id","cisi","site","region","area_section","material","shape","type","sides","condition","complete","dir","class","text_length","text","signs","length","position_0","position_1","at_start","at_end","prev","next","next2","prev2","frame","damaged_or_open"
"166.1","H-1392","Harappa","Inter-Riverine","--","-","-","POT:T:g","1","Poor","N","-","??","3","+000-220-000+","000-220-000","3","1","2","False","False","000","000","<END>","<START>","000-220-000","False"
"173.1","H-1086","Harappa","Inter-Riverine","--","Clay","-","POT:T:s","1","Poor","Y","R/L","ZN","2","+220-016+","220-016","2","0","1","True","False","<START>","016","<END>","<START>","<START>-220-016","False"
"174.1","H-1394","Harappa","Inter-Riverine","FGranery","Clay","-","POT:T:g","1","Poor","?","R/L","UC","3+?","]590-220-003+","590-220-003","3","1","2","False","False","590","003","<END>","<START>","590-220-003","True"
"175.1","H-1418","Harappa","Inter-Riverine","--","Clay","-","POT:T:g","1","Poor","?","R/L","UC","2+?","]220-032+","220-032","2","0","1","True","False","<START>","032","<END>","<START>","<START>-220-032","True"
"186.1","H-1403","Harappa","Inter-Riverine","--","Clay","-","POT:T:g","1","Poor","N","-","??","3+?","]000-000-220+","000-000-220","3","2","3","False","True","000","<END>","<END>","000","000-220-<END>","True"
"187.2","H-1282","Harappa","Inter-Riverine","--","Steatite","-","TAB:I","2","Poor","?","-","UC","1+?","]220[","220","1","0","1","True","True","<START>","<END>","<END>","<START>","<START>-220-<END>","True"
"199.1","H-423","Harappa","Inter-Riverine","--","Steatite","square","SEAL:S","1","Poor","Y","R/L","LP","6","+520-220-240-798-060-692+","520-220-240-798-060-692","6","1","2","False","False","520","240","798","<START>","520-220-240","False"
"206.1","H-1404","Harappa","Inter-Riverine","--","Clay","-","POT:T:g","1","Poor","N","-","??","3+?","]000-220-840[","000-220-840","3","1","2","False","False","000","840","<END>","<START>","000-220-840","True"
"217.1","H-294","Harappa","Inter-Riverine","FTrench IV+V","Steatite","rectangular","TAB:I","1","Good","Y","R/L","MT","4","+090-740-240-220+","090-740-240-220","4","3","4","False","True","240","<END>","<END>","740","240-220-<END>","False"
"221.1","H-1326","Harappa","Inter-Riverine","FTrench VI","Steatite","rectangular-round","TAB:I","1","Fair","Y","R/L","MT","3","+520-220-415+","520-220-415","3","1","2","False","False","520","415","<END>","<START>","520-220-415","False"
"223.1","H-1042","Harappa","Inter-Riverine","FTrench VI","Steatite","square","SEAL:S","1","Poor","N","R/L","??","6","+740-923-000-220-002-817+","740-923-000-220-002-817","6","3","4","False","False","000","002","817","923","000-220-002","False"
"237.1","H-1056","Harappa","Inter-Riverine","FTrench IV+V","Steatite","square","SEAL:S","1","Fair","Y","R/L","MT","5","+400-090-740-220-003+","400-090-740-220-003","5","3","4","False","False","740","003","<END>","090","740-220-003","False"
"250.1","H-1166","Harappa","Inter-Riverine","FTrench I","Steatite","rectangular","TAB:I","2","Poor","Y","NR","ZN","1","+220+","220","1","0","1","True","True","<START>","<END>","<END>","<START>","<START>-220-<END>","False"
"252.1","H-1174","Harappa","Inter-Riverine","F-","Steatite","-","TAB:I","2","Poor","?","-","UC","1+?","]220[","220","1","0","1","True","True","<START>","<END>","<END>","<START>","<START>-220-<END>","True"
"258.1","H-1121","Harappa","Inter-Riverine","FTrench III","Faience","rectangular","TAB:B","2","Poor","Y","L/R","MT","4","+400-520-220-016+","400-520-220-016","4","2","3","False","False","520","016","<END>","400","520-220-016","False"
"277.2","H-1184","Harappa","Inter-Riverine","F-","Steatite","rectangular","TAB:I","2","Poor","?","R/L","UC","2+?","+520-220[","520-220","2","1","2","False","True","520","<END>","<END>","<START>","520-220-<END>","True"
"282.2","H-1330","Harappa","Inter-Riverine","FTrench I","Steatite","circular","TAB:I","2","Fair","Y","R/L","MT","2","+520-220+","520-220","2","1","2","False","True","520","<END>","<END>","<START>","520-220-<END>","False"
"291.1","-","Harappa","Inter-Riverine","FGranery","Clay","cylindrical","TAB:B","1","Poor","Y","R/L","LT","11","+740-407-590-690-436-255-920-318-220-415-803+","740-407-590-690-436-255-920-318-220-415-803","11","8","9","False","False","318","415","803","920","318-220-415","False"
"293.1","H-1033","Harappa","Inter-Riverine","FTrench I","Steatite","square","SEAL:S","1","Poor","Y","R/L","LC","6","+220-500-520-002-862-032+","220-500-520-002-862-032","6","0","1","True","False","<START>","500","520","<START>","<START>-220-500","False"
"302.2","H-1152","Harappa","Inter-Riverine","F-","Faience","prism","TAB:B","2","Poor","?","R/L","UC","2+?","]220-700[","220-700","2","0","1","True","False","<START>","700","<END>","<START>","<START>-220-700","True"
"308.2","-","Harappa","Inter-Riverine","FTrench IV+V","Steatite","fish","TAB:I","2","Poor","N","R/L","??","2","+000-220+","000-220","2","1","2","False","True","000","<END>","<END>","<START>","000-220-<END>","False"
"318.1","H-1028","Harappa","Inter-Riverine","F-","Steatite","square","SEAL:S","1","Poor","Y","R/L","ZN","2","+220-016+","220-016","2","0","1","True","False","<START>","016","<END>","<START>","<START>-220-016","False"
"388.2","H-1874","Harappa","Inter-Riverine","ETrench 54","Faience","rectangular","TAB:B","2","Poor","N","R/L","??","4","+002-220-455-000+","002-220-455-000","4","1","2","False","False","002","455","000","<START>","002-220-455","False"
"416.1","H-2035","Harappa","Inter-Riverine","ETrench 54","Steatite","rectangular","TAB:I","1","Poor","Y","R/L","SS","2","+220-233+","220-233","2","0","1","True","False","<START>","233","<END>","<START>","<START>-220-233","False"
"467.2","H-1825","Harappa","Inter-Riverine","ETrench 54","Faience","rectangular","TAB:B","2","Good","Y","L/R","MT","3","+740-176-220+","740-176-220","3","2","3","False","True","176","<END>","<END>","740","176-220-<END>","False"
"479.1","H-1669","Harappa","Inter-Riverine","ETrench 11","Steatite","square","SEAL:S","1","Poor","Y","R/L","SP","5","+520-220-415-060-920+","520-220-415-060-920","5","1","2","False","False","520","415","060","<START>","520-220-415","False"
"481.1","H-2148","Harappa","Inter-Riverine","ETrench 11","Steatite","rectangular","TAB:I","2","Good","Y","R/L","MT","3","+520-220-415+","520-220-415","3","1","2","False","False","520","415","<END>","<START>","520-220-415","False"
"485.1","H-1953","Harappa","Inter-Riverine","ETrench 11","Clay","rectangular","TAB:B","2","Fair","Y","R/L","VX","3","+700-032-220+","700-032-220","3","2","3","False","True","032","<END>","<END>","700","032-220-<END>","False"
"485.2","H-1953","Harappa","Inter-Riverine","ETrench 11","Clay","rectangular","TAB:B","2","Fair","Y","R/L","MT","5","+520-220-415-240-803+","520-220-415-240-803","5","1","2","False","False","520","415","240","<START>","520-220-415","False"
"517.1","H-1722","Harappa","Inter-Riverine","E-","-","-","TAG","2","Poor","N","R/L","??","4+?","+520-220-415-000[","520-220-415-000","4","1","2","False","False","520","415","000","<START>","520-220-415","True"
"517.2","H-1722","Harappa","Inter-Riverine","E-","-","-","TAG","2","Poor","N","R/L","??","2+?","]000-220[","000-220","2","1","2","False","True","000","<END>","<END>","<START>","000-220-<END>","True"
"538.1","H-2343","Harappa","Inter-Riverine","--","Clay","-","POT:T:g","1","Poor","N","R/L","??","4+?","]220-032-176-000+","220-032-176-000","4","0","1","True","False","<START>","032","176","<START>","<START>-220-032","True"
"553.2","-","Harappa","Inter-Riverine","--","Faience","-","TAB:B","2","Poor","Y","NR","ZN","1","+220+","220","1","0","1","True","True","<START>","<END>","<END>","<START>","<START>-220-<END>","False"
"568.1","H-1777","Harappa","Inter-Riverine","ETTrench 9","Faience","cylindrical","TAB:B","2","Poor","?","-","UC","1+?","]220+","220","1","0","1","True","True","<START>","<END>","<END>","<START>","<START>-220-<END>","True"
"576.1","H-1685","Harappa","Inter-Riverine","--","-","square","SEAL:S","1","Poor","N","R/L","??","7","+090-740-220-000-000-000-000+","090-740-220-000-000-000-000","7","2","3","False","False","740","000","000","090","740-220-000","False"
"586.1","H-2194","Harappa","Inter-Riverine","ETrench 10W/11","Steatite","triangular","TAB:I","2","Poor","?","R/L","UC","3+?","+590-032-220[","590-032-220","3","2","3","False","True","032","<END>","<END>","590","032-220-<END>","True"
"595.1","H-1892","Harappa","Inter-Riverine","--","Faience","rectangular","TAB:B","2","Poor","N","R/L","??","3","+220-000-700+","220-000-700","3","0","1","True","False","<START>","000","700","<START>","<START>-220-000","False"
"632.1","H-2193","Harappa","Inter-Riverine","ETrench 10W/11","Steatite","triangular","TAB:I","2","Poor","Y","R/L","SC","3","+590-032-220+","590-032-220","3","2","3","False","True","032","<END>","<END>","590","032-220-<END>","False"
"673.2","H-2147","Harappa","Inter-Riverine","ETrench 10W/11","Steatite","rectangular","TAB:I","2","Poor","?","-","UC","2+?","]220-415+","220-415","2","0","1","True","False","<START>","415","<END>","<START>","<START>-220-415","True"
"729.1","H-2010","Harappa","Inter-Riverine","FTrench 37","Faience","oval","TAB:B","2","Fair","Y","R/L","MT","4","+740-176-220-235+","740-176-220-235","4","2","3","False","False","176","235","<END>","740","176-220-235","False"
"739.1","H-1687","Harappa","Inter-Riverine","FTrench 37","Steatite","square","SEAL:S","1","Poor","?","R/L","UC","2+?","+520-220[","520-220","2","1","2","False","True","520","<END>","<END>","<START>","520-220-<END>","True"
"744.2","H-1993","Harappa","Inter-Riverine","FTrench 37","Clay","rectangular","TAB:B","2","Poor","N","R/L","??","7","+740-000-220-004-002-390-095+","740-000-220-004-002-390-095","7","2","3","False","False","000","004","002","740","000-220-004","False"
"770.2","H-2150","Harappa","Inter-Riverine","ETrench 11","Steatite","rectangular","TAB:I","2","Poor","?","R/L","UC","2+?","]220-415+","220-415","2","0","1","True","False","<START>","415","<END>","<START>","<START>-220-415","True"
"795.2","H-2080","Harappa","Inter-Riverine","ETrench 11","Steatite","-","TAB:I","2","Poor","?","-","UC","2+?","]220-760[","220-760","2","0","1","True","False","<START>","760","<END>","<START>","<START>-220-760","True"
"816.1","H-2240","Harappa","Inter-Riverine","ETrench 11","Steatite","rectangular","TAB:I","2","Good","Y","R/L","MT","3","+520-220-415+","520-220-415","3","1","2","False","False","520","415","<END>","<START>","520-220-415","False"
"824.2","H-1775","Harappa","Inter-Riverine","ETrench 11","Faience","rectangular","TAB:B","2","Poor","N","R/L","??","4","+220-000-700-033+","220-000-700-033","4","0","1","True","False","<START>","000","700","<START>","<START>-220-000","False"
"841.1","H-2146","Harappa","Inter-Riverine","ETrench 11","Steatite","rectangular","TAB:I","2","Fair","Y","R/L","MT","3","+520-220-415+","520-220-415","3","1","2","False","False","520","415","<END>","<START>","520-220-415","False"
"848.1","H-2149","Harappa","Inter-Riverine","ETrench 11","Steatite","rectangular","TAB:I","2","Fair","Y","R/L","MT","3","+520-220-415+","520-220-415","3","1","2","False","False","520","415","<END>","<START>","520-220-415","False"
"865.2","H-2152","Harappa","Inter-Riverine","ETrench 11","Steatite","rectangular","TAB:I","2","Poor","?","R/L","UC","2+?","]220-415+","220-415","2","0","1","True","False","<START>","415","<END>","<START>","<START>-220-415","True"
"891.2","H-2195","Harappa","Inter-Riverine","ETrench 11","Steatite","triangular","TAB:I","2","Poor","N","R/L","??","2+?","]000-220+","000-220","2","1","2","False","True","000","<END>","<END>","<START>","000-220-<END>","True"
"902.2","H-2020","Harappa","Inter-Riverine","ETrench 11","Clay","prism","TAB:B","2","Poor","Y","R/L","SC","4","+690-590-032-220+","690-590-032-220","4","3","4","False","True","032","<END>","<END>","590","032-220-<END>","False"
"904.2","H-2019","Harappa","Inter-Riverine","ETrench 11","Clay","prism","TAB:B","2","Good","Y","R/L","SC","4","+690-590-032-220+","690-590-032-220","4","3","4","False","True","032","<END>","<END>","590","032-220-<END>","False"
"913.1","H-1992","Harappa","Inter-Riverine","ETrench 11","Faience","cylindrical","TAB:B","2","Poor","Y","R/L","MT","3","+520-220-415+","520-220-415","3","1","2","False","False","520","415","<END>","<START>","520-220-415","False"
"913.2","H-1992","Harappa","Inter-Riverine","ETrench 11","Faience","cylindrical","TAB:B","2","Poor","Y","R/L","MT","3","+520-220-415+","520-220-415","3","1","2","False","False","520","415","<END>","<START>","520-220-415","False"
"920.1","H-1678","Harappa","Inter-Riverine","FTrench 41","Steatite","square","SEAL:S","1","Good","Y","R/L","MT","5","+520-233-240-220-032+","520-233-240-220-032","5","3","4","False","False","240","032","<END>","233","240-220-032","False"
"925.2","H-1838","Harappa","Inter-Riverine","--","Faience","rectangular","TAB:B","2","Poor","N","R/L","??","4","+220-000-000-000+","220-000-000-000","4","0","1","True","False","<START>","000","000","<START>","<START>-220-000","False"
"928.1","H-1837","Harappa","Inter-Riverine","ETrench 11W","Faience","rectangular","TAB:B","2","Poor","N","R/L","??","3+?","+220-000-700[","220-000-700","3","0","1","True","False","<START>","000","700","<START>","<START>-220-000","True"
"937.1","H-2011","Harappa","Inter-Riverine","ETrench 11W","Clay","elliptical","TAB:B","2","Poor","Y","R/L","MT","4","+740-176-220-235+","740-176-220-235","4","2","3","False","False","176","235","<END>","740","176-220-235","False"
"984.1","-","Harappa","Inter-Riverine","ABTrench 39N","Clay","-","POT:T:g","1","Poor","Y","NR","ZN","1","+220+","220","1","0","1","True","True","<START>","<END>","<END>","<START>","<START>-220-<END>","False"
"1017.1","H-1737","Harappa","Inter-Riverine","FTrench 43","Clay","rectangular","POT:T:s","1","Poor","Y","R/L","ZN","2","+220-033+","220-033","2","0","1","True","False","<START>","033","<END>","<START>","<START>-220-033","False"
"1019.2","H-2012","Harappa","Inter-Riverine","FTrench 43","Clay","-","TAB:B","2","Poor","?","R/L","UC","2+?","]235-220+","235-220","2","1","2","False","True","235","<END>","<END>","<START>","235-220-<END>","True"
"1020.1","H-1657","Harappa","Inter-Riverine","FTrench 43","Steatite","square","SEAL:S","1","Good","Y","R/L","LP","13","+740-405-590-032-900-003-806-235-220-032-002-690-921+","740-405-590-032-900-003-806-235-220-032-002-690-921","13","8","9","False","False","235","032","002","806","235-220-032","False"
"1025.2","H-2178","Harappa","Inter-Riverine","FTrench 43","Steatite","-","TAB:I","2","Poor","?","R/L","UC","2+?","]220-415+","220-415","2","0","1","True","False","<START>","415","<END>","<START>","<START>-220-415","True"
"1029.1","H-1738","Harappa","Inter-Riverine","FTrench 43","Clay","-","POT:T:s","1","Poor","?","-","UC","1+?","+220[","220","1","0","1","True","True","<START>","<END>","<END>","<START>","<START>-220-<END>","True"
"1032.1","H-1736","Harappa","Inter-Riverine","FTrench 43","Clay","rectangular","POT:T:s","1","Poor","Y","R/L","ZN","2","+220-033+","220-033","2","0","1","True","False","<START>","033","<END>","<START>","<START>-220-033","False"
"1065.1","H-4","Harappa","Inter-Riverine","F-","Steatite","square","SEAL:S","1","Fine","Y","R/L","SC","3","+220-063-051+","220-063-051","3","0","1","True","False","<START>","063","051","<START>","<START>-220-063","False"
"1070.1","H-9","Harappa","Inter-Riverine","FTrench I","Steatite","square","SEAL:S","1","Good","Y","R/L","ZN","2","+220-017+","220-017","2","0","1","True","False","<START>","017","<END>","<START>","<START>-220-017","False"
"1078.1","H-18","Harappa","Inter-Riverine","FTrench IV+V","Steatite","square","SEAL:S","1","Poor","N","R/L","??","5+?","]000-220-032-002-820+","000-220-032-002-820","5","1","2","False","False","000","032","002","<START>","000-220-032","True"
"1127.1","H-68","Harappa","Inter-Riverine","FTrench IV+V","Steatite","square","SEAL:S","1","Fair","Y","R/L","LP","7","+090-740-220-003-002-390-072+","090-740-220-003-002-390-072","7","2","3","False","False","740","003","002","090","740-220-003","False"
"1139.1","H-82","Harappa","Inter-Riverine","FTrench I","Steatite","square","SEAL:S","1","Poor","Y","R/L","IM","6","+390-017-002-220-455-741+","390-017-002-220-455-741","6","3","4","False","False","002","455","741","017","002-220-455","False"
"1153.1","H-98","Harappa","Inter-Riverine","F-","Steatite","square","SEAL:S","1","Good","Y","R/L","2L","5","+861-920/520-220-016+","861-920-520-220-016","5","3","4","False","False","520","016","<END>","920","520-220-016","False"
"1159.1","H-1007","Harappa","Inter-Riverine","--","Clay","-","POT:T:p","1","Poor","N","-","??","2+?","+220-000[","220-000","2","0","1","True","False","<START>","000","<END>","<START>","<START>-220-000","True"
"1170.1","H-129","Harappa","Inter-Riverine","F-","Steatite","cuboid-convex","SEAL:R","1","Good","Y","R/L","LP","10","+409-061-740-235-220-031-002-861-244-165+","409-061-740-235-220-031-002-861-244-165","10","4","5","False","False","235","031","002","740","235-220-031","False"
"1175.1","H-134","Harappa","Inter-Riverine","F-","Steatite","cuboid-convex","SEAL:R","1","Good","Y","R/L","LP","7","+740-405-590-220-003-002-861+","740-405-590-220-003-002-861","7","3","4","False","False","590","003","002","405","590-220-003","False"
"1234.1","H-203","Harappa","Inter-Riverine","F-","Faience","rectangular","TAB:B","1","Good","Y","R/L","MT","5","+400-740-220-415-798+","400-740-220-415-798","5","2","3","False","False","740","415","798","400","740-220-415","False"
"1258.1","H-231","Harappa","Inter-Riverine","FTrench VI","Faience","elliptical","TAB:B","2","Fair","Y","R/L","SP","5","+520-220-240-002-820+","520-220-240-002-820","5","1","2","False","False","520","240","002","<START>","520-220-240","False"
"1293.1","H-268","Harappa","Inter-Riverine","AB-","Steatite","square","SEAL:S","1","Poor","Y","R/L","LP","10","+740-585-017-033-706-803-002-220-455-920+","740-585-017-033-706-803-002-220-455-920","10","7","8","False","False","002","455","920","803","002-220-455","False"
"1300.1","H-278","Harappa","Inter-Riverine","F-","Steatite","cylindrical","TAB:B","1","Fair","Y","R/L","LT","11","+740-407-590-690-436-255-920-318-220-415-803+","740-407-590-690-436-255-920-318-220-415-803","11","8","9","False","False","318","415","803","920","318-220-415","False"
"1301.1","H-279","Harappa","Inter-Riverine","FGranery","Clay","cylindrical","TAB:B","1","Poor","Y","R/L","LT","11","+740-407-590-690-436-255-920-318-220-415-803+","740-407-590-690-436-255-920-318-220-415-803","11","8","9","False","False","318","415","803","920","318-220-415","False"
"1302.1","H-280","Harappa","Inter-Riverine","FGranery","Clay","cylindrical","TAB:B","1","Poor","Y","R/L","LT","11","+740-407-590-690-436-255-920-318-220-415-803+","740-407-590-690-436-255-920-318-220-415-803","11","8","9","False","False","318","415","803","920","318-220-415","False"
"1303.1","H-281","Harappa","Inter-Riverine","FGranery","Clay","cylindrical","TAB:B","1","Fair","Y","R/L","LT","11","+740-407-590-690-436-255-920-318-220-415-803+","740-407-590-690-436-255-920-318-220-415-803","11","8","9","False","False","318","415","803","920","318-220-415","False"
"1304.1","H-282","Harappa","Inter-Riverine","FTrench I","-","cylindrical","TAB:B","1","Fair","Y","R/L","LT","11","+740-407-590-690-436-255-920-318-220-415-803+","740-407-590-690-436-255-920-318-220-415-803","11","8","9","False","False","318","415","803","920","318-220-415","False"
"1305.1","H-283","Harappa","Inter-Riverine","--","-","cylindrical","TAB:B","1","Fair","Y","R/L","LT","11","+740-407-590-690-436-255-920-318-220-415-803+","740-407-590-690-436-255-920-318-220-415-803","11","8","9","False","False","318","415","803","920","318-220-415","False"
"1306.1","H-284","Harappa","Inter-Riverine","FGranery","Clay","cylindrical","TAB:B","1","Poor","Y","R/L","LT","11","+740-407-590-690-436-255-920-318-220-415-803+","740-407-590-690-436-255-920-318-220-415-803","11","8","9","False","False","318","415","803","920","318-220-415","False"
"1324.1","H-302","Harappa","Inter-Riverine","F-","Steatite","rectangular","TAB:I","2","Good","Y","R/L","VX","3","+220-700-004+","220-700-004","3","0","1","True","False","<START>","700","004","<START>","<START>-220-700","False"
"1324.2","H-302","Harappa","Inter-Riverine","F-","Steatite","rectangular","TAB:I","2","Good","Y","R/L","MT","5","+400-760-740-220-416+","400-760-740-220-416","5","3","4","False","False","740","416","<END>","760","740-220-416","False"
"1341.1","H-319","Harappa","Inter-Riverine","FTrench IV+V","Steatite","oval","TAB:I","2","Good","Y","R/L","MT","3","+520-220-415+","520-220-415","3","1","2","False","False","520","415","<END>","<START>","520-220-415","False"
"1351.1","H-329","Harappa","Inter-Riverine","--","-","fish","TAB:I","2","Poor","Y","R/L","SS","2","+520-220+","520-220","2","1","2","False","True","520","<END>","<END>","<START>","520-220-<END>","False"
"1366.1","H-346","Harappa","Inter-Riverine","FTrench IV+V","Steatite","circular","TAB:I","2","Fair","Y","R/L","MT","3","+520-220-415+","520-220-415","3","1","2","False","False","520","415","<END>","<START>","520-220-415","False"
"1383.1","H-364","Harappa","Inter-Riverine","FTrench I","Steatite","cuboid","TAB:I","1","Fair","Y","R/L","MT","3","+520-220-415+","520-220-415","3","1","2","False","False","520","415","<END>","<START>","520-220-415","False"
"1394.1","H-375","Harappa","Inter-Riverine","--","-","-","POT:T:g","1","Good","N","R/L","??","4+?","]000-220-002-000[","000-220-002-000","4","1","2","False","False","000","002","000","<START>","000-220-002","True"
"1399.1","H-385","Harappa","Inter-Riverine","AB-","Steatite","square","SEAL:S","1","Poor","N","R/L","??","7","+000-220-002-595-632-354-850+","000-220-002-595-632-354-850","7","1","2","False","False","000","002","595","<START>","000-220-002","False"
"1407.1","H-396","Harappa","Inter-Riverine","F-","Steatite","square","SEAL:S","1","Poor","N","R/L","??","6+?","+832-904-220-415-806-000[","832-904-220-415-806-000","6","2","3","False","False","904","415","806","832","904-220-415","True"
"1408.1","K-46","Kalibangan","Inter-Riverine","KLB-2-","Steatite","-","SEAL","1","Poor","N","-","??","3+?","]000-220-000[","000-220-000","3","1","2","False","False","000","000","<END>","<START>","000-220-000","True"
"1409.1","H-401","Harappa","Inter-Riverine","FGranery","Steatite","square","SEAL:S","1","Poor","N","R/L","??","4+?","+090-740-220-000[","090-740-220-000","4","2","3","False","False","740","000","<END>","090","740-220-000","True"
"1416.1","H-412","Harappa","Inter-Riverine","D-","Steatite","square","SEAL:S","1","Poor","Y","R/L","LP","6","+161-233-220-032-741-831+","161-233-220-032-741-831","6","2","3","False","False","233","032","741","161","233-220-032","False"
"1480.1","H-502","Harappa","Inter-Riverine","AB-","Steatite","square","SEAL:S","1","Fair","Y","R/L","MT","4","+090-740-220-032+","090-740-220-032","4","2","3","False","False","740","032","<END>","090","740-220-032","False"
"1500.1","H-525","Harappa","Inter-Riverine","FTrench I","Steatite","square","SEAL:S","1","Poor","?","R/L","UC","2+?","+520-220[","520-220","2","1","2","False","True","520","<END>","<END>","<START>","520-220-<END>","True"
"1519.1","H-566","Harappa","Inter-Riverine","H-","Steatite","square","SEAL:S","1","Poor","?","-","UC","1+?","]220[","220","1","0","1","True","True","<START>","<END>","<END>","<START>","<START>-220-<END>","True"
"1520.1","H-567","Harappa","Inter-Riverine","--","-","-","SEAL","1","Poor","?","-","UC","1+?","]220[","220","1","0","1","True","True","<START>","<END>","<END>","<START>","<START>-220-<END>","True"
"1522.1","H-569","Harappa","Inter-Riverine","FGranery","Steatite","square","SEAL:S","1","Poor","N","R/L","??","7+?","+740-032-840-240-220-032-000[","740-032-840-240-220-032-000","7","4","5","False","False","240","032","000","840","240-220-032","True"
"1537.1","H-593","Harappa","Inter-Riverine","F-","Steatite","square","SEAL:S","1","Poor","N","R/L","??","7+?","+740-760-235-240-002-220-000[","740-760-235-240-002-220-000","7","5","6","False","False","002","000","<END>","240","002-220-000","True"
"1544.1","H-601","Harappa","Inter-Riverine","FTrench IV+V","Clay","square","SEAL:S","1","Poor","Y","R/L","MT","5","+740-717-233-220-032+","740-717-233-220-032","5","3","4","False","False","233","032","<END>","717","233-220-032","False"
"1555.1","H-640","Harappa","Inter-Riverine","--","-","cuboid-convex","SEAL:R","1","Poor","?","R/L","UC","4+?","]220-032-002-817+","220-032-002-817","4","0","1","True","False","<START>","032","002","<START>","<START>-220-032","True"
"1584.1","H-669","Harappa","Inter-Riverine","AB-","Steatite","cuboid-convex","SEAL:R","1","Fair","Y","R/L","SS","3","+740-220-032+","740-220-032","3","1","2","False","False","740","032","<END>","<START>","740-220-032","False"
"1640.1","H-747","Harappa","Inter-Riverine","FTrench VI","Faience","rectangular","TAB:B","1","Poor","?","R/L","UC","3+?","+400-740-220[","400-740-220","3","2","3","False","True","740","<END>","<END>","400","740-220-<END>","True"
"1641.1","H-748","Harappa","Inter-Riverine","FGranery","Faience","cuboid","TAB:B","1","Fair","Y","R/L","MT","5","+400-740-220-415-798+","400-740-220-415-798","5","2","3","False","False","740","415","798","400","740-220-415","False"
"1659.1","H-767","Harappa","Inter-Riverine","FTrench IV+V","Clay","plano-convex","TAB:B","2","Fair","Y","R/L","MT","5","+400-740-220-415-798+","400-740-220-415-798","5","2","3","False","False","740","415","798","400","740-220-415","False"
"1677.2","H-786","Harappa","Inter-Riverine","--","-","rectangular","TAB:B","2","Good","Y","R/L","MT","3","+520-220-415+","520-220-415","3","1","2","False","False","520","415","<END>","<START>","520-220-415","False"
"1680.1","H-789","Harappa","Inter-Riverine","FTrench I","Faience","rectangular","TAB:B","2","Good","Y","R/L","MT","4","+400-520-220-016+","400-520-220-016","4","2","3","False","False","520","016","<END>","400","520-220-016","False"
"1686.2","H-795","Harappa","Inter-Riverine","--","-","cylindrical","TAB:B","2","Poor","N","R/L","??","4","+442-000-220-000+","442-000-220-000","4","2","3","False","False","000","000","<END>","442","000-220-000","False"
