"scope","influence_rank","family_scheme","family_key","representative_sites","representative_types","representative_symbols","rows_removed","source_weight_removed","cisi","texts","tokens","baseline_rows","without_rows","baseline_stored_win_share","without_stored_win_share","delta_stored_win_share","baseline_mean_diff","without_mean_diff","delta_mean_diff"
"all_harsh","11","site|type|symbol","Harappa|SEAL:S|Bull1:W","Harappa","SEAL:S","Bull1:W","19","19","H-1022; H-1046; H-1047; H-1049; H-1666; H-1673; H-2; H-29; H-386; H-4; H-405; H-420; H-421; H-477; H-57; H-58; H-6; H-66; H-8","+138-001-595-752-455+; +151-390-590+; +158-806-468-740-752-231-235+; +159-057+; +161-097-741-140+; +220-063-051+; +232-740-176-745-440-617+; +236-806-002-863+; +317-890-001-032-776-625+; +354-001-740-405-590-033-706-002-690-921+; +368-861-501-031+; +405-004-002-933+; +405-004-104+; +405-004-745-905+; +407-004-001-740-443-388-140+; +527-555-740-055-240-415-798-060-201+; +595-140-640+; +617-243-950+; +679-740-240-060-550+","138 001 595 752 455; 151 390 590; 158 806 468 740 752 231 235; 159 057; 161 097 741 140; 220 063 051; 232 740 176 745 440 617; 236 806 002 863; 317 890 001 032 776 625; 354 001 740 405 590 033 706 002 690 921; 368 861 501 031; 405 004 002 933; 405 004 104; 405 004 745 905; 407 004 001 740 443 388 140; 527 555 740 055 240 415 798 060 201; 595 140 640; 617 243 950; 679 740 240 060 550","365","346","0.841096","0.83526","0.005836","1.052098","1.019418","0.03268"
"all_harsh","12","site|type|symbol","Nausharo|POT:T:g|-","Nausharo","POT:T:g","-","1","1","Ns-86","+741-794+","741 794","365","364","0.841096","0.846154","-0.005058","1.052098","1.063587","-0.011489"
"all_harsh","13","site|type|symbol","Mohenjo-daro|TAB:C|None","Mohenjo-daro","TAB:C","None","5","9","M-1548; M-2055; M-509; M-511; M-513","+002-407-125-590-831+; +165-900-700-003+; +405-240-740-176-002-326+; +407-585-233+; +749-479+","002 407 125 590 831; 165 900 700 003; 405 240 740 176 002 326; 407 585 233; 749 479","365","360","0.841096","0.836111","0.004985","1.052098","1.04812","0.003978"
"all_harsh","14","site|type|symbol","Mohenjo-daro|SEAL:S|Bull1:J","Mohenjo-daro","SEAL:S","Bull1:J","17","17","M-102; M-127; M-139; M-151; M-153; M-1743; M-1756; M-189; M-25; M-40; M-63; M-71; M-740; M-777; M-811; M-849; M-93","+033-832-236-741-361+; +064-840-140-740-176+; +151-240-235-741-892+; +151-279-142-002-390-095+; +151-350-002-550-615+; +154-003-900-545+; +156-003-240-741-345+; +173-520-235-060-550+; +220-065-864+; +226-032-803+; +226-491-742-705-575+; +269-130-190+; +391-002-527-475-005+; +436-740-176+; +526-555-060-550+; +565-740-220-741-176+; +617-243-706-595+","033 832 236 741 361; 064 840 140 740 176; 151 240 235 741 892; 151 279 142 002 390 095; 151 350 002 550 615; 154 003 900 545; 156 003 240 741 345; 173 520 235 060 550; 220 065 864; 226 032 803; 226 491 742 705 575; 269 130 190; 391 002 527 475 005; 436 740 176; 526 555 060 550; 565 740 220 741 176; 617 243 706 595","365","348","0.841096","0.836207","0.004889","1.052098","1.022081","0.030017"
"all_harsh","15","site|type|symbol","Mohenjo-daro|BNGL|None","Mohenjo-daro","BNGL","None","2","2","M-1629; M-2078","+360-268-252-326+; +705-032-595-090-175+","360 268 252 326; 705 032 595 090 175","365","363","0.841096","0.84573","-0.004634","1.052098","1.067088","-0.01499"
"all_harsh","16","site|type|symbol","Mohenjo-daro|SEAL:C|Gaur","Mohenjo-daro","SEAL:C","Gaur","2","2","M-415; M-416","+256-832+; +324-255-001-405-016+","256 832; 324 255 001 405 016","365","363","0.841096","0.84573","-0.004634","1.052098","1.060926","-0.008828"
"all_harsh","17","site|type|symbol","Mohenjo-daro|SEAL:S|Zebu","Mohenjo-daro","SEAL:S","Zebu","2","2","M-1103; M-1117","+001-820-595-760-706-635+; +855-297-892+","001 820 595 760 706 635; 855 297 892","365","363","0.841096","0.84573","-0.004634","1.052098","1.060804","-0.008707"
"all_harsh","18","site|type|symbol","Harappa|SEAL:S|Bull1","Harappa","SEAL:S","Bull1","4","4","H-1036; H-1052; H-1682; H-271","+153-031-700+; +154-003-617-033+; +503-233-240+; +595-420-717-745+","153 031 700; 154 003 617 033; 503 233 240; 595 420 717 745","365","361","0.841096","0.836565","0.004531","1.052098","1.060693","-0.008595"
"all_harsh","19","site|type|symbol","Harappa|TAB:I|Bult","Harappa","TAB:I","Bult","3","17","H-1187; H-1354; H-2211","+700-840-032-741+; +824-032-578-415+; +824-892-413+","700 840 032 741; 824 032 578 415; 824 892 413","365","362","0.841096","0.845304","-0.004208","1.052098","1.067144","-0.015046"
"all_harsh","20","site|type|symbol","Mohenjo-daro|ROD|None","Mohenjo-daro","ROD","None","3","3","M-1652; M-2101; M-2104","+031-645-645-031+; +151-097-700-034+; +723-066-828+","031 645 645 031; 151 097 700 034; 723 066 828","365","362","0.841096","0.845304","-0.004208","1.052098","1.050518","0.001579"
"all_harsh","21","site|type|symbol","Mohenjo-daro|POT:T:s|None","Mohenjo-daro","POT:T:s","None","3","4","M-1371; M-1375; M-420","+527-550-002-370+; +747-004-408+; +790-032-033-705+","527 550 002 370; 747 004 408; 790 032 033 705","365","362","0.841096","0.845304","-0.004208","1.052098","1.053358","-0.00126"
"all_harsh","22","site|type|symbol","Mohenjo-daro|TAB:C|Gaur","Mohenjo-daro","TAB:C","Gaur","3","9","M-522; M-525; M-567","+407-061-845-240-798+; +423-003-001-900-740-690-435-255+; +595-343-615+","407 061 845 240 798; 423 003 001 900 740 690 435 255; 595 343 615","365","362","0.841096","0.837017","0.004079","1.052098","1.038762","0.013336"
"all_harsh","23","site|type|symbol","Mohenjo-daro|POT:T:g|None","Mohenjo-daro","POT:T:g","None","3","3","M-1576; M-1599; M-2006","+158-900-415+; +215-175-480+; +241-220-235-803+","158 900 415; 215 175 480; 241 220 235 803","365","362","0.841096","0.837017","0.004079","1.052098","1.047377","0.00472"
"all_harsh","24","site|type|symbol","Harappa|SEAL:S|Bull1:I","Harappa","SEAL:S","Bull1:I","2","2","H-412; H-600","+002-368-260+; +161-233-220-032-741-831+","002 368 260; 161 233 220 032 741 831","365","363","0.841096","0.837466","0.00363","1.052098","1.046093","0.006005"
"all_harsh","25","site|type|symbol","Lothal|TAG:P|Bull1","Lothal","TAG:P","Bull1","2","2","L-142; L-218","+140-015-001-031-692+; +317-590-111+","140 015 001 031 692; 317 590 111","365","363","0.841096","0.837466","0.00363","1.052098","1.057984","-0.005886"
"all_harsh","26","site|type|symbol","Mohenjo-daro|IMPL|None","Mohenjo-daro","IMPL","None","2","2","M-2121; M-2128","+041-705-002-905+; +821-001-480-850-595-391+","041 705 002 905; 821 001 480 850 595 391","365","363","0.841096","0.837466","0.00363","1.052098","1.047626","0.004472"
"all_harsh","27","site|type|symbol","Harappa|TAB:B|Gavi","Harappa","TAB:B","Gavi","2","6","H-1958; H-2020","+690-590-032-220+; +712-840-400-740-440+","690 590 032 220; 712 840 400 740 440","365","363","0.841096","0.837466","0.00363","1.052098","1.05305","-0.000952"
"all_harsh","28","site|type|symbol","Harappa|TAB:B|None","Harappa","TAB:B","None","20","43","H-1148; H-1815; H-1834; H-1862; H-1862; H-1869; H-1870; H-1881; H-1902; H-1921; H-1990; H-1990; H-2016; H-2016; H-219; H-756; H-766; H-770; H-796; H-876","+033-711-335-575-413+; +065-826+; +125-700-033+; +151-740-222+; +151-840-416+; +158-003-494+; +158-221+; +200-705-380+; +298-350-892-590+; +317-740-335-740-176-002-920-491+; +370-455+; +407-005-741-500-561+; +415-035-171+; +415-700-033-171+; +615-352+; +700-032-740-335-575-413+; +700-033-368-091+; +700-033-400-740-388+; +700-033-711-335-575-413+; +851-740-705-924-156+","033 711 335 575 413; 065 826; 125 700 033; 151 740 222; 151 840 416; 158 003 494; 158 221; 200 705 380; 298 350 892 590; 317 740 335 740 176 002 920 491; 370 455; 407 005 741 500 561; 415 035 171; 415 700 033 171; 615 352; 700 032 740 335 575 413; 700 033 368 091; 700 033 400 740 388; 700 033 711 335 575 413; 851 740 705 924 156","365","345","0.841096","0.837681","0.003415","1.052098","1.061188","-0.00909"
"all_harsh","29","site|type|symbol","Mohenjo-daro|SEAL:S|None","Mohenjo-daro","SEAL:S","None","5","7","M-1193; M-1197; M-1228; M-1233; M-1233","+001-368-351+; +033-700-850-002+; +143-096+; +402-741-575+; +435-001-003+","001 368 351; 033 700 850 002; 143 096; 402 741 575; 435 001 003","365","360","0.841096","0.844444","-0.003349","1.052098","1.079634","-0.027536"
"all_harsh","30","site|type|symbol","Nausharo|SEAL:R|None","Nausharo","SEAL:R","None","1","1","Ns-60","+407-063-740-176-236-798-002-297-350-125-413+","407 063 740 176 236 798 002 297 350 125 413","365","364","0.841096","0.837912","0.003184","1.052098","1.040754","0.011344"
"all_harsh","31","site|type|symbol","Harappa|TAB:B|Zebu","Harappa","TAB:B","Zebu","1","7","H-1767","+617-550-003+","617 550 003","365","364","0.841096","0.837912","0.003184","1.052098","1.045421","0.006677"
"all_harsh","32","site|type|symbol","Harappa|SEAL:S|None","Harappa","SEAL:S","None","1","1","H-611","+527-550-002-125-590+","527 550 002 125 590","365","364","0.841096","0.837912","0.003184","1.052098","1.045692","0.006406"
"all_harsh","33","site|type|symbol","Mohenjo-daro|TAG:L|None","Mohenjo-daro","TAG:L","None","1","1","M-1384","+904-004-821-001-480-850-595-391+","904 004 821 001 480 850 595 391","365","364","0.841096","0.837912","0.003184","1.052098","1.046306","0.005791"
"all_harsh","34","site|type|symbol","Mohenjo-daro|SEAL:S|Othr","Mohenjo-daro","SEAL:S","Othr","1","1","M-296","+621-520-220-060-880+","621 520 220 060 880","365","364","0.841096","0.837912","0.003184","1.052098","1.046501","0.005597"
"all_harsh","35","site|type|symbol","Bala-kot|SEAL:S|Bull1:II","Bala-kot","SEAL:S","Bull1:II","1","1","Blk-4","+527-554-298-368-634+","527 554 298 368 634","365","364","0.841096","0.837912","0.003184","1.052098","1.047997","0.004101"
"all_harsh","36","site|type|symbol","Mohenjo-daro|TAB:C|Goat:8","Mohenjo-daro","TAB:C","Goat:8","1","3","M-543","+790-740-100-176-421-003+","790 740 100 176 421 003","365","364","0.841096","0.837912","0.003184","1.052098","1.0489","0.003198"
"all_harsh","37","site|type|symbol","Mohenjo-daro|SEAL:S|Bull2","Mohenjo-daro","SEAL:S","Bull2","1","1","M-232","+236-002-390-707+","236 002 390 707","365","364","0.841096","0.837912","0.003184","1.052098","1.04899","0.003108"
"all_harsh","38","site|type|symbol","Kalibangan|SEAL:S|T-A-T","Kalibangan","SEAL:S","T-A-T","1","1","K-49","+151-017-003+","151 017 003","365","364","0.841096","0.837912","0.003184","1.052098","1.049055","0.003042"
"all_harsh","39","site|type|symbol","Chanhu-daro|SEAL:S|None","Chanhu-daro","SEAL:S","None","1","1","C-30","+822-140-015+","822 140 015","365","364","0.841096","0.837912","0.003184","1.052098","1.050403","0.001695"
"all_harsh","40","site|type|symbol","Harappa|SEAL:S|Gaur","Harappa","SEAL:S","Gaur","1","1","H-80","+595-820-100-415-741-315-850+","595 820 100 415 741 315 850","365","364","0.841096","0.837912","0.003184","1.052098","1.050726","0.001372"
"all_harsh","41","site|type|symbol","Harappa|ROD|Bult","Harappa","ROD","Bult","1","2","H-1017","+556-060-550+","556 060 550","365","364","0.841096","0.837912","0.003184","1.052098","1.053452","-0.001354"
"all_harsh","42","site|type|symbol","Harappa|TAB:B|Bird","Harappa","TAB:B","Bird","1","1","H-1840","+317-272-637+","317 272 637","365","364","0.841096","0.837912","0.003184","1.052098","1.05209","0.000007"
"all_harsh","43","site|type|symbol","Allahdino|SEAL:S|Rhin","Allahdino","SEAL:S","Rhin","1","1","Ad-6","+072-170-740-840-013+","072 170 740 840 013","365","364","0.841096","0.843407","-0.002311","1.052098","1.059017","-0.006919"
"all_harsh","44","site|type|symbol","Mohenjo-daro|SEAL:S|T-A-T","Mohenjo-daro","SEAL:S","T-A-T","1","1","M-309","+224-740-061-002-824+","224 740 061 002 824","365","364","0.841096","0.843407","-0.002311","1.052098","1.058657","-0.00656"
"all_harsh","45","site|type|symbol","Harappa|SEAL:S|Bull1:U","Harappa","SEAL:S","Bull1:U","1","1","H-513","+111-833-528+","111 833 528","365","364","0.841096","0.843407","-0.002311","1.052098","1.058282","-0.006184"
"all_harsh","46","site|type|symbol","Kalibangan|SEAL:R|None","Kalibangan","SEAL:R","None","1","1","K-59","+015-013-031-892+","015 013 031 892","365","364","0.841096","0.843407","-0.002311","1.052098","1.058131","-0.006033"
"all_harsh","47","site|type|symbol","Kalibangan|SEAL:S|Gaur","Kalibangan","SEAL:S","Gaur","1","1","K-28","+440-411-740-335-002-285-491+","440 411 740 335 002 285 491","365","364","0.841096","0.843407","-0.002311","1.052098","1.057774","-0.005677"
"all_harsh","48","site|type|symbol","Mohenjo-daro|TAB:B|None","Mohenjo-daro","TAB:B","None","1","1","M-494","+921-100-415-904-017-032-820-740-904-741+","921 100 415 904 017 032 820 740 904 741","365","364","0.841096","0.843407","-0.002311","1.052098","1.055453","-0.003355"
"all_harsh","49","site|type|symbol","Harappa|POT:T:g|None","Harappa","POT:T:g","None","1","1","H-1005","+748-530-323-316+","748 530 323 316","365","364","0.841096","0.843407","-0.002311","1.052098","1.054988","-0.00289"
"all_harsh","50","site|type|symbol","Kalibangan|TAG|Bull1","Kalibangan","TAG","Bull1","1","8","K-69","+892-890-417-002-056-091+","892 890 417 002 056 091","365","364","0.841096","0.843407","-0.002311","1.052098","1.0535","-0.001402"
"all_harsh","51","site|type|symbol","Mohenjo-daro|SEAL:S|Bull1:L","Mohenjo-daro","SEAL:S","Bull1:L","5","6","M-1745; M-1793; M-1824; M-325; M-921","+226-032-060-891+; +241-803-002-850-491+; +368-821-055-031-002-031-892+; +401-698+; +550-740-220-060-297-630+","226 032 060 891; 241 803 002 850 491; 368 821 055 031 002 031 892; 401 698; 550 740 220 060 297 630","365","360","0.841096","0.838889","0.002207","1.052098","1.056435","-0.004337"
"all_harsh","52","site|type|symbol","Mohenjo-daro|SEAL:S|Gaur","Mohenjo-daro","SEAL:S","Gaur","11","11","M-1081; M-1087; M-1089; M-1091; M-1097; M-1885; M-243; M-249; M-250; M-253; M-254","+140-165-740-176-220-803+; +151-055-240-235+; +151-390-590-002-374-840+; +241-156-590-706-794-732+; +435-255-390-005+; +527-550-803-002-368-518+; +527-554-001-297-190+; +527-555-055-233-235-741-831-518+; +804-233-231+; +808-347-061+; +892-590-894-140-545+","140 165 740 176 220 803; 151 055 240 235; 151 390 590 002 374 840; 241 156 590 706 794 732; 435 255 390 005; 527 550 803 002 368 518; 527 554 001 297 190; 527 555 055 233 235 741 831 518; 804 233 231; 808 347 061; 892 590 894 140 545","365","354","0.841096","0.838983","0.002113","1.052098","1.025743","0.026355"
"all_harsh","53","site|type|symbol","Mohenjo-daro|SEAL:S|Bull1","Mohenjo-daro","SEAL:S","Bull1","11","11","M-1825; M-639; M-713; M-745; M-828; M-848; M-896; M-928; M-948; M-954; M-997","+151-031-090-032-001-505+; +157-031-002-390-705+; +226-415-002-190-751+; +226-803-717-002-764+; +243-705-031+; +307-350-617-741+; +406-125-176+; +426-003-002-388-031+; +481-740-255-360+; +590-165-032-840+; +590-705-575-920-140+","151 031 090 032 001 505; 157 031 002 390 705; 226 415 002 190 751; 226 803 717 002 764; 243 705 031; 307 350 617 741; 406 125 176; 426 003 002 388 031; 481 740 255 360; 590 165 032 840; 590 705 575 920 140","365","354","0.841096","0.838983","0.002113","1.052098","1.063233","-0.011135"
"all_harsh","54","site|type|symbol","Mohenjo-daro|TAB:B|Scene","Mohenjo-daro","TAB:B","Scene","2","3","M-2033; M-490","+136-140-861-455-922+; +850-140-803-002-840-016+","136 140 861 455 922; 850 140 803 002 840 016","365","363","0.841096","0.842975","-0.001879","1.052098","1.058061","-0.005963"
"all_harsh","55","site|type|symbol","Mohenjo-daro|TAB:B|Anth","Mohenjo-daro","TAB:B","Anth","2","2","M-481; M-481","+103-740-803-060-540+; +718-815+","103 740 803 060 540; 718 815","365","363","0.841096","0.842975","-0.001879","1.052098","1.05606","-0.003962"
"all_harsh","56","site|type|symbol","Harappa|POT:T:s|None","Harappa","POT:T:s","None","2","2","H-1732; H-1734","+016-220-382+; +158-805-480+","016 220 382; 158 805 480","365","363","0.841096","0.842975","-0.001879","1.052098","1.050937","0.001161"
"all_harsh","57","site|type|symbol","Harappa|TAB:I|None","Harappa","TAB:I","None","16","516","H-1287; H-2063; H-2069; H-2085; H-2094; H-2102; H-2109; H-2127; H-2141; H-2149; H-2217; H-302; H-344; H-911; H-951; H-985","+002-861-416+; +137-413+; +156-435-255+; +220-700-004+; +257-360+; +388-134-368-590+; +413-892-824+; +416-590-033+; +455-590-142-220+; +526-550-220+; +565-740-176-231+; +590-032-645-003+; +690-032-025+; +700-033+; +700-034-400-525-550+; +868-706-590+","002 861 416; 137 413; 156 435 255; 220 700 004; 257 360; 388 134 368 590; 413 892 824; 416 590 033; 455 590 142 220; 526 550 220; 565 740 176 231; 590 032 645 003; 690 032 025; 700 033; 700 034 400 525 550; 868 706 590","365","349","0.841096","0.839542","0.001554","1.052098","1.08469","-0.032592"
"all_harsh","58","site|type|symbol","Lothal|SEAL:S|Bull1","Lothal","SEAL:S","Bull1","3","3","L-36; L-37; L-47","+104-892-390-406+; +409-190-002-798-055+; +422-003-001-060-065-405-720+","104 892 390 406; 409 190 002 798 055; 422 003 001 060 065 405 720","365","362","0.841096","0.842541","-0.001446","1.052098","1.066743","-0.014645"
"all_harsh","59","site|type|symbol","Mohenjo-daro|TAB:C|Othr","Mohenjo-daro","TAB:C","Othr","3","17","M-1532; M-547; M-575","+407-004-002-365-460-495+; +407-032-520-095-585-017-231+; +617-142-597-032-905+","407 004 002 365 460 495; 407 032 520 095 585 017 231; 617 142 597 032 905","365","362","0.841096","0.839779","0.001317","1.052098","1.03498","0.017117"
"all_harsh","60","site|type|symbol","Mohenjo-daro|TAB:B|Mult","Mohenjo-daro","TAB:B","Mult","3","3","M-2014; M-2021; M-488","+095-031-740-927+; +527-550-798-220+; +615-016-435-255-400-136-140+","095 031 740 927; 527 550 798 220; 615 016 435 255 400 136 140","365","362","0.841096","0.839779","0.001317","1.052098","1.054565","-0.002468"
"all_harsh","61","site|type|symbol","Mohenjo-daro|TAB:C|-","Mohenjo-daro","TAB:C","-","2","2","M-1458; M-1569","+407-004-001-617-142+; +904-032-904+","407 004 001 617 142; 904 032 904","365","363","0.841096","0.84022","0.000876","1.052098","1.045393","0.006705"
