"source_row_id","cisi","cisi_prefix","is_h2218_h2239","region","site","period","phase","material","shape","preservation","type","sides","direction","class","sign_count","horizontal_mm","vertical_mm","thickness_mm","text","tokens","target_signs_present","adjacent_target_patterns","exact_text_class","same_cisi_texts","has_companion_861_003","has_companion_156_003","has_companion_154_003","has_companion_400_740_176","accepted_decipherment_claim"
"304.2","H-1190","H","0","Inter-Riverine","Harappa","-","Stratum III","Steatite","rectangular","chipped","TAB:I","2","R/L","UC","2","15.2","7.6","0","+255-033[","255 033","033","","non_exact_or_longer","+255-033[;+416-590-033[","0","0","0","0","0"
"307.2","H-1122","H","0","Inter-Riverine","Harappa","-","-","Faience","rectangular","fragment","TAB:B","2","-","UC","1","0","8.9","0","]034+","034","034","","non_exact_or_longer","]000-760-382+;]034+","0","0","0","0","0"
"308.1","-","-","0","Inter-Riverine","Harappa","-","Stratum IV","Steatite","fish","complete","TAB:I","2","R/L","VN","2","15.2","7.1","0","+700-033+","700 033","033","700_033","+700-033+","+700-033+","0","0","0","0","0"
"310.1","H-911","H","0","Inter-Riverine","Harappa","-","Stratum IV","Steatite","rectangular","complete","TAB:I","2","R/L","SC","3","15.2","8.9","0","+416-590-033+","416 590 033","033","","non_exact_or_longer","+033-255+;+416-590-033+","0","0","0","0","0"
"310.2","H-911","H","0","Inter-Riverine","Harappa","-","Stratum IV","Steatite","rectangular","complete","TAB:I","2","R/L","ZN","2","15.2","8.9","0","+033-255+","033 255","033","","non_exact_or_longer","+033-255+;+416-590-033+","0","0","0","0","0"
"316.2","-","-","0","Inter-Riverine","Harappa","-","-","Faience","rectangular","complete","TAB:B","2","R/L","NV","2","17.8","10.2","0","+033-700+","033 700","033","033_700","+033-700+","+033-700+","0","0","0","0","0"
"322.1","H-1027","H","0","Inter-Riverine","Harappa","-","Stratum II","Steatite","square","complete","SEAL:S","1","R/L","MT","6","30.5","30.5","0","+520-033-706-231-415-803+","520 033 706 231 415 803","033","","non_exact_or_longer","+520-033-706-231-415-803+","0","0","0","0","0"
"329.1","-","-","0","Inter-Riverine","Harappa","3","-","Clay","-","fragment","POT:T:g","1","R/L","UC","2","0","0","0","]155-033+","155 033","033","","non_exact_or_longer","]155-033+","0","0","0","0","0"
"334.1","-","-","0","Inter-Riverine","Harappa","3","-","Clay","-","fragment","POT:T:g","1","NR","NU","1","0","0","0","+034+","034","034","","non_exact_or_longer","+034+","0","0","0","0","0"
"337.1","-","-","0","Inter-Riverine","Harappa","3","-","Clay","-","fragment","POT:T:g","1","NR","NU","1","0","0","0","+033+","033","033","","non_exact_or_longer","+033+","0","0","0","0","0"
"347.1","-","-","0","Inter-Riverine","Harappa","2","-","Clay","-","fragment","POT:T:g","1","NR","NU","1","0","0","0","+033+","033","033","","non_exact_or_longer","+033+","0","0","0","0","0"
"354.1","-","-","0","Inter-Riverine","Harappa","3","-","Clay","-","fragment","POT:T:g","1","NR","NU","1","0","0","0","+033+","033","033","","non_exact_or_longer","+033+","0","0","0","0","0"
"359.1","-","-","0","Inter-Riverine","Harappa","3","-","Clay","-","fragment","POT:T:g","1","NR","NU","1","0","0","0","+033+","033","033","","non_exact_or_longer","+033+","0","0","0","0","0"
"373.1","H-1924","H","0","Inter-Riverine","Harappa","3","B/C","Faience","circular","complete","TAB:B","2","R/L","NV","2","0","0","2.7","+033-700+","033 700","033","033_700","+033-700+","+033-700+;+550-003-435+","0","0","0","0","0"
"375.2","H-1881","H","0","Inter-Riverine","Harappa","3","B/C","Faience","rectangular","complete","TAB:B","2","R/L","SC","4","16","8.3","3","+415-700-033-171+","415 700 033 171","033","700_033","non_exact_or_longer","+415-700-033-171+;+700-036+","0","0","0","0","0"
"376.1","H-1800","H","0","Inter-Riverine","Harappa","3","B","Faience","rectangular","fragment","TAB:B","2","R/L","UC","2","0","8.3","5.3","+700-033[","700 033","033","700_033","non_exact_or_longer","+400-740-390-000[;+700-033[","0","0","0","0","0"
"377.1","H-1878","H","0","Inter-Riverine","Harappa","3","B/C","Faience","rectangular","complete","TAB:B","2","-","NV","2","12","12","1.7","+033-700+","033 700","033","033_700","+033-700+","+033-700+;+167-705+","0","0","0","0","0"
"380.1","H-1848","H","0","Inter-Riverine","Harappa","3","B/C","Faience","rectangular","fragment","TAB:B","2","-","??","1","0","10.7","3.8","]000-034+","000 034","034","","non_exact_or_longer","+740-636-000[;]000-034+","0","0","0","0","0"
"382.1","H-1894","H","0","Inter-Riverine","Harappa","3","B/C","Faience","rectangular","complete","TAB:B","2","R/L","VN","2","14.4","7","2.7","+700-034+","700 034","034","700_034","+700-034+","+400-740-061-140+;+700-034+","0","0","0","0","0"
"388.1","H-1874","H","0","Inter-Riverine","Harappa","3","B","Faience","rectangular","complete","TAB:B","2","R/L","VN","2","14.8","9","3.4","+700-034+","700 034","034","700_034","+700-034+","+002-220-455-000+;+700-034+","0","0","0","0","0"
"390.2","H-2063","H","0","Inter-Riverine","Harappa","3","B/C","Steatite","rectangular","complete","TAB:I","2","R/L","SS","4","14","8","3.3","+400-156-435-255+","400 156 435 255","156","","non_exact_or_longer","+400-156-435-255+;+868-706-590+","0","0","0","0","0"
"392.1","H-1858","H","0","Inter-Riverine","Harappa","3","B/C","Faience","rectangular","complete","TAB:B","2","R/L","NV","2","14.4","7.4","4","+033-700+","033 700","033","033_700","+033-700+","+033-700+;+400-137+","0","0","0","0","0"
"393.1","H-1981","H","0","Inter-Riverine","Harappa","3","B/C","Clay","rectangular","complete","TAB:B","2","R/L","VN","2","26.5","10","8","+700-034+","700 034","034","700_034","+700-034+","+000-004-745-590+;+700-034+","0","0","0","0","0"
"394.1","H-1987","H","0","Inter-Riverine","Harappa","3","B/C","Clay","rectangular","complete","TAB:B","2","R/L","VN","2","23.2","9.2","7","+700-034+","700 034","034","700_034","+700-034+","+390-004-455-371-741-590+;+700-034+","0","0","0","0","0"
"395.1","H-1994","H","0","Inter-Riverine","Harappa","3","B/C","Clay","cylindrical","complete","TAB:B","2","-","VN","2","23","0","8","+700-033+","700 033","033","700_033","+700-033+","+200-705-380+;+700-033+","0","0","0","0","0"
"396.1","H-1877","H","0","Inter-Riverine","Harappa","3","B/C","Faience","rectangular","complete","TAB:B","2","R/L","NV","2","14.5","8.2","1.8","+034-700+","034 700","034","034_700","+034-700+","+034-700+;+400-775-516+","0","0","0","0","0"
"397.1","H-2141","H","0","Inter-Riverine","Harappa","3","B/C","Steatite","rectangular","complete","TAB:I","2","R/L","VN","2","14","7.8","2.8","+700-034+","700 034","034","700_034","+700-034+","+565-740-176-231+;+700-034+","0","0","0","0","0"
"402.1","H-2015","H","0","Inter-Riverine","Harappa","3","B/C","Clay","rectangular-round","fragment","TAB:B","2","L/R","??","3","38","18","5","+033-705-235-000+","033 705 235 000","033","","non_exact_or_longer","+033-705-235-000+;+520-033-705-235-832-002-817+","0","0","0","0","0"
"402.2","H-2015","H","0","Inter-Riverine","Harappa","3","B/C","Clay","rectangular-round","fragment","TAB:B","2","L/R","LP","7","38","18","5","+520-033-705-235-832-002-817+","520 033 705 235 832 002 817","033","","non_exact_or_longer","+033-705-235-000+;+520-033-705-235-832-002-817+","0","0","0","0","0"
"406.1","H-1895","H","0","Inter-Riverine","Harappa","3","B/C","Faience","oval","complete","TAB:B","2","L/R","VN","2","13.5","8.8","2","+700-034+","700 034","034","700_034","+700-034+","+400-740-100-240+;+700-034+","0","0","0","0","0"
"407.1","H-2213","H","0","Inter-Riverine","Harappa","3","B/C","Steatite","prism","complete","TAB:I","3","R/L","VN","2","16.7","7.3","0","+700-033+","700 033","033","700_033","+700-033+","+700-033+;+740-760-840-799+;+824-032-578-415+","0","0","0","0","0"
"410.1","H-1897","H","0","Inter-Riverine","Harappa","3","B/C","Faience","isosceles trapezoid","complete","TAB:B","2","R/L","NV","2","15.5","7","2.1","+033-700+","033 700","033","033_700","+033-700+","+033-700+;+400-740-904-240+","0","0","0","0","0"
"412.1","H-2014","H","0","Inter-Riverine","Harappa","3","B/C","Clay","-","fragment","TAB:B","2","L/R","UC","3","0","19","4","+033-705-235[","033 705 235","033","","non_exact_or_longer","+033-705-235[;]000-832-002-817+","0","0","0","0","0"
"414.1","H-1915","H","0","Inter-Riverine","Harappa","3","B/C","Faience","rectangular","complete","TAB:B","2","R/L","VN","2","18.3","7.3","4.4","+700-033+","700 033","033","700_033","+700-033+","+032-920-491+;+700-033+","0","0","0","0","0"
"415.1","H-1832","H","0","Inter-Riverine","Harappa","3","B/C","Faience","rectangular","complete","TAB:B","2","R/L","VN","2","24","9","3.5","+700-034+","700 034","034","700_034","+700-034+","+400-297-352-892-590-740-176+;+700-034+","0","0","0","0","0"
"418.1","H-2140","H","0","Inter-Riverine","Harappa","3","B/C","Steatite","rectangular","complete","TAB:I","2","R/L","VN","2","14","8","2.5","+700-034+","700 034","034","700_034","+700-034+","+565-740-176-231+;+700-034+","0","0","0","0","0"
"419.1","H-1898","H","0","Inter-Riverine","Harappa","3","B/C","Faience","isosceles trapezoid","complete","TAB:B","2","R/L","VN","2","15","6.8","2.7","+700-033+","700 033","033","700_033","+700-033+","+400-368-741+;+700-033+","0","0","0","0","0"
"422.1","H-1943","H","0","Inter-Riverine","Harappa","3","B/C","Faience","prism","complete","TAB:B","2","R/L","VN","2","12.8","6.6","0","+700-034+","700 034","034","700_034","+700-034+","+700-034+;+740-384-031+","0","0","0","0","0"
"424.1","H-1845","H","0","Inter-Riverine","Harappa","3","B/C","Faience","rectangular","complete","TAB:B","2","R/L","VN","2","23.6","11.5","3","+700-034+","700 034","034","700_034","+700-034+","+700-034+;+740-642-240-060-692+","0","0","0","0","0"
"425.1","H-2125","H","0","Inter-Riverine","Harappa","3","B/C","Steatite","rectangular","complete","TAB:I","2","R/L","VN","2","18.3","9","2.5","+700-033+","700 033","033","700_033","+700-033+","+700-033+;+740-143-067+","0","0","0","0","0"
"427.1","H-1854","H","0","Inter-Riverine","Harappa","3","B/C","Faience","rectangular","complete","TAB:B","2","R/L","VN","2","15.3","8.3","2.1 - 3.3","+700-034+","700 034","034","700_034","+700-034+","+400-740-717+;+700-034+","0","0","0","0","0"
"433.2","H-1905","H","0","Inter-Riverine","Harappa","3","B/C","Faience","notched oval","complete","TAB:B","2","R/L","VN","2","14.5","9.3","1.8 - 3.5","+700-033+","700 033","033","700_033","+700-033+","+700-033+;+740-843+","0","0","0","0","0"
"434.1","H-2570","H","0","Inter-Riverine","Harappa","3","B/C","Bone","cylindrical","complete","ROD","1","R/L","VN","3","42.4","0","0","+700-034-001+","700 034 001","034","700_034","non_exact_or_longer","+700-034-001+","0","0","0","0","0"
"437.1","H-1912","H","0","Inter-Riverine","Harappa","3","B","Faience","leaf","complete","TAB:B","2","L/R","VN","2","13.6","11.7","3","+033-700+","033 700","033","033_700","+033-700+","+033-700+;+520-240+","0","0","0","0","0"
"446.1","-","-","0","Inter-Riverine","Harappa","3","C","Clay","-","fragment","POT:T:g","1","NR","NU","1","0","0","0","+033+","033","033","","non_exact_or_longer","+033+","0","0","0","0","0"
"447.1","H-2018","H","0","Inter-Riverine","Harappa","3","B","Clay","rectangular","complete","TAB:B","1","-","SC","2","16","9.5","6.3","+033-820+","033 820","033","","non_exact_or_longer","+033-820+","0","0","0","0","0"
"449.1","H-1914","H","0","Inter-Riverine","Harappa","3","B","Faience","fish","fragment","TAB:B","2","-","??","1","0","13","2.6","+033-000[","033 000","033","","non_exact_or_longer","+033-000[;+740-642[","0","0","0","0","0"
"451.1","H-1843","H","0","Inter-Riverine","Harappa","3","B","Faience","rectangular","fragment","TAB:B","2","R/L","UC","2","0","7.5","2","]700-034+","700 034","034","700_034","non_exact_or_longer","+740-690-000[;]700-034+","0","0","0","0","0"
"456.1","H-2191","H","0","Inter-Riverine","Harappa","3","B","Steatite","leaf","partly damaged","TAB:I","1","-","NV","2","15","9.4","2.5","+033-700+","033 700","033","033_700","+033-700+","+033-700+","0","0","0","0","0"
"458.1","H-1940","H","0","Inter-Riverine","Harappa","3","B","Faience","prism","complete","TAB:B","2","L/R","VN","2","15","7.5","0","+700-033+","700 033","033","700_033","+700-033+","+400-740-067-100+;+700-033+","0","0","0","0","0"
"462.1","H-1826","H","0","Inter-Riverine","Harappa","3","B","Faience","rectangular","fragment","TAB:B","2","-","UC","1","0","8","0","]034[","034","034","","non_exact_or_longer","]034[;]740-176[","0","0","0","0","0"
"467.1","H-1825","H","0","Inter-Riverine","Harappa","3","B","Faience","rectangular","complete","TAB:B","2","L/R","VN","2","14","7.7","2.5","+700-034+","700 034","034","700_034","+700-034+","+700-034+;+740-176-220+","0","0","0","0","0"
"468.1","H-1876","H","0","Inter-Riverine","Harappa","3","B","Faience","rectangular","complete","TAB:B","2","R/L","NV","2","15","9","3","+034-700+","034 700","034","034_700","+034-700+","+034-700+;+400-775-516+","0","0","0","0","0"
"470.1","H-2215","H","0","Inter-Riverine","Harappa","3","B","Steatite","prism","complete","TAB:I","3","R/L","VN","2","7.5","10","0","+700-033+","700 033","033","700_033","+700-033+","+000+;+156+;+700-033+","0","0","0","0","0"
"470.2","H-2215","H","0","Inter-Riverine","Harappa","3","B","Steatite","prism","complete","TAB:I","3","-","TS","1","7.5","10","0","+156+","156","156","","non_exact_or_longer","+000+;+156+;+700-033+","0","0","0","0","0"
"475.1","H-1948","H","0","Inter-Riverine","Harappa","3","C","Faience","prism","fragment","TAB:B","3","-","UC","1","8","9","0","]034[","034","034","","non_exact_or_longer","]000[;]034[;]740-440-920[","0","0","0","0","0"
"476.1","H-2094","H","0","Inter-Riverine","Harappa","3","C","Steatite","rectangular","complete","TAB:I","2","R/L","VN","2","12.6","7","2.5","+700-034+","700 034","034","700_034","+700-034+","+002-861-416+;+700-034+","0","0","0","0","0"
"480.1","H-1850","H","0","Inter-Riverine","Harappa","3","B/C","Faience","rectangular","complete","TAB:B","2","R/L","VN","2","17","9","2.2 - 2.8","+700-034+","700 034","034","700_034","+700-034+","+400-740-760-382+;+700-034+","0","0","0","0","0"
"482.1","H-2351","H","0","Inter-Riverine","Harappa","3","-","Clay","-","fragment","POT:T:g","1","R/L","??","2","0","0","0","+154-032-000+","154 032 000","154","","non_exact_or_longer","+154-032-000+","0","0","0","0","0"
"484.1","H-2246","H","0","Inter-Riverine","Harappa","3","C","Steatite","rectangular","complete","TAB:I","3","R/L","VN","2","14.5","5.5","3.1","+700-034+","700 034","034","700_034","+700-034+","+700-034+;+740-760-840-799+;+824-032-578-415+","0","0","0","0","0"
"487.1","H-1796","H","0","Inter-Riverine","Harappa","3","C","Faience","rectangular","complete","TAB:B","1","-","VN","2","14","7.8","4","+700-033+","700 033","033","700_033","+700-033+","+700-033+","0","0","0","0","0"
"488.1","H-2097","H","0","Inter-Riverine","Harappa","3","C","Steatite","rectangular","complete","TAB:I","2","R/L","NV","2","14.5","7.8","3.5","+034-700+","034 700","034","034_700","+034-700+","+002-861-416+;+034-700+","0","0","0","0","0"
"498.1","H-1921","H","0","Inter-Riverine","Harappa","-","-","-","circular","fragment","TAB:B","2","R/L","VX","3","0","0","0","+125-700-033+","125 700 033","033","700_033","non_exact_or_longer","+125-700-033+;]000-740-233-240+","0","0","0","0","0"
"499.1","H-1862","H","0","Inter-Riverine","Harappa","-","-","-","rectangular","complete","TAB:B","2","L/R","VX","4","22.8","9.7","0","+700-033-368-091+","700 033 368 091","033","700_033","non_exact_or_longer","+700-033-368-091+;+700-033-400-740-388+","0","0","0","0","0"
"499.2","H-1862","H","0","Inter-Riverine","Harappa","-","-","-","rectangular","complete","TAB:B","2","L/R","VX","5","22.8","9.7","0","+700-033-400-740-388+","700 033 400 740 388","033","700_033","non_exact_or_longer","+700-033-368-091+;+700-033-400-740-388+","0","0","0","0","0"
