"checked_date","object_key","cisi","cisi_prefix","max_priority_lane","max_priority_score","row_count","texts","source_row_ids","site","type_values","material_values","frame700_relations","source_hooks","mayig_current_repo_has_object","acquisition_question","accepted_decipherment_claim"
"2026-05-25","H-2219","H-2219","H","P1_h_series_034_slot_controls","165","1","+700-034+","856.2","Harappa","TAB:I","Steatite","700_before_034","H97-3317Figure 12.10 | Period 3 | 3 | - -","0","Use as H-series 034 slot control while H-2238 carries the paired 033 variant.","0"
"2026-05-25","H-2220","H-2220","H","P1_h_series_034_slot_controls","165","1","+700-034+","851.2","Harappa","TAB:I","Steatite","700_before_034","H97-3312Figure 12.04 | Period 3 | 3 | - -","0","Use as H-series 034 slot control while H-2238 carries the paired 033 variant.","0"
"2026-05-25","H-2221","H-2221","H","P1_h_series_034_slot_controls","165","1","+700-034+","844.1","Harappa","TAB:I","Steatite","700_before_034","H97-3304Figure 12.02 | Period 3 | 3 | - -","0","Use as H-series 034 slot control while H-2238 carries the paired 033 variant.","0"
"2026-05-25","H-2224","H-2224","H","P1_h_series_034_slot_controls","165","1","+700-034+","857.2","Harappa","TAB:I","Steatite","700_before_034","H97-3318Figure 12.08 | Period 3 | 3 | - -","0","Use as H-series 034 slot control while H-2238 carries the paired 033 variant.","0"
"2026-05-25","H-2225","H-2225","H","P1_h_series_034_slot_controls","165","1","+700-034+","854.2","Harappa","TAB:I","Steatite","700_before_034","H97-3315Figure 12.07 | Period 3 | 3 | - -","0","Use as H-series 034 slot control while H-2238 carries the paired 033 variant.","0"
"2026-05-25","H-2226","H-2226","H","P1_h_series_034_slot_controls","165","1","+700-034+","852.1","Harappa","TAB:I","Steatite","700_before_034","H97-3313Figure 12.13 | Period 3 | 3 | - -","0","Use as H-series 034 slot control while H-2238 carries the paired 033 variant.","0"
"2026-05-25","H-2227","H-2227","H","P1_h_series_034_slot_controls","165","1","+700-034+","853.1","Harappa","TAB:I","Steatite","700_before_034","H97-3314Figure 12.05 | Period 3 | 3 | - -","0","Use as H-series 034 slot control while H-2238 carries the paired 033 variant.","0"
"2026-05-25","H-2228","H-2228","H","P1_h_series_034_slot_controls","165","1","+700-034+","855.1","Harappa","TAB:I","Steatite","700_before_034","H97-3316Figure 12.12 | Period 3 | 3 | - -","0","Use as H-series 034 slot control while H-2238 carries the paired 033 variant.","0"
"2026-05-25","H-2230","H-2230","H","P1_h_series_034_slot_controls","165","1","+700-034+","850.1","Harappa","TAB:I","Steatite","700_before_034","H97-3311Figure 12.19 | Period 3 | 3 | - -","0","Use as H-series 034 slot control while H-2238 carries the paired 033 variant.","0"
"2026-05-25","H-2231","H-2231","H","P1_h_series_034_slot_controls","165","1","+700-034+","859.2","Harappa","TAB:I","Steatite","700_before_034","H97-3320Figure 12.21 | Period 3 | 3 | - -","0","Use as H-series 034 slot control while H-2238 carries the paired 033 variant.","0"
"2026-05-25","H-2232","H-2232","H","P1_h_series_034_slot_controls","165","1","+700-034+","860.2","Harappa","TAB:I","Steatite","700_before_034","H97-3321Figure 12.23 | Period 3 | 3 | - -","0","Use as H-series 034 slot control while H-2238 carries the paired 033 variant.","0"
"2026-05-25","H-2233","H-2233","H","P1_h_series_034_slot_controls","165","1","+700-034+","878.1","Harappa","TAB:I","Steatite","700_before_034","H97-3341Figure 12.20 | Period 3B | 3 | B | - -","0","Use as H-series 034 slot control while H-2238 carries the paired 033 variant.","0"
"2026-05-25","H-2234","H-2234","H","P1_h_series_034_slot_controls","165","1","+700-034+","861.2","Harappa","TAB:I","Steatite","700_before_034","H97-3322Figure 12.22 | Period 3 | 3 | - -","0","Use as H-series 034 slot control while H-2238 carries the paired 033 variant.","0"
"2026-05-25","H-2235","H-2235","H","P1_h_series_034_slot_controls","165","1","+700-034+","870.1","Harappa","TAB:I","Steatite","700_before_034","H97-3333Figure 12.09 | Period 3 | 3 | - -","0","Use as H-series 034 slot control while H-2238 carries the paired 033 variant.","0"
"2026-05-25","H-2236","H-2236","H","P1_h_series_034_slot_controls","165","1","+700-034+","847.2","Harappa","TAB:I","steatite","700_before_034","H97-3307Figure 12.15 | Period 3 | 3 | - -","0","Use as H-series 034 slot control while H-2238 carries the paired 033 variant.","0"
"2026-05-25","H-2237","H-2237","H","P1_h_series_034_slot_controls","165","1","+700-034+","794.1","Harappa","TAB:I","Steatite","700_before_034","H96-3125Figure 12.17 | Period 3B | 3 | B | - -","0","Use as H-series 034 slot control while H-2238 carries the paired 033 variant.","0"
"2026-05-25","M-1963","M-1963","M","P0_mohenjo_034_missing_from_current_mayig","165","1","+000-034-104+","2269.1","Mohenjo-daro","SEAL:R","Steatite","034_without_adjacent_700","DK-B 2732427 | -4.0 ft","0","Obtain Mayig/Parpola record or authoritative sign-list mapping for this exact Mohenjo-daro 034 object.","0"
"2026-05-25","H-215","H-215","H","P1_frame700_034_branch","78","1","+700-034+","1246.1","Harappa","TAB:B","-","700_before_034","13155 | - -","0","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","H-314","H-314","H","P1_frame700_034_branch","78","1","+700-034+","1336.2","Harappa","TAB:I","Steatite","700_before_034","3091 | Period 3B/C | Stratum V | -12.58 ft","0","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","H-319","H-319","H","P1_frame700_034_branch","78","1","+700-034+","1341.2","Harappa","TAB:I","Steatite","700_before_034","10060544 | Period 3C-1 | Stratum IV | -6.0 ft","0","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","H-351","H-351","H","P1_frame700_034_branch","78","1","+700-034+","1370.2","Harappa","TAB:I","Steatite","700_before_034","2429581 | Period 3B/C | Stratum VI | -18.42 ft","0","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","H-771","H-771","H","P1_frame700_034_branch","78","1","+700-034+","1663.2","Harappa","TAB:B","Faience","700_before_034","657678 | Period 3B/C | Stratum VI | -16.5 ft","0","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","H-938","H-938","H","P1_frame700_034_branch","78","1","+034-700+","1818.2","Harappa","TAB:I","Steatite","700_after_034","8650b458 | Period 3C-1 | Stratum IV | -7.0 ft","0","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","H-1273","H-1273","H","P1_frame700_034_branch","78","1","+700-034+","265.2","Harappa","TAB:I","Steatite","700_before_034","2568508 | Period 3B-1 | Stratum VII | -19.5 ft","0","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","H-1284","H-1284","H","P1_frame700_034_branch","78","1","+700-034+","4069.2","Harappa","TAB:I","-","700_before_034","-458 | - -","0","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","H-1817","H-1817","H","P1_frame700_034_branch","78","1","+700-034+","624.1","Harappa","TAB:B","Faience","700_before_034","H94-2326Figure 26.06 | Period 3 | 3 | - -","0","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","H-1824","H-1824","H","P1_frame700_034_branch","78","1","+700-034+","646.1","Harappa","TAB:B","Faience","700_before_034","H95-2434Figure 26.10 | Period 3B/C | 3 | B/C | - -","0","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","H-1825","H-1825","H","P1_frame700_034_branch","78","1","+700-034+","467.1","Harappa","TAB:B","Faience","700_before_034","H2001-5082Figure 44.06 | Period 3B | 3 | B | - -","0","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","H-1829","H-1829","H","P1_frame700_034_branch","78","1","+700-034+","890.2","Harappa","TAB:B","Faience","700_before_034","H97-3365Figure 14.13 | Period 3C | 3 | C | - -","0","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","H-1830","H-1830","H","P1_frame700_034_branch","78","1","+700-034+","773.1","Harappa","TAB:B","Faience","700_before_034","H96-3052Figure 21.11 | Period 3B/C | 3 | B/C | - -","0","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","H-1844","H-1844","H","P1_frame700_034_branch","78","1","+700-034+","780.1","Harappa","TAB:B","Faience","700_before_034","H96-3106Figure 21.06 | Period 3B | 3 | B | - -","0","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","H-1845","H-1845","H","P1_frame700_034_branch","78","1","+700-034+","424.1","Harappa","TAB:B","Faience","700_before_034","H2000-4484Figure 42.05 | Period 3B/C | 3 | B/C | -0.0 m","0","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","H-1846","H-1846","H","P1_frame700_034_branch","78","1","+700-034+","686.1","Harappa","TAB:B","Faience","700_before_034","H95-2672Figure 30.13 | - -","0","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","H-1854","H-1854","H","P1_frame700_034_branch","78","1","+700-034+","427.1","Harappa","TAB:B","Faience","700_before_034","H2000-4489Figure 46.01 | Period 3B/C | 3 | B/C | - -","0","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","H-1860","H-1860","H","P1_frame700_034_branch","78","1","+700-034+","637.1","Harappa","TAB:B","Faience","700_before_034","H95-2422Figure 28.09 | Period 3B/C | 3 | B/C | - -","0","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","H-1877","H-1877","H","P1_frame700_034_branch","78","1","+034-700+","396.1","Harappa","TAB:B","Faience","700_after_034","H2000-4428Figure 41.06 | Period 3B/C | 3 | B/C | - -","0","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","H-1880","H-1880","H","P1_frame700_034_branch","78","1","+034-700+","831.1","Harappa","TAB:B","Faience","700_after_034","H97-3289Figure 14.10 | Period 3B | 3 | B | - -","0","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","H-1907","H-1907","H","P1_frame700_034_branch","78","1","+700-034+","743.2","Harappa","TAB:B","Faience","700_before_034","H96-2768Figure 21.07 | Period 3B/C | 3 | B/C | - -","0","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","H-1937","H-1937","H","P1_frame700_034_branch","78","1","+034-700+","938.1","Harappa","TAB:B","Faience","700_after_034","H98-3504Figure 25.09 | Period 3 | 3 | -0.0 m","0","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","H-1943","H-1943","H","P1_frame700_034_branch","78","1","+700-034+","422.1","Harappa","TAB:B","Faience","700_before_034","H2000-4482Figure 42.10 | Period 3B/C | 3 | B/C | - -","0","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","H-1981","H-1981","H","P1_frame700_034_branch","78","1","+700-034+","393.1","Harappa","TAB:B","Clay","700_before_034","H2000-4417Figure 39.08 | Period 3B/C | 3 | B/C | - -","0","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","H-2069","H-2069","H","P1_frame700_034_branch","78","1","+700-034-400-525-550+","532.2","Harappa","TAB:I","Steatite","700_before_034","H93-2106Figure 16.e | Period 3B/C | 3 | B/C | - -","0","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","H-2096","H-2096","H","P1_frame700_034_branch","78","1","+700-034+","665.1","Harappa","TAB:I","-","700_before_034","H95-2488 | Period 3B/C | 3 | B/C | - -","0","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","H-2097","H-2097","H","P1_frame700_034_branch","78","1","+034-700+","488.1","Harappa","TAB:I","Steatite","700_after_034","H2001-5193Figure 48.02 | Period 3C | 3 | C | - -","0","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","H-2102","H-2102","H","P1_frame700_034_branch","78","1","+700-034+","1018.1","Harappa","TAB:I","Steatite","700_before_034","H99-3960Figure 34.04 | Period 3C | 3 | C | - -","0","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","H-2140","H-2140","H","P1_frame700_034_branch","78","1","+700-034+","418.1","Harappa","TAB:I","Steatite","700_before_034","H2000-4475Figure 42.01 | Period 3B/C | 3 | B/C | - -","0","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","H-2143","H-2143","H","P1_frame700_034_branch","78","1","+700-034+","752.1","Harappa","TAB:I","-","700_before_034","H96-2780 | Period 3B | 3 | B | - -","0","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","H-2204","H-2204","H","P1_frame700_034_branch","78","1","+700-034+","659.1","Harappa","TAB:I","Steatite","700_before_034","H95-2482Figure 27.06 | Period 3B/C | 3 | B/C | - -","0","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","H-297","H-297","H","P1_frame700_034_branch","75","1","+700-034+","1319.2","Harappa","TAB:I","-","700_before_034","- -","0","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","H-307","H-307","H","P1_frame700_034_branch","75","1","+700-034+","1329.2","Harappa","TAB:I","Steatite","700_before_034","1963 | Period 3B/C | Stratum V | -12.33 ft","0","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","H-308","H-308","H","P1_frame700_034_branch","75","1","+700-034+","1330.2","Harappa","TAB:I","Steatite","700_before_034","2569 | Period 3B/C | Stratum V | -14.0 ft","0","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","H-312","H-312","H","P1_frame700_034_branch","75","1","+700-034+","1334.2","Harappa","TAB:I","Steatite","700_before_034","2483 | Period 3B/C | Stratum VI | -15.0 ft","0","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","H-313","H-313","H","P1_frame700_034_branch","75","1","+700-034+","1335.2","Harappa","TAB:I","Steatite","700_before_034","2648 | Period 3B/C | Stratum VI | -16.0 ft","0","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","H-317","H-317","H","P1_frame700_034_branch","75","1","+700-034+","1339.2","Harappa","TAB:I","Steatite","700_before_034","3025 | Period 3B/C | -12.0 ft","0","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","H-320","H-320","H","P1_frame700_034_branch","75","1","+700-034+","1342.2","Harappa","TAB:I","Steatite","700_before_034","3173 | Period 3B/C | - -","0","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","H-324","H-324","H","P1_frame700_034_branch","75","1","+700-034+","1346.2","Harappa","TAB:I","Steatite","700_before_034","11851484 | Period 3B/C | -14.0 ft","0","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","H-350","H-350","H","P1_frame700_034_branch","75","1","+700-034+","1369.2","Harappa","TAB:I","Steatite","700_before_034","3534a576 | Period 3B/C | -10.0 ft","0","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","H-358","H-358","H","P1_frame700_034_branch","75","1","+034-700+","1377.2","Harappa","TAB:I","Steatite","700_after_034","11390579 | Period 3C-1 | Stratum IV | -10.0 ft","0","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","H-363","H-363","H","P1_frame700_034_branch","75","1","+700-034+","1382.2","Harappa","TAB:I","-","700_before_034","13030 | - -","0","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","H-780","H-780","H","P1_frame700_034_branch","75","1","+700-034+","1671.2","Harappa","TAB:B","Faience","700_before_034","3789361 | Period 3B/C | Stratum VI | -17.5 ft","0","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","H-785","H-785","H","P1_frame700_034_branch","75","1","+700-034+","1676.1","Harappa","TAB:B","Steatite","700_before_034","11348681 | Period 3C-2 | Stratum III | -8.0 ft","0","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","H-788","H-788","H","P1_frame700_034_branch","75","1","+700-034+","1679.2","Harappa","TAB:B","Faience","700_before_034","558683 | Period 3B/C | Stratum VI | -15.5 ft","0","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","H-819","H-819","H","P1_frame700_034_branch","75","1","+700-034+","1708.2","Harappa","TAB:B","-","700_before_034","12955 | - -","0","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","H-823","H-823","H","P1_frame700_034_branch","75","1","+700-034+","1712.1","Harappa","TAB:B","-","700_before_034","H88-1196 | - -","0","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","H-853","H-853","H","P1_frame700_034_branch","75","1","+034-700+","1739.2","Harappa","TAB:B","-","700_after_034","13556 | - -","0","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","H-892","H-892","H","P1_frame700_034_branch","75","1","+034-700+","1774.2","Harappa","TAB:I","Steatite","700_after_034","995451 | Period 3B/C | Stratum V | -13.0 ft","0","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","H-893","H-893","H","P1_frame700_034_branch","75","1","+700-034+","1775.2","Harappa","TAB:I","Steatite","700_before_034","12581522 | Period 3B/C | Stratum VI | -16.9 ft","0","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","H-903","H-903","H","P1_frame700_034_branch","75","1","+700-034-690-368-817+","1785.2","Harappa","TAB:I","Steatite","700_before_034","2728485 | Period 3B/C | Stratum VI | -15.0 ft","0","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","H-910","H-910","H","P1_frame700_034_branch","75","1","+700-034+","1792.2","Harappa","TAB:I","Steatite","700_before_034","10994470 | Period 3C-3 | Stratum II | -5.5 ft","0","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","H-933","H-933","H","P1_frame700_034_branch","75","1","+034-700+","1813.1","Harappa","TAB:I","-","700_after_034","G252 | - -","0","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","H-936","H-936","H","P1_frame700_034_branch","75","1","+700-034+","1816.2","Harappa","TAB:I","Steatite","700_before_034","1242 | Period 3B/C | Stratum V | -12.0 ft","0","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","H-939","H-939","H","P1_frame700_034_branch","75","1","+700-034+","1819.1","Harappa","TAB:I","Steatite","700_before_034","J402 | Stratum IV | -5.33 ft","0","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","H-945","H-945","H","P1_frame700_034_branch","75","1","+034-700+","1825.2","Harappa","TAB:I","Steatite","700_after_034","2698503 | Period 3B/C | Stratum VI | -17.0 ft","0","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","H-946","H-946","H","P1_frame700_034_branch","75","1","+700-034+","1826.1","Harappa","TAB:I","Steatite","700_before_034","2544501 | Period 3B/C | Stratum VI | -16.0 ft","0","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","H-947","H-947","H","P1_frame700_034_branch","75","1","+700-034+","1827.2","Harappa","TAB:I","Steatite","700_before_034","8650b493 | Period 3B/C | -7 ft","0","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","H-952","H-952","H","P1_frame700_034_branch","75","1","+700-034+","1832.2","Harappa","TAB:I","Steatite","700_before_034","G257469 | - -","0","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","H-953","H-953","H","P1_frame700_034_branch","75","1","+700-034+","1833.1","Harappa","TAB:I","-","700_before_034","13395 | - -","0","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","H-960","H-960","H","P1_frame700_034_branch","75","1","+700-034+","1837.1","Harappa","TAB:I","Steatite","700_before_034","1261543 | Period 3B/C | Stratum V | -11.33 ft","0","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","H-983","H-983","H","P1_frame700_034_branch","75","1","+700-034+","1859.2","Harappa","TAB:I","Steatite","700_before_034","2528582 | Period 3B/C | Stratum VI | -17.83 ft","0","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","H-985","H-985","H","P1_frame700_034_branch","75","1","+700-034+","1861.1","Harappa","TAB:I","-","700_before_034","2528 | Period 3B/C | Stratum VI | -17.83 ft","0","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","H-1120","H-1120","H","P1_frame700_034_branch","75","1","+700-034+","3968.2","Harappa","TAB:B","-","700_before_034","13968155 | - -","0","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","H-1138","H-1138","H","P1_frame700_034_branch","75","1","+700-034+","198.2","Harappa","TAB:B","Faience","700_before_034","-346 | - -","0","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","H-1354","H-1354","H","P1_frame700_034_branch","75","1","+700-034+","222.3","Harappa","TAB:I","Steatite","700_before_034","11349583 | Period 3B/C | Stratum V | -11.33 ft","0","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","H-1823","H-1823","H","P1_frame700_034_branch","75","1","+700-034+","649.1","Harappa","TAB:B","Faience","700_before_034","H95-2438Figure 28.14 | Period 3B | 3 | B? | - -","0","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","H-1828","H-1828","H","P1_frame700_034_branch","75","1","+700-034+","895.2","Harappa","TAB:B","Faience","700_before_034","H97-3371Figure 14.12 | Period 3C | 3 | C | - -","0","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","H-1831","H-1831","H","P1_frame700_034_branch","75","1","+700-034+","772.1","Harappa","TAB:B","Faience","700_before_034","H96-3051Figure 21.10 | Period 3B/C | 3 | B/C | - -","0","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","H-1832","H-1832","H","P1_frame700_034_branch","75","1","+700-034+","415.1","Harappa","TAB:B","Faience","700_before_034","H2000-4470Figure 42.04 | Period 3B/C | 3 | B/C | - -","0","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","H-1850","H-1850","H","P1_frame700_034_branch","75","1","+700-034+","480.1","Harappa","TAB:B","Faience","700_before_034","H2001-5141Figure 48.07 | Period 3B/C | 3 | B/C | - -","0","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","H-1867","H-1867","H","P1_frame700_034_branch","75","1","+700-034+","506.1","Harappa","TAB:B","Faience","700_before_034","H90-1593Figure 13.46 (k) | Period 3B | 3 | B | - -","0","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","H-1868","H-1868","H","P1_frame700_034_branch","75","1","+700-034+","509.1","Harappa","TAB:B","Faience","700_before_034","H90-1596Figure 13.46 (j) | Period 3B | 3 | B | - -","0","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","H-1869","H-1869","H","P1_frame700_034_branch","75","1","+700-034+","508.1","Harappa","TAB:B","Faience","700_before_034","H90-1595Figure 13.46 (i) | Period 3B | 3 | B | - -","0","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","H-1870","H-1870","H","P1_frame700_034_branch","75","1","+700-034+","901.1","Harappa","TAB:B","Faience","700_before_034","H97-3380Figure 14.16 | Period 3 | 3 | - -","0","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","H-1871","H-1871","H","P1_frame700_034_branch","75","1","+700-034+","784.1","Harappa","TAB:B","Faience","700_before_034","H96-3110Figure 21.04 | Period 3B/C | 3 | B/C | - -","0","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","H-1874","H-1874","H","P1_frame700_034_branch","75","1","+700-034+","388.1","Harappa","TAB:B","Faience","700_before_034","H2000-4403Figure 44.03 | Period 3B | 3 | B | - -","0","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
"2026-05-25","H-1876","H-1876","H","P1_frame700_034_branch","75","1","+034-700+","468.1","Harappa","TAB:B","Faience","700_after_034","H2001-5083Figure 43.11 | Period 3B | 3 | B | - -","0","Use as FRAME700 034 source/crosswalk control after image and sign-list validation.","0"
