unit,unit_class,id,cisi,site,type,symbol,direction,text,unit_index,prev1,prev2,next1,unit_terminal,after_861,after_002_861
416,861_raw_duplicate_family_tail,952.1,H-1753,Harappa,POT:T:s,None,NR,+416+,0,<START>,<START>,<END>,true,false,false
416,861_raw_duplicate_family_tail,1001.1,-,Harappa,POT:T:s,None,NR,+416+,0,<START>,<START>,<END>,true,false,false
416,861_raw_duplicate_family_tail,1026.1,H-1751,Harappa,POT:T:s,None,NR,+416+,0,<START>,<START>,<END>,true,false,false
416,861_raw_duplicate_family_tail,1042.1,H-1752,Harappa,POT:T:s,None,NR,+416+,0,<START>,<START>,<END>,true,false,false
416,861_raw_duplicate_family_tail,1043.1,-,Harappa,POT:T:s,None,NR,+416+,0,<START>,<START>,<END>,true,false,false
416,861_raw_duplicate_family_tail,1148.1,H-92,Harappa,SEAL:S,Elep,R/L,+156-176-518-220-416-002-615+,4,220,518 220,002,false,false,false
416,861_raw_duplicate_family_tail,1324.2,H-302,Harappa,TAB:I,None,R/L,+400-760-740-220-416+,4,220,740 220,<END>,true,false,false
416,861_raw_duplicate_family_tail,1447.1,H-457,Harappa,SEAL:S,Bull1:J,R/L,+740-798-003-002-416+,4,002,003 002,<END>,true,false,false
416,861_raw_duplicate_family_tail,1462.1,H-475,Harappa,SEAL:S,Bull1:W,R/L,+740-416+,1,740,740,<END>,true,false,false
416,861_raw_duplicate_family_tail,1662.1,H-770,Harappa,TAB:B,None,R/L,+151-840-416+,2,840,151 840,<END>,true,false,false
416,861_raw_duplicate_family_tail,1792.1,H-910,Harappa,TAB:I,None,R/L,+002-861-416+,2,861,002 861,<END>,true,true,true
416,861_raw_duplicate_family_tail,1793.1,H-912,Harappa,TAB:I,None,R/L,+400-740-760-220-416+,4,220,760 220,<END>,true,false,false
416,861_raw_duplicate_family_tail,1971.1,-,Kish,SEAL:S,Bull1:L,R/L,+740-390-590-220-003-060-840-416+,7,840,060 840,<END>,true,false,false
416,861_raw_duplicate_family_tail,2045.1,L-91,Lothal,SEAL:R,-,-,+416-002-824+,0,<START>,<START>,002,false,false,false
416,861_raw_duplicate_family_tail,2180.1,-,Dholavira,SEAL:S,Bull1:V,R/L,+740-840-416-240-741-500-091+,2,840,740 840,240,false,false,false
416,861_raw_duplicate_family_tail,2313.1,M-1763,Mohenjo-daro,SEAL:S,Bull1:W,R/L,+416-001-565-740-220-032-002-861+,0,<START>,<START>,001,false,false,false
416,861_raw_duplicate_family_tail,2332.1,M-1741,Mohenjo-daro,SEAL:S,Bull1:S,R/L,+565-031-416-140-220-001+,2,031,565 031,140,false,false,false
416,861_raw_duplicate_family_tail,2395.1,M-1663,Mohenjo-daro,SEAL:S,Bull1,R/L,+740-760-840-416-175-742-000+,3,840,760 840,175,false,false,false
416,861_raw_duplicate_family_tail,2510.1,M-1884,Mohenjo-daro,SEAL:S,Gaur,R/L,+520-220-016-002-416-000+,4,002,016 002,000,false,false,false
416,861_raw_duplicate_family_tail,2524.1,M-1703,Mohenjo-daro,SEAL:S,Bull1:W,R/L,+151-097-232-416+,3,232,097 232,<END>,true,false,false
416,861_raw_duplicate_family_tail,2556.1,M-28,Mohenjo-daro,SEAL:S,Bull1:W,R/L,+892-374-740-760-840-416-002-861+,5,840,760 840,002,false,false,false
416,861_raw_duplicate_family_tail,2618.1,M-91,Mohenjo-daro,SEAL:S,Bull1:S,R/L,+740-100-798-220-032-002-861-255-416+,8,255,861 255,<END>,true,false,false
416,861_raw_duplicate_family_tail,2641.1,M-114,Mohenjo-daro,SEAL:S,Bull1:S,R/L,+740-760-440-002-297-416+,5,297,002 297,<END>,true,false,false
416,861_raw_duplicate_family_tail,2813.1,M-293,Mohenjo-daro,SEAL:S,Gavi,R/L,+151-416-741-849+,1,151,151,741,false,false,false
416,861_raw_duplicate_family_tail,3165.1,M-741,Mohenjo-daro,SEAL:S,Bull1:I,R/L,+151-416+,1,151,151,<END>,true,false,false
416,861_raw_duplicate_family_tail,3333.1,M-938,Mohenjo-daro,SEAL:S,Bull1:W,R/L,+740-416+,1,740,740,<END>,true,false,false
416,861_raw_duplicate_family_tail,3364.1,M-971,Mohenjo-daro,SEAL:S,Bull1:J,R/L,+740-416-741-060-920+,1,740,740,741,false,false,false
416,861_raw_duplicate_family_tail,3506.1,M-1139,Mohenjo-daro,SEAL:S,Rhin,R/L,+740-416-621-002-820+,1,740,740,621,false,false,false
416,861_raw_duplicate_family_tail,3558.1,M-1222,Mohenjo-daro,SEAL:S,Bull1,R/L,+151-416+,1,151,151,<END>,true,false,false
416,861_raw_duplicate_family_tail,3574.1,M-1267,Mohenjo-daro,SEAL:R,None,R/L,+416-001-740-720-175-002-861+,0,<START>,<START>,001,false,false,false
416,861_raw_duplicate_family_tail,3589.1,M-1284,Mohenjo-daro,SEAL:R,None,R/L,+416-001-520-240-806-002-502-031+,0,<START>,<START>,001,false,false,false
416,861_raw_duplicate_family_tail,3845.1,M-182,Mohenjo-daro,SEAL:S,Bull1:S,R/L,+740-416+,1,740,740,<END>,true,false,false
416,861_raw_duplicate_family_tail,3882.1,-,Susa,SEAL:CY,Gaur,R/L,+416-150-002-055-031-319-001-924+,0,<START>,<START>,150,false,false,false
416,861_raw_duplicate_family_tail,4056.1,H-1191,Harappa,TAB:I,None,R/L,+400-740-760-220-416+,4,220,760 220,<END>,true,false,false
416,861_raw_duplicate_family_tail,4165.1,-,Dholavira,SEAL:S,Bull1:V,R/L,+740-840-416+,2,840,740 840,<END>,true,false,false
416,861_raw_duplicate_family_tail,4202.1,-,Dholavira,SEAL:S,Bull2,NR,+416+,0,<START>,<START>,<END>,true,false,false
698,861_raw_duplicate_family_tail,365.1,-,Harappa,POT:T:g,None,NR,+698+,0,<START>,<START>,<END>,true,false,false
698,861_raw_duplicate_family_tail,595.2,H-1892,Harappa,TAB:B,None,R/L,+400-698+,1,400,400,<END>,true,false,false
698,861_raw_duplicate_family_tail,954.1,H-1549,Harappa,POT:T:g,None,NR,+698+,0,<START>,<START>,<END>,true,false,false
698,861_raw_duplicate_family_tail,966.1,-,Harappa,POT:T:g,None,-,+000-698+,1,000,000,<END>,true,false,false
698,861_raw_duplicate_family_tail,978.1,-,Harappa,POT:T:g,None,NR,+698+,0,<START>,<START>,<END>,true,false,false
698,861_raw_duplicate_family_tail,994.1,H-1547,Harappa,POT:T:g,None,-,+034-698+,1,034,034,<END>,true,false,false
698,861_raw_duplicate_family_tail,1241.2,H-210,Harappa,TAB:B,None,NR,+698+,0,<START>,<START>,<END>,true,false,false
698,861_raw_duplicate_family_tail,2222.1,M-1824,Mohenjo-daro,SEAL:S,Bull1:L,R/L,+401-698+,1,401,401,<END>,true,false,false
698,861_raw_duplicate_family_tail,2847.1,M-329,Mohenjo-daro,SEAL:S,None,R/L,+002-861-698+,2,861,002 861,<END>,true,true,true
698,861_raw_duplicate_family_tail,2848.1,M-330,Mohenjo-daro,SEAL:S,None,R/L,+002-861-698+,2,861,002 861,<END>,true,true,true
125,390_branch_head_control,7.1,Ad-2,Allahdino,SEAL:S,Bull1:J,R/L,+368-390-125-033+,2,390,368 390,033,false,false,false
125,390_branch_head_control,19.1,Blk-1,Bala-kot,SEAL:S,Bull1,R/L,+226-003-002-297-350-125-413+,5,350,297 350,413,false,false,false
125,390_branch_head_control,76.1,C-74,Chanhu-daro,SEAL:S,Gaur,R/L,+125-002-861+,0,<START>,<START>,002,false,false,false
125,390_branch_head_control,498.1,H-1921,Harappa,TAB:B,None,R/L,+125-700-033+,0,<START>,<START>,700,false,false,false
125,390_branch_head_control,658.3,H-1946,Harappa,TAB:B,None,R/L,+700-125+,1,700,700,<END>,true,false,false
125,390_branch_head_control,932.1,H-1710,Harappa,SEAL:R,None,R/L,+090-326-700-920-125-001-055-920-140+,4,920,700 920,001,false,false,false
125,390_branch_head_control,1071.1,H-10,Harappa,SEAL:S,Bull1:W,R/L,+820-302-596-018-125-381+,4,018,596 018,381,false,false,false
125,390_branch_head_control,1072.1,H-11,Harappa,SEAL:S,Bull1:W,R/L,+000-125-204+,1,000,000,204,false,false,false
125,390_branch_head_control,1109.1,H-50,Harappa,SEAL:S,Bull1:W,R/L,+740-406-590-741-406-125+,5,406,741 406,<END>,true,false,false
125,390_branch_head_control,1111.1,H-52,Harappa,SEAL:S,Bull1:J,R/L,+740-390-590-125-741-000-000+,3,590,390 590,741,false,false,false
125,390_branch_head_control,1114.1,H-55,Harappa,SEAL:S,Bull1:X,R/L,+390-004-002-861-125+,4,861,002 861,<END>,true,true,true
125,390_branch_head_control,1132.1,H-74,Harappa,SEAL:S,Bull1:J,R/L,+002-610-125-032+,2,610,002 610,032,false,false,false
125,390_branch_head_control,1171.1,H-130,Harappa,SEAL:R,None,R/L,+409-032-845-033-705-231-806-002-595-812-125-717+,10,812,595 812,717,false,false,false
125,390_branch_head_control,1271.2,H-246,Harappa,TAB:B,None,R/L,+125-700-033+,0,<START>,<START>,700,false,false,false
125,390_branch_head_control,1551.1,H-611,Harappa,SEAL:S,None,R/L,+527-550-002-125-590+,3,002,550 002,590,false,false,false
125,390_branch_head_control,1557.1,H-642,Harappa,SEAL:R,None,R/L,+001-304-354-125-812-033+,3,354,304 354,812,false,false,false
125,390_branch_head_control,1776.2,H-894,Harappa,TAB:I,None,R/L,+700-125+,1,700,700,<END>,true,false,false
125,390_branch_head_control,1880.1,K-5,Kalibangan,SEAL:S,Bull1:W,R/L,+520-233-240-803-741-125+,5,741,803 741,<END>,true,false,false
125,390_branch_head_control,1981.1,Lh-1,Lohumjo-daro,SEAL:S,Bull1:S,R/L,+740-760-615-104-717-235-002-392-590-125+,9,590,392 590,<END>,true,false,false
125,390_branch_head_control,2195.1,M-1749,Mohenjo-daro,SEAL:S,Bull1:W,R/L,+220-455-125-031+,2,455,220 455,031,false,false,false
125,390_branch_head_control,2226.1,M-1692,Mohenjo-daro,SEAL:S,Bull1:L,R/L,+390-600-617-002-190-125-632-032+,5,190,002 190,632,false,false,false
125,390_branch_head_control,2231.1,M-1688,Mohenjo-daro,SEAL:S,Bull1:S,R/L,+125-435-255-002-286-220-031-012-031-455-033-590+,0,<START>,<START>,435,false,false,false
125,390_branch_head_control,2270.1,M-1668,Mohenjo-daro,SEAL:S,Bull1:S,R/L,+740-773-233-803-002-320-705-125+,7,705,320 705,<END>,true,false,false
125,390_branch_head_control,2471.1,M-1903,Mohenjo-daro,SEAL:S,Buff,R/L,+740-861-125+,2,861,740 861,<END>,true,true,false
125,390_branch_head_control,2473.1,M-1665,Mohenjo-daro,SEAL:S,Bull1:W,R/L,+520-033-705-233-240-002-610-125-032+,7,610,002 610,032,false,false,false
125,390_branch_head_control,2517.1,M-1700,Mohenjo-daro,SEAL:S,Bull1:W,R/L,+400-125-745+,1,400,400,745,false,false,false
125,390_branch_head_control,2541.1,M-13,Mohenjo-daro,SEAL:S,Bull1:W,R/L,+368-304-125+,2,304,368 304,<END>,true,false,false
125,390_branch_head_control,2566.1,M-38,Mohenjo-daro,SEAL:S,Bull1:J,R/L,+740-690-435-255-220-032-240-235-002-390-125-632-032+,10,390,002 390,632,false,false,false
125,390_branch_head_control,2569.1,M-41,Mohenjo-daro,SEAL:S,Bull1:W,R/L,+740-636-240-233-235-002-405-125-820+,7,405,002 405,820,false,false,false
125,390_branch_head_control,2646.1,M-119,Mohenjo-daro,SEAL:S,Bull1:S,R/L,+151-337-484-002-390-125-632-032-900-563+,5,390,002 390,632,false,false,false
125,390_branch_head_control,2716.1,M-191,Mohenjo-daro,SEAL:S,Bull1:L,R/L,+090-125+,1,090,090,<END>,true,false,false
125,390_branch_head_control,2774.1,M-251,Mohenjo-daro,SEAL:S,Gaur,R/L,+390-003-002-125-350+,3,002,003 002,350,false,false,false
125,390_branch_head_control,2838.1,M-320,Mohenjo-daro,SEAL:S,Bull1:W,R/L,+740-176-741-390-125+,4,390,741 390,<END>,true,false,false
125,390_branch_head_control,2850.1,M-354,Mohenjo-daro,SEAL:R,None,R/L,+740-729-407-845-236-002-906-125+,7,906,002 906,<END>,true,false,false
125,390_branch_head_control,2852.1,M-356,Mohenjo-daro,SEAL:R,None,R/L,+400-595-420-125-032-820-920-140+,3,420,595 420,032,false,false,false
125,390_branch_head_control,3075.1,M-624,Mohenjo-daro,SEAL:S,Bull1:W,R/L,+190-125-575+,1,190,190,575,false,false,false
125,390_branch_head_control,3159.1,M-735,Mohenjo-daro,SEAL:S,Bull1:U,R/L,+740-760-235-002-390-125-195+,5,390,002 390,195,false,false,false
125,390_branch_head_control,3249.1,M-837,Mohenjo-daro,SEAL:S,Bull1:S,R/L,+740-142-061-031-741-125-575+,5,741,031 741,575,false,false,false
125,390_branch_head_control,3260.1,M-848,Mohenjo-daro,SEAL:S,Bull1,R/L,+406-125-176+,1,406,406,176,false,false,false
125,390_branch_head_control,3286.1,M-878,Mohenjo-daro,SEAL:S,Bull1:J,R/L,+740-900-005-741-390-125+,5,390,741 390,<END>,true,false,false
125,390_branch_head_control,3306.1,M-901,Mohenjo-daro,SEAL:S,Bull1,R/L,+090-125-002-861+,1,090,090,002,false,false,false
125,390_branch_head_control,3709.1,M-1424,Mohenjo-daro,TAB:B,Gaur,R/L,+875-700-384-125+,3,384,700 384,<END>,true,false,false
125,390_branch_head_control,3769.1,-,Ganweriwala,TAG,-,R/L,+740-400-061-299-350-125-176+,5,350,299 350,176,false,false,false
125,390_branch_head_control,3875.1,Sktd-1,Surkotada,SEAL:S,Bull1,R/L,+390-004-002-390-125-820+,4,390,002 390,820,false,false,false
125,390_branch_head_control,4030.1,M-2055,Mohenjo-daro,TAB:C,None,R/L,+002-407-125-590-831+,2,407,002 407,590,false,false,false
125,390_branch_head_control,4031.2,H-1178,Harappa,TAB:I,None,R/L,+700-125+,1,700,700,<END>,true,false,false
125,390_branch_head_control,4155.1,-,Gonur Depe,SEAL:S,Elep,R/L,+740-390-590-125-220-235-002-285+,3,590,390 590,220,false,false,false
125,390_branch_head_control,4163.1,-,Dholavira,SEAL:S,Bull1:W,R/L,+400-125-000+,1,400,400,000,false,false,false
125,390_branch_head_control,5219.1,-,Gola Dhoro (Bagasra),SEAL:S,Bull1:I,R/L,+292-352-125-741-900-322+,2,352,292 352,741,false,false,false
125,390_branch_head_control,5361.1,Ns-60,Nausharo,SEAL:R,None,R/L,+407-063-740-176-236-798-002-297-350-125-413+,9,350,297 350,413,false,false,false
705,390_branch_head_control,8.1,Ad-3,Allahdino,SEAL:S,Bull1:II,R/L,+740-904-033-705-235+,3,033,904 033,235,false,false,false
705,390_branch_head_control,53.1,Ch-1,Chandigarh,POT:T:g,None,-,+220-000-740-550-705+,4,550,740 550,<END>,true,false,false
705,390_branch_head_control,54.1,Ch-2,Chandigarh,POT:T:g,None,R/L,+740-050-705+,2,050,740 050,<END>,true,false,false
705,390_branch_head_control,56.1,C-88,Chanhu-daro,TAB:B,None,-,+031-705-167+,1,031,031,167,false,false,false
705,390_branch_head_control,97.1,C-9,Chanhu-daro,SEAL:S,Bull1:J,R/L,+151-233-803-033-705-240+,4,033,803 033,240,false,false,false
705,390_branch_head_control,134.1,-,Dholavira,SEAL:R,None,R/L,+154-388-717-705+,3,717,388 717,<END>,true,false,false
705,390_branch_head_control,234.1,-,Harappa,TAB:I,None,L/R,+868-705-590+,1,868,868,590,false,false,false
705,390_branch_head_control,250.2,H-1166,Harappa,TAB:I,Bult,R/L,+167-705+,1,167,167,<END>,true,false,false
705,390_branch_head_control,270.1,H-1156,Harappa,TAB:B,None,-,+200-705-380+,1,200,200,380,false,false,false
705,390_branch_head_control,377.2,H-1878,Harappa,TAB:B,None,R/L,+167-705+,1,167,167,<END>,true,false,false
705,390_branch_head_control,389.1,H-2049,Harappa,TAB:I,Bult,R/L,+167-705+,1,167,167,<END>,true,false,false
705,390_branch_head_control,395.2,H-1994,Harappa,TAB:B,None,-,+200-705-380+,1,200,200,380,false,false,false
705,390_branch_head_control,402.1,H-2015,Harappa,TAB:B,None,L/R,+033-705-235-000+,1,033,033,235,false,false,false
705,390_branch_head_control,402.2,H-2015,Harappa,TAB:B,None,L/R,+520-033-705-235-832-002-817+,2,033,520 033,235,false,false,false
705,390_branch_head_control,512.2,H-1816,Harappa,TAB:B,None,R/L,+400-525-550-033-705-240+,4,033,550 033,240,false,false,false
705,390_branch_head_control,532.1,H-2069,Harappa,TAB:I,None,R/L,+868-705-590+,1,868,868,590,false,false,false
705,390_branch_head_control,581.1,H-1990,Harappa,TAB:B,None,R/L,+851-740-705-924-156+,2,740,851 740,924,false,false,false
705,390_branch_head_control,590.1,Rhd-269,Rahman-deri,MISC,None,NR,+705+,0,<START>,<START>,<END>,true,false,false
705,390_branch_head_control,593.2,H-1839,Harappa,TAB:B,None,R/L,+740-100-175-630-705+,4,630,175 630,<END>,true,false,false
705,390_branch_head_control,596.2,H-2139,Harappa,TAB:I,None,R/L,+740-176-033-705-235+,3,033,176 033,235,false,false,false
705,390_branch_head_control,609.1,-,Harappa,POsT:T:g,None,R/L,+034-705+,1,034,034,<END>,true,false,false
705,390_branch_head_control,635.1,H-1814,Harappa,TAB:B,None,R/L,+400-525-550-033-705-240+,4,033,550 033,240,false,false,false
705,390_branch_head_control,647.2,H-2062,Harappa,TAB:I,None,R/L,+868-705-590+,1,868,868,590,false,false,false
705,390_branch_head_control,653.1,H-1813,Harappa,TAB:B,None,R/L,+400-525-550-033-705-220+,4,033,550 033,220,false,false,false
705,390_branch_head_control,661.2,H-2007,Harappa,TAB:B,Scene,-,+000-705-590+,1,000,000,590,false,false,false
705,390_branch_head_control,687.1,H-1989,Harappa,TAB:B,None,R/L,+851-740-705-924-156+,2,740,851 740,924,false,false,false
705,390_branch_head_control,689.1,H-1988,Harappa,TAB:B,None,R/L,+851-740-705-924-156+,2,740,851 740,924,false,false,false
705,390_branch_head_control,788.1,H-1840,Harappa,TAB:B,Bird,R/L,+090-740-255-705-060-550+,3,255,740 255,060,false,false,false
705,390_branch_head_control,867.1,H-1812,Harappa,TAB:B,None,R/L,+400-525-550-033-705-240+,4,033,550 033,240,false,false,false
705,390_branch_head_control,916.1,H-1811,Harappa,TAB:B,None,R/L,+400-525-550-033-705-240+,4,033,550 033,240,false,false,false
705,390_branch_head_control,923.2,H-1945,Harappa,TAB:B,Fish,R/L,+400-740-388-717-705+,4,717,388 717,<END>,true,false,false
705,390_branch_head_control,1084.1,H-24,Harappa,SEAL:S,Bull1:W,R/L,+740-626-176-033-705-233+,4,033,176 033,233,false,false,false
705,390_branch_head_control,1085.1,H-25,Harappa,SEAL:S,Bull1:W,R/L,+740-900-003-806-033-705-235-055+,5,033,806 033,235,false,false,false
705,390_branch_head_control,1088.1,H-28,Harappa,SEAL:S,Bull1:W,R/L,+595-000-705-634+,2,000,595 000,634,false,false,false
705,390_branch_head_control,1171.1,H-130,Harappa,SEAL:R,None,R/L,+409-032-845-033-705-231-806-002-595-812-125-717+,4,033,845 033,231,false,false,false
705,390_branch_head_control,1178.1,H-137,Harappa,SEAL:R,None,R/L,+740-443-388-033-705-233-002-817+,4,033,388 033,233,false,false,false
705,390_branch_head_control,1209.1,H-175,Harappa,TAB:B,Anth,R/L,+167-705-368-005-741-060-920+,1,167,167,368,false,false,false
705,390_branch_head_control,1237.1,H-206,Harappa,TAB:B,None,R/L,+740-642-240-204-705-621+,4,204,240 204,621,false,false,false
705,390_branch_head_control,1388.1,H-369,Harappa,SEAL:CY,None,L/R,+368-033-705-031-741-390-741+,2,033,368 033,031,false,false,false
705,390_branch_head_control,1398.1,H-383,Harappa,SEAL:S,Bull1:Q,R/L,+740-585-017-033-705-002-000+,4,033,017 033,002,false,false,false
705,390_branch_head_control,1445.1,H-455,Harappa,SEAL:S,Bull1:J,R/L,+520-033-705-002-172-032+,2,033,520 033,002,false,false,false
705,390_branch_head_control,1456.1,H-468,Harappa,SEAL:S,Bull1:J,R/L,+740-900-003-002-940-705+,5,940,002 940,<END>,true,false,false
705,390_branch_head_control,1554.1,H-639,Harappa,SEAL:R,None,R/L,+407-000-000-705-832-904-845-235-002-717-747+,3,000,000 000,832,false,false,false
705,390_branch_head_control,1564.1,H-649,Harappa,SEAL:R,None,R/L,+520-033-705-233-240-806-002-820+,2,033,520 033,233,false,false,false
705,390_branch_head_control,1620.1,H-717,Harappa,TAB:B,None,R/L,+705-904+,0,<START>,<START>,904,false,false,false
705,390_branch_head_control,1660.1,H-768,Harappa,TAB:B,None,R/L,+400-740-033-705-233-235-000+,3,033,740 033,233,false,false,false
705,390_branch_head_control,1666.1,H-774,Harappa,TAB:B,None,R/L,+400-525-550-033-705-240+,4,033,550 033,240,false,false,false
705,390_branch_head_control,1732.1,H-846,Harappa,TAB:B,Gavi,R/L,+400-740-100-031-705+,4,031,100 031,<END>,true,false,false
705,390_branch_head_control,1759.1,H-876,Harappa,TAB:B,None,R/L,+200-705-380+,1,200,200,380,false,false,false
705,390_branch_head_control,1778.1,H-896,Harappa,TAB:I,None,R/L,+868-705-590+,1,868,868,590,false,false,false
705,390_branch_head_control,1781.1,H-899,Harappa,TAB:I,None,R/L,+868-705-590+,1,868,868,590,false,false,false
705,390_branch_head_control,1944.2,K-89,Kalibangan,TAG:L,Bull1,R/L,+000-033-705-000-002-000+,2,033,000 033,000,false,false,false
705,390_branch_head_control,1989.1,L-10,Lothal,SEAL:S,Bull1:L,R/L,+520-033-705-233-240-460-491-002-000+,2,033,520 033,233,false,false,false
705,390_branch_head_control,1990.1,L-11,Lothal,SEAL:S,Bull1:L,R/L,+590-705-435-255-778-002-817+,1,590,590,435,false,false,false
705,390_branch_head_control,2039.1,L-85,Lothal,SEAL:R,-,-,+285-705+,1,285,285,<END>,true,false,false
705,390_branch_head_control,2064.1,L-115,Lothal,SEAL:R,None,R/L,+575-705-056-031+,1,575,575,056,false,false,false
705,390_branch_head_control,2068.1,L-124,Lothal,TAG:L,-,R/L,+090-740-220-055-001-741-500-705+,7,500,741 500,<END>,true,false,false
705,390_branch_head_control,2069.1,L-125,Lothal,TAG:L,Bull1,R/L,+090-740-220-055-001-741-500-705+,7,500,741 500,<END>,true,false,false
705,390_branch_head_control,2070.1,L-126,Lothal,TAG:L,Bull1,R/L,+090-740-220-055-001-741-500-705+,7,500,741 500,<END>,true,false,false
705,390_branch_head_control,2071.1,L-128,Lothal,TAG:L,-,R/L,+090-740-220-055-001-741-500-705+,7,500,741 500,<END>,true,false,false
705,390_branch_head_control,2072.1,L-129,Lothal,TAG,-,R/L,+090-740-220-055-001-741-500-705+,7,500,741 500,<END>,true,false,false
705,390_branch_head_control,2088.1,L-146,Lothal,TAG:O,Bull1,R/L,+520-033-705+,2,033,520 033,<END>,true,false,false
705,390_branch_head_control,2112.1,L-190,Lothal,TAG,-,R/L,+090-740-220-055-001-741-500-705+,7,500,741 500,<END>,true,false,false
705,390_branch_head_control,2113.1,L-191,Lothal,TAG,-,R/L,+090-740-220-055-001-741-500-705+,7,500,741 500,<END>,true,false,false
705,390_branch_head_control,2115.1,L-193,Lothal,TAG,Bull1,R/L,+090-740-220-055-001-741-500-705+,7,500,741 500,<END>,true,false,false
705,390_branch_head_control,2117.1,L-197,Lothal,TAG,-,R/L,+090-740-220-055-001-741-500-705+,7,500,741 500,<END>,true,false,false
705,390_branch_head_control,2125.1,L-206,Lothal,TAG:W,-,R/L,+090-740-220-055-001-741-500-705+,7,500,741 500,<END>,true,false,false
705,390_branch_head_control,2178.1,M-1696,Mohenjo-daro,SEAL:S,Bull1:II,R/L,+520-033-705-220-415-002-861+,2,033,520 033,220,false,false,false
705,390_branch_head_control,2201.1,M-2004,Mohenjo-daro,POT:T:s,None,R/L,+000-035-705+,2,035,000 035,<END>,true,false,false
705,390_branch_head_control,2255.1,M-1765,Mohenjo-daro,SEAL:S,Bull1:W,R/L,+215-031-480-140-632-705-002-093-033+,5,632,140 632,002,false,false,false
705,390_branch_head_control,2270.1,M-1668,Mohenjo-daro,SEAL:S,Bull1:S,R/L,+740-773-233-803-002-320-705-125+,6,320,002 320,125,false,false,false
705,390_branch_head_control,2297.1,M-1772,Mohenjo-daro,SEAL:S,Bull1:I,R/L,+740-400-142-061-002-798-435-255-705+,8,255,435 255,<END>,true,false,false
705,390_branch_head_control,2367.1,M-2020,Mohenjo-daro,TAB:B,-,R/L,+167-705+,1,167,167,<END>,true,false,false
705,390_branch_head_control,2367.2,M-2020,Mohenjo-daro,TAB:B,-,R/L,+167-705+,1,167,167,<END>,true,false,false
705,390_branch_head_control,2385.1,M-1715,Mohenjo-daro,SEAL:S,Bull1:J,R/L,+740-923-033-705-060-692+,3,033,923 033,060,false,false,false
705,390_branch_head_control,2416.1,-,Mohenjo-daro,TAB:B,Elep,R/L,+740-390-590-033-705-000+,4,033,590 033,000,false,false,false
