checked_date,motif,cisi,row_id,site,type,shape,prev_before_motif,next_after_motif,after_002,terminal_after_motif,left_prefix,right_suffix,local_context,exact_sequence,text
2026-05-31,390,M-1983,2472.1,Mohenjo-daro,SEAL:R,rectangular,<START>,005,false,false,<START>,005,390-005,390 005,+390-005+
2026-05-31,390,M-1907,2482.1,Mohenjo-daro,SEAL:S,square,<START>,005,false,false,<START>,005-002-455-511,390-005-002-455-511,390 005 002 455 511,+390-005-002-455-511+
2026-05-31,390,-:2489.1,2489.1,Dholavira,SEAL:S,square,740,590,false,false,740,590-002-817,740-390-590-002-817,740 390 590 002 817,+740-390-590-002-817+
2026-05-31,390,M-1833,2509.1,Mohenjo-daro,SEAL:S,square,<START>,015,false,false,<START>,015-002-861,390-015-002-861,390 015 002 861,+390-015-002-861+
2026-05-31,390,M-1851,2515.1,Mohenjo-daro,SEAL:S,square,832,032,false,false,832,032-000-032-740-002-820,832-390-032-000-032-740,832 390 032 000 032 740 002 820,+832-390-032/000-032-740-002-820+
2026-05-31,390,M-12,2540.1,Mohenjo-daro,SEAL:S,square,740,590,false,false,740,590-233-002-368-202-892-371,740-390-590-233-002-368,740 390 590 233 002 368 202 892 371,+740-390-590-233-002-368-202-892-371+
2026-05-31,390,M-17,2545.1,Mohenjo-daro,SEAL:S,square,<START>,016,false,false,<START>,016-002-814-560,390-016-002-814-560,390 016 002 814 560,+390-016-002-814-560+
2026-05-31,390,M-20,2548.1,Mohenjo-daro,SEAL:S,square,<START>,005,false,false,<START>,005-002-861-036-460-513,390-005-002-861-036,390 005 002 861 036 460 513,+390-005-002-861-036-460-513+
2026-05-31,390,M-35,2563.1,Mohenjo-daro,SEAL:S,square,740,590,false,false,740,590-233-231-002-107,740-390-590-233-231-002,740 390 590 233 231 002 107,+740-390-590-233-231-002-107+
2026-05-31,390,M-38,2566.1,Mohenjo-daro,SEAL:S,square,002,125,true,false,740-690-435-255-220-032-240-235-002,125-632-032,032-240-235-002-390-125-632-032,740 690 435 255 220 032 240 235 002 390 125 632 032,+740-690-435-255-220-032-240-235-002-390-125-632-032+
2026-05-31,390,M-48,2576.1,Mohenjo-daro,SEAL:S,square,<START>,820,false,false,<START>,820-463-060-368-920,390-820-463-060-368,390 820 463 060 368 920,+390-820-463-060-368-920+
2026-05-31,390,M-51,2579.1,Mohenjo-daro,SEAL:S,square,741,140,false,false,740-798-460-350-235-741,140,460-350-235-741-390-140,740 798 460 350 235 741 390 140,+740-798-460-350-235-741-390-140+
2026-05-31,390,M-66,2594.1,Mohenjo-daro,SEAL:S,square,740,590,false,false,740,590-235-002-374-309-350,740-390-590-235-002-374,740 390 590 235 002 374 309 350,+740-390-590-235-002-374-309-350+
2026-05-31,390,M-70,2598.1,Mohenjo-daro,SEAL:S,square,002,692,true,false,226-032-002,692,226-032-002-390-692,226 032 002 390 692,+226-032-002-390-692+
2026-05-31,390,M-71,2599.1,Mohenjo-daro,SEAL:S,square,002,095,true,false,151-279-142-002,095,151-279-142-002-390-095,151 279 142 002 390 095,+151-279-142-002-390-095+
2026-05-31,390,M-77,2604.1,Mohenjo-daro,SEAL:S,square,832,803,false,false,832,803-002-861,832-390-803-002-861,832 390 803 002 861,+832-390-803-002-861+
2026-05-31,390,M-82,2609.1,Mohenjo-daro,SEAL:S,square,550,<END>,false,true,740-222-002-207-550,<END>,222-002-207-550-390,740 222 002 207 550 390,+740-222-002-207-550-390+
2026-05-31,390,M-83,2610.1,Mohenjo-daro,SEAL:S,square,<START>,018,false,false,<START>,018-796,390-018-796,390 018 796,+390-018-796+
2026-05-31,390,M-94,2621.1,Mohenjo-daro,SEAL:S,square,740,590,false,false,740,590-220-003,740-390-590-220-003,740 390 590 220 003,+740-390-590-220-003+
2026-05-31,390,M-95,2622.1,Mohenjo-daro,SEAL:S,square,<START>,003,false,false,<START>,003-002-111-165,390-003-002-111-165,390 003 002 111 165,+390-003-002-111-165+
2026-05-31,390,M-101,2628.1,Mohenjo-daro,SEAL:S,square,<START>,503,false,false,<START>,503-740-168-002-817,390-503-740-168-002,390 503 740 168 002 817,+390-503-740-168-002-817+
2026-05-31,390,M-103,2630.1,Mohenjo-daro,SEAL:S,square,<START>,004,false,false,<START>,004-002-820,390-004-002-820,390 004 002 820,+390-004-002-820+
2026-05-31,390,M-115,2642.1,Mohenjo-daro,SEAL:S,square,<START>,844,false,false,<START>,844-140-176-803-002-301-190,390-844-140-176-803,390 844 140 176 803 002 301 190,+390-844-140-176-803-002-301-190+
2026-05-31,390,M-119,2646.1,Mohenjo-daro,SEAL:S,square,002,125,true,false,151-337-484-002,125-632-032-900-563,151-337-484-002-390-125-632-032-900,151 337 484 002 390 125 632 032 900 563,+151-337-484-002-390-125-632-032-900-563+
2026-05-31,390,M-131,2658.1,Mohenjo-daro,SEAL:S,square,740,590,false,false,740,590-741-390-790,740-390-590-741-390-790,740 390 590 741 390 790,+740-390-590-741-390-790+
2026-05-31,390,M-131,2658.1,Mohenjo-daro,SEAL:S,square,741,790,false,false,740-390-590-741,790,740-390-590-741-390-790,740 390 590 741 390 790,+740-390-590-741-390-790+
2026-05-31,390,M-158,2684.1,Mohenjo-daro,SEAL:S,square,<START>,016,false,false,<START>,016-060-550,390-016-060-550,390 016 060 550,+390-016-060-550+
2026-05-31,390,M-166,2691.1,Mohenjo-daro,SEAL:S,square,<START>,844,false,false,<START>,844-240-806-002-861,390-844-240-806-002,390 844 240 806 002 861,+390-844-240-806-002-861+
2026-05-31,390,M-177,2702.1,Mohenjo-daro,SEAL:S,square,<START>,003,false,false,<START>,003-002-803,390-003-002-803,390 003 002 803,+390-003-002-803+
2026-05-31,390,M-203,2728.1,Mohenjo-daro,SEAL:S,square,740,590,false,false,740,590-741-081-220,740-390-590-741-081-220,740 390 590 741 081 220,+740-390-590-741-081-220+
2026-05-31,390,M-213,2737.1,Mohenjo-daro,SEAL:S,square,002,346,true,false,740-384-002,346,740-384-002-390-346,740 384 002 390 346,+740-384-002-390-346+
2026-05-31,390,M-232,2756.1,Mohenjo-daro,SEAL:S,square,002,707,true,false,236-002,707,236-002-390-707,236 002 390 707,+236-002-390-707+
2026-05-31,390,M-247,2770.1,Mohenjo-daro,SEAL:S,square,<START>,017,false,false,<START>,017-741-060-920,390-017-741-060-920,390 017 741 060 920,+390-017-741-060-920+
2026-05-31,390,M-251,2774.1,Mohenjo-daro,SEAL:S,square,<START>,003,false,false,<START>,003-002-125-350,390-003-002-125-350,390 003 002 125 350,+390-003-002-125-350+
2026-05-31,390,M-254,2777.1,Mohenjo-daro,SEAL:S,square,255,005,false,false,435-255,005,435-255-390-005,435 255 390 005,+435-255-390-005+
2026-05-31,390,M-278,2799.1,Mohenjo-daro,SEAL:S,square,621,004,false,false,621,004-002-817,621-390-004-002-817,621 390 004 002 817,+621-390-004-002-817+
2026-05-31,390,M-283,2804.1,Mohenjo-daro,SEAL:S,square,<START>,018,false,false,<START>,018,390-018,390 018,+390-018+
2026-05-31,390,M-292,2812.1,Mohenjo-daro,SEAL:S,square,<START>,003,false,false,<START>,003-060-920,390-003-060-920,390 003 060 920,+390-003-060-920+
2026-05-31,390,M-300,2819.1,Mohenjo-daro,SEAL:S,square,740,590,false,false,740,590-001-060-820,740-390-590-001-060-820,740 390 590 001 060 820,+740-390-590-001/060-820+
2026-05-31,390,M-314,2832.1,Mohenjo-daro,SEAL:S,square,817,125,false,false,953-817,125-308-809-033-740-760-706-466-520-231-240-235-002-820,953-817-390-125-308-809-033,953 817 390 125 308 809 033 740 760 706 466 520 231 240 235 002 820,+953-817-390-125-308-809-033/740-760-706-466/520-231-240-235-002-820+
2026-05-31,390,M-315,2833.1,Mohenjo-daro,SEAL:S,square,<START>,034,false,false,<START>,034-002-374-228-741,390-034-002-374-228,390 034 002 374 228 741,+390-034-002-374-228-741+
2026-05-31,390,M-316,2834.1,Mohenjo-daro,SEAL:S,square,367,710,false,false,367,710-002-861,367-390-710-002-861,367 390 710 002 861,+367-390-710-002-861+
2026-05-31,390,M-318,2836.2,Mohenjo-daro,SEAL:S,square,<START>,003,false,false,<START>,003-002-031-575,390-003-002-031-575,390 003 002 031 575,+390-003-002-031-575+
2026-05-31,390,M-320,2838.1,Mohenjo-daro,SEAL:S,square,741,125,false,false,740-176-741,125,740-176-741-390-125,740 176 741 390 125,+740-176-741-390-125+
2026-05-31,390,M-326,2844.4,Mohenjo-daro,SEAL:S,square,<START>,111,false,false,<START>,111-000,390-111-000,390 111 000,+390-111-000+
2026-05-31,390,M-411,2907.1,Mohenjo-daro,SEAL:R,cuboid,<START>,840,false,false,<START>,840-233-240-744-033-272,390-840-233-240-744,390 840 233 240 744 033 272,+390-840-233-240-744-033-272+
2026-05-31,390,M-432,2926.1,Mohenjo-daro,TAB:B,circular,740,590,false,false,740,590-033-705,740-390-590-033-705,740 390 590 033 705,+740-390-590-033-705+
2026-05-31,390,M-437,2929.1,Mohenjo-daro,TAG:P,square,740,590,false,false,740,590-002-820,740-390-590-002-820,740 390 590 002 820,+740-390-590-002-820+
2026-05-31,390,M-495,2976.1,Mohenjo-daro,TAB:B,prism,<START>,697,false,false,<START>,697-151-740-176-798-838,390-697-151-740-176,390 697 151 740 176 798 838,+390-697-151-740-176-798-838+
2026-05-31,390,M-662,3101.1,Mohenjo-daro,SEAL:S,square,<START>,704,false,false,<START>,704-001-820,390-704-001-820,390 704 001 820,+390-704-001-820+
