"id","cisi","site","type","material","dir","position","length","prev","next","next2","at_start","at_end","text"
"1755.1","H-872","Harappa","TAB:B","Clay","R/L","8","11","318","415","803","False","False","+740-407-590-690-436-255-920-318-220-415-803+"
"1756.1","H-873","Harappa","TAB:B","Clay","R/L","8","11","318","415","803","False","False","+740-407-590-690-436-255-920-318-220-415-803+"
"1767.1","H-884","Harappa","TAB:I","Steatite","NR","0","1","","","","True","True","+220+"
"1793.1","H-912","Harappa","TAB:I","Steatite","R/L","3","5","760","416","","False","False","+400-740-760-220-416+"
"1793.2","H-912","Harappa","TAB:I","Steatite","R/L","0","3","","700","004","True","False","+220-700-004+"
"1806.1","H-926","Harappa","TAB:I","Steatite","R/L","4","5","000","","","False","True","+400-740-840-000-220+"
"1818.1","H-938","Harappa","TAB:I","Steatite","L/R","1","3","520","415","","False","False","+520-220-415+"
"1819.2","H-939","Harappa","TAB:I","Steatite","L/R","1","3","520","415","","False","False","+520-220-415+"
"1820.1","H-940","Harappa","TAB:I","Steatite","R/L","1","3","520","415","","False","False","+520-220-415+"
"1821.2","H-941","Harappa","TAB:I","Steatite","R/L","1","3","520","415","","False","False","+520-220-415+"
"1822.1","H-942","Harappa","TAB:I","Steatite","L/R","1","3","520","016","","False","False","+520-220-016+"
"1830.1","H-950","Harappa","TAB:I","Steatite","R/L","2","4","455","032","","False","False","+710-455-220-032+"
"1849.1","H-972","Harappa","TAB:I","Steatite","R/L","1","3","000","415","","False","False","+000-220-415+"
"1850.1","H-973","Harappa","TAB:I","Steatite","NR","0","1","","","","True","True","+220+"
"1882.1","K-7","Kalibangan","SEAL:S","Steatite","R/L","5","9","001","455","530","False","False","+740-100-176-838-001-220-455-530-741+"
"1883.1","K-8","Kalibangan","SEAL:S","Steatite","R/L","2","4","000","003","","False","False","+000-000-220-003+"
"1884.1","K-9","Kalibangan","SEAL:S","Steatite","R/L","2","5","740","003","900","False","False","+515-740-220-003-900+"
"1889.1","K-14","Kalibangan","SEAL:S","Steatite","R/L","4","8","000","741","703","False","False","+000-031-003/000-220-741-703-632+"
"1890.1","K-15","Kalibangan","SEAL:S","Steatite","R/L","8","10","785","335","","False","False","+871-947/400-740-543-350-895-785-220-335+"
"1899.1","K-25","Kalibangan","SEAL:S","Steatite","R/L","3","7","002","065","132","False","False","+520-231-002-220-065-132-082+"
"1950.1","K-96","Kalibangan","POT:T:g","-","R/L","1","5","033","520","032","False","False","]033-220-520-032-000["
"1954.1","K-100","Kalibangan","POT:T:g","Clay","R/L","2","3","176","","","False","True","+740-176-220["
"1971.1","-","Kish","SEAL:S","-","R/L","3","8","590","003","060","False","False","+740-390-590-220-003-060-840-416+"
"1972.1","Kd-7","Kot-Diji","POT:T:g","Clay","R/L","1","8","031","000","741","False","False","+031-220-000-741-850-001-111-003+"
"2011.1","L-38","Lothal","SEAL:S","Steatite","R/L","2","3","100","","","False","True","+151-100-220+"
"2016.1","L-45","Lothal","SEAL:S","Steatite","R/L","3","6","236","741","634","False","False","+411-440-236-220-741-634+"
"2032.4","L-66","Lothal","SEAL:S","Steatite","NR","0","1","","","","True","True","+220+"
"2032.5","L-66","Lothal","SEAL:S","Steatite","R/L","2","7","904","032","000","False","False","+000-904-220-032-000-000-000+"
"2041.1","L-87","Lothal","SEAL:R","Steatite","R/L","4","9","233","032","060","False","False","+740-032-840-233-220-032-060-825-002+"
"2052.1","L-98","Lothal","SEAL:R","Steatite","R/L","1","4","520","415","519","False","False","+520-220-415-519+"
"2063.1","L-114","Lothal","SEAL:R","Steatite","R/L","4","9","904","032","803","False","False","+740-407-590-904-220-032-803-060-920+"
"2068.1","L-124","Lothal","TAG:L","Clay","R/L","2","8","740","055","001","False","False","+090-740-220-055-001-741-500-705+"
"2069.1","L-125","Lothal","TAG:L","Clay","R/L","2","8","740","055","001","False","False","+090-740-220-055-001-741-500-705+"
"2070.1","L-126","Lothal","TAG:L","Clay","R/L","2","8","740","055","001","False","False","+090-740-220-055-001-741-500-705+"
"2071.1","L-128","Lothal","TAG:L","Clay","R/L","2","8","740","055","001","False","False","+090-740-220-055-001-741-500-705+"
"2072.1","L-129","Lothal","TAG","Clay","R/L","2","8","740","055","001","False","False","+090-740-220-055-001-741-500-705+"
"2077.1","L-134","Lothal","TAG","Clay","R/L","2","6","233","240","002","False","False","+520-233-220-240-002-617+"
"2085.1","L-143","Lothal","TAG","-","R/L","2","6","388","004","060","False","False","+740-388-220-004-060-920+"
"2086.1","L-144","Lothal","TAG","Clay","R/L","3","4","000","","","False","True","+320-706-000-220["
"2111.1","L-189","Lothal","TAG","Clay","R/L","2","4","740","000","","False","False","+090-740-220-000["
"2112.1","L-190","Lothal","TAG","Clay","R/L","2","8","740","055","001","False","False","+090-740-220-055-001-741-500-705+"
"2113.1","L-191","Lothal","TAG","Clay","R/L","2","8","740","055","001","False","False","+090-740-220-055-001-741-500-705+"
"2115.1","L-193","Lothal","TAG","Clay","R/L","2","8","740","055","001","False","False","+090-740-220-055-001-741-500-705+"
"2117.1","L-197","Lothal","TAG","Clay","R/L","2","8","740","055","001","False","False","+090-740-220-055-001-741-500-705+"
"2119.1","L-199","Lothal","TAG","-","-","1","5","000","240","002","False","False","]000-220-240-002-000["
"2120.1","L-200","Lothal","TAG","Clay","-","2","4","000","617","","False","False","]000-000-220-617["
"2122.1","L-202","Lothal","TAG","Clay","R/L","3","4","590","","","False","True","]000-390-590-220["
"2125.1","L-206","Lothal","TAG:W","Clay","R/L","2","8","740","055","001","False","False","+090-740-220-055-001-741-500-705+"
"2127.2","L-208","Lothal","TAG","Clay","R/L","1","4","234","002","820","False","False","]234-220-002-820["
"2129.2","L-211","Lothal","TAG","Clay","R/L","3","6","233","002","000","False","False","+740-388-233-220-002-000["
"2131.1","L-213","Lothal","TAG","Clay","-","0","5","","002","368","True","False","]220-002-368-840-900+"
"2178.1","M-1696","Mohenjo-daro","SEAL:S","Steatite","R/L","3","7","705","415","002","False","False","+520-033-705-220-415-002-861+"
"2195.1","M-1749","Mohenjo-daro","SEAL:S","Steatite","R/L","0","4","","455","125","True","False","+220-455-125-031+"
"2231.1","M-1688","Mohenjo-daro","SEAL:S","Steatite","R/L","5","12","286","031","012","False","False","+125-435-255-002-286-220-031-012-031-455-033-590+"
"2234.1","M-1956","Mohenjo-daro","SEAL:R","Steatite","R/L","3","7","790","415","798","False","False","+740-900-790-220-415-798-806+"
"2265.1","M-888","Mohenjo-daro","SEAL:S","Steatite","R/L","1","5","520","240","741","False","False","+520-220-240-741-440+"
"2268.1","M-1709","Mohenjo-daro","SEAL:S","Steatite","R/L","2","5","520","002","817","False","False","+621-520-220-002-817+"
"2277.1","M-1990","Mohenjo-daro","SEAL","Steatite","L/R","4","7","240","002","861","False","False","+740-760-440-240-220-002-861+"
"2279.1","M-1694","Mohenjo-daro","SEAL:S","Steatite","R/L","2","5","388","235","000","False","False","+740-388-220-235-000["
"2284.2","M-2053","Mohenjo-daro","TAB:C","Copper","R/L","6","7","017","","","False","True","+407-032-520-095-585-017-220+"
"2292.1","M-1706","Mohenjo-daro","SEAL:S","Steatite","R/L","2","7","803","032","220","False","False","+740-803-220-032-220-002-820+"
"2292.1","M-1706","Mohenjo-daro","SEAL:S","Steatite","R/L","4","7","032","002","820","False","False","+740-803-220-032-220-002-820+"
"2313.1","M-1763","Mohenjo-daro","SEAL:S","Faience","R/L","4","8","740","032","002","False","False","+416-001-565-740-220-032-002-861+"
"2332.1","M-1741","Mohenjo-daro","SEAL:S","Steatite","R/L","4","6","140","001","","False","False","+565-031-416-140-220-001+"
"2357.3","M-1928","Mohenjo-daro","SEAL:S","Steatite","L/R","2","5","233","002","861","False","False","+000-233-220-002-861+"
"2360.1","M-1971","Mohenjo-daro","SEAL:R","Steatite","R/L","4","7","706","415","798","False","False","+000-550-033-706-220-415-798+"
"2377.1","M-707","Mohenjo-daro","SEAL:S","Steatite","R/L","3","7","001","415","798","False","False","+740-760-001-220-415-798-803+"
"2381.1","M-1686","Mohenjo-daro","SEAL:S","Steatite","R/L","2","6","904","032","002","False","False","+740-904-220-032-002-142+"
"2400.1","M-1713","Mohenjo-daro","SEAL:S","Steatite","R/L","0","6","","032","817","True","False","]220-032/817-000-220-031+"
"2400.1","M-1713","Mohenjo-daro","SEAL:S","Steatite","R/L","4","6","000","031","","False","False","]220-032/817-000-220-031+"
"2401.1","M-1680","Mohenjo-daro","SEAL:S","Steatite","R/L","2","4","717","415","","False","False","+740-717-220-415+"
"2403.1","M-1690","Mohenjo-daro","SEAL:S","Steatite","R/L","2","10","070","032","240","False","False","+520-070-220-032-240-838-741-958-220-278+"
"2403.1","M-1690","Mohenjo-daro","SEAL:S","Steatite","R/L","8","10","958","278","","False","False","+520-070-220-032-240-838-741-958-220-278+"
"2417.1","M-1728","Mohenjo-daro","SEAL:S","Steatite","R/L","3","7","240","032","002","False","False","+161-055-240-220-032-002-820+"
"2420.1","M-1814","Mohenjo-daro","SEAL:S","Steatite","R/L","1","4","520","415","240","False","False","+520-220-415-240+"
"2422.1","M-1954","Mohenjo-daro","SEAL:R","Steatite","R/L","7","12","705","415","798","False","False","+740-407-590-031-752-033-705-220-415-798-002-861+"
"2427.1","M-1768","Mohenjo-daro","SEAL:S","Steatite","R/L","2","5","798","060","820","False","False","+740-798-220-060-820+"
"2430.1","M-1872","Mohenjo-daro","SEAL","Steatite","R/L","1","4","904","032","002","False","False","]904-220-032-002["
"2432.1","M-2014","Mohenjo-daro","TAB:B","Clay","R/L","3","4","840","","","False","True","+740-032-840-220+"
