"id","cisi","prev","next","frame","site","type","text","companion_text","companion_class"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+400-156-435-255+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+776-495+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","]740-000+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+060-550+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+156-384-031-400+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+700-033+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+400-740-176+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+400-740-176+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+000-700+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+154-435-255+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+700-034+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+000+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+700-000+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+390+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+740-904-240-002-817+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+700-032+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+740-840[","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","]000-033+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+740-000-828+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+740-407-590-690-436-255-920-318-220-415-803+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+400-740-000-000+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+000-000-000+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+740-048-741-851+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+700-033-711-335-575-413+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+700-033+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+000-220+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+740-785-004+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+740-904-240+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+033-700+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+090-740-103-741-066+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+000-740+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+032+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+032+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","]155-033+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+700+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+032+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+032+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+034+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+550+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","]705+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+033+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+740-066-090-400[","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+001+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+001+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+002+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+002+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+032+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+004+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+003+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+032+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+033+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+032+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+002+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+002+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+031+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+031+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+004+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+033+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+031-999-032+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+002+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+032+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+031+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+033+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+032+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+004+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+003-000[","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+032+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+003/003+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+698+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+032+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+032+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+400-520-000[","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","]556+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+700+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+031+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+400-740-000[","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+413+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+000-700/700-000+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+032+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+031+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+032+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+032+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+033+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+032+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+000-000-014+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+002+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+034-000+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+063-700-176-000+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+111-033+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+000-480-003-064-002-003-861+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+000+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+220+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+000+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+158-000-470+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+032-000+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+034-705+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+032+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+390-000[","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+033+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+520-235+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+700+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+032+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","]645-032+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","]740-000-000-002-575-000[","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+002-861-416+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+700-034+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+700-000+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+033+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+032+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+034+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+003+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+032+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+033-700+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+740-175-415-033-001+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+740-176+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+000-700+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+033+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+413-031+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+000-740+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","]400[","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","]000-700-033+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+000-400+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+090+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+000-000-000+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+034+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+400-740-017-503+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+090-740-792+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+700-034+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+032+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+390[","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+390-000+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+033+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+033-000-000-000[","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+840+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+700+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+001+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+000-690+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+740-032-000+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","]000-630[","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+000+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+390-004-002-817+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+002-002+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+033+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+032+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+000-740+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+032/032+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+032+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+000-698+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+002+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+032+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+031-697+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+032+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+004+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+032+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+032+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+002+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+002+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+032+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+032+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+698+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+000/034+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+032+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+003+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+032+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+003+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+220+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+032+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+004+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+032+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+001+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+002-000+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+740-000+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","]032+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+002+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+033+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","]000-003+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+645-999-645+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+416+","one_sign_or_contains_110"
"4.1","-","<START>","000","<START>-220-000","Allahdino","POT:T:g","+220-000+","+416+","one_sign_or_contains_110"
