scope,null_model,iteration,max_z,max_support,max_unit,max_context_field,max_context_value
text_only,shuffle_contexts_global,28,9.317204,5,last:803,site_type_symbol,Mohenjo-daro|SEAL:S|Bull1:U
text_only,shuffle_contexts_global,29,4.814525,5,bigram:060-820,symbol,Gaur
text_only,shuffle_contexts_global,30,5.114213,5,last:233,cult,RAN
text_only,shuffle_contexts_global,31,4.983917,7,first:400,type,ROD
text_only,shuffle_contexts_global,32,6.338817,5,unigram:055,site_type,Chanhu-daro|SEAL:S
text_only,shuffle_contexts_global,33,4.494272,6,bigram:405-590,symbol,Bull1:J
text_only,shuffle_contexts_global,34,5.652935,5,first:154,site_type,Mohenjo-daro|TAB:B
text_only,shuffle_contexts_global,35,4.364272,6,unigram:390,material_type,Clay|POT:T:s
text_only,shuffle_contexts_global,36,5.280141,8,bigram:235-002,site_type_symbol,Mohenjo-daro|SEAL:R|None
text_only,shuffle_contexts_global,37,4.856585,6,unigram:803,symbol,Gavi
text_only,shuffle_contexts_global,38,6.218639,5,bigram:220-240,type_symbol,SEAL:S|Bull1:S
text_only,shuffle_contexts_global,39,4.773969,9,last:692,site_type_symbol,Mohenjo-daro|SEAL:S|Bull1:S
text_only,shuffle_contexts_global,40,5.804766,5,bigram:700-033,site_type_symbol,Mohenjo-daro|SEAL:S|Bull1:S
text_only,shuffle_contexts_global,41,4.909341,5,unigram:705,site_type_symbol,Harappa|TAB:B|Mult
text_only,shuffle_contexts_global,42,4.303516,7,bigram:240-002,cult,SAF
text_only,shuffle_contexts_global,43,5.664346,5,unigram:790,site_type_symbol,Harappa|SEAL:R|None
text_only,shuffle_contexts_global,44,5.422881,5,first:368,site_type,Harappa|SEAL:R
text_only,shuffle_contexts_global,45,4.454917,5,unigram:575,site_type_symbol,Mohenjo-daro|SEAL:S|Bull1:I
text_only,shuffle_contexts_global,46,5.745706,5,bigram:740-055,site_type_symbol,Mohenjo-daro|SEAL:R|None
text_only,shuffle_contexts_global,47,5.362257,5,unigram:760,type_symbol,SEAL:S|Rhin
text_only,shuffle_contexts_global,48,5.122793,5,unigram:806,site_type_symbol,Mohenjo-daro|SEAL:S|Elep
text_only,shuffle_contexts_global,49,5.204201,5,unigram:460,site_type,Mohenjo-daro|TAB:B
text_only,shuffle_contexts_global,50,4.75696,7,first:405,cult,Trough
text_only,shuffle_contexts_global,51,4.955146,5,unigram:004,site_type_symbol,Mohenjo-daro|SEAL:S|Zebu
text_only,shuffle_contexts_global,52,5.261088,6,bigram:740-384,site_type_symbol,Harappa|TAB:B|None
text_only,shuffle_contexts_global,53,6.03736,6,unigram:690,site_type,Kalibangan|SEAL:S
text_only,shuffle_contexts_global,54,4.844727,6,unigram:034,site_type,Harappa|SEAL:S
text_only,shuffle_contexts_global,55,5.308833,5,unigram:831,cult,Trough
text_only,shuffle_contexts_global,56,5.613133,11,unigram:255,symbol,Gaur
text_only,shuffle_contexts_global,57,6.517419,7,unigram:231,site_type,Lothal|SEAL:S
text_only,shuffle_contexts_global,58,4.742655,5,bigram:575-017,site_type_symbol,Mohenjo-daro|SEAL:R|None
text_only,shuffle_contexts_global,59,4.388753,7,unigram:001,site_type_symbol,Mohenjo-daro|SEAL:S|Zebu
text_only,shuffle_contexts_global,60,5.517786,6,unigram:065,site_type,Harappa|TAB:I
text_only,shuffle_contexts_global,61,5.098369,5,bigram:400-740,type_symbol,POT:T:s|None
text_only,shuffle_contexts_global,62,5.288432,5,unigram:495,site_type_symbol,Harappa|SEAL:S|Bull1:W
text_only,shuffle_contexts_global,63,5.883457,5,unigram:435,site_type_symbol,Mohenjo-daro|SEAL:S|Bull1:L
text_only,shuffle_contexts_global,64,4.815285,6,unigram:415,type_symbol,TAB:I|Bult
text_only,shuffle_contexts_global,65,5.791228,8,unigram:495,site_type,Harappa|SEAL:S
text_only,shuffle_contexts_global,66,4.635443,5,unigram:555,material_type,NA|TAB:B
text_only,shuffle_contexts_global,67,6.004599,5,last:142,type_symbol,SEAL:S|Bull1
text_only,shuffle_contexts_global,68,6.05208,6,unigram:923,site_type_symbol,Harappa|SEAL:R|None
text_only,shuffle_contexts_global,69,5.532474,5,bigram:740-861,symbol,Bull1
text_only,shuffle_contexts_global,70,4.744407,6,first:390,site_type_symbol,Mohenjo-daro|SEAL:S|Bull1:L
text_only,shuffle_contexts_global,71,5.209045,5,unigram:061,site_type,Lothal|SEAL:S
text_only,shuffle_contexts_global,72,6.608034,5,unigram:005,site_type,Lothal|SEAL:S
text_only,shuffle_contexts_global,73,5.859634,5,unigram:233,site_type,Mohenjo-daro|POT:T:g
text_only,shuffle_contexts_global,74,5.147967,7,unigram:095,type_symbol,SEAL:R|None
text_only,shuffle_contexts_global,75,6.332064,7,bigram:740-388,site_type_symbol,Harappa|TAB:I|None
text_only,shuffle_contexts_global,76,4.975846,9,unigram:158,type_symbol,SEAL:R|None
text_only,shuffle_contexts_global,77,5.490104,5,last:820,cult,RBF
text_only,shuffle_contexts_global,78,4.611626,6,bigram:154-806,site_type_symbol,Harappa|TAB:B|None
text_only,shuffle_contexts_global,79,5.314578,5,last:388,material,Clay
text_only,shuffle_contexts_global,80,5.715496,12,unigram:233,material_type,NA|TAB:I
text_only,shuffle_contexts_global,81,5.294264,5,bigram:740-772,material_type,Steatite|SEAL:R
text_only,shuffle_contexts_global,82,5.438732,6,bigram:400-740,site_type_symbol,Harappa|SEAL:S|Bull1:I
text_only,shuffle_contexts_global,83,6.077734,5,bigram:002-820,type_symbol,TAB:C|Othr
text_only,shuffle_contexts_global,84,5.467829,9,bigram:002-817,type,POT:T:g
text_only,shuffle_contexts_global,85,4.695818,5,unigram:705,type_symbol,POT:T:s|None
text_only,shuffle_contexts_global,86,4.872972,10,unigram:001,cult,RAF
text_only,shuffle_contexts_global,87,5.893165,5,unigram:140,type_symbol,TAB:B|Bult
text_only,shuffle_contexts_global,88,6.766098,8,unigram:405,symbol,Bult
text_only,shuffle_contexts_global,89,6.221108,5,unigram:575,symbol,Fish
text_only,shuffle_contexts_global,90,5.187135,6,unigram:065,site_type,Harappa|SEAL:S
text_only,shuffle_contexts_global,91,5.310559,6,bigram:520-240,material,Clay
text_only,shuffle_contexts_global,92,4.765891,5,first:820,site_type_symbol,Harappa|TAB:I|None
text_only,shuffle_contexts_global,93,4.739756,13,unigram:840,site_type_symbol,Harappa|TAB:I|None
text_only,shuffle_contexts_global,94,8.127398,5,bigram:002-390,site_type,Mohenjo-daro|TAB:B
text_only,shuffle_contexts_global,95,5.677946,7,unigram:803,symbol,Phyt
text_only,shuffle_contexts_global,96,5.340999,5,bigram:220-003,type_symbol,SEAL:S|Bull1
text_only,shuffle_contexts_global,97,6.655196,6,last:031,type_symbol,POT:T:g|None
text_only,shuffle_contexts_global,98,5.114652,6,unigram:231,type_symbol,SEAL:S|Zebu
text_only,shuffle_contexts_global,99,4.911602,5,bigram:002-861,cult,Mult
text_only,shuffle_contexts_within_site,0,7.279518,59,first:400,site_type,Harappa|TAB:B
text_only,shuffle_contexts_within_site,1,6.674717,5,unigram:095,site_type_symbol,Mohenjo-daro|SEAL:S|Bull1
text_only,shuffle_contexts_within_site,2,7.033917,6,unigram:700,site_type_symbol,Harappa|SEAL:S|Bull1:I
text_only,shuffle_contexts_within_site,3,6.747795,8,bigram:400-740,symbol,Phyt
text_only,shuffle_contexts_within_site,4,6.637374,60,unigram:400,site_type,Harappa|TAB:B
text_only,shuffle_contexts_within_site,5,6.264253,16,first:700,site_type,Harappa|TAB:B
text_only,shuffle_contexts_within_site,6,6.167319,54,first:400,site_type,Harappa|TAB:B
text_only,shuffle_contexts_within_site,7,8.854126,5,first:700,site_type_symbol,Harappa|TAB:B|Gavi
text_only,shuffle_contexts_within_site,8,6.798252,43,first:400,type,TAB:I
text_only,shuffle_contexts_within_site,9,6.389759,55,first:400,site_type,Harappa|TAB:B
text_only,shuffle_contexts_within_site,10,6.798252,43,first:400,type,TAB:I
text_only,shuffle_contexts_within_site,11,7.06397,44,first:400,type,TAB:I
text_only,shuffle_contexts_within_site,12,7.946837,62,first:400,site_type,Harappa|TAB:B
text_only,shuffle_contexts_within_site,13,7.057078,58,first:400,site_type,Harappa|TAB:B
text_only,shuffle_contexts_within_site,14,8.20116,5,last:176,site_type_symbol,Mohenjo-daro|SEAL:S|Bull1:I
text_only,shuffle_contexts_within_site,15,7.31856,47,first:400,site_type,Harappa|SEAL:S
text_only,shuffle_contexts_within_site,16,5.706998,7,bigram:001-820,symbol,Bull1:J
text_only,shuffle_contexts_within_site,17,5.568864,41,unigram:400,type,TAB:I
text_only,shuffle_contexts_within_site,18,6.19259,42,first:400,site_type_symbol,Harappa|TAB:B|None
text_only,shuffle_contexts_within_site,19,7.6489,13,first:700,site_type_symbol,Harappa|TAB:I|None
text_only,shuffle_contexts_within_site,20,6.966557,6,unigram:060,type,TAG
text_only,shuffle_contexts_within_site,21,6.266818,41,first:400,type,TAB:I
text_only,shuffle_contexts_within_site,22,7.279518,59,first:400,site_type,Harappa|TAB:B
text_only,shuffle_contexts_within_site,23,7.523029,5,first:700,symbol,Fish
text_only,shuffle_contexts_within_site,24,6.169361,5,last:416,material_type,NA|TAB:B
text_only,shuffle_contexts_within_site,25,8.127398,5,last:005,site_type,Mohenjo-daro|TAB:B
text_only,shuffle_contexts_within_site,26,7.248251,5,unigram:003,site_type_symbol,Harappa|SEAL:S|Gaur
text_only,shuffle_contexts_within_site,27,6.730544,6,first:527,site_type,Lothal|SEAL:S
text_only,shuffle_contexts_within_site,28,7.984021,5,unigram:384,site_type_symbol,Mohenjo-daro|SEAL:S|Gaur
text_only,shuffle_contexts_within_site,29,6.167319,54,first:400,site_type,Harappa|TAB:B
text_only,shuffle_contexts_within_site,30,6.736431,13,bigram:400-740,site_type_symbol,Harappa|SEAL:R|None
text_only,shuffle_contexts_within_site,31,7.260369,14,first:700,site_type,Harappa|TAB:I
text_only,shuffle_contexts_within_site,32,7.205326,6,unigram:595,symbol,Mult
text_only,shuffle_contexts_within_site,33,7.057078,58,first:400,site_type,Harappa|TAB:B
text_only,shuffle_contexts_within_site,34,7.763191,5,bigram:415-798,site_type,Mohenjo-daro|TAB:B
text_only,shuffle_contexts_within_site,35,7.501957,60,first:400,site_type,Harappa|TAB:B
text_only,shuffle_contexts_within_site,36,5.570715,55,unigram:400,site_type,Harappa|TAB:B
text_only,shuffle_contexts_within_site,37,6.202332,5,bigram:740-460,site_type_symbol,Mohenjo-daro|SEAL:S|Bull1:S
text_only,shuffle_contexts_within_site,38,7.272519,6,unigram:690,site_type_symbol,Harappa|SEAL:S|Bull1:I
text_only,shuffle_contexts_within_site,39,6.314693,35,first:400,site_type_symbol,Harappa|TAB:I|None
text_only,shuffle_contexts_within_site,40,6.215439,25,bigram:400-740,site_type_symbol,Harappa|TAB:B|None
text_only,shuffle_contexts_within_site,41,7.204023,5,last:806,site_type_symbol,Mohenjo-daro|SEAL:S|Bull1:L
text_only,shuffle_contexts_within_site,42,5.72244,52,first:400,site_type,Harappa|TAB:B
text_only,shuffle_contexts_within_site,43,7.057078,58,first:400,site_type,Harappa|TAB:B
text_only,shuffle_contexts_within_site,44,5.976132,6,bigram:004-002,material_type,NA|SEAL:S
text_only,shuffle_contexts_within_site,45,6.834638,57,first:400,site_type,Harappa|TAB:B
text_only,shuffle_contexts_within_site,46,6.767049,46,first:400,material_type,Faience|TAB:B
text_only,shuffle_contexts_within_site,47,7.501957,60,first:400,site_type,Harappa|TAB:B
text_only,shuffle_contexts_within_site,48,6.802743,45,first:400,site_type,Harappa|SEAL:S
text_only,shuffle_contexts_within_site,49,7.053871,5,last:415,symbol,Bult
text_only,shuffle_contexts_within_site,50,5.94488,53,first:400,site_type,Harappa|TAB:B
text_only,shuffle_contexts_within_site,51,7.057078,58,first:400,site_type,Harappa|TAB:B
text_only,shuffle_contexts_within_site,52,7.905533,5,unigram:853,site_type_symbol,Mohenjo-daro|SEAL:S|Bull1
text_only,shuffle_contexts_within_site,53,6.248219,12,first:700,material_type,Steatite|TAB:I
text_only,shuffle_contexts_within_site,54,7.905533,5,last:061,site_type_symbol,Mohenjo-daro|SEAL:S|Bull1
text_only,shuffle_contexts_within_site,55,5.752189,42,first:400,material_type,Faience|TAB:B
text_only,shuffle_contexts_within_site,56,6.850706,61,unigram:400,site_type,Harappa|TAB:B
text_only,shuffle_contexts_within_site,57,6.795558,17,first:700,site_type,Harappa|TAB:B
text_only,shuffle_contexts_within_site,58,7.724397,61,first:400,site_type,Harappa|TAB:B
text_only,shuffle_contexts_within_site,59,7.279518,59,first:400,site_type,Harappa|TAB:B
text_only,shuffle_contexts_within_site,60,6.612199,56,first:400,site_type,Harappa|TAB:B
text_only,shuffle_contexts_within_site,61,5.997379,57,unigram:400,site_type,Harappa|TAB:B
text_only,shuffle_contexts_within_site,62,7.759055,5,last:003,site_type_symbol,Harappa|SEAL:S|Bull1:I
text_only,shuffle_contexts_within_site,63,6.271282,24,bigram:400-740,site_type,Harappa|TAB:I
text_only,shuffle_contexts_within_site,64,6.834638,57,first:400,site_type,Harappa|TAB:B
text_only,shuffle_contexts_within_site,65,7.523029,5,first:700,symbol,Phyt
text_only,shuffle_contexts_within_site,66,5.94488,53,first:400,site_type,Harappa|TAB:B
text_only,shuffle_contexts_within_site,67,7.170147,5,bigram:740-690,site_type_symbol,Mohenjo-daro|SEAL:S|Zebu
text_only,shuffle_contexts_within_site,68,6.264253,16,first:700,site_type,Harappa|TAB:B
text_only,shuffle_contexts_within_site,69,6.835635,5,unigram:700,site_type_symbol,Harappa|SEAL:S|Bull1
text_only,shuffle_contexts_within_site,70,7.329687,45,first:400,type,TAB:I
text_only,shuffle_contexts_within_site,71,5.80586,12,unigram:700,site_type_symbol,Harappa|SEAL:S|Bull1:W
text_only,shuffle_contexts_within_site,72,6.544834,44,first:400,site_type,Harappa|SEAL:S
text_only,shuffle_contexts_within_site,73,7.057078,58,first:400,site_type,Harappa|TAB:B
text_only,shuffle_contexts_within_site,74,6.119103,5,unigram:700,site_type_symbol,Harappa|TAB:B|Gavi
text_only,shuffle_contexts_within_site,75,6.235744,45,unigram:400,site_type_symbol,Harappa|TAB:B|None
text_only,shuffle_contexts_within_site,76,7.298974,5,bigram:400-740,site_type,Harappa|POT:T:s
text_only,shuffle_contexts_within_site,77,5.671749,40,first:400,site_type_symbol,Harappa|TAB:B|None
text_only,shuffle_contexts_within_site,78,7.865452,5,unigram:005,symbol,Othr
text_only,shuffle_contexts_within_site,79,6.271282,24,bigram:400-740,site_type,Harappa|TAB:I
text_only,shuffle_contexts_within_site,80,7.913733,6,bigram:400-740,site_type_symbol,Harappa|POT:T:g|None
text_only,shuffle_contexts_within_site,81,5.816243,5,last:798,site_type_symbol,Mohenjo-daro|SEAL:S|Bull1
text_only,shuffle_contexts_within_site,82,7.326844,7,first:690,material_type,Steatite|TAB:I
text_only,shuffle_contexts_within_site,83,7.501957,60,first:400,site_type,Harappa|TAB:B
text_only,shuffle_contexts_within_site,84,7.053871,5,last:415,symbol,Bult
text_only,shuffle_contexts_within_site,85,6.909294,13,first:700,material_type,Steatite|TAB:I
text_only,shuffle_contexts_within_site,86,7.057078,58,first:400,site_type,Harappa|TAB:B
text_only,shuffle_contexts_within_site,87,6.072395,6,unigram:390,symbol,Bull1:II
text_only,shuffle_contexts_within_site,88,7.946837,62,first:400,site_type,Harappa|TAB:B
text_only,shuffle_contexts_within_site,89,6.255642,21,bigram:400-740,site_type_symbol,Harappa|TAB:I|None
text_only,shuffle_contexts_within_site,90,6.826848,27,bigram:400-740,site_type,Harappa|SEAL:S
text_only,shuffle_contexts_within_site,91,6.167319,54,first:400,site_type,Harappa|TAB:B
text_only,shuffle_contexts_within_site,92,6.532535,42,first:400,type,TAB:I
text_only,shuffle_contexts_within_site,93,6.941091,12,first:700,site_type_symbol,Harappa|TAB:I|None
text_only,shuffle_contexts_within_site,94,6.637374,60,unigram:400,site_type,Harappa|TAB:B
text_only,shuffle_contexts_within_site,95,5.885231,23,bigram:400-740,site_type,Harappa|TAB:I
text_only,shuffle_contexts_within_site,96,6.532535,42,first:400,type,TAB:I
text_only,shuffle_contexts_within_site,97,7.523029,5,first:700,site_type_symbol,Harappa|TAB:I|Bult
text_only,shuffle_contexts_within_site,98,6.795558,17,first:700,site_type,Harappa|TAB:B
text_only,shuffle_contexts_within_site,99,8.136463,16,first:700,site_type_symbol,Harappa|TAB:B|None
text_only,shuffle_contexts_within_token_count,0,4.62562,9,unigram:806,site_type_symbol,Harappa|SEAL:R|None
text_only,shuffle_contexts_within_token_count,1,5.311953,16,bigram:220-032,site_type_symbol,Mohenjo-daro|SEAL:S|Bull1:W
text_only,shuffle_contexts_within_token_count,2,5.835987,5,first:527,site_type_symbol,Mohenjo-daro|SEAL:S|Zebu
text_only,shuffle_contexts_within_token_count,3,6.273204,6,unigram:527,site_type_symbol,Mohenjo-daro|SEAL:S|Bull1:L
text_only,shuffle_contexts_within_token_count,4,5.785899,5,first:151,symbol,Fish
text_only,shuffle_contexts_within_token_count,5,5.401243,5,unigram:705,site_type_symbol,Mohenjo-daro|SEAL:S|Rhin
text_only,shuffle_contexts_within_token_count,6,5.397932,5,last:231,material_type,NA|SEAL:S
text_only,shuffle_contexts_within_token_count,7,5.182715,11,first:405,type_symbol,SEAL:R|None
text_only,shuffle_contexts_within_token_count,8,5.999485,7,unigram:031,cult,S
text_only,shuffle_contexts_within_token_count,9,5.71802,5,unigram:741,cult,RBN
text_only,shuffle_contexts_within_token_count,10,6.316652,8,bigram:233-002,type_symbol,SEAL:S|Bull1:S
text_only,shuffle_contexts_within_token_count,11,5.197416,6,unigram:550,site_type_symbol,Mohenjo-daro|SEAL:S|Zebu
text_only,shuffle_contexts_within_token_count,12,5.458992,5,last:717,site_type_symbol,Mohenjo-daro|SEAL:S|Bull1:S
text_only,shuffle_contexts_within_token_count,13,6.562554,5,bigram:060-820,cult,RAF
text_only,shuffle_contexts_within_token_count,14,5.294264,5,bigram:900-003,material_type,Steatite|SEAL:R
text_only,shuffle_contexts_within_token_count,15,5.897383,6,unigram:440,site_type,Mohenjo-daro|TAB:C
text_only,shuffle_contexts_within_token_count,16,6.189368,5,unigram:821,site_type_symbol,Mohenjo-daro|SEAL:R|None
text_only,shuffle_contexts_within_token_count,17,5.362444,10,unigram:407,site_type_symbol,Harappa|SEAL:S|Bull1:W
text_only,shuffle_contexts_within_token_count,18,6.474262,10,bigram:032-002,cult,Trough
text_only,shuffle_contexts_within_token_count,19,5.534226,6,unigram:495,site_type_symbol,Mohenjo-daro|SEAL:S|Bull1:J
text_only,shuffle_contexts_within_token_count,20,4.974418,6,bigram:002-390,material_type,Steatite|SEAL:R
text_only,shuffle_contexts_within_token_count,21,4.996378,9,first:368,material_type,Faience|TAB:B
text_only,shuffle_contexts_within_token_count,22,6.437648,5,last:575,cult,RAN
text_only,shuffle_contexts_within_token_count,23,5.921368,7,first:820,site_type_symbol,Harappa|TAB:B|None
text_only,shuffle_contexts_within_token_count,24,4.703206,5,bigram:390-590,symbol,Bull1:L
text_only,shuffle_contexts_within_token_count,25,5.607559,5,bigram:001-820,material_type,Clay|TAB:B
text_only,shuffle_contexts_within_token_count,26,6.753069,5,bigram:060-692,symbol,Elep
text_only,shuffle_contexts_within_token_count,27,5.308833,5,bigram:061-002,cult,Trough
text_only,shuffle_contexts_within_token_count,28,6.88465,6,last:853,symbol,Bull1:J
text_only,shuffle_contexts_within_token_count,29,5.346628,9,unigram:832,site_type,Harappa|SEAL:S
text_only,shuffle_contexts_within_token_count,30,4.738276,6,unigram:388,symbol,Gaur
text_only,shuffle_contexts_within_token_count,31,4.72341,5,bigram:840-013,site_type_symbol,Mohenjo-daro|SEAL:S|Bull1:W
text_only,shuffle_contexts_within_token_count,32,8.768429,5,unigram:845,material_type,NA|SEAL:R
text_only,shuffle_contexts_within_token_count,33,5.979163,5,last:003,type_symbol,TAB:B|Mult
text_only,shuffle_contexts_within_token_count,34,5.444371,5,unigram:527,site_type,Kalibangan|SEAL:S
text_only,shuffle_contexts_within_token_count,35,8.410862,5,unigram:125,site_type_symbol,Lothal|SEAL:R|None
text_only,shuffle_contexts_within_token_count,36,5.576523,6,last:005,site_type_symbol,Harappa|TAB:I|None
text_only,shuffle_contexts_within_token_count,37,6.002339,7,bigram:100-415,site_type_symbol,Mohenjo-daro|SEAL:S|Bull1
text_only,shuffle_contexts_within_token_count,38,6.885483,5,bigram:741-060,site_type,Chanhu-daro|SEAL:S
text_only,shuffle_contexts_within_token_count,39,6.788208,5,last:032,site_type_symbol,Mohenjo-daro|SEAL:S|None
text_only,shuffle_contexts_within_token_count,40,4.892545,24,bigram:002-861,material_type,Steatite|SEAL:R
text_only,shuffle_contexts_within_token_count,41,6.433353,5,unigram:821,site_type_symbol,Mohenjo-daro|SEAL:S|Bull1:J
text_only,shuffle_contexts_within_token_count,42,9.04813,5,last:700,material_type,NA|TAB:I
text_only,shuffle_contexts_within_token_count,43,5.942291,5,unigram:742,site_type_symbol,Mohenjo-daro|SEAL:S|Gaur
text_only,shuffle_contexts_within_token_count,44,6.745473,6,unigram:004,site_type_symbol,Harappa|TAB:I|Bult
text_only,shuffle_contexts_within_token_count,45,5.852058,13,last:003,type,TAB:I
text_only,shuffle_contexts_within_token_count,46,4.817896,5,bigram:368-861,symbol,Bull1:J
text_only,shuffle_contexts_within_token_count,47,6.746272,5,first:368,material_type,NA|TAB:I
text_only,shuffle_contexts_within_token_count,48,6.033501,7,unigram:617,cult,RAF
text_only,shuffle_contexts_within_token_count,49,6.235881,5,last:817,symbol,Tigr
text_only,shuffle_contexts_within_token_count,50,5.05815,6,last:700,material_type,Steatite|TAB:I
text_only,shuffle_contexts_within_token_count,51,5.397932,5,first:220,material_type,NA|SEAL:S
text_only,shuffle_contexts_within_token_count,52,7.281305,5,bigram:740-900,material_type,NA|SEAL:R
text_only,shuffle_contexts_within_token_count,53,5.239199,5,unigram:617,site_type,Chanhu-daro|SEAL:S
text_only,shuffle_contexts_within_token_count,54,5.177992,11,unigram:700,material_type,NA|TAB:B
text_only,shuffle_contexts_within_token_count,55,4.401836,164,unigram:002,cult,SAN
text_only,shuffle_contexts_within_token_count,56,8.953303,5,last:004,material_type,Clay|POT:T:g
text_only,shuffle_contexts_within_token_count,57,5.263364,5,unigram:415,cult,S
text_only,shuffle_contexts_within_token_count,58,5.288396,6,unigram:156,site_type,Mohenjo-daro|TAB:C
text_only,shuffle_contexts_within_token_count,59,6.082571,7,unigram:060,site_type_symbol,Mohenjo-daro|SEAL:S|Rhin
text_only,shuffle_contexts_within_token_count,60,5.921884,6,last:061,site_type,Harappa|TAB:I
text_only,shuffle_contexts_within_token_count,61,5.088926,5,bigram:740-100,site_type_symbol,Mohenjo-daro|TAB:C|None
text_only,shuffle_contexts_within_token_count,62,8.187083,5,last:550,symbol,Phyt
text_only,shuffle_contexts_within_token_count,63,5.161128,7,bigram:803-002,site_type_symbol,Harappa|SEAL:S|Bull1:W
text_only,shuffle_contexts_within_token_count,64,7.320058,6,unigram:484,symbol,Bull1
text_only,shuffle_contexts_within_token_count,65,4.820632,6,unigram:004,site_type_symbol,Mohenjo-daro|SEAL:S|Bull1:I
text_only,shuffle_contexts_within_token_count,66,6.076154,6,first:520,cult,RBF
text_only,shuffle_contexts_within_token_count,67,5.751936,5,unigram:690,symbol,Bull1:U
text_only,shuffle_contexts_within_token_count,68,6.077734,5,first:390,type_symbol,TAB:C|Othr
text_only,shuffle_contexts_within_token_count,69,5.263364,5,unigram:415,cult,S
text_only,shuffle_contexts_within_token_count,70,5.627252,7,bigram:235-002,site_type_symbol,Harappa|SEAL:S|Bull1:W
text_only,shuffle_contexts_within_token_count,71,5.921884,6,first:241,site_type,Harappa|TAB:I
text_only,shuffle_contexts_within_token_count,72,5.05815,6,last:005,material_type,Steatite|TAB:I
text_only,shuffle_contexts_within_token_count,73,4.455248,7,bigram:235-002,site_type_symbol,Mohenjo-daro|SEAL:R|None
text_only,shuffle_contexts_within_token_count,74,5.034801,5,unigram:297,site_type_symbol,Mohenjo-daro|SEAL:R|None
text_only,shuffle_contexts_within_token_count,75,4.695818,5,unigram:705,cult,S
text_only,shuffle_contexts_within_token_count,76,5.693726,5,unigram:455,material_type,NA|SEAL:R
text_only,shuffle_contexts_within_token_count,77,4.789091,5,unigram:033,cult,RBF
text_only,shuffle_contexts_within_token_count,78,5.627419,5,unigram:550,site_type_symbol,Mohenjo-daro|TAB:B|None
text_only,shuffle_contexts_within_token_count,79,4.544318,7,unigram:495,material,Faience
text_only,shuffle_contexts_within_token_count,80,7.381988,6,unigram:806,symbol,Scene
text_only,shuffle_contexts_within_token_count,81,5.610557,8,unigram:495,site_type_symbol,Mohenjo-daro|SEAL:S|Bull1:W
text_only,shuffle_contexts_within_token_count,82,5.209045,5,unigram:717,material_type,NA|SEAL:R
text_only,shuffle_contexts_within_token_count,83,5.280694,6,bigram:061-002,symbol,Bull1:J
text_only,shuffle_contexts_within_token_count,84,8.382237,5,last:705,material_type,Clay|POT:T:g
