"checked_date","variant","order","prev_token","next_token","immediate_frame","variant_wildcard_frame","exact_sequence_frame","contains_097_700_variant","parpola_named_or_target","local_extra_same_parallel","id","cisi","site","region","type","material","preservation","condition","complete","direction","class","signs","text"
"2026-05-25","700-034","700-034","BOS","EOS","BOS|700-034|EOS","BOS|700-X|EOS","700-X","0","0","0","508.1","H-1869","Harappa","Inter-Riverine","TAB:B","Faience","complete","Fair","Y","R/L","VN","2","+700-034+"
"2026-05-25","700-034","700-034","BOS","EOS","BOS|700-034|EOS","BOS|700-X|EOS","700-X","0","0","0","509.1","H-1868","Harappa","Inter-Riverine","TAB:B","Faience","complete","Fair","Y","R/L","VN","2","+700-034+"
"2026-05-25","700-004","700-004","BOS","EOS","BOS|700-004|EOS","BOS|700-X|EOS","700-X","0","0","0","510.1","H-1916","Harappa","Inter-Riverine","TAB:B","Faience","complete","Fair","Y","R/L","VN","2","+700-004+"
"2026-05-25","700-034","700-034","BOS","EOS","BOS|700-034|EOS","BOS|700-X|EOS","700-X","0","0","0","518.1","H-2095","Harappa","Inter-Riverine","TAB:I","-","complete","Fair","Y","R/L","VN","2","+700-034+"
"2026-05-25","700-034","700-034","BOS","400","BOS|700-034|400","BOS|700-X|400","700-X-400-525-550","0","0","0","532.2","H-2069","Harappa","Inter-Riverine","TAB:I","Steatite","complete","Good","Y","R/L","VX","5","+700-034-400-525-550+"
"2026-05-25","034-700","034-700","BOS","EOS","BOS|034-700|EOS","BOS|700-X|EOS","034-700","0","0","0","549.1","H-2208","Harappa","Inter-Riverine","TAB:I","Steatite","complete","Fair","Y","R/L","NV","2","+034-700+"
"2026-05-25","700-034","700-034","BOS","EOS","BOS|700-034|EOS","BOS|700-X|EOS","700-X","0","0","0","621.2","-","Harappa","Inter-Riverine","TAB:I","Steatite","complete","Good","Y","R/L","VN","2","+700-034+"
"2026-05-25","700-034","700-034","BOS","EOS","BOS|700-034|EOS","BOS|700-X|EOS","700-X","0","0","0","624.1","H-1817","Harappa","Inter-Riverine","TAB:B","Faience","complete","Good","Y","R/L","VN","2","+700-034+"
"2026-05-25","700-004","700-004","BOS","EOS","BOS|700-004|EOS","BOS|700-X|EOS","700-X","0","0","0","627.1","H-1917","Harappa","Inter-Riverine","TAB:B","Faience","complete","Fair","Y","R/L","VN","2","+700-004+"
"2026-05-25","700-034","700-034","BOS","EOS","BOS|700-034|EOS","BOS|700-X|EOS","700-X","0","0","0","637.1","H-1860","Harappa","Inter-Riverine","TAB:B","Faience","complete","Good","Y","R/L","VN","2","+700-034+"
"2026-05-25","700-034","700-034","BOS","EOS","BOS|700-034|EOS","BOS|700-X|EOS","700-X","0","0","0","642.2","H-2105","Harappa","Inter-Riverine","TAB:I","Steatite","complete","Poor","Y","R/L","VN","2","+700-034+"
"2026-05-25","700-034","700-034","BOS","EOS","BOS|700-034|EOS","BOS|700-X|EOS","700-X","0","0","0","646.1","H-1824","Harappa","Inter-Riverine","TAB:B","Faience","complete","Good","Y","R/L","VN","2","+700-034+"
"2026-05-25","700-034","700-034","BOS","EOS","BOS|700-034|EOS","BOS|700-X|EOS","700-X","0","0","0","649.1","H-1823","Harappa","Inter-Riverine","TAB:B","Faience","complete","Fair","Y","R/L","VN","2","+700-034+"
"2026-05-25","700-034","700-034","BOS","EOS","BOS|700-034|EOS","BOS|700-X|EOS","700-X","0","0","0","659.1","H-2204","Harappa","Inter-Riverine","TAB:I","Steatite","complete","Good","Y","R/L","VN","2","+700-034+"
"2026-05-25","700-034","700-034","BOS","EOS","BOS|700-034|EOS","BOS|700-X|EOS","700-X","0","0","0","665.1","H-2096","Harappa","Inter-Riverine","TAB:I","-","complete","Good","Y","R/L","VN","2","+700-034+"
"2026-05-25","700-034","700-034","BOS","EOS","BOS|700-034|EOS","BOS|700-X|EOS","700-X","0","0","0","686.1","H-1846","Harappa","Inter-Riverine","TAB:B","Faience","complete","Good","Y","R/L","VN","2","+700-034+"
"2026-05-25","700-034","700-034","BOS","EOS","BOS|700-034|EOS","BOS|700-X|EOS","700-X","0","0","0","690.1","H-1982","Harappa","Inter-Riverine","TAB:B","Clay","complete","Poor","Y","R/L","VN","2","+700-034+"
"2026-05-25","700-034","700-034","BOS","690","BOS|700-034|690","BOS|700-X|690","700-X-690-365","0","0","0","738.1","H-2074","Harappa","Inter-Riverine","TAB:I","Steatite","fragment","Poor","?","R/L","UC","4","+700-034-690-365["
"2026-05-25","700-034","700-034","BOS","EOS","BOS|700-034|EOS","BOS|700-X|EOS","700-X","0","0","0","740.2","-","Harappa","Inter-Riverine","TAB:I","Steatite","complete","Fair","Y","R/L","VN","2","+700-034+"
"2026-05-25","700-034","700-034","BOS","EOS","BOS|700-034|EOS","BOS|700-X|EOS","700-X","0","0","0","743.2","H-1907","Harappa","Inter-Riverine","TAB:B","Faience","complete","Good","Y","R/L","VN","2","+700-034+"
"2026-05-25","700-034","700-034","BOS","EOS","BOS|700-034|EOS","BOS|700-X|EOS","700-X","0","0","0","752.1","H-2143","Harappa","Inter-Riverine","TAB:I","-","complete","Good","Y","R/L","VN","2","+700-034+"
"2026-05-25","034-700","034-700","BOS","EOS","BOS|034-700|EOS","BOS|700-X|EOS","034-700","0","0","0","762.1","H-2098","Harappa","Inter-Riverine","TAB:I","Steatite","chipped","Poor","Y","-","NV","2","+034-700+"
"2026-05-25","700-034","700-034","BOS","EOS","BOS|700-034|EOS","BOS|700-X|EOS","700-X","0","0","0","769.2","H-2239","Harappa","Inter-Riverine","TAB:I","Steatite","complete","Good","Y","R/L","VN","2","+700-034+"
"2026-05-25","700-034","700-034","BOS","EOS","BOS|700-034|EOS","BOS|700-X|EOS","700-X","0","0","0","772.1","H-1831","Harappa","Inter-Riverine","TAB:B","Faience","slightly chipped","Poor","Y","R/L","VN","2","+700-034+"
"2026-05-25","700-034","700-034","BOS","EOS","BOS|700-034|EOS","BOS|700-X|EOS","700-X","0","0","0","773.1","H-1830","Harappa","Inter-Riverine","TAB:B","Faience","complete","Good","Y","R/L","VN","2","+700-034+"
"2026-05-25","700-034","700-034","BOS","EOS","BOS|700-034|EOS","BOS|700-X|EOS","700-X","0","0","0","780.1","H-1844","Harappa","Inter-Riverine","TAB:B","Faience","complete","Good","Y","R/L","VN","2","+700-034+"
"2026-05-25","700-034","700-034","BOS","EOS","BOS|700-034|EOS","BOS|700-X|EOS","700-X","0","0","0","784.1","H-1871","Harappa","Inter-Riverine","TAB:B","Faience","complete","Fair","Y","R/L","VN","2","+700-034+"
"2026-05-25","700-034","700-034","BOS","EOS","BOS|700-034|EOS","BOS|700-X|EOS","700-X","0","0","0","794.1","H-2237","Harappa","Inter-Riverine","TAB:I","Steatite","complete","Fair","Y","R/L","VN","2","+700-034+"
"2026-05-25","700-034","700-034","BOS","EOS","BOS|700-034|EOS","BOS|700-X|EOS","700-X","0","0","0","812.1","H-2155","Harappa","Inter-Riverine","TAB:I","Steatite","complete","Fair","Y","R/L","VN","2","+700-034+"
"2026-05-25","700-034","700-034","BOS","EOS","BOS|700-034|EOS","BOS|700-X|EOS","700-X","0","0","0","814.2","H-2134","Harappa","Inter-Riverine","TAB:I","Steatite","complete","Poor","Y","-","VN","2","+700-034+"
"2026-05-25","034-700","034-700","BOS","EOS","BOS|034-700|EOS","BOS|700-X|EOS","034-700","0","0","0","815.1","H-2154","Harappa","Inter-Riverine","TAB:I","Steatite","complete","Fair","Y","R/L","NV","2","+034-700+"
"2026-05-25","700-034","700-034","BOS","EOS","BOS|700-034|EOS","BOS|700-X|EOS","700-X","0","0","0","823.1","H-2130","Harappa","Inter-Riverine","TAB:I","Steatite","complete","Fair","Y","R/L","VN","2","+700-034+"
"2026-05-25","700-034","700-034","BOS","EOS","BOS|700-034|EOS","BOS|700-X|EOS","700-X","0","0","0","827.1","H-2145","Harappa","Inter-Riverine","TAB:I","Steatite","complete","Fair","Y","-","VN","2","+700-034+"
"2026-05-25","034-700","034-700","BOS","EOS","BOS|034-700|EOS","BOS|700-X|EOS","034-700","0","0","0","831.1","H-1880","Harappa","Inter-Riverine","TAB:B","Faience","complete","Good","Y","R/L","NV","2","+034-700+"
"2026-05-25","700-034","700-034","BOS","EOS","BOS|700-034|EOS","BOS|700-X|EOS","700-X","0","0","0","832.2","H-2229","Harappa","Inter-Riverine","TAB:I","Steatite","complete","Good","Y","R/L","VN","2","+700-034+"
"2026-05-25","700-034","700-034","BOS","EOS","BOS|700-034|EOS","BOS|700-X|EOS","700-X","0","0","0","844.1","H-2221","Harappa","Inter-Riverine","TAB:I","Steatite","complete","Fair","Y","R/L","VN","2","+700-034+"
"2026-05-25","700-034","700-034","BOS","EOS","BOS|700-034|EOS","BOS|700-X|EOS","700-X","0","0","0","845.2","H-2222","Harappa","Inter-Riverine","TAB:I","Steatite","complete","Good","Y","R/L","VN","2","+700-034+"
"2026-05-25","700-034","700-034","BOS","EOS","BOS|700-034|EOS","BOS|700-X|EOS","700-X","0","0","0","846.2","H-2223","Harappa","Inter-Riverine","TAB:I","Steatite","complete","Good","Y","R/L","VN","2","+700-034+"
"2026-05-25","700-034","700-034","BOS","EOS","BOS|700-034|EOS","BOS|700-X|EOS","700-X","0","0","0","847.2","H-2236","Harappa","Inter-Riverine","TAB:I","steatite","complete","Fair","Y","R/L","VN","2","+700-034+"
"2026-05-25","700-034","700-034","BOS","EOS","BOS|700-034|EOS","BOS|700-X|EOS","700-X","0","0","0","850.1","H-2230","Harappa","Inter-Riverine","TAB:I","Steatite","complete","Fair","Y","R/L","VN","2","+700-034+"
"2026-05-25","700-034","700-034","BOS","EOS","BOS|700-034|EOS","BOS|700-X|EOS","700-X","0","0","0","851.2","H-2220","Harappa","Inter-Riverine","TAB:I","Steatite","slightly chipped","Poor","Y","R/L","VN","2","+700-034+"
"2026-05-25","700-034","700-034","BOS","EOS","BOS|700-034|EOS","BOS|700-X|EOS","700-X","0","0","0","852.1","H-2226","Harappa","Inter-Riverine","TAB:I","Steatite","complete","Fair","Y","R/L","VN","2","+700-034+"
"2026-05-25","700-034","700-034","BOS","EOS","BOS|700-034|EOS","BOS|700-X|EOS","700-X","0","0","0","853.1","H-2227","Harappa","Inter-Riverine","TAB:I","Steatite","complete","Fair","Y","R/L","VN","2","+700-034+"
"2026-05-25","700-034","700-034","BOS","EOS","BOS|700-034|EOS","BOS|700-X|EOS","700-X","0","0","0","854.2","H-2225","Harappa","Inter-Riverine","TAB:I","Steatite","complete","Fair","Y","R/L","VN","2","+700-034+"
"2026-05-25","700-034","700-034","BOS","EOS","BOS|700-034|EOS","BOS|700-X|EOS","700-X","0","0","0","855.1","H-2228","Harappa","Inter-Riverine","TAB:I","Steatite","complete","Fair","Y","R/L","VN","2","+700-034+"
"2026-05-25","700-034","700-034","BOS","EOS","BOS|700-034|EOS","BOS|700-X|EOS","700-X","0","0","0","856.2","H-2219","Harappa","Inter-Riverine","TAB:I","Steatite","complete","Fair","Y","R/L","VN","2","+700-034+"
"2026-05-25","700-034","700-034","BOS","EOS","BOS|700-034|EOS","BOS|700-X|EOS","700-X","0","0","0","857.2","H-2224","Harappa","Inter-Riverine","TAB:I","Steatite","complete","Fair","Y","R/L","VN","2","+700-034+"
"2026-05-25","700-034","700-034","BOS","EOS","BOS|700-034|EOS","BOS|700-X|EOS","700-X","0","0","0","858.2","H-2218","Harappa","Inter-Riverine","TAB:I","Steatite","complete","Fair","Y","R/L","VN","2","+700-034+"
"2026-05-25","700-034","700-034","BOS","EOS","BOS|700-034|EOS","BOS|700-X|EOS","700-X","0","0","0","859.2","H-2231","Harappa","Inter-Riverine","TAB:I","Steatite","complete","Fair","Y","R/L","VN","2","+700-034+"
"2026-05-25","700-034","700-034","BOS","EOS","BOS|700-034|EOS","BOS|700-X|EOS","700-X","0","0","0","860.2","H-2232","Harappa","Inter-Riverine","TAB:I","Steatite","complete","Fair","Y","R/L","VN","2","+700-034+"
"2026-05-25","700-034","700-034","BOS","EOS","BOS|700-034|EOS","BOS|700-X|EOS","700-X","0","0","0","861.2","H-2234","Harappa","Inter-Riverine","TAB:I","Steatite","complete","Fair","Y","R/L","VN","2","+700-034+"
"2026-05-25","700-034","700-034","BOS","EOS","BOS|700-034|EOS","BOS|700-X|EOS","700-X","0","0","0","862.1","H-2070","Harappa","Inter-Riverine","TAB:I","Steatite","complete","Fair","Y","R/L","VN","2","+700-034+"
"2026-05-25","700-034","700-034","BOS","EOS","BOS|700-034|EOS","BOS|700-X|EOS","700-X","0","0","0","866.1","H-2133","Harappa","Inter-Riverine","TAB:I","Steatite","complete","Fair","Y","-","VN","2","+700-034+"
"2026-05-25","700-034","700-034","BOS","EOS","BOS|700-034|EOS","BOS|700-X|EOS","700-X","0","0","0","870.1","H-2235","Harappa","Inter-Riverine","TAB:I","Steatite","complete","Fair","Y","R/L","VN","2","+700-034+"
"2026-05-25","700-034","700-034","BOS","EOS","BOS|700-034|EOS","BOS|700-X|EOS","700-X","0","0","0","871.1","H-2206","Harappa","Inter-Riverine","TAB:I","Steatite","chipped","Poor","Y","R/L","VN","2","+700-034+"
"2026-05-25","700-034","700-034","BOS","EOS","BOS|700-034|EOS","BOS|700-X|EOS","700-X","0","0","0","878.1","H-2233","Harappa","Inter-Riverine","TAB:I","Steatite","complete","Fair","Y","R/L","VN","2","+700-034+"
"2026-05-25","700-034","700-034","BOS","EOS","BOS|700-034|EOS","BOS|700-X|EOS","700-X","0","0","0","890.2","H-1829","Harappa","Inter-Riverine","TAB:B","Faience","complete","Good","Y","R/L","VN","2","+700-034+"
"2026-05-25","700-034","700-034","BOS","EOS","BOS|700-034|EOS","BOS|700-X|EOS","700-X","0","0","0","895.2","H-1828","Harappa","Inter-Riverine","TAB:B","Faience","complete","Poor","Y","R/L","VN","2","+700-034+"
"2026-05-25","700-034","700-034","BOS","EOS","BOS|700-034|EOS","BOS|700-X|EOS","700-X","0","0","0","901.1","H-1870","Harappa","Inter-Riverine","TAB:B","Faience","complete","Fair","Y","R/L","VN","2","+700-034+"
"2026-05-25","034-700","034-700","BOS","EOS","BOS|034-700|EOS","BOS|700-X|EOS","034-700","0","0","0","938.1","H-1937","Harappa","Inter-Riverine","TAB:B","Faience","complete","Good","Y","R/L","NV","2","+034-700+"
"2026-05-25","700-034","700-034","BOS","EOS","BOS|700-034|EOS","BOS|700-X|EOS","700-X","0","0","0","1018.1","H-2102","Harappa","Inter-Riverine","TAB:I","Steatite","complete","Good","Y","R/L","VN","2","+700-034+"
"2026-05-25","700-034","700-034","BOS","EOS","BOS|700-034|EOS","BOS|700-X|EOS","700-X","0","0","0","1052.2","-","Harappa","Inter-Riverine","TAB:I","Steatite","complete","Poor","Y","R/L","VN","2","+700-034+"
"2026-05-25","700-034","700-034","BOS","EOS","BOS|700-034|EOS","BOS|700-X|EOS","700-X","0","0","0","1246.1","H-215","Harappa","Inter-Riverine","TAB:B","-","complete","Good","Y","R/L","VN","2","+700-034+"
"2026-05-25","700-034","700-034","BOS","EOS","BOS|700-034|EOS","BOS|700-X|EOS","700-X","0","0","0","1307.2","H-285","Harappa","Inter-Riverine","TAB:I","Steatite","fragment","Poor","Y","R/L","VN","2","+700-034+"
"2026-05-25","700-034","700-034","BOS","EOS","BOS|700-034|EOS","BOS|700-X|EOS","700-X","0","0","0","1319.2","H-297","Harappa","Inter-Riverine","TAB:I","-","complete","Fair","Y","R/L","VN","2","+700-034+"
"2026-05-25","700-004","700-004","220","EOS","220|700-004|EOS","220|700-X|EOS","220-700-X","0","0","0","1324.1","H-302","Harappa","Inter-Riverine","TAB:I","Steatite","complete","Good","Y","R/L","VX","3","+220-700-004+"
"2026-05-25","700-034","700-034","BOS","EOS","BOS|700-034|EOS","BOS|700-X|EOS","700-X","0","0","0","1329.2","H-307","Harappa","Inter-Riverine","TAB:I","Steatite","slightly chipped","Fair","Y","R/L","VN","2","+700-034+"
"2026-05-25","700-034","700-034","BOS","EOS","BOS|700-034|EOS","BOS|700-X|EOS","700-X","0","0","0","1330.2","H-308","Harappa","Inter-Riverine","TAB:I","Steatite","complete","Fair","Y","R/L","VN","2","+700-034+"
"2026-05-25","700-034","700-034","BOS","EOS","BOS|700-034|EOS","BOS|700-X|EOS","700-X","0","0","0","1334.2","H-312","Harappa","Inter-Riverine","TAB:I","Steatite","complete","Fair","Y","R/L","VN","2","+700-034+"
"2026-05-25","700-034","700-034","BOS","EOS","BOS|700-034|EOS","BOS|700-X|EOS","700-X","0","0","0","1335.2","H-313","Harappa","Inter-Riverine","TAB:I","Steatite","complete","Fair","Y","R/L","VN","2","+700-034+"
"2026-05-25","700-034","700-034","BOS","EOS","BOS|700-034|EOS","BOS|700-X|EOS","700-X","0","0","0","1336.2","H-314","Harappa","Inter-Riverine","TAB:I","Steatite","complete","Good","Y","R/L","VN","2","+700-034+"
"2026-05-25","700-034","700-034","BOS","EOS","BOS|700-034|EOS","BOS|700-X|EOS","700-X","0","0","0","1339.2","H-317","Harappa","Inter-Riverine","TAB:I","Steatite","slightly chipped","Fair","Y","R/L","VN","2","+700-034+"
"2026-05-25","700-034","700-034","BOS","EOS","BOS|700-034|EOS","BOS|700-X|EOS","700-X","0","0","0","1341.2","H-319","Harappa","Inter-Riverine","TAB:I","Steatite","complete","Good","Y","R/L","VN","2","+700-034+"
"2026-05-25","700-034","700-034","BOS","EOS","BOS|700-034|EOS","BOS|700-X|EOS","700-X","0","0","0","1342.2","H-320","Harappa","Inter-Riverine","TAB:I","Steatite","complete","Poor","Y","R/L","VN","2","+700-034+"
"2026-05-25","700-034","700-034","BOS","EOS","BOS|700-034|EOS","BOS|700-X|EOS","700-X","0","0","0","1346.2","H-324","Harappa","Inter-Riverine","TAB:I","Steatite","complete","Poor","Y","R/L","VN","2","+700-034+"
"2026-05-25","700-034","700-034","BOS","EOS","BOS|700-034|EOS","BOS|700-X|EOS","700-X","0","0","0","1369.2","H-350","Harappa","Inter-Riverine","TAB:I","Steatite","complete","Fair","Y","R/L","VN","2","+700-034+"
"2026-05-25","700-034","700-034","BOS","EOS","BOS|700-034|EOS","BOS|700-X|EOS","700-X","0","0","0","1370.2","H-351","Harappa","Inter-Riverine","TAB:I","Steatite","complete","Good","Y","R/L","VN","2","+700-034+"
"2026-05-25","034-700","034-700","BOS","EOS","BOS|034-700|EOS","BOS|700-X|EOS","034-700","0","0","0","1377.2","H-358","Harappa","Inter-Riverine","TAB:I","Steatite","slightly chipped","Poor","Y","R/L","NV","2","+034-700+"
"2026-05-25","700-034","700-034","BOS","EOS","BOS|700-034|EOS","BOS|700-X|EOS","700-X","0","0","0","1382.2","H-363","Harappa","Inter-Riverine","TAB:I","-","complete","Poor","Y","R/L","VN","2","+700-034+"
"2026-05-25","700-034","700-034","BOS","EOS","BOS|700-034|EOS","BOS|700-X|EOS","700-X","0","0","0","1663.2","H-771","Harappa","Inter-Riverine","TAB:B","Faience","complete","Good","Y","R/L","VN","2","+700-034+"
"2026-05-25","700-034","700-034","BOS","EOS","BOS|700-034|EOS","BOS|700-X|EOS","700-X","0","0","0","1671.2","H-780","Harappa","Inter-Riverine","TAB:B","Faience","complete","Fair","Y","R/L","VN","2","+700-034+"
"2026-05-25","700-034","700-034","BOS","EOS","BOS|700-034|EOS","BOS|700-X|EOS","700-X","0","0","0","1676.1","H-785","Harappa","Inter-Riverine","TAB:B","Steatite","complete","Poor","Y","R/L","VN","2","+700-034+"
"2026-05-25","700-034","700-034","BOS","EOS","BOS|700-034|EOS","BOS|700-X|EOS","700-X","0","0","0","1679.2","H-788","Harappa","Inter-Riverine","TAB:B","Faience","complete","Poor","Y","R/L","VN","2","+700-034+"
"2026-05-25","700-034","700-034","BOS","EOS","BOS|700-034|EOS","BOS|700-X|EOS","700-X","0","0","0","1708.2","H-819","Harappa","Inter-Riverine","TAB:B","-","complete","Fair","Y","R/L","VN","2","+700-034+"
"2026-05-25","700-034","700-034","BOS","EOS","BOS|700-034|EOS","BOS|700-X|EOS","700-X","0","0","0","1712.1","H-823","Harappa","Inter-Riverine","TAB:B","-","complete","Fair","Y","R/L","VN","2","+700-034+"
"2026-05-25","034-700","034-700","BOS","EOS","BOS|034-700|EOS","BOS|700-X|EOS","034-700","0","0","0","1739.2","H-853","Harappa","Inter-Riverine","TAB:B","-","complete","Fair","Y","R/L","NV","2","+034-700+"
"2026-05-25","034-700","034-700","BOS","EOS","BOS|034-700|EOS","BOS|700-X|EOS","034-700","0","0","0","1774.2","H-892","Harappa","Inter-Riverine","TAB:I","Steatite","complete","Fair","Y","R/L","NV","2","+034-700+"
"2026-05-25","700-034","700-034","BOS","EOS","BOS|700-034|EOS","BOS|700-X|EOS","700-X","0","0","0","1775.2","H-893","Harappa","Inter-Riverine","TAB:I","Steatite","chipped","Fair","Y","R/L","VN","2","+700-034+"
"2026-05-25","700-034","700-034","BOS","690","BOS|700-034|690","BOS|700-X|690","700-X-690-368-817","0","0","0","1785.2","H-903","Harappa","Inter-Riverine","TAB:I","Steatite","complete","Poor","Y","R/L","VX","5","+700-034-690-368-817+"
"2026-05-25","700-034","700-034","BOS","EOS","BOS|700-034|EOS","BOS|700-X|EOS","700-X","0","0","0","1792.2","H-910","Harappa","Inter-Riverine","TAB:I","Steatite","complete","Poor","Y","R/L","VN","2","+700-034+"
"2026-05-25","700-004","700-004","220","EOS","220|700-004|EOS","220|700-X|EOS","220-700-X","0","0","0","1793.2","H-912","Harappa","Inter-Riverine","TAB:I","Steatite","complete","Fair","Y","R/L","VX","3","+220-700-004+"
