"dataset","category","tail_class","y_after_002","y_terminal","post_y_string","next002","core_tail_861_820_817","core_terminal_tail","terminal","before_pair","prev2","prev1","next1","next2","after_pair","tail_string","tail_after_032","text","occurrence_index","row_count","id","ids","cisi","cisis","site","sites","type","types","material","materials","has_slash"
"frame_text_dedup_unit","non240_a_220_032","a_220_032_002_core_tail","820","True","<END>","True","True","True","False","231-220","231","220","002","820","002-820","002-820","2","+740-585-231-220-032-002-820+","4","1",,"5273.1",,"K-145",,"Kalibangan",,"SEAL:S",,"-","false"
"frame_text_dedup_unit","non240_a_220_032","a_220_032_002_other_tail","168","False","032","True","False","False","False","232-220","232","220","002","168","002-168","002-168-032","3","+232-220-032-002-168-032+","2","1",,"3519.1",,"M-1159",,"Mohenjo-daro",,"SEAL:S",,"Steatite","false"
"frame_text_dedup_unit","non240_a_220_032","a_220_032_terminal","","False","","False","False","False","True","233-220","233","220","<END>","<END>","<END>","<END>","0","+740-717-233-220-032+","4","1",,"1544.1",,"H-601",,"Harappa",,"SEAL:S",,"Clay","false"
"frame_text_dedup_unit","non240_a_220_032","a_220_032_002_core_tail","820","True","<END>","True","True","True","False","233-220","233","220","002","820","002-820","002-820","2","+740-100-233-220-032-002-820+","4","1",,"2871.1",,"M-375",,"Mohenjo-daro",,"SEAL:R",,"Steatite","false"
"frame_text_dedup_unit","non240_a_220_032","a_220_032_non002_tail","","False","","False","False","False","False","233-220","233","220","060","825","060-825","060-825-002","3","+740-032-840-233-220-032-060-825-002+","5","1",,"2041.1",,"L-87",,"Lothal",,"SEAL:R",,"Steatite","false"
"frame_text_dedup_unit","non240_a_220_032","a_220_032_non002_tail","","False","","False","False","False","False","233-220","233","220","741","831","741-831","741-831","2","+161-233-220-032-741-831+","3","1",,"1416.1",,"H-412",,"Harappa",,"SEAL:S",,"Steatite","false"
"frame_text_dedup_unit","non240_a_220_032","a_220_032_terminal","","False","","False","False","False","True","235-220","235","220","<END>","<END>","<END>","<END>","0","+520-235-220-032+","3","1",,"5456.1",,"-",,"Tarkhanewala-dera",,"TAG",,"Clay","false"
"frame_text_dedup_unit","non240_a_220_032","a_220_032_002_other_tail","000","False","216","True","False","False","False","235-220","235","220","002","000","002-000","002-000-216","3","+527-555-235-220-032-002-000-216+","4","1",,"3085.1",,"M-636",,"Mohenjo-daro",,"SEAL:S",,"Steatite","false"
"frame_text_dedup_unit","non240_a_220_032","a_220_032_002_other_tail","690","False","921","True","False","False","False","235-220","235","220","002","690","002-690","002-690-921","3","+740-405-590-032-900-003-806-235-220-032-002-690-921+","9","1",,"1020.1",,"H-1657",,"Harappa",,"SEAL:S",,"Steatite","false"
"frame_text_dedup_unit","non240_a_220_032","a_220_032_002_core_tail","861","True","<END>","True","True","True","False","235-220","235","220","002","861","002-861","002-861","2","+740-460-510-235-220-032-002-861+","5","1",,"3147.1",,"M-723",,"Mohenjo-daro",,"SEAL:S",,"Steatite","false"
"frame_text_dedup_unit","non240_a_220_032","a_220_032_non002_tail","","False","","False","False","False","False","236-220","236","220","803","002","803-002","803-002-820","3","+031-850-140-236-220-032-803-002-820+","5","1",,"3150.1",,"M-726",,"Mohenjo-daro",,"SEAL:S",,"-","false"
"frame_text_dedup_unit","non240_a_220_032","a_220_032_002_core_tail","861","True","<END>","True","True","True","False","241-220","241","220","002","861","002-861","002-861","2","+241-220-032-002-861+","2","1",,"1434.1",,"H-444",,"Harappa",,"SEAL:S",,"-","false"
"frame_text_dedup_unit","non240_a_220_032","a_220_032_002_other_tail","717","False","820","True","False","False","False","255-220","255","220","002","717","002-717","002-717-820","3","+740-690-435-255-220-032-002-717-820+","5","1",,"2490.1",,"M-1667",,"Mohenjo-daro",,"SEAL:S",,"Steatite","false"
"frame_text_dedup_unit","non240_a_220_032","a_220_032_non002_tail","","False","","False","False","False","False","255-220","255","220","240","235","240-235","240-235-002-390-125-632-032","7","+740-690-435-255-220-032-240-235-002-390-125-632-032+","5","1",,"2566.1",,"M-38",,"Mohenjo-daro",,"SEAL:S",,"Steatite","false"
"frame_text_dedup_unit","non240_a_220_032","a_220_032_non002_tail","","False","","False","False","False","False","255-220","255","220","806","060","806-060","806-060-550","3","+740-176-690-435-255-220-032-806-060-550+","6","1",,"1080.1",,"H-20",,"Harappa",,"SEAL:S",,"Steatite","false"
"frame_text_dedup_unit","non240_a_220_032","a_220_032_002_core_tail","820","True","<END>","True","True","True","False","335-220","335","220","002","820","002-820","002-820","2","+740-760-335-220-032-002-820+","4","1",,"2745.1",,"M-221",,"Mohenjo-daro",,"SEAL:S",,"-","false"
"frame_text_dedup_unit","non240_a_220_032","a_220_032_non002_tail","","False","","False","False","False","False","440-220","440","220","741","390","741-390","741-390-590-032","4","+740-440-220-032-741-390-590-032+","3","1",,"3169.1",,"M-746",,"Mohenjo-daro",,"SEAL:S",,"Steatite","false"
"frame_text_dedup_unit","non240_a_220_032","a_220_032_non002_tail","","False","","False","False","False","False","440-220","440","220","798","<END>","798-<END>","798","1","+740-752-440-220-032-798+","4","1",,"3582.1",,"M-1275",,"Mohenjo-daro",,"SEAL:R",,"-","false"
"frame_text_dedup_unit","non240_a_220_032","a_220_032_terminal","","False","","False","False","False","True","455-220","455","220","<END>","<END>","<END>","<END>","0","+710-455-220-032+","3","1",,"1830.1",,"H-950",,"Harappa",,"TAB:I",,"Steatite","false"
"frame_text_dedup_unit","non240_a_220_032","a_220_032_002_core_tail","861","True","<END>","True","True","True","False","520-220","520","220","002","861","002-861","002-861","2","+520-220-032-002-861+","2","1",,"3421.1",,"M-1044",,"Mohenjo-daro",,"SEAL:S",,"Steatite","false"
"frame_text_dedup_unit","non240_a_220_032","a_220_032_non002_tail","","False","","False","False","False","False","590-220","590","220","806","<END>","806-<END>","806","1","+740-405-590-220-032-806+","4","1",,"2888.1",,"M-392",,"Mohenjo-daro",,"SEAL:R",,"Steatite","false"
"frame_text_dedup_unit","non240_a_220_032","a_220_032_002_other_tail","368","False","906-329","True","False","False","False","630-220","630","220","002","368","002-368","002-368-906-329","4","+740-794-630-220-032-002-368-906-329+","4","1",,"2564.1",,"M-36",,"Mohenjo-daro",,"SEAL:S",,"Steatite","false"
"frame_text_dedup_unit","non240_a_220_032","a_220_032_non002_tail","","False","","False","False","False","False","705-220","705","220","231","072","231-072","231-072-002-270-633-032","6","+520-033-705-220-032/231-072-002-270-633-032+","4","1",,"3529.1",,"M-1169",,"Mohenjo-daro",,"SEAL:S",,"Steatite","true"
"frame_text_dedup_unit","non240_a_220_032","a_220_032_terminal","","False","","False","False","False","True","740-220","740","220","<END>","<END>","<END>","<END>","0","+090-740-220-032+","3","1",,"1480.1",,"H-502",,"Harappa",,"SEAL:S",,"Steatite","false"
"frame_text_dedup_unit","non240_a_220_032","a_220_032_terminal","","False","","False","False","False","True","740-220","740","220","<END>","<END>","<END>","<END>","0","+740-220-032+","2","1",,"1584.1",,"H-669",,"Harappa",,"SEAL:R",,"Steatite","false"
"frame_text_dedup_unit","non240_a_220_032","a_220_032_002_core_tail","861","True","<END>","True","True","True","False","740-220","740","220","002","861","002-861","002-861","2","+416-001-565-740-220-032-002-861+","5","1",,"2313.1",,"M-1763",,"Mohenjo-daro",,"SEAL:S",,"Faience","false"
"frame_text_dedup_unit","non240_a_220_032","a_220_032_non002_tail","","False","","False","False","False","False","740-220","740","220","806","001","806-001","806-001-595-575-001-095","6","+679-740-220-032-806-001-595-575-001-095+","3","1",,"3427.1",,"M-1052",,"Mohenjo-daro",,"SEAL:R",,"-","false"
"frame_text_dedup_unit","non240_a_220_032","a_220_032_terminal","","False","","False","False","False","True","773-220","773","220","<END>","<END>","<END>","<END>","0","+740-773-220-032+","3","1",,"3041.1",,"M-571",,"Mohenjo-daro",,"TAB:C",,"Copper","false"
"frame_text_dedup_unit","non240_a_220_032","a_220_032_002_core_tail","861","False","255-416","True","True","False","False","798-220","798","220","002","861","002-861","002-861-255-416","4","+740-100-798-220-032-002-861-255-416+","4","1",,"2618.1",,"M-91",,"Mohenjo-daro",,"SEAL:S",,"Steatite","false"
"frame_text_dedup_unit","non240_a_220_032","a_220_032_non002_tail","","False","","False","False","False","False","803-220","803","220","220","002","220-002","220-002-820","3","+740-803-220-032-220-002-820+","3","1",,"2292.1",,"M-1706",,"Mohenjo-daro",,"SEAL:S",,"Steatite","false"
"frame_text_dedup_unit","non240_a_220_032","a_220_032_non002_tail","","False","","False","False","False","False","904-220","904","220","000","000","000-000","000-000-000","3","+000-904-220-032-000-000-000+","3","1",,"2032.5",,"L-66",,"Lothal",,"SEAL:S",,"Steatite","false"
"frame_text_dedup_unit","non240_a_220_032","a_220_032_002_other_tail","142","True","<END>","True","False","False","False","904-220","904","220","002","142","002-142","002-142","2","+740-904-220-032-002-142+","3","1",,"2381.1",,"M-1686",,"Mohenjo-daro",,"SEAL:S",,"Steatite","false"
"frame_text_dedup_unit","non240_a_220_032","a_220_032_non002_tail","","False","","False","False","False","False","904-220","904","220","803","060","803-060","803-060-920","3","+740-407-590-904-220-032-803-060-920+","5","1",,"2063.1",,"L-114",,"Lothal",,"SEAL:R",,"Steatite","false"
"frame_text_dedup_unit","non240_a_220_032","a_220_032_terminal","","False","","False","False","False","True","923-220","923","220","<END>","<END>","<END>","<END>","0","+740-923-220-032+","3","1",,"2651.1",,"M-124",,"Mohenjo-daro",,"SEAL:S",,"Clay","false"
"frame_text_dedup_unit","non240_a_220_032","a_220_032_002_core_tail","817","True","<END>","True","True","True","False","923-220","923","220","002","817","002-817","002-817","2","+000-740-923-220-032-002-817+","4","1",,"3144.1",,"M-720",,"Mohenjo-daro",,"SEAL:S",,"Steatite","false"
"frame_text_dedup_unit","non240_a_220_032","a_220_032_002_core_tail","820","True","<END>","True","True","True","False","923-220","923","220","002","820","002-820","002-820","2","+740-923-220-032-002-820+","3","1",,"2699.1",,"M-174",,"Mohenjo-daro",,"SEAL:S",,"Steatite","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","<START>-<START>","<START>","<START>","<END>","<END>","<END>","<END>","0","+032+","0","47",,"1945.2;2502.1;2503.1;326.1;328.1;332.1;333.1;343.1;346.1;348.1;357.1;360.1;363.1;366.1;367.1;3809.1;4101.1;4106.1;4293.1;4350.1;4351.1;4352.1;4353.1;442.1;444.1;445.1;493.1;5287.1;5380.1;5399.1;610.1;615.1;710.1;714.1;748.1;962.1;965.1;968.1;970.1;972.1;973.1;976.1;977.1;980.1;982.1;985.1;987.1",,"-;H-1375;H-1383;K-162;K-90;M-1586;Ns-81",,"Dholavira;Harappa;Kalibangan;Mohenjo-daro;Nausharo",,"BNGL;POT:T:g;TAG",,"-;Clay;Stoneware;Terracotta","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-<START>","<START>","<START>","000","<END>","000-<END>","000","1","+032-000+","0","2",,"4115.1;607.1",,"-;H-1415",,"Harappa",,"POT:T:g",,"Clay","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_002_other_tail","900","False","285","True","False","False","False","<START>-<START>","<START>","<START>","002","900","002-900","002-900-285","3","+032-002-900-285+","0","1",,"3657.1",,"M-1358",,"Mohenjo-daro",,"SEAL:R",,"-","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-<START>","<START>","<START>","029","<END>","029-<END>","029","1","+032-029+","0","1",,"2267.1",,"M-1848",,"Mohenjo-daro",,"SEAL:S",,"Steatite","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-<START>","<START>","<START>","031","<END>","031-<END>","031","1","+032-031+","0","1",,"5290.1",,"K-165",,"Kalibangan",,"POT:T:g",,"Clay","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-<START>","<START>","<START>","031","151","031-151","031-151-740-240-235","5","+032-031/151-740-240-235+","0","1",,"70.1",,"C-70",,"Chanhu-daro",,"SEAL:S",,"Steatite","true"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-<START>","<START>","<START>","031","390","031-390","031-390-844-000-000-032-803-220","8","+032-031-390-844-000-000-032-803-220+","0","1",,"116.1",,"C-34",,"Chanhu-daro",,"TAB:B",,"Clay","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-<START>","<START>","<START>","031","740","031-740","031-740-222-235-002-861","6","+032-031/740-222-235-002-861+","0","2",,"71.1;74.1",,"C-53;C-58",,"Chanhu-daro",,"SEAL:S",,"Steatite","true"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-<START>","<START>","<START>","031","740","031-740","031-740-384-032-000-000-840-634-032","9","+032-031-740-384-032/000-000-840-634-032+","0","1",,"112.1",,"C-29",,"Chanhu-daro",,"SEAL:S",,"Steatite","true"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-<START>","<START>","<START>","031","740","031-740","031-740-791-713","4","+032-031/740-791-713+","0","1",,"73.1",,"C-68",,"Chanhu-daro",,"SEAL:S",,"Steatite","true"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-<START>","<START>","<START>","031","850","031-850","031-850-032-530-740-741-456","7","+032-031/850-032-530-740-741-456+","0","1",,"72.1",,"C-76",,"Chanhu-daro",,"SEAL:S",,"Steatite","true"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-<START>","<START>","<START>","032","<END>","032-<END>","032","1","+032/032+","0","1",,"964.1",,"-",,"Harappa",,"POT:T:g",,"Clay","true"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-<START>","<START>","<START>","032","700","032-700","032-700","2","+032-032-700+","0","2",,"628.1;876.1",,"H-1879;H-1899",,"Harappa",,"TAB:B",,"Faience","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-<START>","<START>","<START>","257","840","257-840","257-840","2","+032-257-840+","0","1",,"1663.1",,"H-771",,"Harappa",,"TAB:B",,"Faience","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-<START>","<START>","<START>","700","<END>","700-<END>","700","1","+032-700+","0","18",,"1049.2;1243.2;1343.2;1378.2;1668.1;1670.1;1685.2;1702.2;1706.2;1725.1;1735.2;1736.2;409.1;504.1;557.1;570.1;599.1;923.1",,"H-1353;H-1797;H-1855;H-1864;H-1932;H-1942;H-1945;H-212;H-321;H-359;H-777;H-779;H-794;H-813;H-817;H-839;H-849;H-850",,"Harappa",,"TAB:B;TAB:I",,"-;Faience;Steatite","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-<START>","<START>","<START>","700","100","700-100","700-100-001","3","+032-700-100-001+","0","1",,"1227.3",,"H-196",,"Harappa",,"TAB:B",,"Faience","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-<START>","<START>","<START>","700","601","700-601","700-601","2","+032-700-601+","0","1",,"771.1",,"H-1930",,"Harappa",,"TAB:B",,"Faience","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-<START>","<START>","<START>","820","000","820-000","820-000-900","3","+032-820-000-900+","0","1",,"4219.1",,"-",,"Dholavira",,"SEAL:S",,"-","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-<START>","<START>","<START>","820","100","820-100","820-100-415","3","+032-820-100-415+","0","1",,"1690.1",,"H-799",,"Harappa",,"TAB:B",,"Faience","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-<START>","<START>","<START>","820","140","820-140","820-140-005","3","+032-820-140-005+","0","1",,"2461.1",,"M-1853",,"Mohenjo-daro",,"SEAL:S",,"Steatite","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-<START>","<START>","<START>","820","877","820-877","820-877","2","+032-820-877+","0","1",,"3614.1",,"M-1309",,"Mohenjo-daro",,"SEAL:R",,"Steatite","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-<START>","<START>","<START>","840","<END>","840-<END>","840","1","+032-840+","0","1",,"1219.1",,"H-186",,"Harappa",,"TAB:B",,"Faience","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-<START>","<START>","<START>","840","221","840-221","840-221-150-741-070-255","6","+032-840-221-150-741-070-255+","0","1",,"2975.2",,"M-494",,"Mohenjo-daro",,"TAB:B",,"Clay","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-<START>","<START>","<START>","840","267","840-267","840-267-150-741-070","5","+032-840-267-150-741-070+","0","1",,"2976.2",,"M-495",,"Mohenjo-daro",,"TAB:B",,"Clay","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-<START>","<START>","<START>","850","031","850-031","850-031","2","+032-850-031+","0","1",,"594.1",,"H-2022",,"Harappa",,"TAB:B",,"Clay","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-<START>","<START>","<START>","905","<END>","905-<END>","905","1","+032-905+","0","1",,"3584.1",,"M-1277",,"Mohenjo-daro",,"SEAL:R",,"-","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-<START>","<START>","<START>","920","491","920-491","920-491","2","+032-920-491+","0","1",,"414.2",,"H-1915",,"Harappa",,"TAB:B",,"Faience","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-<START>","<START>","<START>","999","002","999-002","999-002","2","+032-999-002+","0","1",,"5285.1",,"K-160",,"Kalibangan",,"POT:T:g",,"Clay","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-<START>","<START>","<START>","999","032","999-032","999-032","2","+032-999-032+","0","1",,"4480.1",,"H-1553",,"Harappa",,"POT:T:g",,"Ceramic","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","<START>-000","<START>","000","<END>","<END>","<END>","<END>","0","+000-032+","1","2",,"1357.1;4599.1",,"H-1125;H-336",,"Harappa",,"TAB:I",,"Steatite","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-000","<START>","000","515","<END>","515-<END>","515","1","+000-032-515+","1","1",,"4304.2",,"-",,"Dholavira",,"TAG",,"terracotta","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-031","<START>","031","171","745","171-745","171-745","2","+031-032-171-745+","1","1",,"2329.1",,"M-1822",,"Mohenjo-daro",,"SEAL:S",,"Steatite","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","<START>-032","<START>","032","<END>","<END>","<END>","<END>","0","+032/032+","1","1",,"964.1",,"-",,"Harappa",,"POT:T:g",,"Clay","true"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-032","<START>","032","700","<END>","700-<END>","700","1","+032-032-700+","1","2",,"628.1;876.1",,"H-1879;H-1899",,"Harappa",,"TAB:B",,"Faience","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-034","<START>","034","032","<END>","032-<END>","032","1","+034-032-032+","1","1",,"3934.1",,"H-2282",,"Harappa",,"POT:T:g",,"Clay","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-035","<START>","035","001","000","001-000","001-000-033","3","+035/032-001-000/033+","1","1",,"1046.1",,"-",,"Harappa",,"POT:T:g",,"Clay","true"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","<START>-116","<START>","116","<END>","<END>","<END>","<END>","0","+116-032+","1","1",,"1272.2",,"H-247",,"Harappa",,"TAB:B",,"Faience","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-130","<START>","130","820","<END>","820-<END>","820","1","+130-032-820+","1","2",,"3868.1;3868.2",,"Rgr-3",,"Rakhigarhi",,"TAG:W",,"-","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-130","<START>","130","905","<END>","905-<END>","905","1","+130-032-905+","1","1",,"3581.1",,"M-1274",,"Mohenjo-daro",,"SEAL:R",,"Steatite","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","<START>-140","<START>","140","<END>","<END>","<END>","<END>","0","+140-032+","1","1",,"2066.1",,"L-118",,"Lothal",,"SEAL:R",,"Agate","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-151","<START>","151","388","002","388-002","388-002-390-705","4","+151-032-388-002-390-705+","1","1",,"4237.1",,"-",,"Dholavira",,"SEAL:S",,"-","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-154","<START>","154","000","<END>","000-<END>","000","1","+154-032-000+","1","1",,"482.1",,"H-2351",,"Harappa",,"POT:T:g",,"Clay","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","<START>-158","<START>","158","<END>","<END>","<END>","<END>","0","+158-032+","1","1",,"2209.1",,"-",,"Mohenjo-daro",,"POT:T:g",,"Steatite","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_terminal","","False","","False","False","False","True","<START>-226","<START>","226","<END>","<END>","<END>","<END>","0","+226-032+","1","1",,"4090.1",,"H-1350",,"Harappa",,"TAB:I",,"-","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_002_other_tail","390","False","692","True","False","False","False","<START>-226","<START>","226","002","390","002-390","002-390-692","3","+226-032-002-390-692+","1","1",,"2598.1",,"M-70",,"Mohenjo-daro",,"SEAL:S",,"Steatite","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-226","<START>","226","060","891","060-891","060-891","2","+226-032-060-891+","1","1",,"2349.1",,"M-1793",,"Mohenjo-daro",,"SEAL:S",,"Steatite","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-226","<START>","226","231","798","231-798","231-798-002-693","4","+226-032-231-798-002-693+","1","1",,"2585.1",,"M-57",,"Mohenjo-daro",,"SEAL:S",,"Steatite","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-226","<START>","226","741","550","741-550","741-550-000-551","4","+226-032-741-550-000-551+","1","1",,"2590.1",,"M-62",,"Mohenjo-daro",,"SEAL:S",,"Steatite","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-226","<START>","226","798","742","798-742","798-742-060-920","4","+226-032-798-742-060-920+","1","1",,"2883.1",,"M-387",,"Mohenjo-daro",,"SEAL:R",,"Steatite","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-226","<START>","226","803","<END>","803-<END>","803","1","+226-032-803+","1","1",,"3224.1",,"M-811",,"Mohenjo-daro",,"SEAL:S",,"Steatite","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_002_other_tail","892","False","740","True","False","False","False","<START>-394","<START>","394","002","892","002-892","002-892-740","3","+394-032-002-892-740+","1","1",,"125.1",,"Dlp-3",,"Desalpur",,"TAG",,"-","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-400","<START>","400","000","<END>","000-<END>","000","1","+400-032-000+","1","1",,"226.2",,"H-1119",,"Harappa",,"TAB:B",,"Faience","false"
"frame_text_dedup_unit","outside_a_220_x_032","outside_032_other_tail","","False","","False","False","False","False","<START>-400","<START>","400","000","140","000-140","000-140","2","+400-032-000-140+","1","1",,"3637.1",,"M-1332",,"Mohenjo-daro",,"SEAL:R",,"-","false"
