date,packet_id,blind_id,image_path,image_sha256,review_stage,review_task,required_output,accepted_claims_increment
2026-05-29,directionality_no_overlay_packet_v2_label_masked_controls,D2_016,tmp/effective_unicity_directionality_blind_packet_v2/blind_images/D2_016.png,0dfbc969021305df7102ccbff1d089b3de2b57130c02eb84d3a0012575e5ab30,stage1_blind_label_leak_and_single_signband_screen,"Without catalogue text or object ID, mark label/metadata leak, whether exactly one signband is confidently boxable, and the visible token count for that signband if boxable.",token_count; single_signband_boxable_yes_no_uncertain; label_leak_yes_no; notes,0
2026-05-29,directionality_no_overlay_packet_v2_label_masked_controls,D2_017,tmp/effective_unicity_directionality_blind_packet_v2/blind_images/D2_017.png,ee2fd57176400cc045c56b489ba8ee86ac82b597d3f3c73082066230403a4140,stage1_blind_label_leak_and_single_signband_screen,"Without catalogue text or object ID, mark label/metadata leak, whether exactly one signband is confidently boxable, and the visible token count for that signband if boxable.",token_count; single_signband_boxable_yes_no_uncertain; label_leak_yes_no; notes,0
2026-05-29,directionality_no_overlay_packet_v2_label_masked_controls,D2_018,tmp/effective_unicity_directionality_blind_packet_v2/blind_images/D2_018.png,0569c2b0e0a67c3f61ba92e4e030e89279e2c6befaf5988c54c85140242428e7,stage1_blind_label_leak_and_single_signband_screen,"Without catalogue text or object ID, mark label/metadata leak, whether exactly one signband is confidently boxable, and the visible token count for that signband if boxable.",token_count; single_signband_boxable_yes_no_uncertain; label_leak_yes_no; notes,0
2026-05-29,directionality_no_overlay_packet_v2_label_masked_controls,D2_019,tmp/effective_unicity_directionality_blind_packet_v2/blind_images/D2_019.png,7eb01e79da492ad807aa7db5f8e21fc95b815324d664529ac806508a27f3b5ac,stage1_blind_label_leak_and_single_signband_screen,"Without catalogue text or object ID, mark label/metadata leak, whether exactly one signband is confidently boxable, and the visible token count for that signband if boxable.",token_count; single_signband_boxable_yes_no_uncertain; label_leak_yes_no; notes,0
2026-05-29,directionality_no_overlay_packet_v2_label_masked_controls,D2_020,tmp/effective_unicity_directionality_blind_packet_v2/blind_images/D2_020.png,e95900943cf9f98704f33d2bf4454a3626f801b4e0d4c0f93c4507358d5ed202,stage1_blind_label_leak_and_single_signband_screen,"Without catalogue text or object ID, mark label/metadata leak, whether exactly one signband is confidently boxable, and the visible token count for that signband if boxable.",token_count; single_signband_boxable_yes_no_uncertain; label_leak_yes_no; notes,0
2026-05-29,directionality_no_overlay_packet_v2_label_masked_controls,D2_021,tmp/effective_unicity_directionality_blind_packet_v2/blind_images/D2_021.png,9a6a50f2e234ee03beb81398fc9596f8e15e0b4176005db050e06ba50649c43a,stage1_blind_label_leak_and_single_signband_screen,"Without catalogue text or object ID, mark label/metadata leak, whether exactly one signband is confidently boxable, and the visible token count for that signband if boxable.",token_count; single_signband_boxable_yes_no_uncertain; label_leak_yes_no; notes,0
2026-05-29,directionality_no_overlay_packet_v2_label_masked_controls,D2_022,tmp/effective_unicity_directionality_blind_packet_v2/blind_images/D2_022.png,ffc53275153b0e066eeba278ef966c448bfbe855c75662ba9952520954c61a12,stage1_blind_label_leak_and_single_signband_screen,"Without catalogue text or object ID, mark label/metadata leak, whether exactly one signband is confidently boxable, and the visible token count for that signband if boxable.",token_count; single_signband_boxable_yes_no_uncertain; label_leak_yes_no; notes,0
2026-05-29,directionality_no_overlay_packet_v2_label_masked_controls,D2_023,tmp/effective_unicity_directionality_blind_packet_v2/blind_images/D2_023.png,97a89843e573156c5f86644cb78b6f030b8e6de2cdd59935a02bb97c1473eb69,stage1_blind_label_leak_and_single_signband_screen,"Without catalogue text or object ID, mark label/metadata leak, whether exactly one signband is confidently boxable, and the visible token count for that signband if boxable.",token_count; single_signband_boxable_yes_no_uncertain; label_leak_yes_no; notes,0
2026-05-29,directionality_no_overlay_packet_v2_label_masked_controls,D2_024,tmp/effective_unicity_directionality_blind_packet_v2/blind_images/D2_024.png,23dbf286add695ed53040a939c16668bc209edbc878970e485713f3bb0f783e4,stage1_blind_label_leak_and_single_signband_screen,"Without catalogue text or object ID, mark label/metadata leak, whether exactly one signband is confidently boxable, and the visible token count for that signband if boxable.",token_count; single_signband_boxable_yes_no_uncertain; label_leak_yes_no; notes,0
2026-05-29,directionality_no_overlay_packet_v2_label_masked_controls,D2_025,tmp/effective_unicity_directionality_blind_packet_v2/blind_images/D2_025.png,e4b6f34d1e6aa577be4a517329ba7c0073fede9a26f7ad55e65acd3ccbc3b41f,stage1_blind_label_leak_and_single_signband_screen,"Without catalogue text or object ID, mark label/metadata leak, whether exactly one signband is confidently boxable, and the visible token count for that signband if boxable.",token_count; single_signband_boxable_yes_no_uncertain; label_leak_yes_no; notes,0
2026-05-29,directionality_no_overlay_packet_v2_label_masked_controls,D2_026,tmp/effective_unicity_directionality_blind_packet_v2/blind_images/D2_026.png,7abd49980a1a2c76fd80923ff3976aa2158c55895e00e7985a877b8897ce0196,stage1_blind_label_leak_and_single_signband_screen,"Without catalogue text or object ID, mark label/metadata leak, whether exactly one signband is confidently boxable, and the visible token count for that signband if boxable.",token_count; single_signband_boxable_yes_no_uncertain; label_leak_yes_no; notes,0
