target_id,collapse_mode,null_model,iteration,support,z
context_exact_407_material_copper,context_exact,shuffle_contexts_global,46,2,-0.13245
context_exact_407_material_copper,context_exact,shuffle_contexts_global,47,1,-0.830362
context_exact_407_material_copper,context_exact,shuffle_contexts_global,48,6,2.659197
context_exact_407_material_copper,context_exact,shuffle_contexts_global,49,6,2.659197
context_exact_407_material_copper,context_exact,shuffle_contexts_global,50,3,0.565461
context_exact_407_material_copper,context_exact,shuffle_contexts_global,51,0,-1.528274
context_exact_407_material_copper,context_exact,shuffle_contexts_global,52,4,1.263373
context_exact_407_material_copper,context_exact,shuffle_contexts_global,53,0,-1.528274
context_exact_407_material_copper,context_exact,shuffle_contexts_global,54,0,-1.528274
context_exact_407_material_copper,context_exact,shuffle_contexts_global,55,3,0.565461
context_exact_407_material_copper,context_exact,shuffle_contexts_global,56,1,-0.830362
context_exact_407_material_copper,context_exact,shuffle_contexts_global,57,5,1.961285
context_exact_407_material_copper,context_exact,shuffle_contexts_global,58,1,-0.830362
context_exact_407_material_copper,context_exact,shuffle_contexts_global,59,0,-1.528274
context_exact_407_material_copper,context_exact,shuffle_contexts_global,60,1,-0.830362
context_exact_407_material_copper,context_exact,shuffle_contexts_global,61,5,1.961285
context_exact_407_material_copper,context_exact,shuffle_contexts_global,62,2,-0.13245
context_exact_407_material_copper,context_exact,shuffle_contexts_global,63,3,0.565461
context_exact_407_material_copper,context_exact,shuffle_contexts_global,64,1,-0.830362
context_exact_407_material_copper,context_exact,shuffle_contexts_global,65,3,0.565461
context_exact_407_material_copper,context_exact,shuffle_contexts_global,66,1,-0.830362
context_exact_407_material_copper,context_exact,shuffle_contexts_global,67,4,1.263373
context_exact_407_material_copper,context_exact,shuffle_contexts_global,68,1,-0.830362
context_exact_407_material_copper,context_exact,shuffle_contexts_global,69,3,0.565461
context_exact_407_material_copper,context_exact,shuffle_contexts_global,70,1,-0.830362
context_exact_407_material_copper,context_exact,shuffle_contexts_global,71,5,1.961285
context_exact_407_material_copper,context_exact,shuffle_contexts_global,72,3,0.565461
context_exact_407_material_copper,context_exact,shuffle_contexts_global,73,2,-0.13245
context_exact_407_material_copper,context_exact,shuffle_contexts_global,74,2,-0.13245
context_exact_407_material_copper,context_exact,shuffle_contexts_global,75,1,-0.830362
context_exact_407_material_copper,context_exact,shuffle_contexts_global,76,3,0.565461
context_exact_407_material_copper,context_exact,shuffle_contexts_global,77,0,-1.528274
context_exact_407_material_copper,context_exact,shuffle_contexts_global,78,3,0.565461
context_exact_407_material_copper,context_exact,shuffle_contexts_global,79,0,-1.528274
context_exact_407_material_copper,context_exact,shuffle_contexts_global,80,2,-0.13245
context_exact_407_material_copper,context_exact,shuffle_contexts_global,81,1,-0.830362
context_exact_407_material_copper,context_exact,shuffle_contexts_global,82,4,1.263373
context_exact_407_material_copper,context_exact,shuffle_contexts_global,83,0,-1.528274
context_exact_407_material_copper,context_exact,shuffle_contexts_global,84,0,-1.528274
context_exact_407_material_copper,context_exact,shuffle_contexts_global,85,0,-1.528274
context_exact_407_material_copper,context_exact,shuffle_contexts_global,86,1,-0.830362
context_exact_407_material_copper,context_exact,shuffle_contexts_global,87,2,-0.13245
context_exact_407_material_copper,context_exact,shuffle_contexts_global,88,4,1.263373
context_exact_407_material_copper,context_exact,shuffle_contexts_global,89,3,0.565461
context_exact_407_material_copper,context_exact,shuffle_contexts_global,90,2,-0.13245
context_exact_407_material_copper,context_exact,shuffle_contexts_global,91,3,0.565461
context_exact_407_material_copper,context_exact,shuffle_contexts_global,92,2,-0.13245
context_exact_407_material_copper,context_exact,shuffle_contexts_global,93,3,0.565461
context_exact_407_material_copper,context_exact,shuffle_contexts_global,94,1,-0.830362
context_exact_407_material_copper,context_exact,shuffle_contexts_global,95,2,-0.13245
context_exact_407_material_copper,context_exact,shuffle_contexts_global,96,1,-0.830362
context_exact_407_material_copper,context_exact,shuffle_contexts_global,97,3,0.565461
context_exact_407_material_copper,context_exact,shuffle_contexts_global,98,0,-1.528274
context_exact_407_material_copper,context_exact,shuffle_contexts_global,99,2,-0.13245
context_exact_407_material_copper,context_exact,shuffle_contexts_global,100,1,-0.830362
context_exact_407_material_copper,context_exact,shuffle_contexts_global,101,4,1.263373
context_exact_407_material_copper,context_exact,shuffle_contexts_global,102,0,-1.528274
context_exact_407_material_copper,context_exact,shuffle_contexts_global,103,3,0.565461
context_exact_407_material_copper,context_exact,shuffle_contexts_global,104,1,-0.830362
context_exact_407_material_copper,context_exact,shuffle_contexts_global,105,1,-0.830362
context_exact_407_material_copper,context_exact,shuffle_contexts_global,106,1,-0.830362
context_exact_407_material_copper,context_exact,shuffle_contexts_global,107,1,-0.830362
context_exact_407_material_copper,context_exact,shuffle_contexts_global,108,3,0.565461
context_exact_407_material_copper,context_exact,shuffle_contexts_global,109,2,-0.13245
context_exact_407_material_copper,context_exact,shuffle_contexts_global,110,2,-0.13245
context_exact_407_material_copper,context_exact,shuffle_contexts_global,111,3,0.565461
context_exact_407_material_copper,context_exact,shuffle_contexts_global,112,4,1.263373
context_exact_407_material_copper,context_exact,shuffle_contexts_global,113,2,-0.13245
context_exact_407_material_copper,context_exact,shuffle_contexts_global,114,2,-0.13245
context_exact_407_material_copper,context_exact,shuffle_contexts_global,115,3,0.565461
context_exact_407_material_copper,context_exact,shuffle_contexts_global,116,2,-0.13245
context_exact_407_material_copper,context_exact,shuffle_contexts_global,117,3,0.565461
context_exact_407_material_copper,context_exact,shuffle_contexts_global,118,6,2.659197
context_exact_407_material_copper,context_exact,shuffle_contexts_global,119,3,0.565461
context_exact_407_material_copper,context_exact,shuffle_contexts_global,120,2,-0.13245
context_exact_407_material_copper,context_exact,shuffle_contexts_global,121,2,-0.13245
context_exact_407_material_copper,context_exact,shuffle_contexts_global,122,2,-0.13245
context_exact_407_material_copper,context_exact,shuffle_contexts_global,123,2,-0.13245
context_exact_407_material_copper,context_exact,shuffle_contexts_global,124,3,0.565461
context_exact_407_material_copper,context_exact,shuffle_contexts_global,125,2,-0.13245
context_exact_407_material_copper,context_exact,shuffle_contexts_global,126,0,-1.528274
context_exact_407_material_copper,context_exact,shuffle_contexts_global,127,1,-0.830362
context_exact_407_material_copper,context_exact,shuffle_contexts_global,128,5,1.961285
context_exact_407_material_copper,context_exact,shuffle_contexts_global,129,2,-0.13245
context_exact_407_material_copper,context_exact,shuffle_contexts_global,130,1,-0.830362
context_exact_407_material_copper,context_exact,shuffle_contexts_global,131,1,-0.830362
context_exact_407_material_copper,context_exact,shuffle_contexts_global,132,0,-1.528274
context_exact_407_material_copper,context_exact,shuffle_contexts_global,133,3,0.565461
context_exact_407_material_copper,context_exact,shuffle_contexts_global,134,1,-0.830362
context_exact_407_material_copper,context_exact,shuffle_contexts_global,135,1,-0.830362
context_exact_407_material_copper,context_exact,shuffle_contexts_global,136,1,-0.830362
context_exact_407_material_copper,context_exact,shuffle_contexts_global,137,3,0.565461
context_exact_407_material_copper,context_exact,shuffle_contexts_global,138,1,-0.830362
context_exact_407_material_copper,context_exact,shuffle_contexts_global,139,3,0.565461
context_exact_407_material_copper,context_exact,shuffle_contexts_global,140,3,0.565461
context_exact_407_material_copper,context_exact,shuffle_contexts_global,141,2,-0.13245
context_exact_407_material_copper,context_exact,shuffle_contexts_global,142,4,1.263373
context_exact_407_material_copper,context_exact,shuffle_contexts_global,143,4,1.263373
context_exact_407_material_copper,context_exact,shuffle_contexts_global,144,0,-1.528274
context_exact_407_material_copper,context_exact,shuffle_contexts_global,145,4,1.263373
context_exact_407_material_copper,context_exact,shuffle_contexts_global,146,3,0.565461
context_exact_407_material_copper,context_exact,shuffle_contexts_global,147,1,-0.830362
context_exact_407_material_copper,context_exact,shuffle_contexts_global,148,0,-1.528274
context_exact_407_material_copper,context_exact,shuffle_contexts_global,149,2,-0.13245
context_exact_407_material_copper,context_exact,shuffle_contexts_global,150,5,1.961285
context_exact_407_material_copper,context_exact,shuffle_contexts_global,151,3,0.565461
context_exact_407_material_copper,context_exact,shuffle_contexts_global,152,2,-0.13245
context_exact_407_material_copper,context_exact,shuffle_contexts_global,153,5,1.961285
context_exact_407_material_copper,context_exact,shuffle_contexts_global,154,3,0.565461
context_exact_407_material_copper,context_exact,shuffle_contexts_global,155,1,-0.830362
context_exact_407_material_copper,context_exact,shuffle_contexts_global,156,5,1.961285
context_exact_407_material_copper,context_exact,shuffle_contexts_global,157,2,-0.13245
context_exact_407_material_copper,context_exact,shuffle_contexts_global,158,0,-1.528274
context_exact_407_material_copper,context_exact,shuffle_contexts_global,159,4,1.263373
context_exact_407_material_copper,context_exact,shuffle_contexts_global,160,1,-0.830362
context_exact_407_material_copper,context_exact,shuffle_contexts_global,161,1,-0.830362
context_exact_407_material_copper,context_exact,shuffle_contexts_global,162,2,-0.13245
context_exact_407_material_copper,context_exact,shuffle_contexts_global,163,3,0.565461
context_exact_407_material_copper,context_exact,shuffle_contexts_global,164,2,-0.13245
context_exact_407_material_copper,context_exact,shuffle_contexts_global,165,0,-1.528274
context_exact_407_material_copper,context_exact,shuffle_contexts_global,166,2,-0.13245
context_exact_407_material_copper,context_exact,shuffle_contexts_global,167,1,-0.830362
context_exact_407_material_copper,context_exact,shuffle_contexts_global,168,1,-0.830362
context_exact_407_material_copper,context_exact,shuffle_contexts_global,169,0,-1.528274
context_exact_407_material_copper,context_exact,shuffle_contexts_global,170,0,-1.528274
context_exact_407_material_copper,context_exact,shuffle_contexts_global,171,1,-0.830362
context_exact_407_material_copper,context_exact,shuffle_contexts_global,172,7,3.357109
context_exact_407_material_copper,context_exact,shuffle_contexts_global,173,3,0.565461
context_exact_407_material_copper,context_exact,shuffle_contexts_global,174,1,-0.830362
context_exact_407_material_copper,context_exact,shuffle_contexts_global,175,4,1.263373
context_exact_407_material_copper,context_exact,shuffle_contexts_global,176,4,1.263373
context_exact_407_material_copper,context_exact,shuffle_contexts_global,177,3,0.565461
context_exact_407_material_copper,context_exact,shuffle_contexts_global,178,0,-1.528274
context_exact_407_material_copper,context_exact,shuffle_contexts_global,179,3,0.565461
context_exact_407_material_copper,context_exact,shuffle_contexts_global,180,2,-0.13245
context_exact_407_material_copper,context_exact,shuffle_contexts_global,181,4,1.263373
context_exact_407_material_copper,context_exact,shuffle_contexts_global,182,3,0.565461
context_exact_407_material_copper,context_exact,shuffle_contexts_global,183,4,1.263373
context_exact_407_material_copper,context_exact,shuffle_contexts_global,184,4,1.263373
context_exact_407_material_copper,context_exact,shuffle_contexts_global,185,1,-0.830362
context_exact_407_material_copper,context_exact,shuffle_contexts_global,186,1,-0.830362
context_exact_407_material_copper,context_exact,shuffle_contexts_global,187,2,-0.13245
context_exact_407_material_copper,context_exact,shuffle_contexts_global,188,1,-0.830362
context_exact_407_material_copper,context_exact,shuffle_contexts_global,189,3,0.565461
context_exact_407_material_copper,context_exact,shuffle_contexts_global,190,3,0.565461
context_exact_407_material_copper,context_exact,shuffle_contexts_global,191,3,0.565461
context_exact_407_material_copper,context_exact,shuffle_contexts_global,192,3,0.565461
context_exact_407_material_copper,context_exact,shuffle_contexts_global,193,6,2.659197
context_exact_407_material_copper,context_exact,shuffle_contexts_global,194,4,1.263373
context_exact_407_material_copper,context_exact,shuffle_contexts_global,195,4,1.263373
context_exact_407_material_copper,context_exact,shuffle_contexts_global,196,3,0.565461
context_exact_407_material_copper,context_exact,shuffle_contexts_global,197,6,2.659197
context_exact_407_material_copper,context_exact,shuffle_contexts_global,198,0,-1.528274
context_exact_407_material_copper,context_exact,shuffle_contexts_global,199,3,0.565461
context_exact_407_material_copper,context_exact,shuffle_contexts_global,200,3,0.565461
context_exact_407_material_copper,context_exact,shuffle_contexts_global,201,3,0.565461
context_exact_407_material_copper,context_exact,shuffle_contexts_global,202,2,-0.13245
context_exact_407_material_copper,context_exact,shuffle_contexts_global,203,2,-0.13245
context_exact_407_material_copper,context_exact,shuffle_contexts_global,204,2,-0.13245
context_exact_407_material_copper,context_exact,shuffle_contexts_global,205,2,-0.13245
context_exact_407_material_copper,context_exact,shuffle_contexts_global,206,2,-0.13245
context_exact_407_material_copper,context_exact,shuffle_contexts_global,207,2,-0.13245
context_exact_407_material_copper,context_exact,shuffle_contexts_global,208,1,-0.830362
context_exact_407_material_copper,context_exact,shuffle_contexts_global,209,3,0.565461
context_exact_407_material_copper,context_exact,shuffle_contexts_global,210,1,-0.830362
context_exact_407_material_copper,context_exact,shuffle_contexts_global,211,4,1.263373
context_exact_407_material_copper,context_exact,shuffle_contexts_global,212,4,1.263373
context_exact_407_material_copper,context_exact,shuffle_contexts_global,213,0,-1.528274
context_exact_407_material_copper,context_exact,shuffle_contexts_global,214,3,0.565461
context_exact_407_material_copper,context_exact,shuffle_contexts_global,215,3,0.565461
context_exact_407_material_copper,context_exact,shuffle_contexts_global,216,1,-0.830362
context_exact_407_material_copper,context_exact,shuffle_contexts_global,217,2,-0.13245
context_exact_407_material_copper,context_exact,shuffle_contexts_global,218,2,-0.13245
context_exact_407_material_copper,context_exact,shuffle_contexts_global,219,1,-0.830362
context_exact_407_material_copper,context_exact,shuffle_contexts_global,220,3,0.565461
context_exact_407_material_copper,context_exact,shuffle_contexts_global,221,2,-0.13245
context_exact_407_material_copper,context_exact,shuffle_contexts_global,222,6,2.659197
context_exact_407_material_copper,context_exact,shuffle_contexts_global,223,2,-0.13245
context_exact_407_material_copper,context_exact,shuffle_contexts_global,224,4,1.263373
context_exact_407_material_copper,context_exact,shuffle_contexts_global,225,3,0.565461
context_exact_407_material_copper,context_exact,shuffle_contexts_global,226,3,0.565461
context_exact_407_material_copper,context_exact,shuffle_contexts_global,227,3,0.565461
context_exact_407_material_copper,context_exact,shuffle_contexts_global,228,2,-0.13245
context_exact_407_material_copper,context_exact,shuffle_contexts_global,229,3,0.565461
context_exact_407_material_copper,context_exact,shuffle_contexts_global,230,0,-1.528274
context_exact_407_material_copper,context_exact,shuffle_contexts_global,231,1,-0.830362
context_exact_407_material_copper,context_exact,shuffle_contexts_global,232,2,-0.13245
context_exact_407_material_copper,context_exact,shuffle_contexts_global,233,4,1.263373
context_exact_407_material_copper,context_exact,shuffle_contexts_global,234,1,-0.830362
context_exact_407_material_copper,context_exact,shuffle_contexts_global,235,1,-0.830362
context_exact_407_material_copper,context_exact,shuffle_contexts_global,236,3,0.565461
context_exact_407_material_copper,context_exact,shuffle_contexts_global,237,1,-0.830362
context_exact_407_material_copper,context_exact,shuffle_contexts_global,238,2,-0.13245
context_exact_407_material_copper,context_exact,shuffle_contexts_global,239,1,-0.830362
context_exact_407_material_copper,context_exact,shuffle_contexts_global,240,4,1.263373
context_exact_407_material_copper,context_exact,shuffle_contexts_global,241,1,-0.830362
context_exact_407_material_copper,context_exact,shuffle_contexts_global,242,2,-0.13245
context_exact_407_material_copper,context_exact,shuffle_contexts_global,243,2,-0.13245
context_exact_407_material_copper,context_exact,shuffle_contexts_global,244,4,1.263373
context_exact_407_material_copper,context_exact,shuffle_contexts_global,245,2,-0.13245
context_exact_407_material_copper,context_exact,shuffle_contexts_global,246,1,-0.830362
context_exact_407_material_copper,context_exact,shuffle_contexts_global,247,2,-0.13245
context_exact_407_material_copper,context_exact,shuffle_contexts_global,248,3,0.565461
context_exact_407_material_copper,context_exact,shuffle_contexts_global,249,1,-0.830362
context_exact_407_material_copper,context_exact,shuffle_contexts_global,250,4,1.263373
context_exact_407_material_copper,context_exact,shuffle_contexts_global,251,6,2.659197
context_exact_407_material_copper,context_exact,shuffle_contexts_global,252,1,-0.830362
context_exact_407_material_copper,context_exact,shuffle_contexts_global,253,1,-0.830362
context_exact_407_material_copper,context_exact,shuffle_contexts_global,254,2,-0.13245
context_exact_407_material_copper,context_exact,shuffle_contexts_global,255,2,-0.13245
context_exact_407_material_copper,context_exact,shuffle_contexts_global,256,1,-0.830362
context_exact_407_material_copper,context_exact,shuffle_contexts_global,257,3,0.565461
context_exact_407_material_copper,context_exact,shuffle_contexts_global,258,3,0.565461
context_exact_407_material_copper,context_exact,shuffle_contexts_global,259,1,-0.830362
context_exact_407_material_copper,context_exact,shuffle_contexts_global,260,0,-1.528274
context_exact_407_material_copper,context_exact,shuffle_contexts_global,261,4,1.263373
context_exact_407_material_copper,context_exact,shuffle_contexts_global,262,4,1.263373
context_exact_407_material_copper,context_exact,shuffle_contexts_global,263,1,-0.830362
context_exact_407_material_copper,context_exact,shuffle_contexts_global,264,5,1.961285
context_exact_407_material_copper,context_exact,shuffle_contexts_global,265,4,1.263373
context_exact_407_material_copper,context_exact,shuffle_contexts_global,266,1,-0.830362
context_exact_407_material_copper,context_exact,shuffle_contexts_global,267,1,-0.830362
context_exact_407_material_copper,context_exact,shuffle_contexts_global,268,1,-0.830362
context_exact_407_material_copper,context_exact,shuffle_contexts_global,269,2,-0.13245
context_exact_407_material_copper,context_exact,shuffle_contexts_global,270,3,0.565461
context_exact_407_material_copper,context_exact,shuffle_contexts_global,271,3,0.565461
context_exact_407_material_copper,context_exact,shuffle_contexts_global,272,3,0.565461
context_exact_407_material_copper,context_exact,shuffle_contexts_global,273,4,1.263373
context_exact_407_material_copper,context_exact,shuffle_contexts_global,274,3,0.565461
context_exact_407_material_copper,context_exact,shuffle_contexts_global,275,1,-0.830362
context_exact_407_material_copper,context_exact,shuffle_contexts_global,276,1,-0.830362
context_exact_407_material_copper,context_exact,shuffle_contexts_global,277,2,-0.13245
context_exact_407_material_copper,context_exact,shuffle_contexts_global,278,4,1.263373
context_exact_407_material_copper,context_exact,shuffle_contexts_global,279,0,-1.528274
context_exact_407_material_copper,context_exact,shuffle_contexts_global,280,3,0.565461
context_exact_407_material_copper,context_exact,shuffle_contexts_global,281,2,-0.13245
context_exact_407_material_copper,context_exact,shuffle_contexts_global,282,2,-0.13245
context_exact_407_material_copper,context_exact,shuffle_contexts_global,283,3,0.565461
context_exact_407_material_copper,context_exact,shuffle_contexts_global,284,3,0.565461
context_exact_407_material_copper,context_exact,shuffle_contexts_global,285,3,0.565461
context_exact_407_material_copper,context_exact,shuffle_contexts_global,286,3,0.565461
context_exact_407_material_copper,context_exact,shuffle_contexts_global,287,3,0.565461
context_exact_407_material_copper,context_exact,shuffle_contexts_global,288,2,-0.13245
context_exact_407_material_copper,context_exact,shuffle_contexts_global,289,2,-0.13245
context_exact_407_material_copper,context_exact,shuffle_contexts_global,290,3,0.565461
context_exact_407_material_copper,context_exact,shuffle_contexts_global,291,1,-0.830362
context_exact_407_material_copper,context_exact,shuffle_contexts_global,292,5,1.961285
context_exact_407_material_copper,context_exact,shuffle_contexts_global,293,2,-0.13245
context_exact_407_material_copper,context_exact,shuffle_contexts_global,294,2,-0.13245
context_exact_407_material_copper,context_exact,shuffle_contexts_global,295,3,0.565461
context_exact_407_material_copper,context_exact,shuffle_contexts_global,296,0,-1.528274
context_exact_407_material_copper,context_exact,shuffle_contexts_global,297,0,-1.528274
context_exact_407_material_copper,context_exact,shuffle_contexts_global,298,0,-1.528274
context_exact_407_material_copper,context_exact,shuffle_contexts_global,299,4,1.263373
context_exact_407_material_copper,context_exact,shuffle_contexts_global,300,0,-1.528274
context_exact_407_material_copper,context_exact,shuffle_contexts_global,301,2,-0.13245
context_exact_407_material_copper,context_exact,shuffle_contexts_global,302,3,0.565461
context_exact_407_material_copper,context_exact,shuffle_contexts_global,303,2,-0.13245
context_exact_407_material_copper,context_exact,shuffle_contexts_global,304,3,0.565461
context_exact_407_material_copper,context_exact,shuffle_contexts_global,305,3,0.565461
context_exact_407_material_copper,context_exact,shuffle_contexts_global,306,2,-0.13245
context_exact_407_material_copper,context_exact,shuffle_contexts_global,307,1,-0.830362
context_exact_407_material_copper,context_exact,shuffle_contexts_global,308,0,-1.528274
context_exact_407_material_copper,context_exact,shuffle_contexts_global,309,2,-0.13245
context_exact_407_material_copper,context_exact,shuffle_contexts_global,310,2,-0.13245
context_exact_407_material_copper,context_exact,shuffle_contexts_global,311,1,-0.830362
context_exact_407_material_copper,context_exact,shuffle_contexts_global,312,0,-1.528274
context_exact_407_material_copper,context_exact,shuffle_contexts_global,313,3,0.565461
context_exact_407_material_copper,context_exact,shuffle_contexts_global,314,1,-0.830362
context_exact_407_material_copper,context_exact,shuffle_contexts_global,315,1,-0.830362
context_exact_407_material_copper,context_exact,shuffle_contexts_global,316,3,0.565461
context_exact_407_material_copper,context_exact,shuffle_contexts_global,317,3,0.565461
context_exact_407_material_copper,context_exact,shuffle_contexts_global,318,2,-0.13245
context_exact_407_material_copper,context_exact,shuffle_contexts_global,319,2,-0.13245
context_exact_407_material_copper,context_exact,shuffle_contexts_global,320,3,0.565461
context_exact_407_material_copper,context_exact,shuffle_contexts_global,321,2,-0.13245
context_exact_407_material_copper,context_exact,shuffle_contexts_global,322,4,1.263373
context_exact_407_material_copper,context_exact,shuffle_contexts_global,323,3,0.565461
context_exact_407_material_copper,context_exact,shuffle_contexts_global,324,2,-0.13245
context_exact_407_material_copper,context_exact,shuffle_contexts_global,325,2,-0.13245
context_exact_407_material_copper,context_exact,shuffle_contexts_global,326,2,-0.13245
context_exact_407_material_copper,context_exact,shuffle_contexts_global,327,4,1.263373
context_exact_407_material_copper,context_exact,shuffle_contexts_global,328,1,-0.830362
context_exact_407_material_copper,context_exact,shuffle_contexts_global,329,1,-0.830362
context_exact_407_material_copper,context_exact,shuffle_contexts_global,330,3,0.565461
context_exact_407_material_copper,context_exact,shuffle_contexts_global,331,0,-1.528274
context_exact_407_material_copper,context_exact,shuffle_contexts_global,332,4,1.263373
context_exact_407_material_copper,context_exact,shuffle_contexts_global,333,2,-0.13245
context_exact_407_material_copper,context_exact,shuffle_contexts_global,334,0,-1.528274
context_exact_407_material_copper,context_exact,shuffle_contexts_global,335,4,1.263373
context_exact_407_material_copper,context_exact,shuffle_contexts_global,336,5,1.961285
context_exact_407_material_copper,context_exact,shuffle_contexts_global,337,4,1.263373
context_exact_407_material_copper,context_exact,shuffle_contexts_global,338,0,-1.528274
context_exact_407_material_copper,context_exact,shuffle_contexts_global,339,0,-1.528274
context_exact_407_material_copper,context_exact,shuffle_contexts_global,340,2,-0.13245
context_exact_407_material_copper,context_exact,shuffle_contexts_global,341,1,-0.830362
context_exact_407_material_copper,context_exact,shuffle_contexts_global,342,4,1.263373
context_exact_407_material_copper,context_exact,shuffle_contexts_global,343,3,0.565461
context_exact_407_material_copper,context_exact,shuffle_contexts_global,344,0,-1.528274
context_exact_407_material_copper,context_exact,shuffle_contexts_global,345,3,0.565461
context_exact_407_material_copper,context_exact,shuffle_contexts_global,346,5,1.961285
context_exact_407_material_copper,context_exact,shuffle_contexts_global,347,3,0.565461
context_exact_407_material_copper,context_exact,shuffle_contexts_global,348,2,-0.13245
context_exact_407_material_copper,context_exact,shuffle_contexts_global,349,5,1.961285
context_exact_407_material_copper,context_exact,shuffle_contexts_global,350,5,1.961285
context_exact_407_material_copper,context_exact,shuffle_contexts_global,351,2,-0.13245
context_exact_407_material_copper,context_exact,shuffle_contexts_global,352,3,0.565461
context_exact_407_material_copper,context_exact,shuffle_contexts_global,353,2,-0.13245
context_exact_407_material_copper,context_exact,shuffle_contexts_global,354,3,0.565461
context_exact_407_material_copper,context_exact,shuffle_contexts_global,355,0,-1.528274
context_exact_407_material_copper,context_exact,shuffle_contexts_global,356,1,-0.830362
context_exact_407_material_copper,context_exact,shuffle_contexts_global,357,2,-0.13245
context_exact_407_material_copper,context_exact,shuffle_contexts_global,358,1,-0.830362
context_exact_407_material_copper,context_exact,shuffle_contexts_global,359,3,0.565461
context_exact_407_material_copper,context_exact,shuffle_contexts_global,360,4,1.263373
context_exact_407_material_copper,context_exact,shuffle_contexts_global,361,2,-0.13245
context_exact_407_material_copper,context_exact,shuffle_contexts_global,362,2,-0.13245
context_exact_407_material_copper,context_exact,shuffle_contexts_global,363,3,0.565461
context_exact_407_material_copper,context_exact,shuffle_contexts_global,364,0,-1.528274
context_exact_407_material_copper,context_exact,shuffle_contexts_global,365,2,-0.13245
context_exact_407_material_copper,context_exact,shuffle_contexts_global,366,0,-1.528274
context_exact_407_material_copper,context_exact,shuffle_contexts_global,367,2,-0.13245
context_exact_407_material_copper,context_exact,shuffle_contexts_global,368,1,-0.830362
context_exact_407_material_copper,context_exact,shuffle_contexts_global,369,2,-0.13245
context_exact_407_material_copper,context_exact,shuffle_contexts_global,370,3,0.565461
