join_id,join_type,status,cuneiform_attestation_id,cuneiform_source_system,cuneiform_source_id,cuneiform_line_ref,cuneiform_token_type,cuneiform_period,cuneiform_dates_referenced,cuneiform_provenience,cuneiform_site_aliases,cuneiform_co_route_tokens,external_row_id,external_cisi,external_region,external_site,external_type,external_material,external_shape,external_symbol,external_text_length,external_text,external_date_status,join_basis,forger_gate_status,skeptic_gate_status,notes
join_mel_cdli_p431881_gudea_cyl_a_composite_443_gug_gi_rin_e_me_luh_ha_ta_5222_1,direct_site_overlap,join_surface_not_claim,mel_cdli_p431881_gudea_cyl_a_composite_443_gug_gi_rin_e_me_luh_ha_ta,CDLI,"P431881 / RIME 3/1.01.07, Cyl A composite",443,commodity_route_context,Lagash II (ca. 2200-2100 BC),Gudea.00.00.00,Girsu (mod. Tello),Girsu|Tello,,5222.1,-,Mesopotamia,Girsu,SEAL:C,-,circular,Gaur,5,+740-000-744-013-255+,unavailable_in_external_indus_objects_csv,external site equals cuneiform provenance alias: Girsu,not_run,not_run,"Literal site-overlap join surface only; no sign value, reading, translation, or external anchor is claimed."
join_mel_cdli_p431882_gudea_cyl_b_composite_328_uruda_nagga_lagab_za_gin3_na_ku3_ne_gug_gi_rin_me_luh_ha__3885_1,direct_site_overlap,join_surface_not_claim,mel_cdli_p431882_gudea_cyl_b_composite_328_uruda_nagga_lagab_za_gin3_na_ku3_ne_gug_gi_rin_me_luh_ha_da,CDLI,"P431882 / RIME 3/1.01.07, Cyl B composite",328,commodity_route_context,Lagash II (ca. 2200-2100 BC),Gudea.00.00.00,Girsu (mod. Tello),Girsu|Tello,,3885.1,-,Mesopotamia,Tello,SEAL:S,-,square,Tigr,5,+000-220-390-440-384+,unavailable_in_external_indus_objects_csv,external site equals cuneiform provenance alias: Tello,not_run,not_run,"Literal site-overlap join surface only; no sign value, reading, translation, or external anchor is claimed."
join_mel_cdli_p431882_gudea_cyl_b_composite_328_uruda_nagga_lagab_za_gin3_na_ku3_ne_gug_gi_rin_me_luh_ha__5222_1,direct_site_overlap,join_surface_not_claim,mel_cdli_p431882_gudea_cyl_b_composite_328_uruda_nagga_lagab_za_gin3_na_ku3_ne_gug_gi_rin_me_luh_ha_da,CDLI,"P431882 / RIME 3/1.01.07, Cyl B composite",328,commodity_route_context,Lagash II (ca. 2200-2100 BC),Gudea.00.00.00,Girsu (mod. Tello),Girsu|Tello,,5222.1,-,Mesopotamia,Girsu,SEAL:C,-,circular,Gaur,5,+740-000-744-013-255+,unavailable_in_external_indus_objects_csv,external site equals cuneiform provenance alias: Girsu,not_run,not_run,"Literal site-overlap join surface only; no sign value, reading, translation, or external anchor is claimed."
join_mel_cdli_p432309_rime_3_2_01_05_04_9_ur_gun3_a_me_luh_haki_3897_1,direct_site_overlap,join_surface_not_claim,mel_cdli_p432309_rime_3_2_01_05_04_9_ur_gun3_a_me_luh_haki,CDLI,P432309 / RIME 3/2.01.05.04 composite,9,animal_or_object_label_with_meluhha_modifier,Ur III (ca. 2100-2000 BC),Ibbi-Suen.00.00.00,Ur (mod. Tell Muqayyar),Ur,,3897.1,-,Mesopotamia,Ur,SEAL:C,Steatite,circular,Gaur,5,+093-340-924-220-528+,unavailable_in_external_indus_objects_csv,external site equals cuneiform provenance alias: Ur,not_run,not_run,"Literal site-overlap join surface only; no sign value, reading, translation, or external anchor is claimed."
join_mel_cdli_p432309_rime_3_2_01_05_04_9_ur_gun3_a_me_luh_haki_3898_1,direct_site_overlap,join_surface_not_claim,mel_cdli_p432309_rime_3_2_01_05_04_9_ur_gun3_a_me_luh_haki,CDLI,P432309 / RIME 3/2.01.05.04 composite,9,animal_or_object_label_with_meluhha_modifier,Ur III (ca. 2100-2000 BC),Ibbi-Suen.00.00.00,Ur (mod. Tell Muqayyar),Ur,,3898.1,-,Mesopotamia,Ur,SEAL:C,-,circular,Gaur,6,+002-004-328-001-803-415+,unavailable_in_external_indus_objects_csv,external site equals cuneiform provenance alias: Ur,not_run,not_run,"Literal site-overlap join surface only; no sign value, reading, translation, or external anchor is claimed."
join_mel_cdli_p432309_rime_3_2_01_05_04_9_ur_gun3_a_me_luh_haki_3899_1,direct_site_overlap,join_surface_not_claim,mel_cdli_p432309_rime_3_2_01_05_04_9_ur_gun3_a_me_luh_haki,CDLI,P432309 / RIME 3/2.01.05.04 composite,9,animal_or_object_label_with_meluhha_modifier,Ur III (ca. 2100-2000 BC),Ibbi-Suen.00.00.00,Ur (mod. Tell Muqayyar),Ur,,3899.1,-,Mesopotamia,Ur,SEAL:C,-,circular,Gaur,5,+000-000-004-090-350+,unavailable_in_external_indus_objects_csv,external site equals cuneiform provenance alias: Ur,not_run,not_run,"Literal site-overlap join surface only; no sign value, reading, translation, or external anchor is claimed."
join_mel_cdli_p432309_rime_3_2_01_05_04_9_ur_gun3_a_me_luh_haki_5225_1,direct_site_overlap,join_surface_not_claim,mel_cdli_p432309_rime_3_2_01_05_04_9_ur_gun3_a_me_luh_haki,CDLI,P432309 / RIME 3/2.01.05.04 composite,9,animal_or_object_label_with_meluhha_modifier,Ur III (ca. 2100-2000 BC),Ibbi-Suen.00.00.00,Ur (mod. Tell Muqayyar),Ur,,5225.1,-,Mesopotamia,Ur,SEAL:C,-,circular,-,5+?,]000-001-000-090-000[,unavailable_in_external_indus_objects_csv,external site equals cuneiform provenance alias: Ur,not_run,not_run,"Literal site-overlap join surface only; no sign value, reading, translation, or external anchor is claimed."
join_mel_cdli_p432309_rime_3_2_01_05_04_9_ur_gun3_a_me_luh_haki_5231_1,direct_site_overlap,join_surface_not_claim,mel_cdli_p432309_rime_3_2_01_05_04_9_ur_gun3_a_me_luh_haki,CDLI,P432309 / RIME 3/2.01.05.04 composite,9,animal_or_object_label_with_meluhha_modifier,Ur III (ca. 2100-2000 BC),Ibbi-Suen.00.00.00,Ur (mod. Tell Muqayyar),Ur,,5231.1,-,Mesopotamia,Ur,SEAL:C,-,-,-,2+?,]405-090[,unavailable_in_external_indus_objects_csv,external site equals cuneiform provenance alias: Ur,not_run,not_run,"Literal site-overlap join surface only; no sign value, reading, translation, or external anchor is claimed."
join_mel_cdli_p469516_enki_world_order_124_kur_me_luh_haki_ma2_ganki_dilmunki_bi_3860_1,direct_site_overlap,join_surface_not_claim,mel_cdli_p469516_enki_world_order_124_kur_me_luh_haki_ma2_ganki_dilmunki_bi,CDLI,P469516 / CDLI Literary 000334 (Enki and World Order),124,ship_or_trade_route_context,Old Babylonian (ca. 1900-1600 BC),,Nippur (mod. Nuffar),Nippur,Magan|Dilmun,3860.1,-,Mesopotamia,Nippur,SEAL:S,Steatite,square,Zebu,2,+151-000+,unavailable_in_external_indus_objects_csv,external site equals cuneiform provenance alias: Nippur,not_run,not_run,"Literal site-overlap join surface only; no sign value, reading, translation, or external anchor is claimed."
join_mel_cdli_p469516_enki_world_order_128_geszma2_gi4_lum_me_luh_haki_a_ke4_3860_1,direct_site_overlap,join_surface_not_claim,mel_cdli_p469516_enki_world_order_128_geszma2_gi4_lum_me_luh_haki_a_ke4,CDLI,P469516 / CDLI Literary 000334 (Enki and World Order),128,ship_or_trade_route_context,Old Babylonian (ca. 1900-1600 BC),,Nippur (mod. Nuffar),Nippur,Magan|Dilmun,3860.1,-,Mesopotamia,Nippur,SEAL:S,Steatite,square,Zebu,2,+151-000+,unavailable_in_external_indus_objects_csv,external site equals cuneiform provenance alias: Nippur,not_run,not_run,"Literal site-overlap join surface only; no sign value, reading, translation, or external anchor is claimed."
join_mel_cdli_p469516_enki_world_order_219_kur_me_luh_haki_nam_mi_ib2_dib_3860_1,direct_site_overlap,join_surface_not_claim,mel_cdli_p469516_enki_world_order_219_kur_me_luh_haki_nam_mi_ib2_dib,CDLI,P469516 / CDLI Literary 000334 (Enki and World Order),219,literary_toponym_or_ship_context,Old Babylonian (ca. 1900-1600 BC),,Nippur (mod. Nuffar),Nippur,,3860.1,-,Mesopotamia,Nippur,SEAL:S,Steatite,square,Zebu,2,+151-000+,unavailable_in_external_indus_objects_csv,external site equals cuneiform provenance alias: Nippur,not_run,not_run,"Literal site-overlap join surface only; no sign value, reading, translation, or external anchor is claimed."
