query_id,lead_id,rank,lead_label,lead_class,query_role,query_text,verified_context_count,same_line_context_count,adjacent_context_count,artifact_count,artifact_ps,rationale,predicted_failure_mode
query_d69c331c4bf4f7c8,lead_05_d7348c2283dd6794,5,Prestige-material chain,commodity_material_chain,anchor,nagga,3,2,1,3,P136689|P232301|P431882,The long Gudea chain gives one of the richest co-material contexts around Meluhha in readable cuneiform.,"Probably a generic prestige-material list, and the principal witnesses may not be independent attestations."
query_bde80f6f8e0196bd,lead_05_d7348c2283dd6794,5,Prestige-material chain,commodity_material_chain,anchor,za-gin3-na,2,2,0,2,P232301|P431882,The long Gudea chain gives one of the richest co-material contexts around Meluhha in readable cuneiform.,"Probably a generic prestige-material list, and the principal witnesses may not be independent attestations."
query_cfb69e90ad6cc3bc,lead_05_d7348c2283dd6794,5,Prestige-material chain,commodity_material_chain,anchor,ku3,7,2,5,7,P232275|P232300|P232301|P431881|P431882|P431884|P469516,The long Gudea chain gives one of the richest co-material contexts around Meluhha in readable cuneiform.,"Probably a generic prestige-material list, and the principal witnesses may not be independent attestations."
query_b7c2b5db2a711385,lead_05_d7348c2283dd6794,5,Prestige-material chain,commodity_material_chain,anchor,NE,6,2,4,6,P100892|P115571|P232300|P232301|P431881|P431882,The long Gudea chain gives one of the richest co-material contexts around Meluhha in readable cuneiform.,"Probably a generic prestige-material list, and the principal witnesses may not be independent attestations."
query_40ecdbd79652a12b,lead_05_d7348c2283dd6794,5,Prestige-material chain,commodity_material_chain,control,uruda,3,3,0,3,P136689|P232301|P431882,The long Gudea chain gives one of the richest co-material contexts around Meluhha in readable cuneiform.,"Probably a generic prestige-material list, and the principal witnesses may not be independent attestations."
query_e4a03e15a9081254,lead_05_d7348c2283dd6794,5,Prestige-material chain,commodity_material_chain,control,gug,6,6,0,6,P232300|P232301|P346086|P431881|P431882|P469514,The long Gudea chain gives one of the richest co-material contexts around Meluhha in readable cuneiform.,"Probably a generic prestige-material list, and the principal witnesses may not be independent attestations."
query_3d13af19a6cd2f8a,lead_06_f2cbc4af74d22cb5,6,Meluhha copper,commodity_material_context,diagnostic,uruda me-luh-ha,1,1,0,1,P136689,"P136689 has `6(disz) ma-na uruda me-luh-ha` near `nagga`, giving a clean material-origin lead.","Commodity-origin label, not onomastic; useful as a material control more than as a phonetic bridge."
query_1ce007926b5e311d,lead_06_f2cbc4af74d22cb5,6,Meluhha copper,commodity_material_context,diagnostic,ma-na uruda me-luh-ha,1,1,0,1,P136689,"P136689 has `6(disz) ma-na uruda me-luh-ha` near `nagga`, giving a clean material-origin lead.","Commodity-origin label, not onomastic; useful as a material control more than as a phonetic bridge."
query_e88cd67b0330e94c,lead_06_f2cbc4af74d22cb5,6,Meluhha copper,commodity_material_context,anchor,uruda,3,3,0,3,P136689|P232301|P431882,"P136689 has `6(disz) ma-na uruda me-luh-ha` near `nagga`, giving a clean material-origin lead.","Commodity-origin label, not onomastic; useful as a material control more than as a phonetic bridge."
query_5da50eceaa870b3c,lead_06_f2cbc4af74d22cb5,6,Meluhha copper,commodity_material_context,anchor,nagga uruda,0,0,0,0,,"P136689 has `6(disz) ma-na uruda me-luh-ha` near `nagga`, giving a clean material-origin lead.","Commodity-origin label, not onomastic; useful as a material control more than as a phonetic bridge."
query_7a06c3624fd84388,lead_06_f2cbc4af74d22cb5,6,Meluhha copper,commodity_material_context,control,uruda,3,3,0,3,P136689|P232301|P431882,"P136689 has `6(disz) ma-na uruda me-luh-ha` near `nagga`, giving a clean material-origin lead.","Commodity-origin label, not onomastic; useful as a material control more than as a phonetic bridge."
query_e68f31767be4b640,lead_06_f2cbc4af74d22cb5,6,Meluhha copper,commodity_material_context,control,nagga,3,2,1,3,P136689|P232301|P431882,"P136689 has `6(disz) ma-na uruda me-luh-ha` near `nagga`, giving a clean material-origin lead.","Commodity-origin label, not onomastic; useful as a material control more than as a phonetic bridge."
query_748a37fc850ed604,lead_07_69bf537d18f25fc6,7,i3-dub Meluhha formula,administrative_formula,diagnostic,i3-dub me-luh-ha,8,8,0,7,P100892|P102031|P110574|P116633|P116995|P123010|P132876,`i3-dub` recurs across multiple Meluhha-bearing administrative entries in the current line export.,"Likely a broad administrative/storage/accounting formula, not a Meluhha-specific name or title."
query_fbd1f51c8ec3099d,lead_07_69bf537d18f25fc6,7,i3-dub Meluhha formula,administrative_formula,diagnostic,i3-dub me-luh-ha-ta,3,3,0,2,P100892|P116633,`i3-dub` recurs across multiple Meluhha-bearing administrative entries in the current line export.,"Likely a broad administrative/storage/accounting formula, not a Meluhha-specific name or title."
query_c8deb49514c5c93b,lead_07_69bf537d18f25fc6,7,i3-dub Meluhha formula,administrative_formula,anchor,i3-dub,11,10,1,10,P100892|P102031|P108484|P110574|P116633|P116735|P116995|P123010|P132876|P218242,`i3-dub` recurs across multiple Meluhha-bearing administrative entries in the current line export.,"Likely a broad administrative/storage/accounting formula, not a Meluhha-specific name or title."
query_7993be38b8e27a57,lead_07_69bf537d18f25fc6,7,i3-dub Meluhha formula,administrative_formula,control,i3-dub ma2-gan,0,0,0,0,,`i3-dub` recurs across multiple Meluhha-bearing administrative entries in the current line export.,"Likely a broad administrative/storage/accounting formula, not a Meluhha-specific name or title."
query_185adbe72a4ac889,lead_07_69bf537d18f25fc6,7,i3-dub Meluhha formula,administrative_formula,control,i3-dub,11,10,1,10,P100892|P102031|P108484|P110574|P116633|P116735|P116995|P123010|P132876|P218242,`i3-dub` recurs across multiple Meluhha-bearing administrative entries in the current line export.,"Likely a broad administrative/storage/accounting formula, not a Meluhha-specific name or title."
query_6b8c169ba88ce05a,lead_08_3931a7acc10f91ee,8,e2-duru5 Meluhha estate,estate_settlement_context,diagnostic,e2-duru5 me-luh-ha,5,5,0,5,P115266|P218242|P235705|P374962|P378169,`e2-duru5` appears with Meluhha locative or ablative forms and may encode an estate/settlement context.,Settlement/estate language can be locally administrative rather than externally bilingual.
query_f9b9acc9cd4608f3,lead_08_3931a7acc10f91ee,8,e2-duru5 Meluhha estate,estate_settlement_context,diagnostic,e2-duru5 me-luh-ha-ta,4,4,0,4,P115266|P218242|P374962|P378169,`e2-duru5` appears with Meluhha locative or ablative forms and may encode an estate/settlement context.,Settlement/estate language can be locally administrative rather than externally bilingual.
query_73e14364352a0821,lead_08_3931a7acc10f91ee,8,e2-duru5 Meluhha estate,estate_settlement_context,diagnostic,e2-duru5 me-luh-ha{ki},1,1,0,1,P235705,`e2-duru5` appears with Meluhha locative or ablative forms and may encode an estate/settlement context.,Settlement/estate language can be locally administrative rather than externally bilingual.
query_375099ac540a4d38,lead_08_3931a7acc10f91ee,8,e2-duru5 Meluhha estate,estate_settlement_context,anchor,e2-duru5,6,6,0,6,P108484|P115266|P218242|P235705|P374962|P378169,`e2-duru5` appears with Meluhha locative or ablative forms and may encode an estate/settlement context.,Settlement/estate language can be locally administrative rather than externally bilingual.
query_6ae6b0c948bb5251,lead_08_3931a7acc10f91ee,8,e2-duru5 Meluhha estate,estate_settlement_context,control,e2-duru5,6,6,0,6,P108484|P115266|P218242|P235705|P374962|P378169,`e2-duru5` appears with Meluhha locative or ablative forms and may encode an estate/settlement context.,Settlement/estate language can be locally administrative rather than externally bilingual.
query_356cfe5b3b963a9c,lead_09_65e7b4627131e4fb,9,sons of Meluhha,patronymic_origin_formula,diagnostic,dumu me-luh-ha,7,7,0,6,P102519|P108448|P123177|P124739|P135727|P136196,The current rows include `dumu me-luh-ha` and named seal-owner or patronymic-style phrases.,`Ur-Lamma` and `dumu` are common; this may be ordinary patronymic/origin formula rather than a Meluhhan personal name.
query_c092cd162e919b0a,lead_09_65e7b4627131e4fb,9,sons of Meluhha,patronymic_origin_formula,diagnostic,ur-{d}lamma dumu me-luh-ha,4,4,0,3,P102519|P108448|P136196,The current rows include `dumu me-luh-ha` and named seal-owner or patronymic-style phrases.,`Ur-Lamma` and `dumu` are common; this may be ordinary patronymic/origin formula rather than a Meluhhan personal name.
query_51d9cc2c86e59386,lead_09_65e7b4627131e4fb,9,sons of Meluhha,patronymic_origin_formula,diagnostic,kiszib3 ur-{d}lamma dumu me-luh-ha,1,1,0,1,P136196,The current rows include `dumu me-luh-ha` and named seal-owner or patronymic-style phrases.,`Ur-Lamma` and `dumu` are common; this may be ordinary patronymic/origin formula rather than a Meluhhan personal name.
query_db0ea6e2d573778f,lead_09_65e7b4627131e4fb,9,sons of Meluhha,patronymic_origin_formula,diagnostic,ur-{d}ig-alim dumu me-luh-ha,1,1,0,1,P124739,The current rows include `dumu me-luh-ha` and named seal-owner or patronymic-style phrases.,`Ur-Lamma` and `dumu` are common; this may be ordinary patronymic/origin formula rather than a Meluhhan personal name.
query_bad98e6a9b92d852,lead_09_65e7b4627131e4fb,9,sons of Meluhha,patronymic_origin_formula,anchor,ur-{d}lamma,5,4,1,4,P102519|P108448|P123177|P136196,The current rows include `dumu me-luh-ha` and named seal-owner or patronymic-style phrases.,`Ur-Lamma` and `dumu` are common; this may be ordinary patronymic/origin formula rather than a Meluhhan personal name.
query_c5763267fd39fe17,lead_09_65e7b4627131e4fb,9,sons of Meluhha,patronymic_origin_formula,anchor,ur-{d}ig-alim,1,1,0,1,P124739,The current rows include `dumu me-luh-ha` and named seal-owner or patronymic-style phrases.,`Ur-Lamma` and `dumu` are common; this may be ordinary patronymic/origin formula rather than a Meluhhan personal name.
query_ad0f7d369977b635,lead_09_65e7b4627131e4fb,9,sons of Meluhha,patronymic_origin_formula,anchor,kiszib3 ur-{d}lamma,2,1,1,2,P123177|P136196,The current rows include `dumu me-luh-ha` and named seal-owner or patronymic-style phrases.,`Ur-Lamma` and `dumu` are common; this may be ordinary patronymic/origin formula rather than a Meluhhan personal name.
query_b8b05cbf4546156c,lead_09_65e7b4627131e4fb,9,sons of Meluhha,patronymic_origin_formula,control,dumu,12,8,4,10,P100892|P102519|P108448|P112283|P123177|P124739|P135727|P136196|P212982|P378169,The current rows include `dumu me-luh-ha` and named seal-owner or patronymic-style phrases.,`Ur-Lamma` and `dumu` are common; this may be ordinary patronymic/origin formula rather than a Meluhhan personal name.
query_7f418adf810b1ff7,lead_09_65e7b4627131e4fb,9,sons of Meluhha,patronymic_origin_formula,control,ur-{d}lamma,5,4,1,4,P102519|P108448|P123177|P136196,The current rows include `dumu me-luh-ha` and named seal-owner or patronymic-style phrases.,`Ur-Lamma` and `dumu` are common; this may be ordinary patronymic/origin formula rather than a Meluhhan personal name.
query_351916f6137e6a5a,lead_09_65e7b4627131e4fb,9,sons of Meluhha,patronymic_origin_formula,control,kiszib3,5,1,4,4,P108448|P123177|P136196|P378169,The current rows include `dumu me-luh-ha` and named seal-owner or patronymic-style phrases.,`Ur-Lamma` and `dumu` are common; this may be ordinary patronymic/origin formula rather than a Meluhhan personal name.
query_005c3367edf8947a,lead_10_cd71236e5223ba72,10,ugula Meluhha title,title_singleton,diagnostic,ugula me-luh-ha,1,1,0,1,P115261,A damaged/singleton title row has `ugula# me-luh-ha` with an adjacent personal/theophoric phrase.,Damaged and singleton; likely an office/rank label if real.
query_6155f8cd94d802fb,lead_10_cd71236e5223ba72,10,ugula Meluhha title,title_singleton,diagnostic,ugula# me-luh-ha,1,1,0,1,P115261,A damaged/singleton title row has `ugula# me-luh-ha` with an adjacent personal/theophoric phrase.,Damaged and singleton; likely an office/rank label if real.
query_bd824fe1571852a5,lead_10_cd71236e5223ba72,10,ugula Meluhha title,title_singleton,anchor,_ARAD2_ {d}nansze-me,1,0,1,1,P115261,A damaged/singleton title row has `ugula# me-luh-ha` with an adjacent personal/theophoric phrase.,Damaged and singleton; likely an office/rank label if real.
query_ea5f3fda8a0cb7aa,lead_10_cd71236e5223ba72,10,ugula Meluhha title,title_singleton,control,ugula,3,1,2,3,P112283|P115261|P391626,A damaged/singleton title row has `ugula# me-luh-ha` with an adjacent personal/theophoric phrase.,Damaged and singleton; likely an office/rank label if real.
query_0bbf8e97ddf77736,lead_11_a8cff4aa0ef70f8b,11,Meluhha furniture/object inventory,object_inventory_context,diagnostic,{gesz}guzza {gesz}ab-ba me-luh-ha,1,1,0,1,P107404,"A furniture/object sequence may preserve uncertain `me-luh-ha?`, useful as an object-label control if source-backed.",Uncertain reading and object inventory context; should not be elevated to a phonetic anchor.
query_2f4b4c0085e179c3,lead_11_a8cff4aa0ef70f8b,11,Meluhha furniture/object inventory,object_inventory_context,diagnostic,{gesz}guzza me-luh-ha,0,0,0,0,,"A furniture/object sequence may preserve uncertain `me-luh-ha?`, useful as an object-label control if source-backed.",Uncertain reading and object inventory context; should not be elevated to a phonetic anchor.
query_e782f40f3b2e75c9,lead_11_a8cff4aa0ef70f8b,11,Meluhha furniture/object inventory,object_inventory_context,anchor,{gesz}guzza,1,1,0,1,P107404,"A furniture/object sequence may preserve uncertain `me-luh-ha?`, useful as an object-label control if source-backed.",Uncertain reading and object inventory context; should not be elevated to a phonetic anchor.
query_d8b330376307367e,lead_11_a8cff4aa0ef70f8b,11,Meluhha furniture/object inventory,object_inventory_context,anchor,{gesz}ab-ba,1,1,0,1,P107404,"A furniture/object sequence may preserve uncertain `me-luh-ha?`, useful as an object-label control if source-backed.",Uncertain reading and object inventory context; should not be elevated to a phonetic anchor.
query_ce0372f6f50e4833,lead_11_a8cff4aa0ef70f8b,11,Meluhha furniture/object inventory,object_inventory_context,control,{gesz}guzza,1,1,0,1,P107404,"A furniture/object sequence may preserve uncertain `me-luh-ha?`, useful as an object-label control if source-backed.",Uncertain reading and object inventory context; should not be elevated to a phonetic anchor.
query_32a96d0a6d4f3b7b,lead_11_a8cff4aa0ef70f8b,11,Meluhha furniture/object inventory,object_inventory_context,control,{gesz}ab-ba,1,1,0,1,P107404,"A furniture/object sequence may preserve uncertain `me-luh-ha?`, useful as an object-label control if source-backed.",Uncertain reading and object inventory context; should not be elevated to a phonetic anchor.
query_71b9f04770a4f035,lead_12_f20f7c5dbb4c99e6,12,Meluhha orchard/garden,land_administration_context,diagnostic,{gesz}kiri6 me-luh-ha,1,1,0,1,P130369,One row places Meluhha in an orchard/garden administrative setting.,Probably local institutional/land administration rather than a bilingual bridge.
query_b393484c17757d2c,lead_12_f20f7c5dbb4c99e6,12,Meluhha orchard/garden,land_administration_context,diagnostic,{gesz}kiri6 me-luh-ha {d}nin-mar{ki},1,1,0,1,P130369,One row places Meluhha in an orchard/garden administrative setting.,Probably local institutional/land administration rather than a bilingual bridge.
query_7b56dc6431e3b06f,lead_12_f20f7c5dbb4c99e6,12,Meluhha orchard/garden,land_administration_context,anchor,{gesz}kiri6,1,1,0,1,P130369,One row places Meluhha in an orchard/garden administrative setting.,Probably local institutional/land administration rather than a bilingual bridge.
query_81a084c2b6088832,lead_12_f20f7c5dbb4c99e6,12,Meluhha orchard/garden,land_administration_context,control,{gesz}kiri6,1,1,0,1,P130369,One row places Meluhha in an orchard/garden administrative setting.,Probably local institutional/land administration rather than a bilingual bridge.
query_0dffd4df7c913f69,lead_13_3188b3eaeefc6965,13,Meluhha route-control lane,route_toponym_control,diagnostic,me-luh-ha{ki} ma2-gan{ki},1,1,0,1,P469516,Meluhha appears in the wider Magan/Dilmun route formula; this is a good control lane for overfitting Meluhha alone.,"Mostly literary/royal route formula, not an onomastic or object-level bridge."
