target_id,iteration,synthetic_pattern,synthetic_units,focus_candidates
toponym_meluhha,278,ABC,paeutu-pbenb3-pc63df,2
toponym_meluhha,279,ABC,pa5n75-pb5uow-pc5v58,2
toponym_meluhha,280,ABC,paa6zp-pb90gj-pcc5rp,2
toponym_meluhha,281,ABC,pa5og4-pbc9l2-pclow,2
toponym_meluhha,282,ABC,pabx0u-pbn5e-pc9s1u,2
toponym_meluhha,283,ABC,pacvpg-pbj2e9-pcbpy9,2
toponym_meluhha,284,ABC,pa9a1p-pb7dx8-pcd3h9,2
toponym_meluhha,285,ABC,pa5fo9-pb9az4-pc9na,2
toponym_meluhha,286,ABC,pa30ib-pbhj3r-pcd7r3,2
toponym_meluhha,287,ABC,pa8nzb-pb2644-pc78a0,2
toponym_meluhha,288,ABC,pa19gw-pbdvao-pchf89,2
toponym_meluhha,289,ABC,pafrox-pbay0k-pcdwi5,2
toponym_meluhha,290,ABC,pabg8o-pb7yyg-pc8hbo,2
toponym_meluhha,291,ABC,pa7tks-pbgpdw-pc2os1,2
toponym_meluhha,292,ABC,pab8kh-pbgizd-pc65zz,2
toponym_meluhha,293,ABC,paa78b-pb4mjr-pceiv9,2
toponym_meluhha,294,ABC,paa6wh-pb7b3y-pcgud7,2
toponym_meluhha,295,ABC,pagr3f-pb9kwd-pcer94,2
toponym_meluhha,296,ABC,pacvgn-pbcqbq-pcj52h,2
toponym_meluhha,297,ABC,pa41x2-pb39ij-pc2v24,2
toponym_meluhha,298,ABC,pa9rn3-pb93cl-pcidh0,2
toponym_meluhha,299,ABC,pabbgs-pb8aj0-pc8wlq,2
toponym_meluhha,300,ABC,pabeco-pbjkmr-pccehu,2
toponym_meluhha,301,ABC,paaisd-pbg0lz-pc5scs,2
toponym_meluhha,302,ABC,pa6b18-pbg5l0-pcb406,2
toponym_meluhha,303,ABC,pa1yoe-pb3sl2-pceck2,2
toponym_meluhha,304,ABC,paldi-pbetv-pc7uhc,2
toponym_meluhha,305,ABC,pabi08-pb79pz-pchzgc,2
toponym_meluhha,306,ABC,pah2ik-pbiczj-pc6iwv,2
toponym_meluhha,307,ABC,paaacg-pb8w4-pcin2x,2
toponym_meluhha,308,ABC,pa2g3j-pbjc7p-pc1fw1,2
toponym_meluhha,309,ABC,pagi6j-pb493j-pcf88,2
toponym_meluhha,310,ABC,pa7lbt-pb7w7o-pc96n3,2
toponym_meluhha,311,ABC,paxiv-pb8y7p-pc4mhh,2
toponym_meluhha,312,ABC,pahnru-pbj2lr-pc26i0,2
toponym_meluhha,313,ABC,pa9rlk-pb4nn9-pcbmkn,2
toponym_meluhha,314,ABC,pactuj-pbjoky-pccfh9,2
toponym_meluhha,315,ABC,paawh1-pb4v5a-pc4t7i,2
toponym_meluhha,316,ABC,pakmtj-pbgbh3-pch59,2
toponym_meluhha,317,ABC,pajks1-pb5fck-pchawc,2
toponym_meluhha,318,ABC,pa9ww4-pbig8a-pc4de9,2
toponym_meluhha,319,ABC,pagj1p-pbjjpb-pcarz2,2
toponym_meluhha,320,ABC,pa9baj-pbdo55-pcd0gk,2
toponym_meluhha,321,ABC,padiht-pb7pfc-pcvzn,2
toponym_meluhha,322,ABC,pa5ovz-pbgjt8-pc5awz,2
toponym_meluhha,323,ABC,pa58a4-pbdtlm-pc95zb,2
toponym_meluhha,324,ABC,paigxm-pb44au-pcdi6m,2
toponym_meluhha,325,ABC,paedns-pb8bzc-pch10p,2
toponym_meluhha,326,ABC,paeici-pbizwg-pccy8h,2
toponym_meluhha,327,ABC,pahbor-pbesrb-pce18k,2
toponym_meluhha,328,ABC,paacd6-pbkyxa-pce9l8,2
toponym_meluhha,329,ABC,pa15tg-pbf1dy-pc6s8a,2
toponym_meluhha,330,ABC,paecfm-pbj3n7-pcfzkk,2
toponym_meluhha,331,ABC,pae83t-pbl8l2-pcdh85,2
toponym_meluhha,332,ABC,pac1j0-pbjtor-pcbkqr,2
toponym_meluhha,333,ABC,pakf5-pbkqje-pcd8pr,2
toponym_meluhha,334,ABC,pahkkp-pbg7vx-pc5sz3,2
toponym_meluhha,335,ABC,pade5w-pb14ir-pcb29b,2
toponym_meluhha,336,ABC,pah473-pb68g9-pc665j,2
toponym_meluhha,337,ABC,pa8g99-pb67ms-pc5h2p,2
toponym_meluhha,338,ABC,pac814-pbb3a3-pc7n53,2
toponym_meluhha,339,ABC,pae6bj-pbakqt-pc4z44,2
toponym_meluhha,340,ABC,pa9yx8-pbdial-pcfgs9,2
toponym_meluhha,341,ABC,pa7dsv-pb30tt-pc33dr,2
toponym_meluhha,342,ABC,pa6il9-pb3vle-pc7ig3,2
toponym_meluhha,343,ABC,pafl4d-pbih4o-pcaeov,2
toponym_meluhha,344,ABC,pa5mam-pbc1s1-pckwwe,2
toponym_meluhha,345,ABC,pa90h4-pbi1do-pck5ie,2
toponym_meluhha,346,ABC,pa7hxe-pb3xqw-pcl1lz,2
toponym_meluhha,347,ABC,pa3t46-pbcja6-pc8o8,2
toponym_meluhha,348,ABC,pa2ncu-pb8fvv-pcdl6q,2
toponym_meluhha,349,ABC,pacej3-pbc5mx-pcgxjn,2
toponym_meluhha,350,ABC,pa5tr1-pb1g6f-pcjy5d,2
toponym_meluhha,351,ABC,pa6ut7-pb3b6e-pc8udm,2
toponym_meluhha,352,ABC,pa9s5g-pbj4lk-pc6e0b,2
toponym_meluhha,353,ABC,paalso-pb2jki-pcannz,2
toponym_meluhha,354,ABC,pa16iy-pb6dag-pcft1s,2
toponym_meluhha,355,ABC,paj5i9-pbjm2z-pc65py,2
toponym_meluhha,356,ABC,pabrte-pbg5jr-pcf76x,2
toponym_meluhha,357,ABC,pabnlt-pbk4p0-pc8kwr,2
toponym_meluhha,358,ABC,pazgt-pb8dci-pc6617,2
toponym_meluhha,359,ABC,pabd7n-pb17z0-pcbxba,2
toponym_meluhha,360,ABC,pa2vsg-pbc2t3-pcgpmv,2
toponym_meluhha,361,ABC,pa2nvx-pb2evk-pcawfb,2
toponym_meluhha,362,ABC,pag7s2-pbgulm-pc7n74,2
toponym_meluhha,363,ABC,paaf4b-pbeizu-pc3mmk,2
toponym_meluhha,364,ABC,pa78k9-pb6f5c-pc34yk,2
toponym_meluhha,365,ABC,pa5cei-pb70to-pcevop,2
toponym_meluhha,366,ABC,paj59h-pb2hlh-pckaut,2
toponym_meluhha,367,ABC,pa47ce-pbg17-pcd0m1,2
toponym_meluhha,368,ABC,paapas-pbecvu-pc2731,2
toponym_meluhha,369,ABC,paccof-pbwyr-pcl5t9,2
toponym_meluhha,370,ABC,pa4o2p-pbhc9l-pc8pxh,2
toponym_meluhha,371,ABC,pa9kvm-pb5c8p-pcicpx,2
toponym_meluhha,372,ABC,pacxf3-pbhwff-pcf9m,2
toponym_meluhha,373,ABC,pa6cll-pb767l-pc5rvs,2
toponym_meluhha,374,ABC,pa25xh-pb45ht-pcbxrs,2
toponym_meluhha,375,ABC,pa4lg9-pb7udg-pcgix2,2
toponym_meluhha,376,ABC,pa6bmz-pb6onw-pcd9lx,2
toponym_meluhha,377,ABC,pabxaf-pb3kq8-pcjlfd,2
toponym_meluhha,378,ABC,paitio-pbb9no-pc6u9f,2
toponym_meluhha,379,ABC,pa9x8y-pb2z4u-pc2gz,2
toponym_meluhha,380,ABC,pafky2-pb27ae-pceypg,2
toponym_meluhha,381,ABC,pa774i-pb1ar5-pc3nvl,2
toponym_meluhha,382,ABC,pa7tv5-pbd1jz-pcca5f,2
toponym_meluhha,383,ABC,pa9qd5-pb2z9t-pcjltt,2
toponym_meluhha,384,ABC,paf8tf-pb7jdl-pc3tu7,2
toponym_meluhha,385,ABC,pakbm4-pb8ntm-pc78ih,2
toponym_meluhha,386,ABC,pa35fx-pbjytr-pc4xhe,2
toponym_meluhha,387,ABC,pa7pqs-pb5fx7-pc36do,2
toponym_meluhha,388,ABC,pajo67-pb1i5r-pccdmc,2
toponym_meluhha,389,ABC,paco4y-pbixsr-pcgyv,2
toponym_meluhha,390,ABC,paak1w-pban5f-pcg88i,2
toponym_meluhha,391,ABC,pa4xpv-pb627d-pcgn56,2
toponym_meluhha,392,ABC,pa25cn-pbfohp-pc5pm8,2
toponym_meluhha,393,ABC,pad7ot-pbgiql-pcr8t,2
