context_id,query_term,query_class,artifact_p,artifact_id,designation,museum_no,provenience,period,dates_referenced,surface_context,line_number,line_index,line_raw,line_text,previous_line,following_line,has_meluhha_in_artifact,has_lu_sunzida_in_artifact,line_has_meluhha,line_has_lu_sunzida,min_distance_to_meluhha_line,source_url
27090a572ec26354,me-luh-ha-ta,meluhha_ablative,P110238,110238,HLC 368 (pl. 139),OIM A32023,Girsu (mod. Tello),Ur III (ca. 2100-2000 BC),--.--.00.00,@obverse | @column 1,6',5,6'. me-luh-ha-ta,me-luh-ha-ta,5'. 2(u) 2(asz) 4(barig) gur,7'. 3(u) 4(asz) 2(barig) gur,true,false,true,false,0,https://cdli.earth/P110238
c758b56b543b31d1,me-luh-ha,meluhha_broad,P110574,110574,"ITT 2, 00705",Ist L 00705,Girsu (mod. Tello),Ur III (ca. 2100-2000 BC),Šū-Suen.08.12.00,@reverse,2,6,2. i3-dub me-luh-ha,i3-dub me-luh-ha,1. szu ba-ti,3. iti sze-il2-la,true,false,true,false,0,https://cdli.earth/P110574
d34ea44cbd019fa7,me-luh-ha,meluhha_broad,P110774,110774,"ITT 2, 00904",Ist L 00904,Girsu (mod. Tello),Ur III (ca. 2100-2000 BC),--.--.00.00,@obverse | @column 1 | @column 2 | @column 3 | @column 4,18,43,18. 3(ban2) 3(disz) me-luh-ha,3(ban2) 3(disz) me-luh-ha,17. sag bur-sag-sze3,19. sag nin-ezem-sze3,true,false,true,false,0,https://cdli.earth/P110774
f28f446c6185794d,me-luh-ha,meluhha_broad,P112283,112283,"JESHO 20, 145 12",Ist L 01426,Girsu (mod. Tello),Ur III (ca. 2100-2000 BC),00.00.00.00,@obverse,7,6,7. 1(disz) me-luh-ha,1(disz) me-luh-ha,6. ugula ur-nig2,8. dumu ur-{d}na-ru2-a,true,false,true,false,0,https://cdli.earth/P112283
a55fee4528093a45,me-luh-ha,meluhha_broad,P115261,115261,"MVN 07, 411",Ist L 08015,Girsu (mod. Tello),Old Akkadian (ca. 2340-2200 BC),,@reverse,4,9,4. ugula# me-luh-ha,ugula# me-luh-ha,3. _ARAD2_ {d}nansze-me,,true,false,true,false,0,https://cdli.earth/P115261
3eaa2940b6db155d,me-luh-ha,meluhha_broad,P115266,115266,"MVN 07, 420",Ist L 08024,Girsu (mod. Tello),Ur III (ca. 2100-2000 BC),Šulgi.34.09.00,@obverse,3,2,3. gu2-ab-ba{ki}-ka e2-duru5 me-luh-ha-ta,gu2-ab-ba{ki}-ka e2-duru5 me-luh-ha-ta,2. sze-ba gab2-us2 udu gukkal,4. ki ur-{gesz}gigir ka-guru7-ta,true,false,true,false,0,https://cdli.earth/P115266
fa8e4bf88e62cdae,me-luh-ha-ta,meluhha_ablative,P115266,115266,"MVN 07, 420",Ist L 08024,Girsu (mod. Tello),Ur III (ca. 2100-2000 BC),Šulgi.34.09.00,@obverse,3,2,3. gu2-ab-ba{ki}-ka e2-duru5 me-luh-ha-ta,gu2-ab-ba{ki}-ka e2-duru5 me-luh-ha-ta,2. sze-ba gab2-us2 udu gukkal,4. ki ur-{gesz}gigir ka-guru7-ta,true,false,true,false,0,https://cdli.earth/P115266
e9f106d1966dbb19,me-luh-ha,meluhha_broad,P115571,115571,"MVN 08, 181",IM 044219,Girsu (mod. Tello),Ur III (ca. 2100-2000 BC),--.--.00.00,@reverse | @column 1' | @column 2',6',50,6'. 4(gesz2) 5(u) 9(asz) 1(barig) 1(ban2) gur me-luh-ha,4(gesz2) 5(u) 9(asz) 1(barig) 1(ban2) gur me-luh-ha,5'. muszen#-du3-e-ne,7'. 1(u) 2(barig) gur,true,false,true,false,0,https://cdli.earth/P115571
3391e0fe92f8b530,me-luh-ha,meluhha_broad,P116633,116633,"MVN 12, 371",BM 014664,Girsu (mod. Tello),Ur III (ca. 2100-2000 BC),Amar-Suen.03.00.00,@obverse,2,12,2. i3-dub me#-luh#-ha#-ta,i3-dub me#-luh#-ha#-ta,1. 4(u) sze gur e2-kin-ga2# sze ur5-ra,3. 1(u) 2(asz) 1(barig) gur sze [nig2]-gal2#-la sze ur5-ra,true,false,true,false,0,https://cdli.earth/P116633
ac78fd56fd89decb,me-luh-ha-ta,meluhha_ablative,P116633,116633,"MVN 12, 371",BM 014664,Girsu (mod. Tello),Ur III (ca. 2100-2000 BC),Amar-Suen.03.00.00,@obverse,2,12,2. i3-dub me#-luh#-ha#-ta,i3-dub me#-luh#-ha#-ta,1. 4(u) sze gur e2-kin-ga2# sze ur5-ra,3. 1(u) 2(asz) 1(barig) gur sze [nig2]-gal2#-la sze ur5-ra,true,false,true,false,0,https://cdli.earth/P116633
e185c47687f270d2,me-luh-ha,meluhha_broad,P116633,116633,"MVN 12, 371",BM 014664,Girsu (mod. Tello),Ur III (ca. 2100-2000 BC),Amar-Suen.03.00.00,@obverse,3,2,3. i3-dub me-luh-ha-ta,i3-dub me-luh-ha-ta,2. sze e2-kin-ga2 sze ur5-ra,4. 1(u) 2(asz) 1(barig) gur sze nig2-gal2-la sze ur5-ra,true,false,true,false,0,https://cdli.earth/P116633
76450c50bbb29c9d,me-luh-ha-ta,meluhha_ablative,P116633,116633,"MVN 12, 371",BM 014664,Girsu (mod. Tello),Ur III (ca. 2100-2000 BC),Amar-Suen.03.00.00,@obverse,3,2,3. i3-dub me-luh-ha-ta,i3-dub me-luh-ha-ta,2. sze e2-kin-ga2 sze ur5-ra,4. 1(u) 2(asz) 1(barig) gur sze nig2-gal2-la sze ur5-ra,true,false,true,false,0,https://cdli.earth/P116633
04b1c026510567aa,me-luh-ha,meluhha_broad,P116735,116735,"MVN 12, 473",BM 015858,Girsu (mod. Tello),Ur III (ca. 2100-2000 BC),"Šū-Suen.05.00.00, Šū-Suen.06.05.00 (us2 year)",@obverse | @column 1,5,4,5. 1(u) 7(asz) 1(barig) sze he-gal2 u3 me-luh-ha,1(u) 7(asz) 1(barig) sze he-gal2 u3 me-luh-ha,4. i3-dub! a-sza3 iri-ul,6. ki ur-bad3-tibirx(KU)-ra-ta,true,false,true,false,0,https://cdli.earth/P116735
20bb51fb5eb5a817,me-luh-ha,meluhha_broad,P116995,116995,"MVN 13, 223",FLP 0890,Girsu (mod. Tello),Ur III (ca. 2100-2000 BC),Šū-Suen.09.07.00,@obverse,3,2,3. i3-dub me-luh-ha-a-ta,i3-dub me-luh-ha-a-ta,2. sze zi3 KA,4. ki ur-{d}ba-ba6-ta,true,false,true,false,0,https://cdli.earth/P116995
b2d60ca87d8b6514,me-luh-ha,meluhha_broad,P123010,123010,OTR 075,CULC 178,Girsu (mod. Tello),Ur III (ca. 2100-2000 BC),Amar-Suen.03.00.00,@obverse,3,2,3. i3-dub me-luh-ha,i3-dub me-luh-ha,2. sze e2 kin-ga2,4. sze ur5-ra,true,false,true,false,0,https://cdli.earth/P123010
166255157506bc63,me-luh-ha,meluhha_broad,P123177,123177,OTR 242,CULC 200,Girsu (mod. Tello),Ur III (ca. 2100-2000 BC),Šulgi.40.00.00 (us2 year),@obverse | @column 1 | @column 2,10,21,10. dumu me-luh-ha,dumu me-luh-ha,9. kiszib3 ur-{d}lamma,11. 1(gesz2) 2(u) 4(asz) 3(barig) 5(ban2) gur,true,false,true,false,0,https://cdli.earth/P123177
15b3a50378948a2c,me-luh-ha,meluhha_broad,P123177,123177,OTR 242,CULC 200,Girsu (mod. Tello),Ur III (ca. 2100-2000 BC),Šulgi.40.00.00 (us2 year),@reverse | @column 1,7,34,7. dumu [me-luh-ha],dumu [me-luh-ha],6. kiszib3 [ur-{d}lamma],8. szunigin [1(gesz2) 2(u) 4(asz) 3(barig) 5(ban2) gur],true,false,true,false,0,https://cdli.earth/P123177
aabed813e03125a7,lu2-sun2-zi-da,lu_sunzida_name_test,P123295,123295,"OIP 115, 327",OIM A02966,Puzriš-Dagan (mod. Drehem),Ur III (ca. 2100-2000 BC),Šulgi.47.04.16 (us2 year),@obverse,8,7,8. mu-kux(DU) lu2-sun2-zi-da,mu-kux(DU) lu2-sun2-zi-da,7. 1(disz) sila4 {d}nin-urta,9. 1(disz) sila4 {d}inanna,false,true,false,true,,https://cdli.earth/P123295
1470de13ac338940,lu2-sun2-zi-da,lu_sunzida_name_test,P123439,123439,"OIP 115, 194",OIM A04309,Puzriš-Dagan (mod. Drehem),Ur III (ca. 2100-2000 BC),Šulgi.46.12.16,@obverse,7,6,7. 2(disz) amar masz-da3 lu2-sun2-zi-da,2(disz) amar masz-da3 lu2-sun2-zi-da,6. 1(disz) sila4 ensi2 urumx(|UR2xU2|){ki},1. 2(disz) amar masz-da3 i-di3-{d}suen,false,true,false,true,,https://cdli.earth/P123439
71ac4a303f229b19,lu2-sun2-zi-da,lu_sunzida_name_test,P123440,123440,"OIP 115, 187",OIM A04321,Puzriš-Dagan (mod. Drehem),Ur III (ca. 2100-2000 BC),Šulgi.46.06.27,@reverse,5,12,5. lu2-sun2-zi-da,lu2-sun2-zi-da,4. 1(disz) {munus}asz2-gar3 niga 1(disz) masz2 niga,6. mu-kux(DU),false,true,false,true,,https://cdli.earth/P123440
70728cd34cc608d7,lu2-sun2-zi-da,lu_sunzida_name_test,P123507,123507,"OIP 115, 328",OIM A04732,Puzriš-Dagan (mod. Drehem),Ur III (ca. 2100-2000 BC),Šulgi.47.04.17 (us2 year),@reverse,3,9,3. [mu-kux(DU)] lu2-sun2-zi-da,[mu-kux(DU)] lu2-sun2-zi-da,2. 1(disz) sila4 {d}en-lil2,4. 1(disz) sila4 {d}nin-lil2,false,true,false,true,,https://cdli.earth/P123507
29e6803639ecbc9c,lu2-sun2-zi-da,lu_sunzida_name_test,P123621,123621,"OIP 115, 196",OIM A05274,Puzriš-Dagan (mod. Drehem),Ur III (ca. 2100-2000 BC),Šulgi.46.12.23,@reverse,1,5,1. lu2-sun2-zi-da,lu2-sun2-zi-da,5. 2(disz) amar masz-da3,2. mu-kux(DU),false,true,false,true,,https://cdli.earth/P123621
4063fc64aaefdb92,me-luh-ha,meluhha_broad,P124739,124739,"Orient 16, 088 131",WML 51.63.183,Girsu (mod. Tello),Ur III (ca. 2100-2000 BC),"Šulgi.40.00.00, Šulgi.41.06.00, Šulgi.41.07.00, Šulgi.41.08.00, Šulgi.43.00.00 (us2 year)",@obverse | @column 1' | @column 2',7',6,7'. x ur-{d}ig-alim dumu me-luh-ha,x ur-{d}ig-alim dumu me-luh-ha,6'. sze#-bi 4(barig),8'. e2 nam-ha-ni-me,true,false,true,false,0,https://cdli.earth/P124739
7a08d1d20e5ec6c6,lu2-sun2-zi-da,lu_sunzida_name_test,P125864,125864,"PDT 1, 0448",Ist PD —,Puzriš-Dagan (mod. Drehem),Ur III (ca. 2100-2000 BC),Šulgi.47.12.09 (us2 year),@obverse,2,1,2. lu2-sun2-zi-da,lu2-sun2-zi-da,1. 1(disz) amar masz-da3,3. 1(disz) gu4 1(u) udu,false,true,false,true,,https://cdli.earth/P125864
c2a2e16eb134649c,me-luh-ha,meluhha_broad,P130369,130369,STA 19,PUL Ex 0191,Girsu (mod. Tello),Ur III (ca. 2100-2000 BC),Šulgi.48.01.00 (us2-us2 year),@obverse | @column 1 | @column 2,15,37,15. {gesz}kiri6 me-luh-ha {d}nin-mar{ki}-ka,{gesz}kiri6 me-luh-ha {d}nin-mar{ki}-ka,14. {gesz}kiri6 gesz-hur,16. {gesz}kiri6 {d}nin-mar{ki},true,false,true,false,0,https://cdli.earth/P130369
15a9f79b0ba09ea2,me-luh-ha,meluhha_broad,P132876,132876,"TCTI 2, 03666",Ist L 03666,Girsu (mod. Tello),Ur III (ca. 2100-2000 BC),Šū-Suen.08.00.00,@obverse,2,1,2. si-i3-tum i3-dub me-luh-ha,si-i3-tum i3-dub me-luh-ha,1. 1(u) 1(asz) 3(barig) 3(ban2) 5(disz) sila3 sze gur,3. ki ur-{d}isztaran-ta <<a>>,true,false,true,false,0,https://cdli.earth/P132876
c8826a5cbb8d38c2,me-luh-ha,meluhha_broad,P135727,135727,TUT 154,VAT 02333,Girsu (mod. Tello),Ur III (ca. 2100-2000 BC),Amar-Suen.02.03.00 (us2 year),@reverse | @column 1 | @column 2,22,150,22. dumu me-luh-ha erin2 e2 {d}nansze-ta,dumu me-luh-ha erin2 e2 {d}nansze-ta,21. 1(asz@c) 1(barig) ma2-gur8-re im-e tak4-a,23. gu2 i7 e3-ta,true,false,true,false,0,https://cdli.earth/P135727
3078d162753d30ea,me-luh-ha,meluhha_broad,P135969,135969,"UCP 09-02-1, 065",HMA 9-02648,Girsu (mod. Tello),Ur III (ca. 2100-2000 BC),Ibbi-Suen.01.00.00,@obverse,5,4,5. 1(asz) e2-ta sze me-<luh>-ha{ki},1(asz) e2-ta sze me-<luh>-ha{ki},4. 2(asz) sze gir2-nun SAR munu4 e3,6. 3(barig) me-luh-ha-ta,true,false,true,false,0,https://cdli.earth/P135969
8ccc2887d33f34bb,me-luh-ha{ki},meluhha_toponym,P135969,135969,"UCP 09-02-1, 065",HMA 9-02648,Girsu (mod. Tello),Ur III (ca. 2100-2000 BC),Ibbi-Suen.01.00.00,@obverse,5,4,5. 1(asz) e2-ta sze me-<luh>-ha{ki},1(asz) e2-ta sze me-<luh>-ha{ki},4. 2(asz) sze gir2-nun SAR munu4 e3,6. 3(barig) me-luh-ha-ta,true,false,true,false,0,https://cdli.earth/P135969
8910eea2b72bea2d,me-luh-ha,meluhha_broad,P135969,135969,"UCP 09-02-1, 065",HMA 9-02648,Girsu (mod. Tello),Ur III (ca. 2100-2000 BC),Ibbi-Suen.01.00.00,@obverse,6,5,6. 3(barig) me-luh-ha-ta,3(barig) me-luh-ha-ta,5. 1(asz) e2-ta sze me-<luh>-ha{ki},7. 2(barig) a-ka-sahar-ta,true,false,true,false,0,https://cdli.earth/P135969
9c8bb1c09f46b5a4,me-luh-ha-ta,meluhha_ablative,P135969,135969,"UCP 09-02-1, 065",HMA 9-02648,Girsu (mod. Tello),Ur III (ca. 2100-2000 BC),Ibbi-Suen.01.00.00,@obverse,6,5,6. 3(barig) me-luh-ha-ta,3(barig) me-luh-ha-ta,5. 1(asz) e2-ta sze me-<luh>-ha{ki},7. 2(barig) a-ka-sahar-ta,true,false,true,false,0,https://cdli.earth/P135969
c795fec80af4e4e8,me-luh-ha,meluhha_broad,P136196,136196,UDT 064,NBC 00064,Girsu (mod. Tello),Ur III (ca. 2100-2000 BC),Šulgi.40.00.00 (us2 year),@obverse,11,10,11. kiszib3 ur-{d}lamma dumu me-luh-ha,kiszib3 ur-{d}lamma dumu me-luh-ha,10. 1(gesz2) 2(barig) 4(ban2) gur,1. 1(gesz2) 9(asz) 3(barig) 2(ban2) gur,true,false,true,false,0,https://cdli.earth/P136196
13b3f0c4801c9117,me-luh-ha,meluhha_broad,P136689,136689,"UET 3, 0368",UM 47-29-080,Ur (mod. Tell Muqayyar),Ur III (ca. 2100-2000 BC),Ibbi-Suen.04.02.00 (us2 year),@obverse,2,1,2. 6(disz) ma-na uruda me-luh-ha,6(disz) ma-na uruda me-luh-ha,1. 2/3(disz){sza} 5(disz) gin2 nagga,3. 6(disz) gin2 uruda nig2 til-la#,true,false,true,false,0,https://cdli.earth/P136689
2105ff90b1510451,me-luh-ha{ki},meluhha_toponym,P137823,137823,"UET 3, 1498",BM 130460,Ur (mod. Tell Muqayyar),Ur III (ca. 2100-2000 BC),"Ibbi-Suen.15.01.00, Ibbi-Suen.15.12.00",@reverse | @column 1,22,242,22. me-luh-ha{ki} a-bi-tum-ta x-x,me-luh-ha{ki} a-bi-tum-ta x-x,21. 1(disz) {gesz}sag-erim2 nu2 mes,23. ba-sur sza3-ba,true,false,true,false,0,https://cdli.earth/P137823
945730aa7c77befb,me-luh-ha-ta,meluhha_ablative,P137823,137823,"UET 3, 1498",BM 130460,Ur (mod. Tell Muqayyar),Ur III (ca. 2100-2000 BC),"Ibbi-Suen.15.01.00, Ibbi-Suen.15.12.00",@obverse | @column 1,35,34,35. sza3 za3#?-bar x gesz# [...] me-luh-ha-ta,sza3 za3#?-bar x gesz# [...] me-luh-ha-ta,34. ba-an#-gar,36. 1(disz) {gesz#?}[...],true,false,true,false,0,https://cdli.earth/P137823
ddedc1b686b39bb7,lu2-sun2-zi-da,lu_sunzida_name_test,P201332,201332,"Princeton 2, 333",PTS 1205,Puzriš-Dagan (mod. Drehem),Ur III (ca. 2100-2000 BC),Šulgi.47.05.13 (us2 year),@obverse,4,3,4. lu2-sun2-zi-da,lu2-sun2-zi-da,3. 2(disz) {munus}asz2-gar3 niga,5. 1(u) udu niga 1(disz) sila4,false,true,false,true,,https://cdli.earth/P201332
ff55e3fc0e7d6412,ma2 me-luh-ha,meluhha_ship_context,P212842,212842,"BIN 08, 298",YBC 03138,,Old Akkadian (ca. 2340-2200 BC),,@reverse,3,7,3. lu2-tukul ma2 me-luh-ha-ka,lu2-tukul ma2 me-luh-ha-ka,2. da-di3,4. 1(asz@c) i3 sila3 i-nu-sa-du2,true,false,true,false,0,https://cdli.earth/P212842
f561be83adf1a73d,lu2-sun2-zi-da,lu_sunzida_name_test,P212982,212982,"CT 50, 076",BM 086314,,Old Akkadian (ca. 2340-2200 BC),,@obverse,5,4,5. lu2-sun2-zi-da,lu2-sun2-zi-da,4. dumu amar-lu2-ku,6. lu2 me-luh-ha-ke4,true,true,false,true,1,https://cdli.earth/P212982
89747757c561d436,lu2 me-luh-ha,meluhha_person_title,P212982,212982,"CT 50, 076",BM 086314,,Old Akkadian (ca. 2340-2200 BC),,@obverse,6,5,6. lu2 me-luh-ha-ke4,lu2 me-luh-ha-ke4,5. lu2-sun2-zi-da,7. i3-na-ab-su-su,true,true,true,false,0,https://cdli.earth/P212982
470dbd58e57e3014,ma2 me-luh-ha,meluhha_ship_context,P217502,217502,Adab 0712,OIM A00712,Adab (mod. Bismaya),Old Akkadian (ca. 2340-2200 BC),,@obverse,10,9,10. [...] 5(asz@c) sze-ba 4(asz@c) gurusz ma2 me-luh-ha,[...] 5(asz@c) sze-ba 4(asz@c) gurusz ma2 me-luh-ha,9. masz#-szu-gid2-gid2,11. [...] e2-mah,true,false,true,false,0,https://cdli.earth/P217502
161ac8fdb71624ae,me-luh-ha-ta,meluhha_ablative,P218242,218242,"SANTAG 7, 167",NME H94645,Girsu (mod. Tello),Ur III (ca. 2100-2000 BC),Šulgi.48.08.00 (us2-us2 year),@obverse,3,2,3. i3-dub e2-duru5 me-luh-ha-ta,i3-dub e2-duru5 me-luh-ha-ta,2. sze-numun a-sza3 he-gal2-gu-la-sze3,4. ki ur-{d}ba-ba6# szabra-ta,true,false,true,false,0,https://cdli.earth/P218242
55a86c20df741ceb,me-luh-ha{ki},meluhha_toponym,P226318,226318,"RIME 3/2.01.05.04, ex. 01",IM 085676,Ur (mod. Tell Muqayyar),Old Babylonian (ca. 1900-1600 BC),Ibbi-Suen.00.00.00,@obverse,9,8,9. ur# gun3#-a me-luh-ha{ki},ur# gun3#-a me-luh-ha{ki},8. lugal an-ub-da# limmu2-ba-ke4,10. mar#-ha#!-szi{ki!}-[ta],true,false,true,false,0,https://cdli.earth/P226318
a02c0d52d923ad76,me-luh-ha{ki},meluhha_toponym,P227509,227509,"RIME 2.01.01.01, ex. 01 & RIME 2.01.01.02, ex. 01 RIME 2.01.01.03, ex. 01 & RIME 2.01.01.067, ex. 01 & RIME 2.01.01.07, ex. 01 & RIME 2.01.01.08, ex. 01 & RIME 2.01.01.09, ex. 01 & RIME 2.01.01.11, ex. 01 & RIME 2.01.01.12, ex. 01  & RIME 2.01.01.13, ex. ",CBS 13972 + CBS 14545,,Old Babylonian (ca. 1900-1600 BC),Sargon.00.00.00; Rimush.00.00.00; Manishtusu.00.00.00,@obverse | @column 1 | @column 2 | @column 3 | @column 4 | @column 5,12,222,12. _ma2_ me-luh-ha{ki},_ma2_ me-luh-ha{ki},11. _za3 a-ab-ba-ka-sze3_,13. _ma2_ ma2-gan{ki},true,false,true,false,0,https://cdli.earth/P227509
e4e400d0f9f0447e,me-luh-ha{ki},meluhha_toponym,P227514,227514,"RIME 2.01.02.08, ex. 01",HS 0193,Nippur (mod. Nuffar),Ur III (ca. 2100-2000 BC),Rimush.00.00.00,@obverse,7,6,7. u3# [me]-luh-ha{ki},u3# [me]-luh-ha{ki},6. u3# gu#-pi-in{ki},8. in# [qab2]-li2,true,false,true,false,0,https://cdli.earth/P227514
ef4bd88fe6f57b0a,me-luh-ha-ta,meluhha_ablative,P232275,232275,"RIME 3/1.01.07, St B witness",AO 00002,Girsu (mod. Tello),Lagash II (ca. 2200-2100 BC),Gudea.00.00.00,@object statue | @surface a | @column 1 | @column 2 | @column 3 | @column 4 | @column 5 | @column 6,39,169,39. kur me-luh-ha-ta,kur me-luh-ha-ta,38. ku3-sig17 sahar-ba,40. im-ta-e11,true,false,true,false,0,https://cdli.earth/P232275
ad136cb6bc3727b9,me-luh-ha{ki},meluhha_toponym,P232277,232277,"RIME 3/1.01.07, St D witness",AO 00001,Girsu (mod. Tello),Lagash II (ca. 2200-2100 BC),Gudea.00.00.00,@object statue | @surface a | @column 1 | @column 2 | @column 3 | @column 4,8,57,8. me-luh-ha{ki},me-luh-ha{ki},7. ma2-gan{ki},9. gu-bi{ki},true,false,true,false,0,https://cdli.earth/P232277
