token_id,packet_id,blind_id,cisi,role,truth_class,orientation_policy,visual_index,assigned_sign,target_text,source_path,token_crop,x0,x1,bbox_w,bbox_h,aspect,ink_density,sha256,admissibility
tok_6eea81f3743c21be,branch_gap_source_box_v1,BG008,M-653,scoring_negative,negative_002_y_not_branch_closure_861,visual_ltr_catalog_reverse,3,235,+679-740-235-002-861+,tmp/002_y_branch_gap_blind_packet/source_crops/BG008_source_crop.png,data/brahmi/source_token_crops_v2/M_653_BG008_3_79a12bafc97e20a6.png,930,1243,319,1600,0.199375,0.024828,77fb9837e5ae6a4c0dda9c91c7fe719fd0c5bb0fcdf2b17f9380fd623c9acf6d,projection_exact_count_unverified_token_identity
tok_2308d13430ddd80f,branch_gap_source_box_v1,BG008,M-653,scoring_negative,negative_002_y_not_branch_closure_861,visual_ltr_catalog_order,4,002,+679-740-235-002-861+,tmp/002_y_branch_gap_blind_packet/source_crops/BG008_source_crop.png,data/brahmi/source_token_crops_v2/M_653_BG008_4_c5d642f656567a2f.png,1243,1355,118,1254,0.094099,0.012147,c568ef908d98bca7e041cd6a07004073cc51f097574c44f1204e75f586e40664,projection_exact_count_unverified_token_identity
tok_25f4d326f1eef2f9,branch_gap_source_box_v1,BG008,M-653,scoring_negative,negative_002_y_not_branch_closure_861,visual_ltr_catalog_reverse,4,740,+679-740-235-002-861+,tmp/002_y_branch_gap_blind_packet/source_crops/BG008_source_crop.png,data/brahmi/source_token_crops_v2/M_653_BG008_4_c5d642f656567a2f.png,1243,1355,118,1254,0.094099,0.012147,c568ef908d98bca7e041cd6a07004073cc51f097574c44f1204e75f586e40664,projection_exact_count_unverified_token_identity
tok_b98a1a0fc53d0bb7,branch_gap_source_box_v1,BG008,M-653,scoring_negative,negative_002_y_not_branch_closure_861,visual_ltr_catalog_order,5,861,+679-740-235-002-861+,tmp/002_y_branch_gap_blind_packet/source_crops/BG008_source_crop.png,data/brahmi/source_token_crops_v2/M_653_BG008_5_26b1bcc57a5d53fe.png,1355,2400,1048,1600,0.655000,0.239656,5cd05b4441e10b57c211f9cf51bb7b25486f6d7ddceb3d9d778d35d6f3c04388,projection_exact_count_unverified_token_identity
tok_7d5e67922e2f6596,branch_gap_source_box_v1,BG008,M-653,scoring_negative,negative_002_y_not_branch_closure_861,visual_ltr_catalog_reverse,5,679,+679-740-235-002-861+,tmp/002_y_branch_gap_blind_packet/source_crops/BG008_source_crop.png,data/brahmi/source_token_crops_v2/M_653_BG008_5_26b1bcc57a5d53fe.png,1355,2400,1048,1600,0.655000,0.239656,5cd05b4441e10b57c211f9cf51bb7b25486f6d7ddceb3d9d778d35d6f3c04388,projection_exact_count_unverified_token_identity
tok_a3be55dad7078238,branch_gap_source_box_v1,BG009,M-654,scoring_negative,negative_contains_branch_signs_without_002_y_frame,visual_ltr_catalog_order,1,368,+368-000-091-031+,tmp/002_y_branch_gap_blind_packet/source_crops/BG009_source_crop.png,data/brahmi/source_token_crops_v2/M_654_BG009_1_5e2581a1dcb203ae.png,0,1851,1854,2250,0.824000,0.235520,4625cc0fa0b1d874baa0298ecaaabdf76254df5a612dc65ad7bc163626fdc26e,projection_exact_count_unverified_token_identity
tok_acf6ca27a5bf8824,branch_gap_source_box_v1,BG009,M-654,scoring_negative,negative_contains_branch_signs_without_002_y_frame,visual_ltr_catalog_reverse,1,031,+368-000-091-031+,tmp/002_y_branch_gap_blind_packet/source_crops/BG009_source_crop.png,data/brahmi/source_token_crops_v2/M_654_BG009_1_5e2581a1dcb203ae.png,0,1851,1854,2250,0.824000,0.235520,4625cc0fa0b1d874baa0298ecaaabdf76254df5a612dc65ad7bc163626fdc26e,projection_exact_count_unverified_token_identity
tok_599715c9981e3dd5,branch_gap_source_box_v1,BG009,M-654,scoring_negative,negative_contains_branch_signs_without_002_y_frame,visual_ltr_catalog_order,2,000,+368-000-091-031+,tmp/002_y_branch_gap_blind_packet/source_crops/BG009_source_crop.png,data/brahmi/source_token_crops_v2/M_654_BG009_2_e47190805c755c0e.png,1851,2060,215,2250,0.095556,0.017645,653367b7ed447f8f2d29b90b6078270680bd4bc7d3afb05fc721e05644913bd8,projection_exact_count_unverified_token_identity
tok_2e073b06a23ce049,branch_gap_source_box_v1,BG009,M-654,scoring_negative,negative_contains_branch_signs_without_002_y_frame,visual_ltr_catalog_reverse,2,091,+368-000-091-031+,tmp/002_y_branch_gap_blind_packet/source_crops/BG009_source_crop.png,data/brahmi/source_token_crops_v2/M_654_BG009_2_e47190805c755c0e.png,1851,2060,215,2250,0.095556,0.017645,653367b7ed447f8f2d29b90b6078270680bd4bc7d3afb05fc721e05644913bd8,projection_exact_count_unverified_token_identity
tok_64e4221379470b6a,branch_gap_source_box_v1,BG009,M-654,scoring_negative,negative_contains_branch_signs_without_002_y_frame,visual_ltr_catalog_order,3,091,+368-000-091-031+,tmp/002_y_branch_gap_blind_packet/source_crops/BG009_source_crop.png,data/brahmi/source_token_crops_v2/M_654_BG009_3_60cace2eed5c15cd.png,2060,2186,132,2250,0.058667,0.008395,a07c1b00ee59e2021227ffbb31e90e86cdcfc72a76ea918e34259f1a385bfac9,projection_exact_count_unverified_token_identity
tok_f300050a452f1eb1,branch_gap_source_box_v1,BG009,M-654,scoring_negative,negative_contains_branch_signs_without_002_y_frame,visual_ltr_catalog_reverse,3,000,+368-000-091-031+,tmp/002_y_branch_gap_blind_packet/source_crops/BG009_source_crop.png,data/brahmi/source_token_crops_v2/M_654_BG009_3_60cace2eed5c15cd.png,2060,2186,132,2250,0.058667,0.008395,a07c1b00ee59e2021227ffbb31e90e86cdcfc72a76ea918e34259f1a385bfac9,projection_exact_count_unverified_token_identity
tok_cb733e8ffa30a9da,branch_gap_source_box_v1,BG009,M-654,scoring_negative,negative_contains_branch_signs_without_002_y_frame,visual_ltr_catalog_order,4,031,+368-000-091-031+,tmp/002_y_branch_gap_blind_packet/source_crops/BG009_source_crop.png,data/brahmi/source_token_crops_v2/M_654_BG009_4_e869ac8750527976.png,2186,2400,217,2250,0.096444,0.053813,9bbe1a625350313301d10dd789a62035f74424e955892e6c2f0212f63d20f13c,projection_exact_count_unverified_token_identity
tok_d4f711c85e486f00,branch_gap_source_box_v1,BG009,M-654,scoring_negative,negative_contains_branch_signs_without_002_y_frame,visual_ltr_catalog_reverse,4,368,+368-000-091-031+,tmp/002_y_branch_gap_blind_packet/source_crops/BG009_source_crop.png,data/brahmi/source_token_crops_v2/M_654_BG009_4_e869ac8750527976.png,2186,2400,217,2250,0.096444,0.053813,9bbe1a625350313301d10dd789a62035f74424e955892e6c2f0212f63d20f13c,projection_exact_count_unverified_token_identity
tok_d900f3b4ab36b5eb,branch_gap_source_box_v1,BG010,M-381,scoring_negative,negative_002_y_not_branch_closure_820_prior_unstable,visual_ltr_catalog_order,1,740,+740-055-220-032-798-002-820+,tmp/002_y_branch_gap_blind_packet/source_crops/BG010_source_crop.png,data/brahmi/source_token_crops_v2/M_381_BG010_1_3468a396068ebf9d.png,113,248,136,631,0.215531,0.088571,7edcf95fde8bba1de3776f41f909e7625667ae79a8843d5d6332510a272ac308,projection_exact_count_unverified_token_identity
tok_843f624f9c769fe6,branch_gap_source_box_v1,BG010,M-381,scoring_negative,negative_002_y_not_branch_closure_820_prior_unstable,visual_ltr_catalog_reverse,1,820,+740-055-220-032-798-002-820+,tmp/002_y_branch_gap_blind_packet/source_crops/BG010_source_crop.png,data/brahmi/source_token_crops_v2/M_381_BG010_1_3468a396068ebf9d.png,113,248,136,631,0.215531,0.088571,7edcf95fde8bba1de3776f41f909e7625667ae79a8843d5d6332510a272ac308,projection_exact_count_unverified_token_identity
tok_2b3290d7f5342e9e,branch_gap_source_box_v1,BG010,M-381,scoring_negative,negative_002_y_not_branch_closure_820_prior_unstable,visual_ltr_catalog_order,2,055,+740-055-220-032-798-002-820+,tmp/002_y_branch_gap_blind_packet/source_crops/BG010_source_crop.png,data/brahmi/source_token_crops_v2/M_381_BG010_2_898491242a5cc691.png,248,484,242,631,0.383518,0.095195,d16bb263d3477e254abe0a42d1f1e215b4e1b3c6baeeae692ab5170ca0ef52cf,projection_exact_count_unverified_token_identity
