sign_uid,system_id,raw_id,normalized_id,description,feature_json,visual_ref_id,status
lipi_numeric:050,lipi_numeric,050,050,,,,unaccepted
lipi_numeric:051,lipi_numeric,051,051,,,,unaccepted
lipi_numeric:055,lipi_numeric,055,055,,,,unaccepted
lipi_numeric:056,lipi_numeric,056,056,,,,unaccepted
lipi_numeric:057,lipi_numeric,057,057,,,,unaccepted
lipi_numeric:058,lipi_numeric,058,058,,,,unaccepted
lipi_numeric:059,lipi_numeric,059,059,,,,unaccepted
lipi_numeric:060,lipi_numeric,060,060,,,,unaccepted
lipi_numeric:061,lipi_numeric,061,061,,,,unaccepted
lipi_numeric:062,lipi_numeric,062,062,,,,unaccepted
lipi_numeric:063,lipi_numeric,063,063,,,,unaccepted
lipi_numeric:064,lipi_numeric,064,064,,,,unaccepted
lipi_numeric:065,lipi_numeric,065,065,,,,unaccepted
lipi_numeric:066,lipi_numeric,066,066,,,,unaccepted
lipi_numeric:067,lipi_numeric,067,067,,,,unaccepted
lipi_numeric:068,lipi_numeric,068,068,,,,unaccepted
lipi_numeric:069,lipi_numeric,069,069,,,,unaccepted
lipi_numeric:070,lipi_numeric,070,070,,,,unaccepted
lipi_numeric:071,lipi_numeric,071,071,,,,unaccepted
lipi_numeric:072,lipi_numeric,072,072,,,,unaccepted
lipi_numeric:073,lipi_numeric,073,073,,,,unaccepted
lipi_numeric:074,lipi_numeric,074,074,,,,unaccepted
lipi_numeric:075,lipi_numeric,075,075,,,,unaccepted
lipi_numeric:080,lipi_numeric,080,080,,,,unaccepted
lipi_numeric:081,lipi_numeric,081,081,,,,unaccepted
lipi_numeric:082,lipi_numeric,082,082,,,,unaccepted
lipi_numeric:083,lipi_numeric,083,083,,,,unaccepted
lipi_numeric:084,lipi_numeric,084,084,,,,unaccepted
lipi_numeric:085,lipi_numeric,085,085,,,,unaccepted
lipi_numeric:090,lipi_numeric,090,090,,,,unaccepted
lipi_numeric:091,lipi_numeric,091,091,,,,unaccepted
lipi_numeric:092,lipi_numeric,092,092,,,,unaccepted
lipi_numeric:093,lipi_numeric,093,093,,,,unaccepted
lipi_numeric:094,lipi_numeric,094,094,,,,unaccepted
lipi_numeric:095,lipi_numeric,095,095,,,,unaccepted
lipi_numeric:096,lipi_numeric,096,096,,,,unaccepted
lipi_numeric:097,lipi_numeric,097,097,,,,unaccepted
lipi_numeric:098,lipi_numeric,098,098,,,,unaccepted
lipi_numeric:099,lipi_numeric,099,099,,,,unaccepted
lipi_numeric:100,lipi_numeric,100,100,,,,unaccepted
lipi_numeric:101,lipi_numeric,101,101,,,,unaccepted
lipi_numeric:102,lipi_numeric,102,102,,,,unaccepted
lipi_numeric:103,lipi_numeric,103,103,,,,unaccepted
lipi_numeric:104,lipi_numeric,104,104,,,,unaccepted
lipi_numeric:105,lipi_numeric,105,105,,,,unaccepted
lipi_numeric:106,lipi_numeric,106,106,,,,unaccepted
lipi_numeric:107,lipi_numeric,107,107,,,,unaccepted
lipi_numeric:110,lipi_numeric,110,110,,,,unaccepted
lipi_numeric:111,lipi_numeric,111,111,,,,unaccepted
lipi_numeric:112,lipi_numeric,112,112,,,,unaccepted
lipi_numeric:113,lipi_numeric,113,113,,,,unaccepted
lipi_numeric:115,lipi_numeric,115,115,,,,unaccepted
lipi_numeric:116,lipi_numeric,116,116,,,,unaccepted
lipi_numeric:117,lipi_numeric,117,117,,,,unaccepted
lipi_numeric:118,lipi_numeric,118,118,,,,unaccepted
lipi_numeric:119,lipi_numeric,119,119,,,,unaccepted
lipi_numeric:121,lipi_numeric,121,121,,,,unaccepted
lipi_numeric:122,lipi_numeric,122,122,,,,unaccepted
lipi_numeric:123,lipi_numeric,123,123,,,,unaccepted
lipi_numeric:125,lipi_numeric,125,125,,,,unaccepted
lipi_numeric:126,lipi_numeric,126,126,,,,unaccepted
lipi_numeric:127,lipi_numeric,127,127,,,,unaccepted
lipi_numeric:128,lipi_numeric,128,128,,,,unaccepted
lipi_numeric:129,lipi_numeric,129,129,,,,unaccepted
lipi_numeric:130,lipi_numeric,130,130,,,,unaccepted
lipi_numeric:131,lipi_numeric,131,131,,,,unaccepted
lipi_numeric:132,lipi_numeric,132,132,,,,unaccepted
lipi_numeric:133,lipi_numeric,133,133,,,,unaccepted
lipi_numeric:134,lipi_numeric,134,134,,,,unaccepted
lipi_numeric:135,lipi_numeric,135,135,,,,unaccepted
lipi_numeric:136,lipi_numeric,136,136,,,,unaccepted
lipi_numeric:137,lipi_numeric,137,137,,,,unaccepted
lipi_numeric:138,lipi_numeric,138,138,,,,unaccepted
lipi_numeric:139,lipi_numeric,139,139,,,,unaccepted
lipi_numeric:140,lipi_numeric,140,140,,,,unaccepted
lipi_numeric:141,lipi_numeric,141,141,,,,unaccepted
lipi_numeric:142,lipi_numeric,142,142,,,,unaccepted
lipi_numeric:143,lipi_numeric,143,143,,,,unaccepted
lipi_numeric:144,lipi_numeric,144,144,,,,unaccepted
lipi_numeric:145,lipi_numeric,145,145,,,,unaccepted
lipi_numeric:146,lipi_numeric,146,146,,,,unaccepted
lipi_numeric:147,lipi_numeric,147,147,,,,unaccepted
lipi_numeric:148,lipi_numeric,148,148,,,,unaccepted
lipi_numeric:150,lipi_numeric,150,150,,,,unaccepted
lipi_numeric:151,lipi_numeric,151,151,,,,unaccepted
lipi_numeric:152,lipi_numeric,152,152,,,,unaccepted
lipi_numeric:153,lipi_numeric,153,153,,,,unaccepted
lipi_numeric:154,lipi_numeric,154,154,,,,unaccepted
lipi_numeric:155,lipi_numeric,155,155,,,,unaccepted
lipi_numeric:156,lipi_numeric,156,156,,,,unaccepted
lipi_numeric:157,lipi_numeric,157,157,,,,unaccepted
lipi_numeric:158,lipi_numeric,158,158,,,,unaccepted
lipi_numeric:159,lipi_numeric,159,159,,,,unaccepted
lipi_numeric:160,lipi_numeric,160,160,,,,unaccepted
lipi_numeric:161,lipi_numeric,161,161,,,,unaccepted
lipi_numeric:165,lipi_numeric,165,165,,,,unaccepted
lipi_numeric:166,lipi_numeric,166,166,,,,unaccepted
lipi_numeric:167,lipi_numeric,167,167,,,,unaccepted
lipi_numeric:168,lipi_numeric,168,168,,,,unaccepted
lipi_numeric:169,lipi_numeric,169,169,,,,unaccepted
lipi_numeric:170,lipi_numeric,170,170,,,,unaccepted
lipi_numeric:171,lipi_numeric,171,171,,,,unaccepted
lipi_numeric:172,lipi_numeric,172,172,,,,unaccepted
lipi_numeric:173,lipi_numeric,173,173,,,,unaccepted
lipi_numeric:175,lipi_numeric,175,175,,,,unaccepted
lipi_numeric:176,lipi_numeric,176,176,,,,unaccepted
lipi_numeric:177,lipi_numeric,177,177,,,,unaccepted
lipi_numeric:178,lipi_numeric,178,178,,,,unaccepted
lipi_numeric:179,lipi_numeric,179,179,,,,unaccepted
lipi_numeric:180,lipi_numeric,180,180,,,,unaccepted
lipi_numeric:190,lipi_numeric,190,190,,,,unaccepted
lipi_numeric:191,lipi_numeric,191,191,,,,unaccepted
lipi_numeric:192,lipi_numeric,192,192,,,,unaccepted
lipi_numeric:193,lipi_numeric,193,193,,,,unaccepted
lipi_numeric:195,lipi_numeric,195,195,,,,unaccepted
lipi_numeric:200,lipi_numeric,200,200,,,,unaccepted
lipi_numeric:201,lipi_numeric,201,201,,,,unaccepted
lipi_numeric:202,lipi_numeric,202,202,,,,unaccepted
lipi_numeric:203,lipi_numeric,203,203,,,,unaccepted
lipi_numeric:204,lipi_numeric,204,204,,,,unaccepted
lipi_numeric:205,lipi_numeric,205,205,,,,unaccepted
lipi_numeric:206,lipi_numeric,206,206,,,,unaccepted
lipi_numeric:207,lipi_numeric,207,207,,,,unaccepted
lipi_numeric:208,lipi_numeric,208,208,,,,unaccepted
lipi_numeric:209,lipi_numeric,209,209,,,,unaccepted
lipi_numeric:215,lipi_numeric,215,215,,,,unaccepted
lipi_numeric:216,lipi_numeric,216,216,,,,unaccepted
lipi_numeric:217,lipi_numeric,217,217,,,,unaccepted
lipi_numeric:219,lipi_numeric,219,219,,,,unaccepted
lipi_numeric:220,lipi_numeric,220,220,,,,unaccepted
lipi_numeric:221,lipi_numeric,221,221,,,,unaccepted
lipi_numeric:222,lipi_numeric,222,222,,,,unaccepted
lipi_numeric:223,lipi_numeric,223,223,,,,unaccepted
lipi_numeric:224,lipi_numeric,224,224,,,,unaccepted
lipi_numeric:225,lipi_numeric,225,225,,,,unaccepted
lipi_numeric:226,lipi_numeric,226,226,,,,unaccepted
lipi_numeric:227,lipi_numeric,227,227,,,,unaccepted
lipi_numeric:228,lipi_numeric,228,228,,,,unaccepted
lipi_numeric:229,lipi_numeric,229,229,,,,unaccepted
lipi_numeric:230,lipi_numeric,230,230,,,,unaccepted
lipi_numeric:231,lipi_numeric,231,231,,,,unaccepted
lipi_numeric:232,lipi_numeric,232,232,,,,unaccepted
lipi_numeric:233,lipi_numeric,233,233,,,,unaccepted
lipi_numeric:234,lipi_numeric,234,234,,,,unaccepted
lipi_numeric:235,lipi_numeric,235,235,,,,unaccepted
lipi_numeric:236,lipi_numeric,236,236,,,,unaccepted
lipi_numeric:237,lipi_numeric,237,237,,,,unaccepted
lipi_numeric:240,lipi_numeric,240,240,,,,unaccepted
lipi_numeric:241,lipi_numeric,241,241,,,,unaccepted
lipi_numeric:242,lipi_numeric,242,242,,,,unaccepted
lipi_numeric:243,lipi_numeric,243,243,,,,unaccepted
lipi_numeric:244,lipi_numeric,244,244,,,,unaccepted
lipi_numeric:250,lipi_numeric,250,250,,,,unaccepted
lipi_numeric:251,lipi_numeric,251,251,,,,unaccepted
lipi_numeric:252,lipi_numeric,252,252,,,,unaccepted
lipi_numeric:253,lipi_numeric,253,253,,,,unaccepted
lipi_numeric:255,lipi_numeric,255,255,,,,unaccepted
lipi_numeric:256,lipi_numeric,256,256,,,,unaccepted
lipi_numeric:257,lipi_numeric,257,257,,,,unaccepted
lipi_numeric:260,lipi_numeric,260,260,,,,unaccepted
lipi_numeric:261,lipi_numeric,261,261,,,,unaccepted
lipi_numeric:262,lipi_numeric,262,262,,,,unaccepted
lipi_numeric:263,lipi_numeric,263,263,,,,unaccepted
lipi_numeric:264,lipi_numeric,264,264,,,,unaccepted
lipi_numeric:265,lipi_numeric,265,265,,,,unaccepted
lipi_numeric:266,lipi_numeric,266,266,,,,unaccepted
lipi_numeric:267,lipi_numeric,267,267,,,,unaccepted
lipi_numeric:268,lipi_numeric,268,268,,,,unaccepted
lipi_numeric:269,lipi_numeric,269,269,,,,unaccepted
lipi_numeric:270,lipi_numeric,270,270,,,,unaccepted
lipi_numeric:271,lipi_numeric,271,271,,,,unaccepted
lipi_numeric:272,lipi_numeric,272,272,,,,unaccepted
lipi_numeric:276,lipi_numeric,276,276,,,,unaccepted
lipi_numeric:277,lipi_numeric,277,277,,,,unaccepted
lipi_numeric:278,lipi_numeric,278,278,,,,unaccepted
lipi_numeric:279,lipi_numeric,279,279,,,,unaccepted
lipi_numeric:280,lipi_numeric,280,280,,,,unaccepted
lipi_numeric:281,lipi_numeric,281,281,,,,unaccepted
lipi_numeric:285,lipi_numeric,285,285,,,,unaccepted
lipi_numeric:286,lipi_numeric,286,286,,,,unaccepted
lipi_numeric:287,lipi_numeric,287,287,,,,unaccepted
lipi_numeric:290,lipi_numeric,290,290,,,,unaccepted
lipi_numeric:291,lipi_numeric,291,291,,,,unaccepted
lipi_numeric:292,lipi_numeric,292,292,,,,unaccepted
lipi_numeric:293,lipi_numeric,293,293,,,,unaccepted
lipi_numeric:294,lipi_numeric,294,294,,,,unaccepted
lipi_numeric:295,lipi_numeric,295,295,,,,unaccepted
lipi_numeric:296,lipi_numeric,296,296,,,,unaccepted
lipi_numeric:297,lipi_numeric,297,297,,,,unaccepted
lipi_numeric:298,lipi_numeric,298,298,,,,unaccepted
lipi_numeric:299,lipi_numeric,299,299,,,,unaccepted
lipi_numeric:300,lipi_numeric,300,300,,,,unaccepted
lipi_numeric:301,lipi_numeric,301,301,,,,unaccepted
lipi_numeric:302,lipi_numeric,302,302,,,,unaccepted
lipi_numeric:303,lipi_numeric,303,303,,,,unaccepted
lipi_numeric:304,lipi_numeric,304,304,,,,unaccepted
lipi_numeric:305,lipi_numeric,305,305,,,,unaccepted
lipi_numeric:306,lipi_numeric,306,306,,,,unaccepted
lipi_numeric:307,lipi_numeric,307,307,,,,unaccepted
lipi_numeric:308,lipi_numeric,308,308,,,,unaccepted
lipi_numeric:309,lipi_numeric,309,309,,,,unaccepted
lipi_numeric:310,lipi_numeric,310,310,,,,unaccepted
lipi_numeric:311,lipi_numeric,311,311,,,,unaccepted
lipi_numeric:315,lipi_numeric,315,315,,,,unaccepted
lipi_numeric:316,lipi_numeric,316,316,,,,unaccepted
lipi_numeric:317,lipi_numeric,317,317,,,,unaccepted
lipi_numeric:318,lipi_numeric,318,318,,,,unaccepted
lipi_numeric:319,lipi_numeric,319,319,,,,unaccepted
lipi_numeric:320,lipi_numeric,320,320,,,,unaccepted
lipi_numeric:321,lipi_numeric,321,321,,,,unaccepted
lipi_numeric:322,lipi_numeric,322,322,,,,unaccepted
lipi_numeric:323,lipi_numeric,323,323,,,,unaccepted
lipi_numeric:324,lipi_numeric,324,324,,,,unaccepted
lipi_numeric:325,lipi_numeric,325,325,,,,unaccepted
lipi_numeric:326,lipi_numeric,326,326,,,,unaccepted
lipi_numeric:327,lipi_numeric,327,327,,,,unaccepted
lipi_numeric:328,lipi_numeric,328,328,,,,unaccepted
lipi_numeric:329,lipi_numeric,329,329,,,,unaccepted
lipi_numeric:330,lipi_numeric,330,330,,,,unaccepted
lipi_numeric:335,lipi_numeric,335,335,,,,unaccepted
lipi_numeric:336,lipi_numeric,336,336,,,,unaccepted
lipi_numeric:337,lipi_numeric,337,337,,,,unaccepted
lipi_numeric:338,lipi_numeric,338,338,,,,unaccepted
lipi_numeric:340,lipi_numeric,340,340,,,,unaccepted
lipi_numeric:341,lipi_numeric,341,341,,,,unaccepted
lipi_numeric:342,lipi_numeric,342,342,,,,unaccepted
lipi_numeric:343,lipi_numeric,343,343,,,,unaccepted
lipi_numeric:344,lipi_numeric,344,344,,,,unaccepted
lipi_numeric:345,lipi_numeric,345,345,,,,unaccepted
lipi_numeric:346,lipi_numeric,346,346,,,,unaccepted
lipi_numeric:347,lipi_numeric,347,347,,,,unaccepted
lipi_numeric:348,lipi_numeric,348,348,,,,unaccepted
lipi_numeric:350,lipi_numeric,350,350,,,,unaccepted
lipi_numeric:351,lipi_numeric,351,351,,,,unaccepted
lipi_numeric:352,lipi_numeric,352,352,,,,unaccepted
lipi_numeric:353,lipi_numeric,353,353,,,,unaccepted
lipi_numeric:354,lipi_numeric,354,354,,,,unaccepted
lipi_numeric:360,lipi_numeric,360,360,,,,unaccepted
lipi_numeric:361,lipi_numeric,361,361,,,,unaccepted
lipi_numeric:362,lipi_numeric,362,362,,,,unaccepted
lipi_numeric:363,lipi_numeric,363,363,,,,unaccepted
lipi_numeric:365,lipi_numeric,365,365,,,,unaccepted
lipi_numeric:367,lipi_numeric,367,367,,,,unaccepted
lipi_numeric:368,lipi_numeric,368,368,,,,unaccepted
lipi_numeric:370,lipi_numeric,370,370,,,,unaccepted
lipi_numeric:371,lipi_numeric,371,371,,,,unaccepted
lipi_numeric:372,lipi_numeric,372,372,,,,unaccepted
lipi_numeric:373,lipi_numeric,373,373,,,,unaccepted
lipi_numeric:374,lipi_numeric,374,374,,,,unaccepted
lipi_numeric:375,lipi_numeric,375,375,,,,unaccepted
lipi_numeric:376,lipi_numeric,376,376,,,,unaccepted
lipi_numeric:380,lipi_numeric,380,380,,,,unaccepted
lipi_numeric:381,lipi_numeric,381,381,,,,unaccepted
lipi_numeric:382,lipi_numeric,382,382,,,,unaccepted
lipi_numeric:383,lipi_numeric,383,383,,,,unaccepted
lipi_numeric:384,lipi_numeric,384,384,,,,unaccepted
lipi_numeric:385,lipi_numeric,385,385,,,,unaccepted
lipi_numeric:386,lipi_numeric,386,386,,,,unaccepted
lipi_numeric:387,lipi_numeric,387,387,,,,unaccepted
lipi_numeric:388,lipi_numeric,388,388,,,,unaccepted
lipi_numeric:389,lipi_numeric,389,389,,,,unaccepted
lipi_numeric:390,lipi_numeric,390,390,,,,unaccepted
lipi_numeric:391,lipi_numeric,391,391,,,,unaccepted
lipi_numeric:392,lipi_numeric,392,392,,,,unaccepted
lipi_numeric:393,lipi_numeric,393,393,,,,unaccepted
lipi_numeric:394,lipi_numeric,394,394,,,,unaccepted
lipi_numeric:400,lipi_numeric,400,400,,,,unaccepted
lipi_numeric:401,lipi_numeric,401,401,,,,unaccepted
lipi_numeric:402,lipi_numeric,402,402,,,,unaccepted
lipi_numeric:403,lipi_numeric,403,403,,,,unaccepted
lipi_numeric:404,lipi_numeric,404,404,,,,unaccepted
lipi_numeric:405,lipi_numeric,405,405,,,,unaccepted
lipi_numeric:406,lipi_numeric,406,406,,,,unaccepted
lipi_numeric:407,lipi_numeric,407,407,,,,unaccepted
lipi_numeric:408,lipi_numeric,408,408,,,,unaccepted
lipi_numeric:409,lipi_numeric,409,409,,,,unaccepted
lipi_numeric:410,lipi_numeric,410,410,,,,unaccepted
lipi_numeric:411,lipi_numeric,411,411,,,,unaccepted
lipi_numeric:412,lipi_numeric,412,412,,,,unaccepted
lipi_numeric:413,lipi_numeric,413,413,,,,unaccepted
lipi_numeric:415,lipi_numeric,415,415,,,,unaccepted
lipi_numeric:416,lipi_numeric,416,416,,,,unaccepted
lipi_numeric:417,lipi_numeric,417,417,,,,unaccepted
lipi_numeric:418,lipi_numeric,418,418,,,,unaccepted
lipi_numeric:420,lipi_numeric,420,420,,,,unaccepted
lipi_numeric:421,lipi_numeric,421,421,,,,unaccepted
lipi_numeric:422,lipi_numeric,422,422,,,,unaccepted
lipi_numeric:423,lipi_numeric,423,423,,,,unaccepted
lipi_numeric:424,lipi_numeric,424,424,,,,unaccepted
lipi_numeric:425,lipi_numeric,425,425,,,,unaccepted
lipi_numeric:426,lipi_numeric,426,426,,,,unaccepted
lipi_numeric:427,lipi_numeric,427,427,,,,unaccepted
lipi_numeric:428,lipi_numeric,428,428,,,,unaccepted
lipi_numeric:429,lipi_numeric,429,429,,,,unaccepted
lipi_numeric:430,lipi_numeric,430,430,,,,unaccepted
lipi_numeric:435,lipi_numeric,435,435,,,,unaccepted
lipi_numeric:436,lipi_numeric,436,436,,,,unaccepted
lipi_numeric:440,lipi_numeric,440,440,,,,unaccepted
lipi_numeric:441,lipi_numeric,441,441,,,,unaccepted
lipi_numeric:442,lipi_numeric,442,442,,,,unaccepted
lipi_numeric:443,lipi_numeric,443,443,,,,unaccepted
lipi_numeric:444,lipi_numeric,444,444,,,,unaccepted
lipi_numeric:445,lipi_numeric,445,445,,,,unaccepted
lipi_numeric:450,lipi_numeric,450,450,,,,unaccepted
lipi_numeric:451,lipi_numeric,451,451,,,,unaccepted
lipi_numeric:452,lipi_numeric,452,452,,,,unaccepted
lipi_numeric:454,lipi_numeric,454,454,,,,unaccepted
lipi_numeric:455,lipi_numeric,455,455,,,,unaccepted
lipi_numeric:456,lipi_numeric,456,456,,,,unaccepted
lipi_numeric:457,lipi_numeric,457,457,,,,unaccepted
lipi_numeric:458,lipi_numeric,458,458,,,,unaccepted
lipi_numeric:460,lipi_numeric,460,460,,,,unaccepted
lipi_numeric:461,lipi_numeric,461,461,,,,unaccepted
lipi_numeric:462,lipi_numeric,462,462,,,,unaccepted
lipi_numeric:463,lipi_numeric,463,463,,,,unaccepted
lipi_numeric:465,lipi_numeric,465,465,,,,unaccepted
lipi_numeric:467,lipi_numeric,467,467,,,,unaccepted
lipi_numeric:468,lipi_numeric,468,468,,,,unaccepted
lipi_numeric:469,lipi_numeric,469,469,,,,unaccepted
lipi_numeric:470,lipi_numeric,470,470,,,,unaccepted
lipi_numeric:471,lipi_numeric,471,471,,,,unaccepted
lipi_numeric:472,lipi_numeric,472,472,,,,unaccepted
lipi_numeric:473,lipi_numeric,473,473,,,,unaccepted
lipi_numeric:474,lipi_numeric,474,474,,,,unaccepted
lipi_numeric:475,lipi_numeric,475,475,,,,unaccepted
lipi_numeric:479,lipi_numeric,479,479,,,,unaccepted
lipi_numeric:480,lipi_numeric,480,480,,,,unaccepted
lipi_numeric:481,lipi_numeric,481,481,,,,unaccepted
lipi_numeric:482,lipi_numeric,482,482,,,,unaccepted
lipi_numeric:483,lipi_numeric,483,483,,,,unaccepted
lipi_numeric:484,lipi_numeric,484,484,,,,unaccepted
lipi_numeric:490,lipi_numeric,490,490,,,,unaccepted
lipi_numeric:491,lipi_numeric,491,491,,,,unaccepted
lipi_numeric:492,lipi_numeric,492,492,,,,unaccepted
lipi_numeric:493,lipi_numeric,493,493,,,,unaccepted
lipi_numeric:494,lipi_numeric,494,494,,,,unaccepted
lipi_numeric:495,lipi_numeric,495,495,,,,unaccepted
lipi_numeric:500,lipi_numeric,500,500,,,,unaccepted
lipi_numeric:501,lipi_numeric,501,501,,,,unaccepted
lipi_numeric:502,lipi_numeric,502,502,,,,unaccepted
lipi_numeric:503,lipi_numeric,503,503,,,,unaccepted
lipi_numeric:504,lipi_numeric,504,504,,,,unaccepted
lipi_numeric:505,lipi_numeric,505,505,,,,unaccepted
lipi_numeric:506,lipi_numeric,506,506,,,,unaccepted
lipi_numeric:510,lipi_numeric,510,510,,,,unaccepted
lipi_numeric:511,lipi_numeric,511,511,,,,unaccepted
lipi_numeric:512,lipi_numeric,512,512,,,,unaccepted
lipi_numeric:513,lipi_numeric,513,513,,,,unaccepted
lipi_numeric:514,lipi_numeric,514,514,,,,unaccepted
lipi_numeric:515,lipi_numeric,515,515,,,,unaccepted
lipi_numeric:516,lipi_numeric,516,516,,,,unaccepted
lipi_numeric:517,lipi_numeric,517,517,,,,unaccepted
lipi_numeric:518,lipi_numeric,518,518,,,,unaccepted
lipi_numeric:519,lipi_numeric,519,519,,,,unaccepted
lipi_numeric:520,lipi_numeric,520,520,,,,unaccepted
lipi_numeric:521,lipi_numeric,521,521,,,,unaccepted
lipi_numeric:525,lipi_numeric,525,525,,,,unaccepted
lipi_numeric:526,lipi_numeric,526,526,,,,unaccepted
lipi_numeric:527,lipi_numeric,527,527,,,,unaccepted
lipi_numeric:528,lipi_numeric,528,528,,,,unaccepted
lipi_numeric:530,lipi_numeric,530,530,,,,unaccepted
lipi_numeric:531,lipi_numeric,531,531,,,,unaccepted
lipi_numeric:532,lipi_numeric,532,532,,,,unaccepted
lipi_numeric:533,lipi_numeric,533,533,,,,unaccepted
lipi_numeric:534,lipi_numeric,534,534,,,,unaccepted
lipi_numeric:535,lipi_numeric,535,535,,,,unaccepted
lipi_numeric:540,lipi_numeric,540,540,,,,unaccepted
lipi_numeric:541,lipi_numeric,541,541,,,,unaccepted
lipi_numeric:542,lipi_numeric,542,542,,,,unaccepted
lipi_numeric:543,lipi_numeric,543,543,,,,unaccepted
lipi_numeric:544,lipi_numeric,544,544,,,,unaccepted
lipi_numeric:545,lipi_numeric,545,545,,,,unaccepted
lipi_numeric:546,lipi_numeric,546,546,,,,unaccepted
lipi_numeric:547,lipi_numeric,547,547,,,,unaccepted
lipi_numeric:550,lipi_numeric,550,550,,,,unaccepted
lipi_numeric:551,lipi_numeric,551,551,,,,unaccepted
lipi_numeric:552,lipi_numeric,552,552,,,,unaccepted
lipi_numeric:554,lipi_numeric,554,554,,,,unaccepted
lipi_numeric:555,lipi_numeric,555,555,,,,unaccepted
lipi_numeric:556,lipi_numeric,556,556,,,,unaccepted
lipi_numeric:560,lipi_numeric,560,560,,,,unaccepted
lipi_numeric:561,lipi_numeric,561,561,,,,unaccepted
lipi_numeric:562,lipi_numeric,562,562,,,,unaccepted
lipi_numeric:563,lipi_numeric,563,563,,,,unaccepted
lipi_numeric:564,lipi_numeric,564,564,,,,unaccepted
lipi_numeric:565,lipi_numeric,565,565,,,,unaccepted
lipi_numeric:570,lipi_numeric,570,570,,,,unaccepted
lipi_numeric:571,lipi_numeric,571,571,,,,unaccepted
lipi_numeric:572,lipi_numeric,572,572,,,,unaccepted
lipi_numeric:573,lipi_numeric,573,573,,,,unaccepted
lipi_numeric:575,lipi_numeric,575,575,,,,unaccepted
lipi_numeric:576,lipi_numeric,576,576,,,,unaccepted
lipi_numeric:577,lipi_numeric,577,577,,,,unaccepted
lipi_numeric:578,lipi_numeric,578,578,,,,unaccepted
lipi_numeric:579,lipi_numeric,579,579,,,,unaccepted
lipi_numeric:585,lipi_numeric,585,585,,,,unaccepted
lipi_numeric:586,lipi_numeric,586,586,,,,unaccepted
lipi_numeric:590,lipi_numeric,590,590,,,,unaccepted
lipi_numeric:591,lipi_numeric,591,591,,,,unaccepted
lipi_numeric:592,lipi_numeric,592,592,,,,unaccepted
lipi_numeric:593,lipi_numeric,593,593,,,,unaccepted
lipi_numeric:595,lipi_numeric,595,595,,,,unaccepted
lipi_numeric:596,lipi_numeric,596,596,,,,unaccepted
lipi_numeric:597,lipi_numeric,597,597,,,,unaccepted
lipi_numeric:600,lipi_numeric,600,600,,,,unaccepted
lipi_numeric:601,lipi_numeric,601,601,,,,unaccepted
lipi_numeric:602,lipi_numeric,602,602,,,,unaccepted
lipi_numeric:603,lipi_numeric,603,603,,,,unaccepted
lipi_numeric:604,lipi_numeric,604,604,,,,unaccepted
lipi_numeric:605,lipi_numeric,605,605,,,,unaccepted
